1.35309,-9.11252,-9.66615,9.47004,4.00952,-7.09709,6.99492,-8.13115,9.65939,-2.12181,-1.44051,-1.50567,4.75438,9.33334,-7.60212,-1.97511,5.07293,5.67146,1.89437,9.03651,6.88433,-9.59589,6.01751,2.48258,-4.22834,5.06559,-5.72164,-8.68616,4.88995,-7.39991,-7.51414,1.3891,2.93695,-9.67833,5.02872,1.22007
-3.25063,7.6046,6.09169,-7.11796,-6.37406,0.0187611,5.6953,-6.07949,5.29641,8.61039,8.9809,4.75438,-2.3555,-5.17342,-9.17276,4.61666,3.63764,-0.734979,0.233449,-8.84264,1.37112,-7.07249,-9.64788,-8.80178,-9.80598,7.06755,7.59406,3.51631,1.43089,-3.61021,4.52838,8.38827,-0.463256,-0.7957,1.50905,-0.715753
-2.18731,-5.18712,6.0564,2.21979,0.867602,-3.23204,1.37434,-8.50677,1.58489,-0.437847,9.84335,9.33334,-5.17342,1.66968,-2.91568,1.80597,7.46154,1.32567,6.65523,2.53354,1.14414,4.35222,9.83099,-3.30109,-8.42395,-5.02974,1.5537,-4.35026,-1.43458,-7.69917,3.97792,6.0495,5.88055,-3.80214,-4.27677,-8.74484
2.09211,4.09287,3.42146,-0.194657,1.65184,-7.93911,3.12834,-6.48413,-8.12415,5.94462,6.9981,-7.60212,-9.17276,-2.91568,0.307669,1.15736,-7.38691,0.36121,0.303361,4.77762,-8.11765,-5.51686,-7.01353,-1.39063,0.475361,2.8237,4.02589,-0.583689,-3.96658,4.54977,5.70029,-6.91964,2.40388,9.33553,8.10859,-4.18625
-8.02605,-5.71253,8.78208,1.74398,-0.58844,-2.8829,-9.27455,0.140452,-2.13191,6.6948,-1.00265,-1.97511,4.61666,1.80597,1.15736,-6.21768,-6.84585,-7.94531,7.50839,-4.16135,-6.34904,-5.93837,4.79314,2.88469,0.80116,7.2002,-1.22571,8.0434,-5.53872,7.35371,-7.75879,7.6903,0.692188,3.04066,-3.67287,1.59278
8.53006,5.38077,-6.38931,-5.82787,4.40608,4.25431,-5.1097,6.57688,-3.52011,7.4674,0.749853,5.07293,3.63764,7.46154,-7.38691,-6.84585,-8.87734,-8.9364,-9.74144,2.5609,5.51924,-1.11896,6.48068,4.47318,-1.22713,-0.761047,7.97432,4.65648,-9.64059,1.48536,0.978715,0.540101,-8.94818,2.18805,8.31555,-6.59599
-1.14922,6.16841,-9.70255,-9.23172,3.82923,-9.37416,6.86355,-3.18194,6.11981,7.62406,5.51958,5.67146,-0.734979,1.32567,0.36121,-7.94531,-8.9364,-3.55787,-4.20751,-3.68456,-1.10416,0.807155,-1.03664,-6.37348,3.39696,-4.48207,-5.85147,8.46199,2.5858,-4.63531,-9.3965,5.67356,-4.29818,-0.224953,0.0878287,0.1582
-7.96629,-5.99922,-6.41952,2.84659,-1.1566,-0.524981,9.79928,6.77052,1.21915,-3.68338,-3.51716,1.89437,0.233449,6.65523,0.303361,7.50839,-9.74144,-4.20751,0.114771,-2.06413,-5.12726,4.74885,8.45408,-7.74623,-7.62445,9.44575,-6.07338,-1.76987,-1.19637,5.25082,-4.68691,9.50949,6.08675,3.01542,-9.834,-9.44337
-6.83748,7.91405,6.74434,2.03612,-3.08096,-2.27726,-3.50247,-2.2816,-4.73717,-2.42353,3.48403,9.03651,-8.84264,2.53354,4.77762,-4.16135,2.5609,-3.68456,-2.06413,-5.46353,-6.81113,1.15167,4.42263,-4.85805,-7.70169,4.63154,-0.0972921,4.43001,2.47282,-8.20458,-0.335054,-1.21532,-6.66181,-5.71156,4.81619,0.931319
-7.57158,-5.26859,0.88269,-8.02757,-0.815698,2.76043,4.89334,-5.94558,-5.48567,6.21019,-0.328469,6.88433,1.37112,1.14414,-8.11765,-6.34904,5.51924,-1.10416,-5.12726,-6.81113,1.57731,-8.98828,-3.45632,1.76393,-6.97626,5.98212,0.717308,-1.35947,-4.29742,3.55738,0.850821,4.08646,-7.74461,8.63707,-6.24663,-5.54541
-2.97384,1.57102,6.83521,3.25266,-1.95816,-2.34883,4.54653,-2.97966,4.99623,8.5448,2.90363,-9.59589,-7.07249,4.35222,-5.51686,-5.93837,-1.11896,0.807155,4.74885,1.15167,-8.98828,-8.49177,-2.00389,1.27368,1.90495,6.92704,-4.01847,4.28918,3.07646,-4.94902,-6.23136,1.08558,-6.41908,-9.51483,-8.49298,8.56897
-1.10721,0.578205,-3.75238,8.52959,2.65853,-7.37019,5.898,-2.8511,-7.8201,-4.96562,-0.433804,6.01751,-9.64788,9.83099,-7.01353,4.79314,6.48068,-1.03664,8.45408,4.42263,-3.45632,-2.00389,0.311831,-0.0414458,9.2189,3.53196,-7.15849,7.75404,-2.37592,5.60332,8.65438,-5.80793,1.63637,7.19444,8.91378,-2.13273
-3.13625,-0.142376,-9.69547,7.88883,8.27331,5.52283,-8.62439,0.740786,-0.602796,-8.08147,8.23941,2.48258,-8.80178,-3.30109,-1.39063,2.88469,4.47318,-6.37348,-7.74623,-4.85805,1.76393,1.27368,-0.0414458,-8.11351,9.42543,-9.63318,-7.7947,8.47492,-9.85638,-1.35566,0.98068,-4.69856,4.34433,9.99599,2.07203,8.19574
1.3702,-8.55564,0.918471,-6.07691,8.51084,5.91098,7.63476,8.45693,-6.38277,-7.40428,-7.59587,-4.22834,-9.80598,-8.42395,0.475361,0.80116,-1.22713,3.39696,-7.62445,-7.70169,-6.97626,1.90495,9.2189,9.42543,-9.93841,-8.98433,-7.70266,0.113857,-6.65873,7.18684,4.41064,-4.61639,5.20695,3.15875,4.86745,1.07588
-5.30262,-5.28627,-4.26723,-5.56029,7.36068,1.65967,4.11292,-1.97985,7.73719,1.99145,5.69913,5.06559,7.06755,-5.02974,2.8237,7.2002,-0.761047,-4.48207,9.44575,4.63154,5.98212,6.92704,3.53196,-9.63318,-8.98433,1.46781,3.12878,-1.3654,9.22667,0.76915,-2.96106,-9.04037,2.8214,-0.544863,-4.98431,-2.32832
1.72392,-6.28509,2.27477,9.9789,8.64976,3.15184,-3.56733,-9.6548,-6.23231,3.46662,1.4101,-5.72164,7.59406,1.5537,4.02589,-1.22571,7.97432,-5.85147,-6.07338,-0.0972921,0.717308,-4.01847,-7.15849,-7.7947,-7.70266,3.12878,-9.37799,-5.1515,-5.16924,-1.13916,8.18946,-3.25903,-3.89496,-0.58174,-0.375688,0.255597
-5.03136,-0.274599,-0.39879,2.44124,6.54917,4.06996,-9.34846,-8.93687,4.17187,-2.42294,9.66788,-8.68616,3.51631,-4.35026,-0.583689,8.0434,4.65648,8.46199,-1.76987,4.43001,-1.35947,4.28918,7.75404,8.47492,0.113857,-1.3654,-5.1515,4.55953,0.150158,-6.56729,7.22901,-4.47445,-2.40506,9.85574,7.18209,-3.52108
3.96483,-6.99486,4.0516,9.25365,4.51011,-7.20752,5.21829,-0.627534,5.82897,-6.85973,8.48806,4.88995,1.43089,-1.43458,-3.96658,-5.53872,-9.64059,2.5858,-1.19637,2.47282,-4.29742,3.07646,-2.37592,-9.85638,-6.65873,9.22667,-5.16924,0.150158,6.80136,-5.60073,0.276953,-7.8172,-9.62858,1.45414,-2.35874,-8.11802
1.52754,4.51752,9.67742,8.38505,9.72051,8.54103,0.94772,1.24809,-6.522,6.60652,5.45219,-7.39991,-3.61021,-7.69917,4.54977,7.35371,1.48536,-4.63531,5.25082,-8.20458,3.55738,-4.94902,5.60332,-1.35566,7.18684,0.76915,-1.13916,-6.56729,-5.60073,-2.664,-3.56331,2.11647,0.729736,-1.9034,5.51415,-0.283621
-6.4195,3.45521,-0.668672,-0.237724,-4.91402,5.61792,-6.49691,-8.29178,4.25461,-6.57116,-5.41364,-7.51414,4.52838,3.97792,5.70029,-7.75879,0.978715,-9.3965,-4.68691,-0.335054,0.850821,-6.23136,8.65438,0.98068,4.41064,-2.96106,8.18946,7.22901,0.276953,-3.56331,2.70017,5.34665,-6.52901,-9.23011,-6.51511,-1.95846
-4.03919,1.8161,-8.08905,6.18768,-1.23631,1.01074,-2.07555,9.3737,9.94119,-9.26997,0.14348,1.3891,8.38827,6.0495,-6.91964,7.6903,0.540101,5.67356,9.50949,-1.21532,4.08646,1.08558,-5.80793,-4.69856,-4.61639,-9.04037,-3.25903,-4.47445,-7.8172,2.11647,5.34665,0.961795,8.9258,1.75012,3.34798,-4.67233
9.65542,-0.170902,4.21807,9.56049,8.48056,-9.90333,4.08714,-3.69462,4.528,-6.57421,7.22605,2.93695,-0.463256,5.88055,2.40388,0.692188,-8.94818,-4.29818,6.08675,-6.66181,-7.74461,-6.41908,1.63637,4.34433,5.20695,2.8214,-3.89496,-2.40506,-9.62858,0.729736,-6.52901,8.9258,4.35756,9.93151,-3.33669,0.106984
0.371092,0.130843,3.38206,8.90907,4.48785,4.62468,5.03135,-0.15262,5.73008,1.95926,-6.21688,-9.67833,-0.7957,-3.80214,9.33553,3.04066,2.18805,-0.224953,3.01542,-5.71156,8.63707,-9.51483,7.19444,9.99599,3.15875,-0.544863,-0.58174,9.85574,1.45414,-1.9034,-9.23011,1.75012,9.93151,0.864214,9.85588,7.86065
-2.64399,-0.717481,0.635794,-3.54609,-2.20183,-0.952639,-3.82707,-5.46452,-7.70851,0.198684,4.73294,5.02872,1.50905,-4.27677,8.10859,-3.67287,8.31555,0.0878287,-9.834,4.81619,-6.24663,-8.49298,8.91378,2.07203,4.86745,-4.98431,-0.375688,7.18209,-2.35874,5.51415,-6.51511,3.34798,-3.33669,9.85588,6.02456,-7.47101
-5.51853,7.86754,7.48043,8.73579,2.85772,8.59788,6.67246,3.31947,0.774337,-2.90993,-8.99327,1.22007,-0.715753,-8.74484,-4.18625,1.59278,-6.59599,0.1582,-9.44337,0.931319,-5.54541,8.56897,-2.13273,8.19574,1.07588,-2.32832,0.255597,-3.52108,-8.11802,-0.283621,-1.95846,-4.67233,0.106984,7.86065,-7.47101,-5.98708
