-7.56086,-9.07251,-1.51716,-9.53118,1.17612,-9.55761,-8.3496,-4.21134,-5.89233,1.92387,2.85043,1.70984,-4.64304,5.35568,-5.89547,0.0350797,-1.59092,6.95609,-4.73222,6.41274,9.19584,-6.55558,-9.23989,0.494537,-1.38265,4.53639,7.26409,2.69739,8.95942,9.20727,-7.21205
5.74617,-9.85103,2.55241,5.18499,4.09454,-2.50566,-2.50086,-4.39383,-9.0175,-6.70073,1.70984,9.16135,9.87102,-4.51237,-7.20351,-4.02071,5.1299,7.67939,-9.75322,-6.96292,6.8695,-7.75317,-6.23136,9.77924,7.66042,1.48538,2.4353,0.356982,-3.7083,8.81858,-2.7439
7.60091,-4.40679,-7.20363,-3.1701,-7.91481,7.20103,-8.88225,2.05965,5.45723,2.59294,-4.64304,9.87102,-7.40306,-5.8367,3.98599,4.55144,-7.81716,9.81521,1.69962,-8.66137,-9.2305,0.797328,7.36693,4.85608,-0.927939,5.25273,-3.7997,2.64021,-9.848,0.76322,2.83189
5.96809,4.07379,4.91142,-6.97758,-4.0763,-8.73697,8.08221,-6.35219,-6.23195,-6.53656,5.35568,-4.51237,-5.8367,-8.55265,4.52727,8.71176,-8.56194,-9.3487,6.29047,-6.16002,8.14544,2.96904,-7.85378,-6.049,-2.61689,9.28331,-3.30487,-1.34928,-5.00981,-6.00028,-0.111593
6.03861,-4.87197,5.8971,-6.66088,-1.11354,9.84766,-1.88164,-1.51463,5.35809,0.830404,-5.89547,-7.20351,3.98599,4.52727,-7.97855,9.97233,-2.52088,6.03734,5.99839,0.80765,-9.40558,-6.28531,2.31172,-2.62607,-5.58912,2.20583,0.097,5.65963,-0.32678,-4.35228,-7.17592
-7.91498,-4.82735,0.0764847,-9.67815,5.73999,-2.20165,4.00382,-0.317047,8.11366,1.46288,0.0350797,-4.02071,4.55144,8.71176,9.97233,2.43727,3.7268,-1.65041,-1.14287,4.93331,0.516918,3.06864,-3.28912,5.36682,3.6099,-3.57877,-9.08111,7.43871,3.59556,-0.282448,-7.25491
-3.19175,2.51597,5.76621,2.46869,-8.77437,8.0166,2.69921,-2.2846,-6.58814,7.61062,-1.59092,5.1299,-7.81716,-8.56194,-2.52088,3.7268,3.4143,-9.38672,9.32839,2.01912,5.3927,3.57153,-0.640982,6.06756,1.61117,4.2693,-3.8498,-1.86191,-0.0332404,-0.97632,-0.33826
-3.98494,-0.189243,6.77347,-2.4931,-0.225406,-2.14422,8.18382,-7.59843,-6.29597,-0.994851,6.95609,7.67939,9.81521,-9.3487,6.03734,-1.65041,-9.38672,6.30081,-3.80857,9.13698,-2.40767,5.0793,6.5871,5.22181,-5.1291,0.234514,1.74284,-4.897,-8.84302,0.318242,-0.750725
1.25974,7.40359,-9.87039,2.3419,1.07458,3.60851,-8.08414,-2.5585,-4.02572,-6.78092,-4.73222,-9.75322,1.69962,6.29047,5.99839,-1.14287,9.32839,-3.80857,-1.82541,1.84197,-4.1519,-0.650493,-8.93065,-5.07588,0.940314,-5.79379,3.77015,-6.947,5.15248,5.30894,-4.13878
8.95962,9.73339,-5.62062,1.54117,-7.91046,-9.82873,0.231963,-3.82495,1.91467,7.51623,6.41274,-6.96292,-8.66137,-6.16002,0.80765,4.93331,2.01912,9.13698,1.84197,-7.89025,7.25915,-2.89615,-6.75358,-6.42281,8.96065,5.14671,4.17954,7.23285,-6.9401,0.5178,-5.25322
-1.78275,-8.7851,0.824076,5.52241,9.54436,5.84533,-7.46834,9.5417,-6.7367,6.45363,9.19584,6.8695,-9.2305,8.14544,-9.40558,0.516918,5.3927,-2.40767,-4.1519,7.25915,8.34511,3.02683,-1.50354,-9.63878,9.13912,0.608525,4.39009,2.80908,0.981103,3.53305,2.99169
-0.453804,8.88117,-6.49405,-8.93126,8.79126,-0.776923,5.67328,6.42648,-5.38733,-9.69602,-6.55558,-7.75317,0.797328,2.96904,-6.28531,3.06864,3.57153,5.0793,-0.650493,-2.89615,3.02683,-1.32925,0.849628,-3.11389,-5.23451,8.47704,2.52344,5.83705,-3.56614,6.09577,5.69653
2.00111,9.58579,-8.08586,5.21902,4.68537,-9.46238,-7.67784,-4.78044,-4.78645,-0.735901,-9.23989,-6.23136,7.36693,-7.85378,2.31172,-3.28912,-0.640982,6.5871,-8.93065,-6.75358,-1.50354,0.849628,8.70974,-5.98715,9.94662,-8.06225,-8.47194,-6.25759,-5.79658,0.745212,-7.99129
-4.10107,-1.89088,-9.5249,-0.375075,-6.02242,-1.71453,-7.75382,3.31658,9.51326,-7.64024,0.494537,9.77924,4.85608,-6.049,-2.62607,5.36682,6.06756,5.22181,-5.07588,-6.42281,-9.63878,-3.11389,-5.98715,-4.5778,4.29803,-7.72673,3.0986,-0.0880295,4.03475,-2.39505,5.49781
-2.95307,-1.72991,2.68668,6.84493,7.05668,-3.20083,1.35067,-8.58632,-1.87811,-3.34689,-1.38265,7.66042,-0.927939,-2.61689,-5.58912,3.6099,1.61117,-5.1291,0.940314,8.96065,9.13912,-5.23451,9.94662,4.29803,4.05265,6.27117,8.85037,7.95888,-8.50458,-0.698365,5.68268
-2.86581,-7.71265,5.66624,-9.35919,-3.23588,0.984348,3.24002,-2.36146,5.19375,5.30347,4.53639,1.48538,5.25273,9.28331,2.20583,-3.57877,4.2693,0.234514,-5.79379,5.14671,0.608525,8.47704,-8.06225,-7.72673,6.27117,-8.41148,9.20623,9.62811,-5.33878,-4.88161,-5.02679
0.592568,-2.64646,4.69951,-8.24308,-2.36536,1.71764,4.47074,4.90154,-2.97894,-0.800532,7.26409,2.4353,-3.7997,-3.30487,0.097,-9.08111,-3.8498,1.74284,3.77015,4.17954,4.39009,2.52344,-8.47194,3.0986,8.85037,9.20623,-9.60294,4.0618,-5.69575,-9.79869,-4.43927
-5.89943,2.67846,4.44008,0.0834722,6.66094,-8.31161,-9.61984,-0.431952,-6.85007,0.26276,2.69739,0.356982,2.64021,-1.34928,5.65963,7.43871,-1.86191,-4.897,-6.947,7.23285,2.80908,5.83705,-6.25759,-0.0880295,7.95888,9.62811,4.0618,-7.69996,1.14255,-4.98517,8.90878
7.69398,-8.04531,6.92993,9.84066,1.45038,4.64063,0.332395,2.94994,-3.39973,-4.61588,8.95942,-3.7083,-9.848,-5.00981,-0.32678,3.59556,-0.0332404,-8.84302,5.15248,-6.9401,0.981103,-3.56614,-5.79658,4.03475,-8.50458,-5.33878,-5.69575,1.14255,-5.26853,6.96481,1.19392
-0.306146,-6.3802,-5.79525,5.75731,9.82538,-3.6055,2.68799,1.27001,5.05765,0.669669,9.20727,8.81858,0.76322,-6.00028,-4.35228,-0.282448,-0.97632,0.318242,5.30894,0.5178,3.53305,6.09577,0.745212,-2.39505,-0.698365,-4.88161,-9.79869,-4.98517,6.96481,-5.31901,0.128037
6.55675,-5.05913,6.53467,-4.13807,5.66926,0.437278,4.16621,8.06371,1.43467,0.809115,-7.21205,-2.7439,2.83189,-0.111593,-7.17592,-7.25491,-0.33826,-0.750725,-4.13878,-5.25322,2.99169,5.69653,-7.99129,5.49781,5.68268,-5.02679,-4.43927,8.90878,1.19392,0.128037,-7.8206
