-2.57422,-8.03818,-7.75208,-5.89552,7.16092,-6.7014,5.335,9.64586,-2.81632,3.75154,-6.40537,-5.88766,5.37522,5.03358,-6.02654,4.11512,-3.4054,-8.11256,-7.17799,5.15723,-9.01287,6.45707,9.77175,0.958942,-9.80957,7.04559,-9.48508,-3.64641,5.5635,-2.12002,4.8492,-4.79562,-0.899563
9.88929,-1.82815,2.69068,6.41933,-5.10036,5.10349,-4.57163,-7.87717,-0.988423,5.75811,7.65372,2.83507,5.03358,-4.83026,-7.86511,2.75392,-2.77277,-4.44628,-9.95009,-8.29692,3.20903,-4.18793,-7.66227,3.15156,4.70973,-5.11343,8.26297,2.02488,-3.54016,-4.68017,5.07986,-8.1039,1.771
-7.2131,0.236741,-8.33604,-8.23196,-7.83211,5.86213,-8.27796,2.71345,7.02581,0.961613,-3.73992,4.7494,-6.02654,-7.86511,-7.87317,8.31766,6.28064,-7.16136,-1.31912,-9.84456,-0.768521,7.03213,-2.96296,3.53078,-5.34323,-3.0356,-3.10505,7.03565,4.26782,-8.68623,6.19916,-6.64194,-2.8781
-4.20412,-2.50004,-6.20138,-7.76357,-4.28003,-2.1755,-4.55416,-7.35038,-5.31344,4.94636,-0.238954,-4.18799,4.11512,2.75392,8.31766,4.44297,-1.44789,-0.0986781,3.04295,4.92737,-1.04651,8.19403,-7.37966,-5.79986,-2.14741,9.6669,-5.27054,4.71024,-4.87023,7.00725,-3.41867,6.85735,9.77222
2.59949,8.32512,-2.66843,0.643309,1.48133,-0.175251,9.65188,8.07794,1.37656,4.92276,9.73768,6.38725,-3.4054,-2.77277,6.28064,-1.44789,9.10754,5.39747,-6.76953,7.92504,0.864991,-2.92256,3.40507,3.92713,1.41481,-4.93424,-3.47244,-8.60529,-6.52246,-4.5894,9.09748,7.46736,9.53921
3.59981,-8.4252,-6.9435,5.09529,5.99856,-9.92182,7.44186,7.89147,5.7724,-8.64358,-4.47604,-6.57577,-8.11256,-4.44628,-7.16136,-0.0986781,5.39747,9.29012,9.02933,0.880656,6.81969,-4.7073,5.50465,6.29542,-0.520647,2.13305,6.56389,-7.16125,0.130744,-9.13217,-0.545965,9.27391,1.19036
-1.72686,9.81754,5.23134,6.58046,-1.48996,-8.4306,8.81168,1.0212,8.6812,-3.87055,-9.81098,-5.47626,-7.17799,-9.95009,-1.31912,3.04295,-6.76953,9.02933,-9.74609,3.54645,-2.92387,2.06621,0.249651,-0.477801,0.50235,-2.32593,9.94752,-1.15216,-3.31518,6.52365,9.0734,8.88257,0.322771
9.96068,2.1555,7.36424,4.61145,-8.63242,-2.6582,-8.95665,-4.28402,1.86284,6.67322,-1.78455,-3.95096,5.15723,-8.29692,-9.84456,4.92737,7.92504,0.880656,3.54645,-2.30952,7.36703,-7.13004,3.04078,8.9517,8.08614,2.1919,7.96714,-5.2318,-4.7262,-9.8549,4.34736,-1.57644,-1.67237
6.56331,9.59363,6.00455,4.19902,1.49136,8.87217,-0.0814816,0.353997,8.01674,-8.55075,7.09964,3.40179,-9.01287,3.20903,-0.768521,-1.04651,0.864991,6.81969,-2.92387,7.36703,-9.28654,9.582,8.84057,-1.83175,9.99174,-7.72283,6.05827,4.62452,4.49005,1.18961,0.412976,-0.954073,6.47466
2.42892,-8.12722,2.66149,3.00255,5.59104,2.99152,4.79698,-1.62523,9.60053,-4.08951,9.33831,3.89764,6.45707,-4.18793,7.03213,8.19403,-2.92256,-4.7073,2.06621,-7.13004,9.582,-5.64957,6.07955,-2.60054,-2.10537,3.65925,-9.26358,3.28262,1.67691,5.34174,1.99543,-9.22614,2.27506
-3.0443,-9.37911,-1.22325,0.149002,-9.73375,-7.75194,-3.46866,8.86143,3.08165,-7.91053,-7.06078,0.621568,9.77175,-7.66227,-2.96296,-7.37966,3.40507,5.50465,0.249651,3.04078,8.84057,6.07955,9.46933,-6.53139,-5.34533,-1.84283,-4.73425,-3.89399,2.41713,4.22591,-4.34057,-3.08814,-4.45022
5.86913,-9.78971,9.20918,-6.39372,4.74239,7.82673,-3.03709,4.54467,0.594663,9.75919,6.97182,-3.02004,0.958942,3.15156,3.53078,-5.79986,3.92713,6.29542,-0.477801,8.9517,-1.83175,-2.60054,-6.53139,9.4255,6.64422,7.77708,1.70617,-2.11778,6.64252,-6.11695,9.97217,-9.86362,7.10456
-5.66813,0.372259,9.76496,5.28602,2.67966,5.80552,8.97373,-8.76638,-5.38554,3.05258,3.2147,-8.99746,-9.80957,4.70973,-5.34323,-2.14741,1.41481,-0.520647,0.50235,8.08614,9.99174,-2.10537,-5.34533,6.64422,9.53085,1.00027,-7.17682,1.91412,0.0493002,-3.25438,1.71957,-4.4328,-4.21686
0.75273,-8.10419,3.4894,-4.26392,-4.60613,3.84646,-1.20832,-8.87417,-3.98909,-2.36645,6.64752,0.528071,7.04559,-5.11343,-3.0356,9.6669,-4.93424,2.13305,-2.32593,2.1919,-7.72283,3.65925,-1.84283,7.77708,1.00027,9.79555,-3.63629,7.61138,-1.8707,7.20937,5.29569,-7.14955,8.72493
-9.80417,6.39335,-0.623623,3.08324,-1.73001,9.91753,-5.59702,-9.42825,9.29641,-3.1206,5.74513,-1.34154,-9.48508,8.26297,-3.10505,-5.27054,-3.47244,6.56389,9.94752,7.96714,6.05827,-9.26358,-4.73425,1.70617,-7.17682,-3.63629,8.16694,5.2523,-4.42903,-3.53824,-5.88616,-6.95662,-0.947789
6.43348,-3.5488,-1.17375,-5.67123,-0.547595,7.6048,1.97377,-4.04748,-1.347,-1.18495,3.05592,6.16961,-3.64641,2.02488,7.03565,4.71024,-8.60529,-7.16125,-1.15216,-5.2318,4.62452,3.28262,-3.89399,-2.11778,1.91412,7.61138,5.2523,5.62195,3.38399,-2.54316,-2.80217,8.9685,0.679537
9.28021,-5.16396,4.91368,-4.94262,-2.9735,8.45986,2.32073,8.1559,-5.3844,-7.34342,5.85834,7.73886,5.5635,-3.54016,4.26782,-4.87023,-6.52246,0.130744,-3.31518,-4.7262,4.49005,1.67691,2.41713,6.64252,0.0493002,-1.8707,-4.42903,3.38399,-0.141397,0.0703478,-6.00143,3.28436,-7.60558
0.192335,8.42456,3.46528,-4.03752,1.54895,4.61166,1.69924,-9.32122,5.55949,-6.06382,3.07207,9.12657,-2.12002,-4.68017,-8.68623,7.00725,-4.5894,-9.13217,6.52365,-9.8549,1.18961,5.34174,4.22591,-6.11695,-3.25438,7.20937,-3.53824,-2.54316,0.0703478,2.66857,-4.77804,9.84595,-3.06271
-8.16694,1.87293,-1.99355,6.88396,-4.11801,-4.84248,6.92935,-1.58774,-6.288,1.71216,-3.18519,-3.35137,4.8492,5.07986,6.19916,-3.41867,9.09748,-0.545965,9.0734,4.34736,0.412976,1.99543,-4.34057,9.97217,1.71957,5.29569,-5.88616,-2.80217,-6.00143,-4.77804,6.42695,-1.45933,5.64323
2.07267,-2.67904,-0.176991,-6.97163,7.9939,3.71747,0.883262,-0.883591,-9.43399,-5.454,7.9366,-4.83188,-4.79562,-8.1039,-6.64194,6.85735,7.46736,9.27391,8.88257,-1.57644,-0.954073,-9.22614,-3.08814,-9.86362,-4.4328,-7.14955,-6.95662,8.9685,3.28436,9.84595,-1.45933,7.70539,0.454575
1.78972,2.8025,-1.8284,5.60157,0.651578,-3.07748,-6.40351,8.19756,5.23237,-4.5195,-1.08455,-4.53644,-0.899563,1.771,-2.8781,9.77222,9.53921,1.19036,0.322771,-1.67237,6.47466,2.27506,-4.45022,7.10456,-4.21686,8.72493,-0.947789,0.679537,-7.60558,-3.06271,5.64323,0.454575,-4.36131
