7.43329,-4.07567,-4.29024,6.97708,-0.485989,-1.09425,0.936803,2.60879,-3.85734,4.63419,-7.66414,-1.44475,-1.6279,-8.12063,-6.38692,-0.605473,-6.64024,-8.81861,6.90356,-6.05666,9.74055,-8.88679,-3.78949,9.82671,-6.29119,-7.54008,7.11687,3.30771,7.96183,-7.51684,5.44082,-0.854629,8.91131,5.05832,-4.27908,1.79883,-6.34815,-7.37033,4.05821
-9.19619,-6.7498,9.84658,-3.06502,-9.10327,3.96414,4.2018,-7.84274,5.98363,-4.49081,-1.44475,-9.16408,-7.46655,9.30727,5.08966,3.23754,8.98901,3.05326,-1.55139,4.68786,-2.30967,5.02795,-5.99278,-8.06383,-8.31179,-2.40466,8.84579,-8.59465,7.17956,-8.50437,-3.87033,6.14818,0.0673802,-5.51695,-1.05866,-5.96671,0.202365,4.09751,2.29472
-4.57401,-0.694814,-4.89876,5.83613,9.4924,4.10779,-5.31451,-0.156283,3.28334,-9.78748,-1.6279,-7.46655,-7.47602,-8.80157,7.20917,7.16263,0.779086,1.07505,6.32188,-6.07915,-1.86824,1.39175,6.98141,4.92453,-3.74111,-4.5124,9.89006,2.50299,6.02964,-1.57968,-3.29579,-5.37441,-8.73171,-2.24998,5.87006,8.82143,7.35077,3.87643,3.53206
-7.68636,-9.8778,9.34831,-8.23638,7.51235,-8.66695,8.03373,5.19702,3.13279,6.91565,-8.12063,9.30727,-8.80157,6.403,-6.1008,1.20977,-5.43742,-4.52523,6.42585,8.42817,-9.8734,-7.11045,-9.42459,7.28411,3.19682,0.531391,-2.69181,7.93312,6.96899,-0.427231,-7.5622,-3.24758,1.04617,-7.05957,0.0510876,5.81427,6.86205,1.00379,0.293361
7.76292,-6.70427,4.49752,-0.115154,7.11651,-6.01644,5.74517,-8.06633,1.60129,-0.454341,-6.38692,5.08966,7.20917,-6.1008,-1.68203,-1.38103,0.0296272,5.6549,-2.79085,-1.36636,-2.69141,8.68246,0.525346,-0.509695,0.633156,-6.67607,-1.46511,6.26668,-5.84051,-3.09491,-5.64853,5.61579,7.43523,-0.50184,-6.25646,-8.11858,7.75611,6.86612,1.61781
-0.74918,-5.47397,6.77205,-9.12029,-6.00358,7.00905,-2.22251,-3.59883,-4.67399,-6.94965,-0.605473,3.23754,7.16263,1.20977,-1.38103,0.404057,-3.07605,7.14325,-8.20152,7.99718,2.06206,0.394491,4.07803,-0.498172,-5.34135,5.11121,-0.325277,0.337728,-2.12288,-1.05775,6.7664,-4.47013,-5.9587,-9.49586,-7.61277,-0.0522378,-5.70001,-4.04457,1.7041
-1.49102,-8.09355,6.23978,-4.12552,-5.35128,7.08542,-5.95953,3.96812,-6.36397,4.93462,-6.64024,8.98901,0.779086,-5.43742,0.0296272,-3.07605,2.94968,1.95613,-4.91714,-0.369336,-3.69779,-4.31377,8.9179,0.513897,3.96729,-5.12904,-5.06858,-6.11727,9.98003,-7.04228,-4.91935,1.62672,-8.13297,-0.828573,-0.644085,-8.57816,-9.21303,3.06721,-2.11225
-3.81723,-5.91288,4.49687,-0.21208,4.22466,-5.82073,-6.99899,-0.666533,9.04101,-6.88059,-8.81861,3.05326,1.07505,-4.52523,5.6549,7.14325,1.95613,6.58505,9.1256,1.45095,-6.81071,-1.36627,-5.89531,3.97255,-9.86972,-8.96741,-2.19877,1.47538,6.92671,6.58364,1.91123,-3.48827,4.07,5.6825,6.12935,-7.78267,-8.74185,-6.00376,-9.8669
-8.46497,-0.483986,0.275988,-0.370146,-5.74837,1.31091,-2.82078,-8.95413,-6.89336,-0.823862,6.90356,-1.55139,6.32188,6.42585,-2.79085,-8.20152,-4.91714,9.1256,-1.29322,0.48963,-3.40957,9.79001,9.49737,3.55217,2.17029,-5.56691,8.83473,8.22401,1.69523,-3.11291,-1.6599,-0.533583,2.90067,-3.6138,-4.5604,-8.60495,2.00377,8.14637,-0.116957
-4.43373,5.50074,-6.77088,-4.03702,5.30531,1.66046,9.12822,0.680345,-3.52587,-1.84703,-6.05666,4.68786,-6.07915,8.42817,-1.36636,7.99718,-0.369336,1.45095,0.48963,1.96974,-0.50763,5.06518,-0.421317,-8.30183,5.05832,6.46006,3.49296,-9.23632,-5.17515,-3.02721,3.4413,9.37739,-8.78829,-8.67447,-2.28127,3.31299,-3.99493,-2.90468,8.64534
-2.01969,2.64963,-7.05842,-5.38138,3.26797,-4.51016,0.520304,6.17275,-5.7821,-6.46844,9.74055,-2.30967,-1.86824,-9.8734,-2.69141,2.06206,-3.69779,-6.81071,-3.40957,-0.50763,6.81757,1.75526,-2.56375,3.96223,3.56189,-2.53972,-7.61764,3.55664,1.18398,6.99354,-2.78004,3.62392,0.890627,5.38858,-7.90013,5.72517,1.07938,0.923013,8.68561
-8.14,7.93326,-7.83135,-4.12241,-8.79965,6.77578,-7.65922,-6.42801,-2.39315,2.77739,-8.88679,5.02795,1.39175,-7.11045,8.68246,0.394491,-4.31377,-1.36627,9.79001,5.06518,1.75526,5.44013,-8.60642,-2.0803,-2.61455,2.49768,8.49708,8.92023,4.23827,-7.53579,5.9101,8.00206,-4.1251,-0.232924,3.74416,4.68711,7.07081,3.30956,0.983781
9.24121,-7.26803,8.37946,1.46568,8.97559,5.65144,9.73118,-9.85838,-7.91024,8.28079,-3.78949,-5.99278,6.98141,-9.42459,0.525346,4.07803,8.9179,-5.89531,9.49737,-0.421317,-2.56375,-8.60642,3.5644,1.28331,9.38985,7.08614,-7.22342,-1.90768,-2.62136,9.2145,-1.72307,0.082618,5.17483,1.66305,-0.830988,-3.4962,0.0542209,6.78683,9.53549
-7.79294,-1.06164,9.23889,-9.47768,3.85327,-1.56532,-3.45883,-2.58238,-7.49932,-0.509591,9.82671,-8.06383,4.92453,7.28411,-0.509695,-0.498172,0.513897,3.97255,3.55217,-8.30183,3.96223,-2.0803,1.28331,-9.5004,5.81873,8.29308,5.54664,-6.57686,0.954012,3.52118,-7.91152,6.10264,0.647079,2.93943,-0.874707,-9.81302,0.0899735,-9.52031,9.57456
6.32457,6.94628,-8.42548,0.632868,-4.40597,0.00574185,-1.08016,-8.24725,-0.689138,-8.43242,-6.29119,-8.31179,-3.74111,3.19682,0.633156,-5.34135,3.96729,-9.86972,2.17029,5.05832,3.56189,-2.61455,9.38985,5.81873,3.05137,4.23623,-4.21873,-7.86341,-6.25729,-9.24804,-9.18166,5.18401,5.4647,0.146501,3.16422,-7.48957,-4.45296,-6.49348,2.64067
0.641336,-3.16831,-8.11519,-1.9923,-8.12398,7.19964,-9.28298,9.58067,-3.19568,-5.25823,-7.54008,-2.40466,-4.5124,0.531391,-6.67607,5.11121,-5.12904,-8.96741,-5.56691,6.46006,-2.53972,2.49768,7.08614,8.29308,4.23623,7.11847,-8.17402,5.27572,-9.66608,2.94298,8.50406,-2.70312,-4.02972,3.4421,-6.09614,-6.49094,-1.66665,-1.5043,1.06825
-0.152564,3.66347,4.86448,-5.36948,6.83295,-1.37292,-2.70411,-2.3878,5.51223,-7.74545,7.11687,8.84579,9.89006,-2.69181,-1.46511,-0.325277,-5.06858,-2.19877,8.83473,3.49296,-7.61764,8.49708,-7.22342,5.54664,-4.21873,-8.17402,-8.01161,6.15675,0.705204,-5.56538,1.26752,1.92316,-9.11531,-9.53364,-5.01358,3.98663,-4.11693,4.9334,-6.7703
2.89039,-3.56474,8.65943,-3.6119,-6.68155,-3.25697,-7.44238,-0.920164,-4.18872,8.56179,3.30771,-8.59465,2.50299,7.93312,6.26668,0.337728,-6.11727,1.47538,8.22401,-9.23632,3.55664,8.92023,-1.90768,-6.57686,-7.86341,5.27572,6.15675,-5.09655,-9.03303,-8.33812,-5.18363,-7.57693,-8.78585,-6.15635,-0.0306326,5.27516,-3.43414,4.33775,7.93299
2.92448,2.56836,5.76022,7.93365,8.79979,7.8841,-4.45923,-8.50476,-2.56754,-4.8127,7.96183,7.17956,6.02964,6.96899,-5.84051,-2.12288,9.98003,6.92671,1.69523,-5.17515,1.18398,4.23827,-2.62136,0.954012,-6.25729,-9.66608,0.705204,-9.03303,-2.73337,1.12516,0.00680282,-5.34895,3.95026,8.57908,2.60029,-5.06348,-0.145853,-3.74677,-4.87123
0.555977,-2.87588,-8.6307,9.79988,8.67831,-2.22157,3.92818,-3.577,1.92045,1.1066,-7.51684,-8.50437,-1.57968,-0.427231,-3.09491,-1.05775,-7.04228,6.58364,-3.11291,-3.02721,6.99354,-7.53579,9.2145,3.52118,-9.24804,2.94298,-5.56538,-8.33812,1.12516,1.96954,-6.69788,-2.68579,1.4455,8.03099,-7.7401,3.06875,-1.64995,6.55626,3.51403
-1.84183,-6.61226,-3.61252,-8.13028,-8.66892,4.62695,3.01301,9.04162,-9.62767,3.99382,5.44082,-3.87033,-3.29579,-7.5622,-5.64853,6.7664,-4.91935,1.91123,-1.6599,3.4413,-2.78004,5.9101,-1.72307,-7.91152,-9.18166,8.50406,1.26752,-5.18363,0.00680282,-6.69788,-5.61465,-1.10059,4.38854,6.1577,-0.615675,-8.38226,3.23695,7.26183,-5.27951
6.24687,-5.87819,1.7613,2.40568,4.45697,9.67641,-4.01797,8.79972,-6.49485,3.08969,-0.854629,6.14818,-5.37441,-3.24758,5.61579,-4.47013,1.62672,-3.48827,-0.533583,9.37739,3.62392,8.00206,0.082618,6.10264,5.18401,-2.70312,1.92316,-7.57693,-5.34895,-2.68579,-1.10059,4.33241,0.759441,-4.86552,-2.16312,-4.08711,-0.273553,-1.1051,4.33361
-2.97956,7.27971,8.15445,-2.54393,-9.45461,-4.15217,-7.34698,1.27668,-7.76565,1.25081,8.91131,0.0673802,-8.73171,1.04617,7.43523,-5.9587,-8.13297,4.07,2.90067,-8.78829,0.890627,-4.1251,5.17483,0.647079,5.4647,-4.02972,-9.11531,-8.78585,3.95026,1.4455,4.38854,0.759441,-4.15743,2.27579,-0.543865,7.03993,-2.00502,0.522451,-7.7717
9.69497,0.0981266,-4.59193,-9.89588,-8.20553,-2.53406,-8.46083,5.64996,-5.14755,7.57174,5.05832,-5.51695,-2.24998,-7.05957,-0.50184,-9.49586,-0.828573,5.6825,-3.6138,-8.67447,5.38858,-0.232924,1.66305,2.93943,0.146501,3.4421,-9.53364,-6.15635,8.57908,8.03099,6.1577,-4.86552,2.27579,-8.57898,1.17918,0.790085,-5.63677,-0.537231,0.385099
5.63752,-0.938175,5.69775,9.44771,-4.08892,-6.27208,4.79438,7.1486,-4.57332,3.16295,-4.27908,-1.05866,5.87006,0.0510876,-6.25646,-7.61277,-0.644085,6.12935,-4.5604,-2.28127,-7.90013,3.74416,-0.830988,-0.874707,3.16422,-6.09614,-5.01358,-0.0306326,2.60029,-7.7401,-0.615675,-2.16312,-0.543865,1.17918,-8.1113,2.36141,-5.92399,-7.92092,-0.802544
-4.31026,5.15188,6.82575,-7.59727,8.11606,0.808178,-7.31158,-8.34762,-9.12305,-8.10479,1.79883,-5.96671,8.82143,5.81427,-8.11858,-0.0522378,-8.57816,-7.78267,-8.60495,3.31299,5.72517,4.68711,-3.4962,-9.81302,-7.48957,-6.49094,3.98663,5.27516,-5.06348,3.06875,-8.38226,-4.08711,7.03993,0.790085,2.36141,2.70712,7.11312,-9.85933,-8.47123
-4.04218,-7.02832,-6.69438,1.113,-6.0605,0.172703,7.39509,-9.37287,-6.17522,-1.50711,-6.34815,0.202365,7.35077,6.86205,7.75611,-5.70001,-9.21303,-8.74185,2.00377,-3.99493,1.07938,7.07081,0.0542209,0.0899735,-4.45296,-1.66665,-4.11693,-3.43414,-0.145853,-1.64995,3.23695,-0.273553,-2.00502,-5.63677,-5.92399,7.11312,9.37401,-1.61984,7.76335
4.2401,-2.13144,9.15056,-0.719028,-1.74612,9.5266,0.325641,-1.16289,4.03829,9.53218,-7.37033,4.09751,3.87643,1.00379,6.86612,-4.04457,3.06721,-6.00376,8.14637,-2.90468,0.923013,3.30956,6.78683,-9.52031,-6.49348,-1.5043,4.9334,4.33775,-3.74677,6.55626,7.26183,-1.1051,0.522451,-0.537231,-7.92092,-9.85933,-1.61984,-6.21995,3.21619
7.99424,9.7633,7.62316,4.76347,-0.164946,0.64202,-1.90951,-2.44346,-6.1041,2.63305,4.05821,2.29472,3.53206,0.293361,1.61781,1.7041,-2.11225,-9.8669,-0.116957,8.64534,8.68561,0.983781,9.53549,9.57456,2.64067,1.06825,-6.7703,7.93299,-4.87123,3.51403,-5.27951,4.33361,-7.7717,0.385099,-0.802544,-8.47123,7.76335,3.21619,7.54946
