-4.37388,8.62043,9.05503,-9.89481,-2.76445,-0.33214,9.9124,-5.98453,-7.05289,-0.558202,-0.870836,7.76142,7.89754,-4.84393,-0.156906,-6.91758,-3.23688,3.61063,1.60872,3.92081,-3.0391,-7.04054,6.16596,-9.27216,0.704158,-2.21153,8.62603,9.52097,6.58804,5.79394,9.75507,2.96355,-6.03735,3.56957
2.05177,9.84161,-0.678925,-1.75351,-0.241189,-4.01337,8.18262,-2.35022,3.18689,-3.80833,7.76142,6.5929,-5.02997,-8.01788,-0.154043,5.51298,9.08361,-2.93229,-3.59964,7.07113,5.59399,-7.66972,-7.58168,7.05821,-6.19789,9.58436,4.32293,-4.84118,1.10077,-1.01181,2.16586,-6.95041,9.03163,6.87503
8.61521,-5.63988,0.0635969,-7.6314,6.33868,9.45059,-0.297387,-7.29653,4.33815,3.49125,7.89754,-5.02997,5.09368,2.53934,-3.92302,2.82388,-6.40579,-2.74606,0.972879,-9.75827,4.76106,3.88152,-1.23581,8.64857,-9.13348,-4.07691,3.2436,3.11492,4.45341,2.58946,3.09048,-2.67367,1.96973,2.11799
9.422,-2.16742,-6.39108,7.41013,-4.52885,9.77595,-9.67958,-4.86059,5.19606,2.01268,-4.84393,-8.01788,2.53934,0.104011,-1.48504,5.47946,-9.34712,9.07339,-4.02581,-8.53601,-2.1261,-8.82727,-8.63094,8.02502,-5.4696,3.49124,7.14514,1.50809,-5.72497,3.77238,-6.14285,-8.21923,8.13365,-1.46745
-0.542272,0.782655,9.16948,-8.47033,6.64101,-1.74512,8.01464,2.71537,-8.99239,-7.26845,-0.156906,-0.154043,-3.92302,-1.48504,6.70086,2.01037,-4.95751,-5.89621,-9.38658,-4.87367,-0.783459,-6.99509,-1.96825,1.20583,-9.31669,-5.38072,6.91881,-8.58623,1.34344,-1.10414,6.14839,-8.4596,8.45203,-2.32342
-6.8751,-6.98703,-4.46916,6.04507,7.71422,-5.43726,3.06626,5.43829,5.04131,0.486585,-6.91758,5.51298,2.82388,5.47946,2.01037,0.111768,5.45091,-5.49729,-3.77829,9.17452,-3.56471,-3.02844,7.91691,-3.72192,1.57092,-0.143536,-8.20217,9.76283,6.51488,5.30558,-3.72204,0.660628,8.57771,-0.0971157
-8.7737,-2.89442,-8.28427,8.55712,-0.7758,4.55349,-2.58132,7.93636,-8.34286,7.37159,-3.23688,9.08361,-6.40579,-9.34712,-4.95751,5.45091,-8.44646,7.97113,1.01047,3.2689,-9.44005,0.165392,0.00106201,0.986632,-4.93068,1.20774,-3.41426,6.399,5.76088,9.71081,0.738773,0.908615,-3.01002,-1.35894
3.11094,7.09435,-3.17962,-4.91424,-7.7416,9.92849,-1.39596,-8.49817,-2.65156,-8.61143,3.61063,-2.93229,-2.74606,9.07339,-5.89621,-5.49729,7.97113,-8.19946,7.79322,0.885123,-9.74484,0.165406,0.0304564,-6.20037,9.35644,4.6172,-1.73811,-5.09685,-1.03852,-9.49519,-9.23452,6.02704,-8.92869,-2.73493
-0.188365,-9.30065,-4.24995,-8.40909,-3.26497,0.0922541,-3.35279,-6.95521,3.81523,6.81801,1.60872,-3.59964,0.972879,-4.02581,-9.38658,-3.77829,1.01047,7.79322,6.09487,7.50785,-7.56342,7.49967,-2.74328,-4.32971,0.46934,-6.29119,-1.72518,6.06921,4.93836,-7.62803,1.15635,-3.33018,-4.69606,-7.20452
1.80892,-4.07661,-2.78743,-1.7317,8.31714,7.01857,4.65438,6.33608,0.899428,-7.51657,3.92081,7.07113,-9.75827,-8.53601,-4.87367,9.17452,3.2689,0.885123,7.50785,-3.54708,2.79668,-7.01567,0.109521,3.21578,4.90359,0.880609,-5.35561,-2.22371,-9.50709,5.72286,7.91893,-8.60356,-4.99108,1.40307
-5.67937,-3.40909,-3.37672,-9.02331,2.01657,5.0567,-7.53402,-0.414578,2.24617,-4.16218,-3.0391,5.59399,4.76106,-2.1261,-0.783459,-3.56471,-9.44005,-9.74484,-7.56342,2.79668,8.80741,4.40225,-7.39708,4.54619,3.37605,-8.13537,1.14519,1.26525,9.53672,-8.93182,7.49969,1.73973,9.44861,-5.48138
7.58753,-4.62984,9.68633,6.50706,4.35723,-7.12886,2.16913,0.780332,-9.74135,7.37157,-7.04054,-7.66972,3.88152,-8.82727,-6.99509,-3.02844,0.165392,0.165406,7.49967,-7.01567,4.40225,4.66956,-1.81327,7.24762,3.77923,9.04652,0.598681,3.18377,-5.07966,-3.12233,8.66698,9.05039,-4.52123,-2.32884
-3.61926,-4.58828,-2.36791,5.56281,7.21807,1.27791,9.40465,-4.8206,-1.87295,2.6132,6.16596,-7.58168,-1.23581,-8.63094,-1.96825,7.91691,0.00106201,0.0304564,-2.74328,0.109521,-7.39708,-1.81327,3.81309,1.48784,-6.57754,-6.85311,2.56129,6.89026,5.77522,-5.06718,-7.2954,1.71782,-1.35659,2.91204
6.63125,-0.700318,-3.69211,-7.41366,8.4764,8.59781,-1.8189,5.85911,-7.19492,8.07079,-9.27216,7.05821,8.64857,8.02502,1.20583,-3.72192,0.986632,-6.20037,-4.32971,3.21578,4.54619,7.24762,1.48784,5.04973,-2.54144,2.88664,3.29508,-1.33039,-0.252552,8.87807,-5.88709,-7.80703,-1.98136,-4.84462
3.28469,-3.80414,1.80924,-7.92198,-7.41091,-5.56617,4.43334,7.48911,2.30258,-4.35177,0.704158,-6.19789,-9.13348,-5.4696,-9.31669,1.57092,-4.93068,9.35644,0.46934,4.90359,3.37605,3.77923,-6.57754,-2.54144,6.08639,-5.2449,0.1853,-7.06457,2.27194,5.22735,-0.617376,-6.45013,-8.4638,3.64331
9.98513,-8.1068,-3.41138,-3.43064,5.05008,-2.06022,5.07522,-4.26392,0.504244,-6.91969,-2.21153,9.58436,-4.07691,3.49124,-5.38072,-0.143536,1.20774,4.6172,-6.29119,0.880609,-8.13537,9.04652,-6.85311,2.88664,-5.2449,-2.11022,-5.90375,9.44192,6.61535,-5.24626,-0.932679,2.52931,-1.86429,3.55411
-0.316626,-8.65805,-9.96279,-0.0664726,7.00069,4.18927,-5.67101,8.64959,-0.113638,-6.57019,8.62603,4.32293,3.2436,7.14514,6.91881,-8.20217,-3.41426,-1.73811,-1.72518,-5.35561,1.14519,0.598681,2.56129,3.29508,0.1853,-5.90375,7.21098,-3.53172,-4.23937,-3.93051,4.95741,6.51908,-6.34588,9.15294
-3.60616,-4.39049,6.06963,-5.11828,-0.158622,-0.227857,7.53405,-9.46895,3.4215,-7.99161,9.52097,-4.84118,3.11492,1.50809,-8.58623,9.76283,6.399,-5.09685,6.06921,-2.22371,1.26525,3.18377,6.89026,-1.33039,-7.06457,9.44192,-3.53172,-5.85561,-9.92058,-9.02652,5.11825,9.08529,6.83051,-5.29095
-7.81747,9.58075,9.50851,-9.59651,0.892897,-5.32131,6.4528,-3.60915,-0.435568,-7.91219,6.58804,1.10077,4.45341,-5.72497,1.34344,6.51488,5.76088,-1.03852,4.93836,-9.50709,9.53672,-5.07966,5.77522,-0.252552,2.27194,6.61535,-4.23937,-9.92058,-2.12642,-0.155592,-5.41168,-0.304124,-0.0513471,-6.12083
-6.57422,-3.47258,2.34552,-4.24938,0.517439,-2.90863,-0.131345,6.00813,-7.89421,-1.01076,5.79394,-1.01181,2.58946,3.77238,-1.10414,5.30558,9.71081,-9.49519,-7.62803,5.72286,-8.93182,-3.12233,-5.06718,8.87807,5.22735,-5.24626,-3.93051,-9.02652,-0.155592,-0.919113,1.50525,2.89821,-2.34756,5.69616
-1.38084,-2.9923,7.58148,8.92562,-4.82558,7.87194,8.67572,4.18333,-6.4777,-0.87654,9.75507,2.16586,3.09048,-6.14285,6.14839,-3.72204,0.738773,-9.23452,1.15635,7.91893,7.49969,8.66698,-7.2954,-5.88709,-0.617376,-0.932679,4.95741,5.11825,-5.41168,1.50525,6.17957,5.50333,-2.37636,0.707795
0.20525,5.46464,-8.62125,-7.41779,5.36387,0.381619,2.69469,4.11519,8.62526,7.14053,2.96355,-6.95041,-2.67367,-8.21923,-8.4596,0.660628,0.908615,6.02704,-3.33018,-8.60356,1.73973,9.05039,1.71782,-7.80703,-6.45013,2.52931,6.51908,9.08529,-0.304124,2.89821,5.50333,0.845462,4.51931,0.251156
-2.2738,7.53094,8.76269,-4.05104,7.99089,-7.63697,2.26627,1.12121,-8.04497,-1.92448,-6.03735,9.03163,1.96973,8.13365,8.45203,8.57771,-3.01002,-8.92869,-4.69606,-4.99108,9.44861,-4.52123,-1.35659,-1.98136,-8.4638,-1.86429,-6.34588,6.83051,-0.0513471,-2.34756,-2.37636,4.51931,5.01404,3.62155
-7.10302,0.69185,0.812888,-8.3703,9.74934,4.13138,-5.37296,9.8958,-0.808793,-3.08355,3.56957,6.87503,2.11799,-1.46745,-2.32342,-0.0971157,-1.35894,-2.73493,-7.20452,1.40307,-5.48138,-2.32884,2.91204,-4.84462,3.64331,3.55411,9.15294,-5.29095,-6.12083,5.69616,0.707795,0.251156,3.62155,9.49455
