-6.78841,-2.69405,1.10539,0.639786,-2.4794,-9.80549,-2.86672,7.09622,5.32626,0.952831,6.609,5.42375,0.145077,9.85162,6.37419,-8.05387,-8.39904,-7.6583,-4.43797,1.37798,-9.20249,-0.686327,-2.0394,8.19439,-9.97673,-6.96362,8.57225,-9.36706,-0.0388956,8.29097,-9.61254,-9.41069
8.44474,-7.23904,5.82868,5.28941,-3.42753,-2.03974,1.12219,4.66233,1.0385,2.97935,5.42375,4.10851,-4.55788,8.32508,2.24745,9.45239,1.31441,-6.34081,-8.54149,-7.50562,9.26662,1.41159,-6.0459,-7.14602,-3.58874,5.37616,-6.68518,0.217742,-4.55289,-3.51773,9.65968,-4.72916
0.977377,1.63943,1.61886,-3.40794,-8.33196,1.3802,9.04988,8.92328,-1.27749,8.86565,0.145077,-4.55788,7.24343,-3.56017,6.1749,-3.62654,-8.8681,-4.18202,-3.45319,-7.23244,3.96894,-8.53108,3.2621,4.03254,2.22265,-3.16024,-3.09235,-3.81928,-0.240484,7.71937,-9.42959,-4.4118
5.52563,5.28345,-5.91068,3.77192,7.19256,-7.53904,-0.629619,-6.21944,-1.98368,-0.842688,9.85162,8.32508,-3.56017,9.39224,9.27772,4.56978,2.3589,-1.66349,6.04009,0.777951,-2.87637,-3.00723,7.74965,-6.47569,2.73646,1.42957,-4.81175,-2.63651,3.3007,-7.46895,-7.94952,6.80857
-3.69132,-0.103245,6.16199,-9.29081,8.19877,0.660431,9.48236,4.83401,-3.20173,0.57456,6.37419,2.24745,6.1749,9.27772,6.16792,3.99263,9.08704,4.9024,3.36944,-4.36727,-3.02422,-6.22048,-7.11162,1.24723,-5.95458,8.44727,8.17498,-0.109551,-8.75705,-1.11135,7.65385,-3.66893
-5.10746,4.04803,-8.73643,-6.16767,-6.66963,-8.51197,0.847991,3.11762,2.22104,-7.90384,-8.05387,9.45239,-3.62654,4.56978,3.99263,-7.89658,1.53819,-5.26642,-2.79803,-1.61051,-7.55446,3.62862,3.33639,6.19369,-9.42454,-7.20697,0.167574,-7.35364,1.31539,1.66471,8.00434,0.947239
5.51824,9.98869,-0.322911,-0.271737,2.68682,-5.17566,-2.71608,-3.63757,-5.33924,9.85013,-8.39904,1.31441,-8.8681,2.3589,9.08704,1.53819,4.50338,-6.85066,1.35094,-1.77238,-6.35783,-3.66527,0.0532858,-8.07401,7.81699,-5.49637,2.73654,-2.69668,-2.52641,-4.00796,3.48363,-3.03557
9.09708,9.77448,2.53265,-9.087,6.30003,7.85298,-9.58332,-2.71641,3.48513,2.3353,-7.6583,-6.34081,-4.18202,-1.66349,4.9024,-5.26642,-6.85066,0.591623,-8.30017,1.37196,8.59011,-4.61538,-8.88359,-1.32322,-2.45185,-4.5322,6.65585,-4.26442,-3.07945,1.88089,7.4468,-1.16233
-9.86808,-0.535215,-9.3799,-9.39177,3.06269,-0.39935,-4.88211,1.72551,4.57785,9.15912,-4.43797,-8.54149,-3.45319,6.04009,3.36944,-2.79803,1.35094,-8.30017,-6.92775,-2.46825,3.9723,0.876329,-2.56507,-1.49866,5.7162,6.23203,0.732939,0.766104,-7.62088,-2.80027,-3.89255,2.37652
0.39477,8.17414,5.00582,-6.75227,5.38527,-5.26283,9.20146,3.86178,-9.4303,-8.70112,1.37798,-7.50562,-7.23244,0.777951,-4.36727,-1.61051,-1.77238,1.37196,-2.46825,-0.297241,-4.08569,-6.5652,6.09693,-8.78122,0.697776,6.29293,-9.53605,-1.06041,-6.38975,-8.93939,-5.23262,-0.0307577
-6.49015,5.01729,-6.71668,-5.56622,0.562538,-3.21289,-0.978904,-3.62107,-7.92463,-7.78177,-9.20249,9.26662,3.96894,-2.87637,-3.02422,-7.55446,-6.35783,8.59011,3.9723,-4.08569,-8.64478,3.91726,-7.92815,-6.43222,-6.46516,9.0684,0.664965,8.89407,1.77943,3.74273,-4.92893,-9.34498
6.37603,8.02525,-3.98784,0.12457,-4.67326,9.46147,-7.7922,3.62027,-2.32587,-5.44033,-0.686327,1.41159,-8.53108,-3.00723,-6.22048,3.62862,-3.66527,-4.61538,0.876329,-6.5652,3.91726,9.86441,1.95184,5.06415,-3.84762,2.228,2.68569,6.7162,8.78761,6.35245,-2.67955,6.60957
-7.41411,6.22095,-2.08492,7.96606,7.56156,3.56151,8.3204,-5.69656,-6.09205,2.2992,-2.0394,-6.0459,3.2621,7.74965,-7.11162,3.33639,0.0532858,-8.88359,-2.56507,6.09693,-7.92815,1.95184,-5.43874,-1.59281,9.61195,-9.17575,0.434157,-5.15178,-3.44111,-8.38398,-3.44678,4.88853
-2.4152,6.91451,6.96485,4.24467,2.27352,-6.83303,-0.772641,4.14967,-4.24733,-4.29109,8.19439,-7.14602,4.03254,-6.47569,1.24723,6.19369,-8.07401,-1.32322,-1.49866,-8.78122,-6.43222,5.06415,-1.59281,9.40262,-9.24342,5.988,4.73705,2.45336,-0.265975,4.15414,-7.63478,9.5156
-2.76482,7.1398,-7.34727,6.22581,0.99448,-5.82803,1.53835,0.888067,9.21125,-0.948236,-9.97673,-3.58874,2.22265,2.73646,-5.95458,-9.42454,7.81699,-2.45185,5.7162,0.697776,-6.46516,-3.84762,9.61195,-9.24342,-0.555877,-6.362,0.151615,-4.96975,-7.56381,-0.44345,-2.30721,6.2293
-2.75375,3.51808,-8.15438,-9.72366,9.9367,2.81341,-6.62421,-6.20472,4.57035,-9.1053,-6.96362,5.37616,-3.16024,1.42957,8.44727,-7.20697,-5.49637,-4.5322,6.23203,6.29293,9.0684,2.228,-9.17575,5.988,-6.362,0.401248,0.00698551,-2.16927,-7.78863,4.47393,-7.46996,-0.98921
-8.56048,6.06044,-4.12689,-2.89831,-6.63049,1.3954,-3.74668,-2.99081,3.55259,-3.33369,8.57225,-6.68518,-3.09235,-4.81175,8.17498,0.167574,2.73654,6.65585,0.732939,-9.53605,0.664965,2.68569,0.434157,4.73705,0.151615,0.00698551,1.16657,-6.87365,1.93175,-4.16653,4.99144,-2.85549
3.51885,3.70184,-0.269815,-8.48523,-1.48947,7.61025,-0.262317,7.7332,-2.83081,-6.63798,-9.36706,0.217742,-3.81928,-2.63651,-0.109551,-7.35364,-2.69668,-4.26442,0.766104,-1.06041,8.89407,6.7162,-5.15178,2.45336,-4.96975,-2.16927,-6.87365,-2.71734,2.56347,-2.46652,4.5936,3.43863
-1.35795,-0.877445,1.7171,0.0644781,5.49556,3.48541,-0.250887,-5.584,-0.481237,-7.96274,-0.0388956,-4.55289,-0.240484,3.3007,-8.75705,1.31539,-2.52641,-3.07945,-7.62088,-6.38975,1.77943,8.78761,-3.44111,-0.265975,-7.56381,-7.78863,1.93175,2.56347,2.8881,-9.29057,-2.28112,3.19276
-0.189834,4.69263,4.13968,-5.24213,-2.81595,9.5139,-3.74666,4.17702,-5.04346,-6.3455,8.29097,-3.51773,7.71937,-7.46895,-1.11135,1.66471,-4.00796,1.88089,-2.80027,-8.93939,3.74273,6.35245,-8.38398,4.15414,-0.44345,4.47393,-4.16653,-2.46652,-9.29057,1.93513,-5.20592,9.73103
-5.22462,-3.01902,6.76154,0.384021,9.98494,3.07955,-4.45195,3.33799,-7.23736,-5.54554,-9.61254,9.65968,-9.42959,-7.94952,7.65385,8.00434,3.48363,7.4468,-3.89255,-5.23262,-4.92893,-2.67955,-3.44678,-7.63478,-2.30721,-7.46996,4.99144,4.5936,-2.28112,-5.20592,3.13542,3.72334
1.47787,-6.23565,9.78308,1.7939,1.81691,4.45788,-6.26629,-2.59918,-0.106995,8.40543,-9.41069,-4.72916,-4.4118,6.80857,-3.66893,0.947239,-3.03557,-1.16233,2.37652,-0.0307577,-9.34498,6.60957,4.88853,9.5156,6.2293,-0.98921,-2.85549,3.43863,3.19276,9.73103,3.72334,-5.07136
