8.97309,-9.29484,-0.424037,-9.90944,-1.66538,-5.2359,-5.95235,-2.80594,-5.56988,9.04124,-0.968348,3.80082,-5.8772,-0.660471,9.49173,-5.412,7.62228,-7.03307,-6.46085,-6.11511,6.64984,1.0468,4.93207,-5.40763,-9.34851,-8.69128,-8.94641,-3.43338,-7.0036,3.76536,-6.8739,2.27953,8.53762,-0.0716876,4.31237,7.84055,0.588264,-2.34645
-1.18587,3.42952,0.719133,8.97956,2.74515,2.24042,4.3977,-5.47289,-0.793578,2.65453,8.45914,3.18632,-0.24391,9.49173,-5.67405,-6.91656,-9.66345,2.81449,9.8085,2.9396,-6.09942,-7.58171,-9.79097,-8.33305,-2.72013,-6.63367,-2.27648,0.729006,6.82644,-5.26749,-4.37031,0.127945,2.80047,7.27255,4.33311,-0.953998,-7.4158,0.802231
-5.05602,-9.79342,7.83108,9.66284,1.01241,6.85602,1.0464,6.00788,-9.17314,2.49364,-5.91564,-2.54572,6.06905,-5.412,-6.91656,7.84224,-5.33994,-0.656239,-2.74687,7.01735,-0.458195,0.230483,4.38903,-9.69542,3.47813,3.33526,5.0782,7.27916,-8.79291,-3.47363,2.34057,-1.76499,-3.55659,-3.09015,6.25438,-3.74647,9.66011,-7.29402
9.72744,6.0871,7.06937,9.21938,8.10382,-7.25989,8.43355,9.57366,-9.67053,7.5929,0.95759,-7.93564,-0.0861917,7.62228,-9.66345,-5.33994,3.09296,6.85156,-7.62039,-6.04453,-9.08297,-2.39408,9.43921,-2.60681,-9.52088,-0.781985,2.54144,1.60721,5.16522,6.47601,-2.57682,-2.77492,-4.53553,5.32904,-9.56945,-1.66254,-7.24858,-9.68113
4.59999,7.64497,6.12165,0.0132503,9.34379,8.82939,-1.53464,1.09082,9.08808,5.608,-3.87142,-1.88849,6.9842,-7.03307,2.81449,-0.656239,6.85156,1.45438,-5.91219,-6.10128,5.59806,-6.72387,-0.343989,-0.0930726,-8.93634,-6.7615,-5.13218,2.76867,4.32371,0.807459,-4.83325,0.00880034,6.00613,-4.90949,-7.3558,7.19646,8.6859,-1.24025
-5.25576,-3.07865,0.511493,-0.507016,6.0228,-8.31517,9.49091,-1.57672,2.03771,-1.34519,-5.88263,-7.9646,6.50245,-6.46085,9.8085,-2.74687,-7.62039,-5.91219,0.451776,-8.3109,-7.65561,-4.91172,0.864708,-4.14898,-2.9396,4.47224,-6.3318,2.23465,7.47665,-7.06084,-9.4317,-4.04257,0.437234,5.65514,9.00132,0.158562,5.21325,0.334905
-9.3419,-5.66731,5.5114,-1.55236,4.53417,3.37989,-3.14171,-3.4148,-3.83784,-4.4727,-1.98199,1.77748,2.59885,-6.11511,2.9396,7.01735,-6.04453,-6.10128,-8.3109,9.87431,9.27593,-1.77036,-3.13668,-3.04376,6.18008,2.07626,-0.336627,9.69283,-7.52975,-2.00222,-6.97342,-0.0841908,1.3004,-1.40701,-3.37483,9.85853,-7.48403,3.24968
5.02387,-7.2422,-9.70403,5.6299,2.0433,6.64587,1.72211,-6.56747,-0.444554,-9.21698,-4.30275,7.79651,-9.70696,6.64984,-6.09942,-0.458195,-9.08297,5.59806,-7.65561,9.27593,-4.20629,2.91336,4.29185,4.62243,-3.7529,1.90487,0.568887,-5.03992,5.29245,1.94014,0.301902,-3.44744,-4.08071,3.36006,6.03861,1.1776,-2.58882,-9.21838
4.96593,5.8246,-5.28389,6.89987,-1.49523,9.98041,-3.11061,7.3903,-5.00554,3.50185,-1.25829,-4.1205,-0.975419,1.0468,-7.58171,0.230483,-2.39408,-6.72387,-4.91172,-1.77036,2.91336,-8.46504,3.34485,2.30814,-6.84451,5.0565,9.93168,-4.26156,-2.56754,-5.04858,-0.660415,-4.60381,-9.37562,5.62202,-2.3326,3.42476,8.1654,8.25548
3.63204,5.8842,-9.17392,2.277,0.210886,-8.9787,-9.92293,-2.20227,2.00002,-2.33394,-6.00928,-9.39973,-4.23326,4.93207,-9.79097,4.38903,9.43921,-0.343989,0.864708,-3.13668,4.29185,3.34485,-4.0064,4.02672,3.8308,-0.626019,7.04791,-1.30115,2.78339,-1.50493,9.28302,-8.54228,-5.16594,4.30129,3.94669,-3.57231,-2.53586,5.41158
-5.20162,6.48637,-9.48854,6.58869,-8.81654,0.0732133,-2.36131,-8.59068,-1.71734,2.04893,5.56444,4.5409,6.21446,-5.40763,-8.33305,-9.69542,-2.60681,-0.0930726,-4.14898,-3.04376,4.62243,2.30814,4.02672,-4.04246,-4.12676,6.33066,-3.99481,-5.54623,4.08473,5.35637,-6.62182,8.81543,1.35422,-0.0799647,8.64131,6.29923,3.59714,1.35045
3.44877,7.58301,0.159861,8.32284,-4.81558,3.10164,-6.06181,6.42651,-9.02865,2.09031,3.48124,3.53945,5.35704,-9.34851,-2.72013,3.47813,-9.52088,-8.93634,-2.9396,6.18008,-3.7529,-6.84451,3.8308,-4.12676,-0.106012,-0.561173,-5.92417,8.54829,8.86321,-1.94692,-2.75252,4.50077,-1.6292,-7.11184,0.140214,-8.99605,-2.43051,5.60416
-6.71885,-9.17802,2.24036,-8.35292,-8.42237,-2.55477,-0.845507,-9.88075,-0.631521,-7.77509,6.63189,-4.02807,-9.5458,-8.69128,-6.63367,3.33526,-0.781985,-6.7615,4.47224,2.07626,1.90487,5.0565,-0.626019,6.33066,-0.561173,7.68933,6.71371,2.04849,-8.38175,-8.48149,2.5564,-7.79937,6.89475,9.13529,-3.09199,-4.80091,6.17432,1.41012
2.17053,1.4304,-7.97698,-0.876107,-0.793404,7.55068,-5.38325,-0.751126,8.78149,-3.55085,1.91008,8.25114,-1.35921,-8.94641,-2.27648,5.0782,2.54144,-5.13218,-6.3318,-0.336627,0.568887,9.93168,7.04791,-3.99481,-5.92417,6.71371,4.50068,-4.24445,-6.27656,5.35679,3.51708,8.90361,6.58789,6.78819,-6.3949,7.17858,6.63294,-1.78686
9.63264,-7.73351,-9.58243,-8.03925,9.67112,-5.79234,-7.25227,-7.97189,5.01759,-6.12068,8.71379,-1.63684,0.831052,-3.43338,0.729006,7.27916,1.60721,2.76867,2.23465,9.69283,-5.03992,-4.26156,-1.30115,-5.54623,8.54829,2.04849,-4.24445,-6.98068,3.0868,-4.47812,-7.25605,6.85118,2.39964,-1.35056,-6.21683,-7.54979,4.85128,-5.36176
-5.44181,-3.4992,-1.04026,0.647145,-8.25658,-3.94122,-1.08222,9.38107,-1.23691,5.06083,-7.58674,1.26716,-2.66731,-7.0036,6.82644,-8.79291,5.16522,4.32371,7.47665,-7.52975,5.29245,-2.56754,2.78339,4.08473,8.86321,-8.38175,-6.27656,3.0868,9.56104,5.69132,9.40705,-5.24928,-0.790889,-5.63706,-6.6842,6.9167,-8.07036,-0.721186
3.41261,-5.57979,-9.6339,-7.69957,-2.32731,7.95655,-6.02959,-8.4139,3.30106,8.26398,-6.13446,0.996934,1.3438,3.76536,-5.26749,-3.47363,6.47601,0.807459,-7.06084,-2.00222,1.94014,-5.04858,-1.50493,5.35637,-1.94692,-8.48149,5.35679,-4.47812,5.69132,-3.7046,-9.405,-2.7951,-3.84795,6.37015,-9.10133,-6.34653,-7.40398,-8.35177
-2.56932,-6.01001,-4.80294,-4.41997,7.89257,5.21625,2.99265,-9.93653,4.65252,8.77597,8.59499,-0.543667,-2.04498,-6.8739,-4.37031,2.34057,-2.57682,-4.83325,-9.4317,-6.97342,0.301902,-0.660415,9.28302,-6.62182,-2.75252,2.5564,3.51708,-7.25605,9.40705,-9.405,1.18581,-7.04572,-8.764,-7.53533,-5.30581,-3.41617,-6.77299,-3.45523
2.1848,6.78444,-2.05489,0.453881,-6.80811,-5.37202,-5.00767,5.46965,-9.42078,9.31796,-5.63079,-4.69374,7.47817,2.27953,0.127945,-1.76499,-2.77492,0.00880034,-4.04257,-0.0841908,-3.44744,-4.60381,-8.54228,8.81543,4.50077,-7.79937,8.90361,6.85118,-5.24928,-2.7951,-7.04572,-4.94299,-0.0917282,4.1979,6.24034,-8.85493,2.43775,0.59874
-0.615824,0.423529,-0.378004,-1.35643,9.1025,5.45811,1.12764,3.43924,-7.01873,-9.97605,9.89068,-3.56634,-4.11087,8.53762,2.80047,-3.55659,-4.53553,6.00613,0.437234,1.3004,-4.08071,-9.37562,-5.16594,1.35422,-1.6292,6.89475,6.58789,2.39964,-0.790889,-3.84795,-8.764,-0.0917282,9.36152,5.83549,-3.81417,-0.18023,-5.7595,-1.25281
7.52588,-2.70075,9.10286,-5.25406,-0.263355,4.15738,-9.20238,8.79109,1.06467,2.80527,1.01087,-8.53809,1.63758,-0.0716876,7.27255,-3.09015,5.32904,-4.90949,5.65514,-1.40701,3.36006,5.62202,4.30129,-0.0799647,-7.11184,9.13529,6.78819,-1.35056,-5.63706,6.37015,-7.53533,4.1979,5.83549,-2.61626,-4.18061,5.84276,2.30984,0.0589242
4.98463,-1.48727,-2.9027,-2.48955,8.04114,-2.47289,3.08944,-9.30561,-9.55798,4.52056,-1.10914,-1.79118,-2.55087,4.31237,4.33311,6.25438,-9.56945,-7.3558,9.00132,-3.37483,6.03861,-2.3326,3.94669,8.64131,0.140214,-3.09199,-6.3949,-6.21683,-6.6842,-9.10133,-5.30581,6.24034,-3.81417,-4.18061,-2.50557,9.8699,3.72844,5.57447
-0.159305,5.95281,2.03031,-4.87014,2.85983,-9.68555,5.47231,-3.73674,6.78677,5.12899,-6.2448,-7.08001,-3.65111,7.84055,-0.953998,-3.74647,-1.66254,7.19646,0.158562,9.85853,1.1776,3.42476,-3.57231,6.29923,-8.99605,-4.80091,7.17858,-7.54979,6.9167,-6.34653,-3.41617,-8.85493,-0.18023,5.84276,9.8699,-8.96023,-0.516285,-5.46194
1.00021,-7.0336,-0.41708,-2.62744,-5.72908,-4.56559,8.29626,4.83073,4.68754,-1.9635,6.30174,2.84308,-0.364775,0.588264,-7.4158,9.66011,-7.24858,8.6859,5.21325,-7.48403,-2.58882,8.1654,-2.53586,3.59714,-2.43051,6.17432,6.63294,4.85128,-8.07036,-7.40398,-6.77299,2.43775,-5.7595,2.30984,3.72844,-0.516285,2.23418,-5.79886
-2.24615,2.42367,-3.9009,-5.72735,4.80685,-2.63454,6.8339,-4.90407,-9.54148,-0.363734,-1.78277,-2.11704,-0.928088,-2.34645,0.802231,-7.29402,-9.68113,-1.24025,0.334905,3.24968,-9.21838,8.25548,5.41158,1.35045,5.60416,1.41012,-1.78686,-5.36176,-0.721186,-8.35177,-3.45523,0.59874,-1.25281,0.0589242,5.57447,-5.46194,-5.79886,-6.12194
