7.08917,1.64818,-2.81342,-4.75799,-7.29029,4.34704,5.46813,-7.9005,3.8113,7.10949,-8.70192,-2.59235,-8.67795,-2.82522,0.92054,3.47804,-4.93656,-3.57296,1.72728,-7.58063,3.48543,3.58324,3.21573,4.6948,-6.36643,8.23158,-2.16255,-3.9469,4.10602,3.43885,8.17486,-8.42909,6.01826,5.67792,-0.00834631,-6.19927,-8.02475
8.46749,4.31959,-0.874869,-7.94856,4.8802,-3.64648,1.46943,8.67386,-9.08211,-1.17218,-2.59235,-5.5812,-6.65583,-0.449695,1.84869,6.6368,-7.33691,9.8428,8.145,9.87446,-9.09075,-7.8136,-9.76543,-7.34513,5.95013,6.3769,6.89166,-0.116431,-8.42396,2.10303,2.81073,-1.1116,0.896181,-3.27266,-4.9231,-3.94953,-7.34833
8.25942,-1.10283,4.15689,-8.55275,-0.507958,7.1696,-6.09068,5.66186,9.54589,-5.03449,-8.67795,-6.65583,-7.69068,9.06605,2.4577,-8.8029,-3.27462,-3.68111,-5.85816,-4.75874,-1.39737,7.94853,3.90969,-4.0855,-5.4722,3.38444,-6.23423,-3.59258,-8.28347,-5.27438,-2.0168,-9.54143,-0.165926,-2.81299,2.65704,6.17901,-0.581508
9.63031,-9.22428,8.80138,-7.61651,-4.57278,-5.06745,1.4817,6.02691,1.9233,-6.16144,-2.82522,-0.449695,9.06605,-9.41696,-3.82402,-5.2945,1.48934,-3.98906,6.20024,-1.18079,-7.95909,1.01615,-4.20177,6.54949,-2.15749,0.211851,-5.44044,-4.30339,-5.17856,-4.96304,-5.09808,5.46357,-5.89861,-9.20294,5.85448,-8.84103,-0.337546
0.989867,-8.26262,7.79585,1.55612,9.67057,-2.26829,-2.35532,-1.52037,-1.65456,-6.05819,0.92054,1.84869,2.4577,-3.82402,6.23731,7.65156,4.66998,-2.56106,8.95402,6.08687,0.200058,6.25917,-8.45749,6.46864,-7.38334,7.09588,-9.92332,8.89985,-1.49716,7.65568,-4.68243,7.01796,-7.65354,7.85547,4.60349,-7.07407,5.6818
-3.59214,-2.11168,1.95211,2.28376,5.73563,2.33281,-9.17462,9.09907,0.528385,3.16866,3.47804,6.6368,-8.8029,-5.2945,7.65156,-1.04086,4.35418,1.99462,4.86132,9.95434,0.549105,8.48153,9.9586,8.8753,-5.92372,4.36997,-5.93536,-3.94127,5.60326,-1.29776,1.89792,-3.93281,1.87244,6.12784,-1.76297,0.254991,-1.27199
3.90882,8.13079,6.74663,-0.727433,-2.57705,1.55372,-8.25758,7.64043,3.71871,2.82599,-4.93656,-7.33691,-3.27462,1.48934,4.66998,4.35418,1.18371,8.50368,-6.01222,4.95343,-8.27517,8.55028,-7.74653,-5.8788,-0.420919,-7.32792,2.07634,6.94382,-9.42417,4.40595,8.02372,7.85832,3.1755,-7.72283,6.49364,4.61919,6.59117
-1.7321,3.37648,-9.51808,6.02402,4.96566,0.973964,5.9184,-0.989795,-3.14923,-6.29798,-3.57296,9.8428,-3.68111,-3.98906,-2.56106,1.99462,8.50368,-4.93459,9.52531,6.41113,7.34223,7.9097,5.41832,-8.35617,-6.39047,-4.10973,-2.51304,5.02684,4.71399,8.31798,-4.80007,-1.01593,-1.02609,-8.90591,9.25182,-4.77866,-9.72021
-2.33471,-4.7942,-1.46775,-0.592578,4.47402,7.02886,-8.81596,-4.02404,2.34534,-1.60077,1.72728,8.145,-5.85816,6.20024,8.95402,4.86132,-6.01222,9.52531,9.67417,-9.40966,4.80231,2.01474,1.79463,-8.25503,-3.372,5.93136,7.96814,-8.65112,-1.49601,6.25708,-5.22414,-2.90631,-7.15307,2.70349,-0.152149,0.0994617,8.86067
2.07282,-1.39153,6.78969,0.646225,2.68553,-0.162342,-4.08447,3.78858,-7.45068,-8.41399,-7.58063,9.87446,-4.75874,-1.18079,6.08687,9.95434,4.95343,6.41113,-9.40966,2.2132,2.76642,2.90138,1.35847,-3.14356,-1.85713,-5.64338,-5.67131,4.83248,1.46634,-7.62492,3.23594,-8.59339,6.67042,-7.33332,1.89337,-1.37144,0.84102
1.37194,8.39968,5.9147,1.92482,2.88364,-3.33816,8.20138,-3.74851,6.8609,-8.40123,3.48543,-9.09075,-1.39737,-7.95909,0.200058,0.549105,-8.27517,7.34223,4.80231,2.76642,1.16764,-0.551144,8.35182,-6.14453,-5.47289,-6.78226,-4.6039,0.684817,3.59007,6.9464,7.27575,8.60073,1.78229,-0.849894,7.63001,6.08142,-4.45355
2.85588,-4.82711,3.90567,-1.52499,0.406241,-9.17925,8.57579,1.20462,8.15523,-8.85119,3.58324,-7.8136,7.94853,1.01615,6.25917,8.48153,8.55028,7.9097,2.01474,2.90138,-0.551144,2.97792,-2.55602,-7.62201,-2.21637,2.83368,5.98121,-2.00867,3.62277,0.136261,8.45533,8.9683,8.95913,7.84417,6.50951,4.36603,6.379
4.76305,-7.81654,-3.00298,-2.53426,-1.29828,-1.89035,-2.46492,-9.74939,-7.32324,-5.56743,3.21573,-9.76543,3.90969,-4.20177,-8.45749,9.9586,-7.74653,5.41832,1.79463,1.35847,8.35182,-2.55602,-5.06253,-2.53081,9.2788,-7.917,0.870119,-1.40802,-9.9427,9.75903,0.440262,0.446945,-1.3859,-4.19826,-8.73509,3.24651,3.60708
-0.775393,6.07071,1.76236,-3.42748,7.14951,-0.45282,-6.53217,-4.53582,0.309074,-0.851109,4.6948,-7.34513,-4.0855,6.54949,6.46864,8.8753,-5.8788,-8.35617,-8.25503,-3.14356,-6.14453,-7.62201,-2.53081,2.27134,-5.46358,-5.83302,7.28169,-7.76343,7.9313,1.5858,-9.91361,8.19107,-1.78308,7.95988,-8.90998,8.55736,-5.12418
2.69803,-4.72605,1.14948,-4.33161,-6.92333,9.85971,3.13281,-9.439,3.75047,-2.74617,-6.36643,5.95013,-5.4722,-2.15749,-7.38334,-5.92372,-0.420919,-6.39047,-3.372,-1.85713,-5.47289,-2.21637,9.2788,-5.46358,-5.11978,-7.84712,-5.23692,3.39995,-9.6878,9.16542,-8.05421,4.89245,-7.27335,4.72339,-4.02652,9.62027,3.77553
1.87541,9.81445,-6.98316,9.65261,-7.22988,7.13581,8.44774,-2.48666,7.87877,-8.20536,8.23158,6.3769,3.38444,0.211851,7.09588,4.36997,-7.32792,-4.10973,5.93136,-5.64338,-6.78226,2.83368,-7.917,-5.83302,-7.84712,-5.24904,-0.846313,-5.56406,-0.00457737,-4.61793,-4.85371,-2.62756,5.45013,-2.14087,-7.55838,-7.20898,0.19112
-6.42627,-9.73084,1.25133,1.14427,-6.87799,-2.51822,-6.34093,6.68236,5.7218,-1.20329,-2.16255,6.89166,-6.23423,-5.44044,-9.92332,-5.93536,2.07634,-2.51304,7.96814,-5.67131,-4.6039,5.98121,0.870119,7.28169,-5.23692,-0.846313,-2.11759,-8.80804,2.48147,7.38893,-9.28247,4.89622,0.488622,-0.738937,-0.861177,5.98515,-2.32697
-5.33045,-9.81306,7.41535,-1.90651,8.73926,-8.34522,2.27587,7.79521,-5.35755,1.00221,-3.9469,-0.116431,-3.59258,-4.30339,8.89985,-3.94127,6.94382,5.02684,-8.65112,4.83248,0.684817,-2.00867,-1.40802,-7.76343,3.39995,-5.56406,-8.80804,-9.11547,1.95801,-4.91659,-0.767139,-0.893556,-7.19671,-7.57738,2.64743,6.1033,8.90948
7.75256,-0.435543,-3.69624,1.20586,-3.03435,0.465634,-5.55686,-3.65643,0.0268237,-6.30646,4.10602,-8.42396,-8.28347,-5.17856,-1.49716,5.60326,-9.42417,4.71399,-1.49601,1.46634,3.59007,3.62277,-9.9427,7.9313,-9.6878,-0.00457737,2.48147,1.95801,-8.44917,2.65202,4.37319,4.69415,2.33848,-5.72787,-8.74119,-5.63356,-6.89396
7.26697,-7.9459,-5.39335,5.30152,5.45909,1.90401,-5.43076,2.01867,-2.58272,-3.32175,3.43885,2.10303,-5.27438,-4.96304,7.65568,-1.29776,4.40595,8.31798,6.25708,-7.62492,6.9464,0.136261,9.75903,1.5858,9.16542,-4.61793,7.38893,-4.91659,2.65202,9.11771,-8.4322,0.979782,-6.25335,-9.70085,-9.42558,3.26953,7.81315
-1.17102,3.68078,8.77378,3.13375,2.92379,-2.72228,7.44101,1.62195,2.531,-3.87879,8.17486,2.81073,-2.0168,-5.09808,-4.68243,1.89792,8.02372,-4.80007,-5.22414,3.23594,7.27575,8.45533,0.440262,-9.91361,-8.05421,-4.85371,-9.28247,-0.767139,4.37319,-8.4322,-7.78784,7.49322,-9.07661,-4.89757,6.57651,0.0629865,-3.00324
4.5422,5.37915,2.76129,-6.04088,-6.57361,-2.75589,4.285,-9.34188,-0.398845,9.19201,-8.42909,-1.1116,-9.54143,5.46357,7.01796,-3.93281,7.85832,-1.01593,-2.90631,-8.59339,8.60073,8.9683,0.446945,8.19107,4.89245,-2.62756,4.89622,-0.893556,4.69415,0.979782,7.49322,0.972236,0.82898,1.14455,7.50603,1.19107,5.37893
-5.51768,-1.39461,9.41643,9.61845,-0.49676,-2.06054,6.14103,-6.55365,-1.99138,3.75189,6.01826,0.896181,-0.165926,-5.89861,-7.65354,1.87244,3.1755,-1.02609,-7.15307,6.67042,1.78229,8.95913,-1.3859,-1.78308,-7.27335,5.45013,0.488622,-7.19671,2.33848,-6.25335,-9.07661,0.82898,-4.28202,9.3176,-8.20559,2.41206,4.08282
9.52515,-1.54101,3.27737,-7.38477,-1.40824,-2.72022,-5.08872,-7.3759,8.76374,8.01958,5.67792,-3.27266,-2.81299,-9.20294,7.85547,6.12784,-7.72283,-8.90591,2.70349,-7.33332,-0.849894,7.84417,-4.19826,7.95988,4.72339,-2.14087,-0.738937,-7.57738,-5.72787,-9.70085,-4.89757,1.14455,9.3176,-4.1167,-4.3804,4.12113,0.449626
-3.81767,1.58021,-3.17948,9.30753,7.15251,-7.07185,-0.683674,-9.81384,-7.43339,-9.03877,-0.00834631,-4.9231,2.65704,5.85448,4.60349,-1.76297,6.49364,9.25182,-0.152149,1.89337,7.63001,6.50951,-8.73509,-8.90998,-4.02652,-7.55838,-0.861177,2.64743,-8.74119,-9.42558,6.57651,7.50603,-8.20559,-4.3804,-9.38801,-6.74043,0.346052
0.38718,8.68917,-4.40841,3.19928,2.02628,-0.12319,-4.29011,1.91144,6.66302,9.23459,-6.19927,-3.94953,6.17901,-8.84103,-7.07407,0.254991,4.61919,-4.77866,0.0994617,-1.37144,6.08142,4.36603,3.24651,8.55736,9.62027,-7.20898,5.98515,6.1033,-5.63356,3.26953,0.0629865,1.19107,2.41206,4.12113,-6.74043,-8.80226,4.36867
-9.95933,9.27115,-5.32761,-3.25078,0.432281,2.37656,-4.4143,-1.84691,-6.52128,9.77718,-8.02475,-7.34833,-0.581508,-0.337546,5.6818,-1.27199,6.59117,-9.72021,8.86067,0.84102,-4.45355,6.379,3.60708,-5.12418,3.77553,0.19112,-2.32697,8.90948,-6.89396,7.81315,-3.00324,5.37893,4.08282,0.449626,0.346052,4.36867,4.41673
