Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51
10,-58.1357,0.0262155,-0.1614,0.0166007,0.0297209,0.108583,-0.0232789,0.170623,0.0582903,-0.0410628,0.199721,0.29294,0.128664,-0.0317583,-0.146929,0.111551,0.0573741,-0.123949,-0.0292888,0.0791036,-0.107216,0.16476,0.333282,-0.116726,0.00394675,-0.142939,-0.0780444,0.0685934,0.140553,-0.0932767,0.0243271,-0.378122,0.0642189,-0.0641466,-0.012484,0.0354881,-0.00451766,-0.204426,0.274279,-0.184595,-0.065267,0.174582,0.0650245,0.0217301,-0.10272,-0.136905,-0.0285539,-0.028407,0.178273,-0.170338,0.126598,0.147911,-0.161475
11,54.6677,-0.0296553,0.0128197,0.210602,0.00786831,-0.194357,0.206952,-0.0874933,0.0527486,-0.0950212,-0.145304,0.112079,-0.0450305,0.208738,0.157738,0.0565763,0.0174918,-0.0792143,0.180195,-0.354741,0.0318968,0.0349341,0.0884484,0.194024,0.126948,-0.180901,0.0323867,-0.0658458,0.0902851,0.106577,-0.14608,0.0324043,0.0575407,0.108424,0.0136313,0.264596,0.0708539,-0.074571,0.062325,-0.00519301,0.245452,0.153724,-0.130615,0.100343,-0.0412487,-0.158565,0.00257257,0.0661631,-0.111225,-0.163335,0.315863,-0.0979041,0.219078
12,52.3712,-0.170414,-0.0265664,-0.0531988,0.0429133,-0.026941,-0.0218311,-0.0508227,0.247692,-0.398672,-0.207807,0.021386,-0.000845748,-0.109655,0.00041163,-0.0580387,-0.13218,-0.0748047,-0.200037,0.0431425,0.202422,-0.237961,0.0600514,-0.00819978,-0.0445786,0.0274777,0.0298936,-0.0132506,-0.0755324,0.187444,-0.0261581,-0.0458673,0.0978407,0.134251,0.0544647,-0.178419,-0.0711826,-0.230712,-0.0312647,0.0766389,-0.0550445,-0.17972,0.121528,-0.163411,0.0410427,0.0081695,-0.215586,0.302565,0.254418,-0.20399,0.108046,0.00883865,0.0812624
13,-52.0813,-0.0399257,-0.00784258,-0.0216398,-0.147726,0.0420045,0.186953,0.00812846,-0.0726831,-0.100082,-0.0479005,0.0655544,0.172516,0.240743,0.0873882,0.0220863,-0.00263994,0.169279,0.050419,0.235323,0.137523,-0.227532,0.190443,0.0390229,-0.148652,-0.000835923,-0.0193151,0.326267,-0.228716,0.058419,0.00869729,-0.043651,-0.13162,-0.212967,-0.00202828,-0.0434179,0.0802542,-0.1263,-0.182056,-0.181853,0.344673,0.0828043,0.0657844,-0.121886,0.0262919,-0.0156897,-0.0770586,-0.0551275,-0.206117,0.132612,0.0828384,-0.0990528,-0.234904
14,-49.8178,-0.000948499,0.215869,0.336244,0.14435,0.0491812,-0.0080458,0.10524,0.199235,-0.281176,0.0706438,-0.0886639,-0.0388173,0.0235605,0.170163,-0.00156844,0.0125237,0.0780721,0.132594,0.135072,-0.116447,0.0918038,-0.134105,0.108164,-0.160293,-0.148497,-0.0822427,-0.118375,-0.052995,-0.136897,-0.0087732,-0.148928,-0.245985,-0.0506123,0.114969,0.198878,0.0401324,0.0340894,-0.0628274,-0.0345984,-0.197152,-0.265138,0.19162,-0.1058,-0.0621928,0.196351,0.16376,-0.0377039,-0.0811746,0.013552,0.24107,0.113091,-0.0898176
15,-46.8478,0.0877588,0.103492,0.119296,0.294355,0.0496742,-0.0633111,-0.0293037,-0.266267,-0.0303891,-0.00241784,0.0956657,-0.295479,0.202546,-0.144241,0.0682702,-0.0345433,-0.0804283,-0.163008,0.175249,0.0946035,0.321357,-0.00104603,-0.121535,0.166691,0.0931368,0.0615507,0.0416981,-0.190336,-0.115181,-0.0148802,0.132583,-0.170644,0.0351917,0.182473,0.0698877,0.220295,-0.278625,0.00408811,0.0223468,0.228226,-0.0833724,-0.0229723,0.0338938,0.143655,0.0341795,0.0330536,0.154932,0.0945978,-0.105317,-0.119741,-0.00400133,0.0123531
16,46.6919,-0.0577577,0.252614,0.0742362,-0.102135,0.0758367,-0.172219,0.180139,-0.187998,-0.0551686,0.00526933,-0.0294295,-0.0668466,-0.156414,0.107221,-0.242136,-0.139349,-0.0757249,0.0734067,-0.261545,-0.0127927,-0.0284004,-0.000840074,-0.144605,-0.131539,0.176963,0.20772,-0.000369076,-0.346352,-0.208101,0.0228025,-0.0854305,0.0288892,0.0280895,-0.145081,0.142735,-0.171053,0.101966,-0.0311853,-0.166663,0.206927,0.210138,0.107954,-0.0917731,-0.122372,-0.14658,0.0167767,0.0997868,0.143014,-0.00713129,0.0148416,0.187344,0.077477
17,45.9674,-0.0513948,-0.150593,0.0910371,0.136601,-0.0513278,-0.178069,0.0690855,-0.0832617,0.0363491,-0.0771712,0.115416,0.10497,-0.107956,-0.232705,-0.069432,-0.304499,0.0711897,0.220767,0.00603758,-0.00908708,0.0305366,-0.0238639,-0.0305204,-0.198903,0.0943951,0.0915283,0.273837,-0.0502671,-0.140357,-0.170014,-0.0582668,-0.150014,0.217715,-0.0603023,0.0247467,0.0252227,0.0738786,0.00864472,0.334496,-0.1275,-0.105974,-0.168493,0.15411,-0.0298431,-0.125069,-0.172186,0.0027537,-0.14643,-0.057484,0.201216,-0.223653,-0.175274
18,-45.4461,0.00742505,0.0819778,0.120842,-0.0840974,-0.0243453,-0.240043,-0.0709176,-0.133107,0.144362,0.135128,-0.0470322,0.268341,0.25814,-0.207133,-0.0240701,0.122832,0.253532,-0.0155743,-0.123992,-0.224572,-0.133399,0.134547,0.122974,0.0592661,-0.216361,0.0681543,-0.134343,-0.120232,-0.0741184,0.0553984,0.0961506,-0.0162397,-0.125756,0.0975574,-0.08039,-0.213503,-0.203711,-0.187141,0.264912,0.029467,-0.159487,0.0932149,-0.0211881,-0.103704,-0.093021,-0.0733979,-0.0663474,0.150192,-0.204094,-0.00350053,0.0385564,0.103651
19,43.3015,-0.263125,0.0462105,0.206332,0.142029,0.0157451,0.13517,0.0502564,0.221933,-0.113531,-0.00999407,-0.00874388,-0.0818739,0.170099,-0.105714,0.228334,-0.149186,0.153073,-0.0617144,0.146814,0.0318324,-0.0587149,-0.105623,-0.137976,0.156141,0.116692,-0.0731417,-0.125313,-0.104802,-0.155968,-0.205221,0.0640595,-0.0125143,-0.196993,-0.35,-0.208941,-0.20872,0.0369188,0.0668191,0.0875611,0.00803853,0.271388,-0.166117,0.0497371,-0.12435,0.0452207,0.0631091,-0.187038,0.0428392,-0.0782763,-0.0369375,0.00160158,0.0743044
20,40.9958,0.209491,0.103359,0.0829374,-0.0930619,-0.13409,-0.0256536,0.0568779,0.0515162,0.163563,0.0483496,-0.0107066,-0.177071,0.0380383,-0.0257321,-0.108475,-0.0802969,0.290274,-0.218505,0.0532785,0.0614591,0.000750473,-0.0951877,-0.165217,-0.197978,-0.0448673,-0.246962,-0.0208731,0.0798468,0.240496,-0.303058,0.0719949,0.144826,-0.0021091,0.029499,0.150438,0.178694,0.0692539,-0.182353,0.0977765,-0.0300206,0.257,0.19688,0.126324,0.0560458,-0.0888307,-0.127561,-0.0051953,0.1657,-0.078216,0.125934,0.18636,-0.16865
21,-40.9099,0.242824,0.125504,-0.205815,-0.227246,-0.142059,-0.0867045,-0.0525826,0.140366,-0.0688224,0.121932,-0.0253812,-0.280703,-0.00495578,-0.124525,0.118912,0.117752,0.0824666,0.202355,0.0442719,0.186137,-0.0610466,-0.059826,-0.163989,0.0187779,0.0530759,0.00649461,0.145004,0.00778906,-0.133355,0.246058,-0.0728077,-0.0590277,-0.239193,0.0464505,0.0438268,0.0639505,0.0937928,-0.0211245,0.0616568,-0.0531538,-0.0459153,-0.313536,-0.206472,0.0593897,-0.100715,-0.00731035,-0.0624748,0.164228,-0.158182,0.284471,-0.0695477,0.169998
22,40.0265,0.0204606,0.367625,-0.267602,-0.0902608,0.168979,0.0263534,-0.117766,0.253668,0.115506,-0.0199974,-0.0522459,0.0914829,0.106313,0.0859578,-0.0332213,0.161072,-0.125059,-0.131224,0.0222895,0.0704413,0.0706978,-0.0132069,-0.0253912,-0.0395187,-0.013242,0.152032,-0.0627558,-0.0946421,0.0607699,-0.0258919,-0.128522,-0.212664,-0.0486343,-0.314433,0.0832427,0.187271,-0.169092,0.0836806,0.237861,-0.0935543,-0.048816,-0.0268187,0.249332,-0.215415,-0.197543,-0.012359,0.181119,-0.142409,0.0118962,-0.0515108,0.0227015,-0.0851002
23,-39.2179,-0.0741643,0.192608,-0.037461,-0.0881608,0.281256,0.123616,-0.329336,-0.0416485,-0.0314848,0.0945805,-0.24727,-0.019752,-0.177019,0.0753583,0.0235903,-0.00890015,-0.0746568,0.158216,0.0416236,-0.141698,0.215449,0.253101,-0.0937389,-0.107296,-0.0512464,-0.143669,0.0496007,-0.0283028,-0.0688385,-0.203623,0.00437278,0.214919,0.0547036,0.05212,-0.0473029,-0.204316,-0.174952,-0.189646,0.0800897,0.0266939,0.0465654,-0.225821,0.131177,0.204741,0.157561,0.0335951,0.0321849,0.140331,0.108035,0.170213,-0.0772411,-0.0584445
24,36.8053,-0.148248,-0.0104129,-0.0735988,0.182824,0.0915556,0.124415,-0.00490792,-0.0386367,0.0523398,0.202286,0.213275,0.123109,-0.0900679,0.0628878,0.170278,0.0963832,0.0828623,0.081571,-0.286226,0.00603436,-0.281812,-0.192842,-0.193109,0.169668,-0.12675,-0.021676,0.176371,-0.134594,-0.070888,-0.103411,0.126679,0.0643451,-0.191676,0.047253,0.0151536,0.154679,0.119848,0.0608243,0.0399096,-0.0454458,-0.119275,0.12135,0.140219,0.0908479,0.023654,0.213562,0.310572,0.227291,0.11066,0.0995924,-0.0565024,-0.13362
25,36.1519,-0.0221559,0.290936,0.266477,-0.0439348,-0.200445,-0.124456,0.0894097,0.110889,0.158504,-0.106748,-0.0590615,0.114058,-0.187112,0.139219,-0.0273569,0.0403224,-0.065051,-0.156386,0.0911894,-0.0269529,-0.0330402,0.0146549,-0.098764,0.14106,0.087401,-0.114235,0.263106,0.15122,-0.20117,-0.130295,0.00674925,0.251112,-0.200889,0.139917,-0.0771041,-0.0528173,-0.0748474,0.00879483,-0.162133,-0.0167899,-0.185394,-0.0473142,0.0324744,0.056426,-0.220746,0.0406923,0.108244,-0.301042,-0.191439,-0.110291,-0.0995568,0.0308117
26,-36.1191,0.022945,-0.134805,-0.0448264,-0.00660643,0.147602,-0.0762401,0.105123,0.08633,0.0574999,-0.0530892,0.0249184,0.0218628,-0.0943033,0.341968,-0.129485,-0.0327694,0.219059,0.00323533,0.163236,-0.0282275,0.0549458,0.0131793,-0.0338435,0.384933,0.171105,-0.014814,-0.0244955,-0.0452006,0.0143774,0.263022,0.0890006,-0.0807852,0.175008,0.171463,-0.0813866,0.00218554,-0.0957317,-0.239897,-0.0532055,-0.0866277,0.180851,0.0200246,0.238177,-0.273234,-0.0687163,0.12876,-0.0125808,0.0913155,-0.0781857,0.241193,-0.188012,-0.0262388
27,-34.9693,-0.0577622,0.279505,-0.016683,-0.0467771,-0.0090645,-0.111354,0.133229,0.28389,-0.00915805,0.0722463,0.277353,-0.00622429,0.0937541,-0.051347,-0.139721,0.0614342,-0.246012,0.14182,-0.107311,-0.13909,0.0282869,-0.0708144,0.0306859,0.145302,0.0881009,0.133573,0.0484514,0.0833325,0.0327513,-0.0612079,0.0700795,-0.111459,0.0149142,0.0748434,-0.101748,-0.00230818,-0.0931897,-0.0971156,0.0652743,-0.0694267,0.253263,0.248668,-0.0925351,0.36997,0.0738643,-0.152389,-0.233901,0.059941,0.123148,-0.0323607,-0.266942,-0.0509629
28,32.0065,0.0923477,0.020969,0.169519,0.210768,-0.0397398,0.393582,-0.105987,0.155398,0.0213549,0.136157,-0.0589735,0.0437442,0.029423,-0.138598,-0.168511,0.0317954,0.0463987,0.169597,-0.0187336,-0.0293715,0.0584791,-0.0694149,-0.125364,0.00653043,0.154116,0.224994,0.227761,0.0840825,0.0853174,0.0763693,-0.0313023,0.248018,0.00838537,0.00876514,0.20786,0.0279058,-0.113981,-0.163567,-0.0330391,-0.0550282,-0.0825849,0.0112691,-0.120791,-0.383822,0.0387246,-0.150909,-0.0599226,0.170927,0.0460878,-0.252796,-0.0841247,0.00676881
29,-31.4457,0.121894,-0.0700235,0.0740277,-0.0249989,-0.170492,-0.157263,-0.17599,0.188613,0.0898882,0.0607336,-0.225122,0.161723,0.0226397,-0.168803,-0.0246983,-0.0437636,-0.0179329,-0.0251262,0.0497404,0.337761,-0.192434,0.191027,-0.135029,0.154441,-0.196083,0.13002,-0.00988885,-0.00372088,-0.247829,-0.20712,-0.175293,-0.160786,0.278486,0.0471564,0.0830884,0.0709027,0.0267822,-0.0876144,-0.143997,-0.0285606,0.166297,0.0844321,0.0269971,0.0197132,0.149285,0.216966,0.047878,0.040715,0.158512,-0.0922946,-0.0656543,0.123909
30,29.1633,0.122094,0.00793736,-0.114279,0.29385,-0.0637225,-0.0576103,-0.241261,0.0475354,0.281461,0.167146,0.168576,-0.251559,-0.131468,0.109484,-0.0716092,-0.17054,0.0349322,-0.0164391,0.089088,-0.0446383,-0.198266,-0.11616,0.3152,0.0694253,-0.0210447,0.234466,0.0542447,-0.0161214,0.0608989,-0.0761669,-0.288482,-0.016731,-0.169421,0.00849743,-0.0524604,-0.238511,-0.0933168,-0.037989,-0.0892717,0.0882868,0.0392103,-0.0393551,0.112739,0.0419934,0.185445,-0.0848742,0.0301031,-0.111159,-0.0728163,0.103641,0.180502,0.00634941
31,-29.0794,0.216863,0.0456426,-0.13968,0.190281,0.0425149,0.0529608,-0.0393478,-0.207121,-0.0948833,-0.185337,0.0279614,-0.118588,0.193496,0.166091,-0.236036,-0.0360625,0.0725967,0.127107,0.0355124,-0.102143,-0.273075,0.315829,-0.0520201,0.00505566,0.173426,-0.149398,0.0817857,0.162254,-0.0711711,-0.0655305,-0.0600016,0.0166641,-0.0291446,-0.277135,0.0897312,-0.00719276,-0.0249915,0.107137,0.0987367,-0.169584,-0.107791,0.21134,0.0491719,0.139851,0.00215792,0.248029,-0.126276,0.0801247,-0.136067,-0.0895479,-0.0933403,0.152615
32,27.1331,-0.136112,-0.0292804,0.0254675,-0.0489621,0.00751252,0.00904683,-0.331218,0.0581745,-0.109396,-0.00720785,0.0938489,-0.0960057,-0.14644,-0.103104,-0.136764,0.241245,0.089752,0.181393,0.255114,-0.128804,-0.0107258,0.160453,-0.0101401,0.0351433,0.0981727,-0.0281111,-0.0627081,0.136117,-0.0654499,-0.108869,0.203004,-0.288019,-0.101465,0.161019,0.0893263,-0.120292,0.321702,0.162047,-0.019344,0.111857,0.105518,0.177645,0.063505,-0.108502,-0.120769,-0.214345,0.261545,-0.00861201,-0.0441803,-0.100734,0.0271775,0.0254176
33,-25.0242,-0.354366,0.0913008,-0.124848,-0.100731,-0.240019,0.099942,0.013044,-0.19147,0.0130114,-0.071618,-0.00448255,-0.158593,0.0250452,-0.0158578,0.195288,-0.0301537,0.122953,0.276854,0.193522,-0.0784701,0.00217031,-0.0860924,0.00291437,0.249563,-0.106887,-0.0744812,-0.0375802,-0.0654754,-0.0621557,0.0870273,-0.32423,0.121451,0.196995,-0.0531638,0.0812416,0.0649116,-0.0759664,-0.193629,0.0205279,-0.168195,-0.0181607,0.148722,0.0406579,0.12781,-0.22644,-0.145594,0.0544208,-0.0367535,0.122391,-0.142541,0.167317,0.0391301
34,-22.9524,-0.0648898,0.144169,-0.110765,-0.162058,-0.274201,0.106131,0.0267647,0.00692886,0.0450359,-0.017907,0.0659723,-0.00154025,0.0254419,0.00967548,0.0052018,-0.309162,-0.181262,-0.0379883,0.137479,-0.0634642,0.187203,0.141094,-0.0882391,0.0592024,-0.180621,0.122382,-0.00865462,0.0757721,0.0291115,0.123466,-0.058965,0.0814218,-0.0600935,-0.0432297,-0.110893,0.00334039,0.353877,-0.0497973,0.170031,0.310441,-0.1869,0.20747,0.111484,-0.154036,0.24015,0.157162,-0.0158878,0.129841,-0.160294,0.0373564,-0.129225,-0.122206
35,22.8793,-0.091683,0.239458,-0.0765172,0.204482,-0.0404754,0.0776015,0.0664087,-0.165015,-0.0793054,-0.0771824,-0.225868,-0.09896,-0.0915478,-0.0972383,0.0241728,0.237353,0.197674,-0.130973,-0.192623,-0.106028,-0.0626663,0.0508232,-0.211352,-0.0109564,-0.0606438,0.0723698,0.0211703,-0.0932195,0.288383,-0.0640699,-0.332729,-0.153278,0.0918062,0.274117,-0.195141,-0.00710484,0.124402,0.175025,-0.0822662,0.0150146,0.0608691,-0.032625,0.0816813,-0.0704555,0.0364367,-0.0405258,-0.208721,-0.0690622,-0.0997681,0.00843779,-0.227009,-0.00204083
36,-20.7852,-0.23184,0.00501099,-0.0280593,0.247619,-0.122196,-0.275575,-0.0230337,0.108378,0.0321582,0.12365,-0.0526805,0.132534,-0.226148,0.161843,-0.0469515,0.206836,0.226102,0.250315,0.0892461,0.140407,0.119056,0.0485103,-0.0716907,-0.0562932,-0.00807172,0.118717,-0.0279558,0.125821,0.176187,0.0105053,0.123116,0.0414844,0.10866,-0.260246,-0.0381678,0.184718,-0.106132,0.05335,0.0125343,0.321619,-0.0840387,-0.0285077,-0.112218,0.142431,-0.0352365,0.128053,-0.199996,0.0599602,-0.124867,-0.0223738,0.149842,-0.059496
37,20.511,-0.134813,-0.081575,0.273216,-0.00668261,0.102043,0.155669,0.0376651,0.00482949,0.240307,0.340966,-0.0180419,-0.0661999,0.118011,0.230436,-0.100987,-0.0286739,-0.134943,0.0111842,0.14852,0.0947486,-0.00257276,0.132079,-0.132104,-0.158465,-0.0996469,0.0393012,0.177239,-0.144616,0.158013,0.140791,0.00424562,-0.0458872,0.0872748,0.0710619,-0.230043,0.0537849,0.134809,0.120332,0.207166,-0.144512,0.0498674,0.0694904,-0.0269042,0.113354,-0.0964683,-0.0265047,0.0380838,-0.0858006,-0.0266237,0.0310079,0.087377,0.416632
38,-18.4237,0.196624,0.0564089,0.230704,-0.0521116,0.135299,-0.00955146,-0.00980869,0.00586229,0.163838,-0.227421,0.15716,-0.0751088,0.101586,-0.143575,-0.0205928,0.0828421,0.156122,0.279186,-0.0602425,0.0910546,0.0380168,-0.0790553,-0.177866,-0.0660886,0.096686,0.00131013,-0.222364,0.197396,0.0489321,0.0881088,-0.212585,0.108262,0.0485649,-0.0234187,-0.404476,-0.0621064,-0.0850074,0.0382928,0.0620024,0.143239,-0.0157764,0.0936089,-0.0962691,-0.0367429,0.048432,0.140481,0.324679,-0.11698,0.195851,0.0913445,0.00250065,-0.0534604
39,17.7857,0.0156018,-0.114565,0.186882,-0.0396127,0.00994742,-0.0310166,-0.0482071,-0.150104,0.0634134,-0.167475,0.0444137,0.0169724,-0.0808142,0.0949524,-0.217744,0.136646,-0.10094,-0.061472,0.213612,-0.000962806,-0.0323211,-0.0108663,-0.118447,0.272802,-0.195904,0.140532,-0.140049,-0.197833,0.202899,-0.061461,-0.107203,0.0980626,-0.146558,-0.0651076,0.250316,-0.0910803,0.0740036,0.0789197,0.244514,-0.134772,0.109006,-0.190645,-0.370034,0.0890848,0.00869693,0.0807731,0.0317112,-0.00443534,-0.00508286,0.0118436,-0.132949,-0.266892
40,-15.1287,-0.170168,0.0862482,-0.0194435,-0.0506662,-0.0031609,-0.0899327,0.0798971,0.209258,0.09484,-0.169915,-0.0218901,-0.130727,0.1602,-0.106391,-0.203177,-0.151912,0.240531,0.131444,0.101489,-0.0531935,0.0152848,0.0880696,0.248557,-0.199439,-0.169823,0.127822,-0.00269699,-0.174062,0.0109299,0.117958,0.106283,0.224996,-0.0801772,0.15987,0.0212962,0.125082,-0.0260993,0.331567,-0.202749,-0.140918,0.0650475,-0.176091,0.159193,0.0701773,0.0102584,0.156437,0.101812,0.181659,0.0595975,-0.149557,-0.122441,-0.0483618
