Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57,Eigenvector_58,Eigenvector_59,Eigenvector_60,Eigenvector_61,Eigenvector_62,Eigenvector_63,Eigenvector_64,Eigenvector_65,Eigenvector_66,Eigenvector_67,Eigenvector_68,Eigenvector_69,Eigenvector_70,Eigenvector_71,Eigenvector_72,Eigenvector_73,Eigenvector_74,Eigenvector_75,Eigenvector_76,Eigenvector_77,Eigenvector_78,Eigenvector_79,Eigenvector_80,Eigenvector_81,Eigenvector_82,Eigenvector_83,Eigenvector_84,Eigenvector_85,Eigenvector_86,Eigenvector_87,Eigenvector_88
10,-83.552,0.265546,0.164294,0.0704121,-0.0309133,0.0806428,0.0134772,0.135402,-0.0770279,-0.153823,-0.0247427,-0.0328493,0.0657893,-0.0523322,-0.0725092,0.0654556,0.0631439,-0.0987612,-0.108818,0.0300938,0.0799535,-0.166123,0.127328,-0.146772,0.222076,-0.0315112,0.026124,-0.00101094,0.0738144,0.0297591,-0.0288108,-0.203697,0.0183421,-0.0359289,-0.0161071,-0.0295739,-0.0837408,0.000376087,0.0152742,-0.0365738,-0.263258,0.0773657,0.131941,0.0935799,-0.00403025,0.106499,-0.112457,0.0177528,-0.0366318,0.0310794,0.035685,0.0331522,0.0739626,-0.0548427,-0.0355576,-0.05791,-0.04124,0.12547,0.0329743,0.0419107,0.065415,-0.15668,0.10408,-0.00268735,0.041723,0.037604,-0.183771,0.198379,-0.189446,0.136841,-0.0066095,0.0726482,0.107345,-0.158283,-0.192799,-0.151494,0.0640498,-0.11928,-0.151559,-0.0512802,0.0468225,0.213197,0.0152093,-0.0634861,-0.0801612,0.0710875,-0.0742948,-0.150498,-0.0701572,-0.193926
11,82.9997,-0.196452,-0.262736,-0.0583388,-0.245253,0.0499366,0.116975,0.0780938,-0.0841715,-0.098863,0.143896,0.0513075,0.0689524,0.102478,0.197647,-0.14558,-0.0483431,-0.0566517,-0.176195,-0.0595283,0.143905,-0.0577583,-0.00400923,-0.109094,-0.0067697,0.0524518,0.0829838,-0.0483421,-0.0207474,-0.161124,-0.087179,0.0439342,-0.0759039,-0.107269,0.0041135,-0.206311,0.170581,0.028323,-0.15374,0.106916,0.0998432,0.200515,0.16127,0.048411,-0.0574091,-0.0846589,-0.127619,0.0286305,-0.134431,-0.0266223,-0.0249658,-0.0918119,0.165191,0.0379952,-0.083712,0.11519,0.0540872,0.0167059,0.0602468,-0.000129849,-0.0884793,-0.177833,0.0485191,0.232595,-0.0581929,-0.0230619,0.0333994,-0.099589,-0.0382573,0.0747971,0.0679978,-0.0285806,-0.118548,-0.0292241,-0.0951212,-0.0289756,0.0287707,0.112145,-0.160067,0.0986966,-0.111605,-0.0659886,-0.00485777,0.106603,-0.0411984,0.016595,0.00718504,0.0680735,0.0568572,-0.131157
12,-82.7431,-0.12372,0.273384,0.110827,-0.00795706,-0.0234315,0.160782,0.0716505,-0.0118119,-0.0392994,0.113521,0.193833,-0.167395,-0.000720641,0.11945,0.0375263,0.0875821,-0.051817,0.035794,-0.109971,0.00618656,-0.00256956,0.122094,0.0694043,0.0544949,-0.188204,-0.119302,-0.0417672,0.0574613,-0.0254025,-0.133605,0.0176359,0.0799483,-0.00112211,-0.118096,0.020166,0.0161323,0.104982,0.00443834,-0.035782,0.111493,0.134102,-0.0470382,0.162261,0.0654955,-0.0606795,-0.0098269,-0.109947,0.0724668,-0.013339,0.151278,-0.0603444,-0.122699,0.224462,-0.126193,0.119672,-0.0485115,0.126399,-0.0196627,-0.0459535,-0.241151,0.104594,0.0340405,0.0092036,-0.150255,0.142219,-0.0862928,0.0145137,0.0811029,-0.0621529,0.0481641,0.239427,0.0447513,-0.115824,0.114879,-0.106073,-0.0198167,-0.037651,0.181125,-0.0526586,0.00891619,0.109426,-0.0844309,0.0610766,-0.118874,0.116047,0.103264,0.231535,-0.0715515,-0.0362106
13,-79.1626,0.0657144,-0.1054,-0.256397,-0.127987,-0.122612,-0.0597368,-0.0232554,0.24862,0.0236081,0.210367,-0.0213854,-0.0230195,0.0538784,-0.131575,-0.0265555,-0.0469165,-0.109826,0.104942,-0.131264,-0.0989659,0.217918,-0.0336618,-0.178585,0.0971547,0.124933,0.194867,0.0808826,0.0612556,-0.00265988,-0.165247,-0.00741881,0.0377025,0.0426048,-0.173974,-0.15601,0.0578063,-0.0321987,0.0649598,0.15978,0.0229128,-0.0768792,-0.0762811,0.0969743,-0.121355,0.0782097,0.158284,0.108467,0.0555425,-0.0551146,0.127211,-0.15719,-0.108834,-0.00575141,-0.0961513,-0.0875045,-0.0364262,0.0897781,0.132719,0.0549214,-0.0117699,0.0835139,0.217162,-0.00287862,0.0178266,-0.037818,-0.244663,0.0377948,0.0436487,0.0754227,-0.0254549,-0.00240941,-0.0284853,-0.0221238,0.135945,-0.00934607,0.0456201,0.0284009,-0.0612617,-0.10256,0.0524976,-0.0598529,0.10996,-0.161523,-0.126729,0.0466898,0.047218,-0.0341926,-0.075902,0.0983127
14,79.0306,0.0533454,-0.0810488,0.142534,0.0616919,0.00218394,-0.101558,0.0914256,-0.0374871,-0.0889507,0.0841339,-0.0708579,-0.0228088,-0.134423,0.212807,-0.0941733,-0.0253276,0.00303885,0.137501,0.0214056,-0.0764949,0.159853,-0.205974,-0.0639574,-0.0715129,0.0115289,-0.154838,0.0304322,0.15828,-0.0464386,0.137443,0.0547133,-0.019676,-0.0191187,0.0970474,0.0155567,-0.0562135,0.118176,-0.102601,0.0323459,-0.0949742,-0.0388101,0.125702,0.0258747,0.149602,-0.146088,0.0560631,0.024773,0.221089,0.0241862,0.244854,0.0239251,-0.16517,0.0104548,0.0273067,-0.120115,0.0179226,0.11337,-0.046029,0.0260165,0.00122988,-0.0435963,-0.133919,-0.03365,-0.245003,0.0948699,-0.106178,0.101991,-0.0527102,0.0103704,-0.0896031,-0.124394,-0.0279385,0.117312,0.146043,0.015904,-0.0211915,0.0959657,-0.228792,0.0752717,-0.0900582,-0.10539,0.015034,-0.141772,0.0146188,0.122023,-0.016555,8.24673e-05,0.0532064,-0.307782
15,-78.3125,0.0799557,-0.0727093,0.0605334,0.012115,-0.121446,0.0596533,0.0257263,0.0492783,0.0732184,0.00987728,-0.0441571,-0.0956482,-0.0540932,0.113096,0.0244247,-0.151333,0.223295,-0.000573904,0.0392366,0.00713387,-0.0968876,-0.0800233,-0.0696766,0.00530766,0.111173,-0.0316508,0.0841187,-0.164339,0.0490911,0.000318349,-0.0160249,0.0721357,0.196484,-0.000816373,0.0197715,0.0582131,-0.0932141,0.241118,0.337461,-0.00965248,0.162977,0.102859,0.0313698,-0.0857105,-0.0260872,0.0100652,0.0329817,0.200682,0.0197285,0.0204853,0.244733,0.0756807,0.0354983,0.0119348,-0.109277,-0.16168,-0.104915,0.0855608,-0.15962,-0.147352,-0.0637187,-0.164835,0.0217029,0.158653,-0.0307886,-0.0434204,-0.0575495,0.0513843,-0.0529155,-0.052829,0.111105,0.149416,-0.0761411,-0.146875,-0.00643375,0.233516,0.141265,0.112684,0.0683734,0.11289,-0.0934214,-0.0701223,-0.00984026,-0.0934397,0.128454,-0.0377741,0.0674485,-0.0590037,-0.106312
16,77.0593,0.0429167,0.145686,0.114483,-0.0499771,-0.0306222,-0.0711104,0.0631501,-0.137202,-0.0734592,-0.240494,-0.117097,-0.0609696,-0.0824539,-0.00988832,0.103698,-0.0520517,0.0404824,-0.0347939,-0.149487,0.124086,0.121727,0.118698,-0.0476867,0.111178,0.00114133,0.0247019,-0.103334,-0.0887622,-0.354024,0.144741,0.144461,0.0421239,0.0756328,-0.000190437,0.0721545,-0.034138,-0.0226894,-0.0476351,0.185665,0.0830018,-0.153325,0.0689878,0.00185058,-0.153172,-0.0174129,-0.098487,0.0328815,-0.221743,-0.102172,0.14028,0.0123441,-0.178835,-0.0635071,0.103433,-0.0697849,0.0330338,-0.0404985,-0.0352788,-0.0233305,0.000773597,0.0913063,-0.0467565,0.213462,0.0474883,0.00100335,-0.0955948,-0.111848,0.0247475,0.0984442,-0.155402,0.0344412,-0.0836353,0.0305601,0.0737359,-0.0653884,0.182251,-0.0157645,-0.0234111,-0.230395,-0.0604983,0.0457168,0.143466,0.0157759,0.13285,0.00977895,-0.076504,0.160434,0.0531591,0.0745801
17,-76.298,0.0056383,0.118096,-0.105508,-0.0481059,-0.063312,0.00923453,0.0136337,0.0480984,-0.0615238,-0.0803738,-0.116547,-0.160267,-0.0107325,0.110502,0.0966638,-0.00926285,-0.00369354,-0.114698,-0.153933,-0.0550706,0.0591246,-0.124313,0.111732,0.098028,-0.152298,0.0220248,0.0902206,-0.00974604,0.013503,-0.238777,-0.0577923,-0.0338982,-0.136895,-0.0359444,0.146113,0.0447401,-0.106346,0.111416,-0.059333,-0.134324,-0.0769417,-0.145755,0.0324692,-0.167352,-0.214361,-0.0980838,0.188508,-0.142384,0.139203,0.0838127,0.106798,0.0602325,-0.0184036,-0.0713368,-0.143769,0.164017,0.034729,0.0353484,-0.011283,0.00914708,0.0138846,0.0284658,0.107665,-0.098555,0.0339452,-0.0202354,-0.117921,-0.241436,0.0236039,-0.144634,-0.036566,0.0374734,0.0252853,-0.108422,0.0784379,-0.21386,0.0437879,0.0454874,0.186945,0.199784,-0.16419,-0.142655,-0.0534082,0.145187,-0.0718395,0.124252,0.0882453,0.0247428,-0.0560483
18,73.8557,-0.0493538,-0.0707572,-0.0547494,0.0386868,0.163331,-0.178439,0.188012,-0.120112,-0.130054,-0.0730242,0.0026414,-0.199434,-0.0659799,-0.0511231,0.128485,0.0196681,-0.0384314,-0.091213,0.00370642,-0.0366634,-0.0276092,-0.0631776,-0.0602132,0.0626811,-0.0857947,0.0987828,0.106501,0.214254,0.0665997,0.0257323,-0.0728801,-0.0800809,-0.0143216,-0.111999,-0.168021,-0.132095,0.0383057,0.113786,0.0648763,0.0965071,-0.122757,0.0482136,-0.00827883,0.0325811,0.0528013,0.107972,0.130114,0.0151354,0.0488497,-0.0957348,-0.0898764,-0.0524793,0.197213,0.191705,0.103397,-0.0661025,-0.209492,0.131546,-0.0516177,0.157983,-0.106213,-0.118055,0.0685071,0.163027,0.0828589,0.143198,0.0618426,-0.0188736,-0.00923005,-0.0231282,0.125452,-0.171699,-0.00334231,0.088047,0.0180247,-0.121558,0.274798,0.0958751,-0.116226,0.0275073,0.0856263,-0.047473,0.0264914,-0.0382377,-0.00408094,0.223793,0.0362852,-0.0315737,-0.144756
19,72.7583,0.0617784,0.0392801,0.055732,0.0731496,0.00928907,0.0284267,0.0325684,0.033734,-0.0380489,0.177848,-0.0932407,0.232227,0.131019,0.0113941,0.263614,0.0214832,0.131418,-0.0106765,-0.0816549,-0.0312569,0.172316,-0.0320215,-0.076573,-0.136485,-0.118209,-0.160989,-0.00901449,-0.116617,-0.0731848,0.00819654,-0.15723,-0.0216999,-0.200477,0.0734242,-0.126498,-0.0698612,0.164126,0.108018,-0.0686108,-0.0383809,-0.0725031,0.0279828,0.0177131,-0.0578926,-0.158003,0.0128981,0.0580593,-0.132163,0.0206708,-0.0197062,-0.103766,0.0846574,-0.142734,-0.139068,-0.0219668,-0.236754,-0.0679401,0.0491292,0.15484,-0.148398,0.0214195,-0.125344,0.0335306,0.128396,-0.201636,0.0506205,0.0976567,0.0718822,0.0179599,-0.0311815,0.0206912,0.049475,-0.143299,0.140808,0.265362,-0.0629293,0.0115687,0.00308067,-0.0912384,-0.0338638,-0.00617905,0.0246099,0.156817,0.0591122,0.102255,-0.0442826,0.039112,-0.178682,-0.0770384
20,-72.6405,0.109498,-0.135594,0.132537,0.0453745,-0.215212,0.0147228,0.0515373,0.061958,-0.0402869,0.010636,0.271368,-0.067906,0.043379,-0.113681,-0.0764731,-0.0505606,-0.0611982,-0.126937,0.0733985,0.065824,-0.0281186,0.11176,-0.246792,0.0361479,-0.127493,-0.0139547,0.0389134,-0.104689,-0.0798651,0.139693,0.023838,0.00683576,-0.010155,-0.0230416,0.0561186,-0.098832,-0.00284965,0.00939273,-0.0433964,0.0364618,-0.0247801,0.110104,-0.0162293,-0.00718639,-0.158498,0.0321062,0.169493,0.0291008,-0.137749,0.0118061,-0.18905,-0.134017,0.27621,0.0115265,-0.159569,0.100575,0.0113554,-0.0581791,-0.152712,0.0908182,-0.0855014,0.0672965,-0.23169,-0.0298781,-0.168904,0.00238644,-0.131276,-0.0242353,0.0803007,0.0120218,-0.0189762,0.11088,-0.151061,-0.00879704,0.133195,-0.144004,-0.0814645,0.109024,-0.0350511,0.0823457,-0.170408,-0.0272474,0.183964,0.0180531,-0.0889697,-0.111135,-0.0653054,0.122507,-0.0657396
21,-70.269,-0.0411595,0.160714,0.190245,0.0770747,0.0603175,0.104755,0.121795,0.153724,-0.208385,-0.0790393,-0.0379081,-0.104594,0.162886,0.0165173,-0.185465,-0.0805401,-0.0413208,-0.0558051,-0.0234131,0.00805712,0.311594,0.0885179,-0.0140413,0.216324,0.177195,0.113701,-0.0774016,-0.00209055,0.0339281,-0.0311458,0.0543804,0.0398121,0.0588844,0.0208407,-0.0176933,0.196402,-0.0494073,-0.121608,0.0131847,0.0161086,-0.0279588,0.0593226,-0.0992064,0.00352441,-0.0207488,-0.0652544,0.219849,0.130003,-0.00643955,-0.0928947,0.0755398,-0.109453,-0.0549446,-0.0102411,-0.0666879,0.0102733,-0.00120065,0.0736982,0.0488708,0.00570497,-0.118504,-0.057271,0.00951646,-0.0359387,0.0296359,0.1085,0.0854771,0.060508,-0.223864,0.106421,0.0536253,0.0711898,0.088517,-0.00108583,0.236221,-0.0411527,-0.0157247,0.00171308,0.151131,0.0171179,0.227329,0.0409199,0.15342,0.0584627,0.0715548,0.0351374,-0.158334,-0.160856,0.0935036
