Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46
10,52.9205,0.000786234,0.0381206,0.0691484,-0.0913748,0.0865794,-0.224556,0.191685,0.0784573,0.0397496,-0.0938609,-0.262542,0.101841,-0.124608,0.290964,0.0957783,-0.0821842,-0.0364795,-0.281751,0.0737732,-0.155575,0.175131,-0.185142,-0.0850466,-0.0775982,0.158039,0.0922981,0.0759179,0.0317301,0.0167268,-0.109766,0.0384078,0.0321141,-0.035075,0.390115,0.146235,0.14042,-0.156924,-0.102039,-0.0631903,0.0101918,0.28159,0.145588,0.0928386,0.0567006,-0.0702711,-0.246387,0.153309
11,-51.256,-0.0416259,-0.0943625,0.0754041,0.0353706,0.0631016,-0.1477,0.016041,0.356585,-0.108792,-0.0520615,0.0585552,-0.153747,-0.196025,-0.0546221,-0.0194481,-0.173903,0.0760897,-0.102151,-0.211547,0.0935429,0.137085,0.269507,-0.0216869,-0.0691937,0.0614469,-0.0018354,-0.204348,0.224831,-0.349548,-0.0469367,0.0475983,0.169505,0.104231,-0.0857797,0.0630928,0.0661687,-0.163276,0.0361512,-0.0149636,0.25505,-0.190753,0.059562,-0.227435,-0.175417,-0.200233,0.0275803,0.120773
12,48.3432,-0.0388761,-0.273407,0.0491119,-0.133141,-0.0854689,-0.154572,0.251036,-0.201697,0.043889,0.0119104,-0.248235,0.00448372,-0.0849456,0.130854,0.0181921,-0.27301,-0.076322,0.14795,0.116353,0.215534,0.0465886,0.0909617,-0.0704436,-0.0345839,-0.0649103,0.167597,-0.0703635,0.2258,0.16307,-0.144673,-0.190734,-0.207579,-0.0878392,0.0316055,-0.205765,-0.133333,0.149512,-0.0612877,-0.0767938,-0.0472567,-0.240302,-0.177739,-0.0217863,0.062017,-0.137907,0.201183,0.173281
13,46.6084,-0.162002,-0.278774,0.133817,0.250081,0.13348,-0.261473,-0.0311372,-0.0324417,0.344273,-0.0905535,0.0720241,0.0167877,0.155782,-0.00450379,-0.10006,0.111896,0.0242058,-0.176584,-0.0687295,-0.182742,-0.0623608,-0.103932,0.0619826,0.20419,-0.128858,0.231523,0.0128704,0.0136561,0.105675,-0.112287,-0.0739991,0.228437,-0.061228,-0.139571,0.237967,0.124566,0.0853033,0.0583262,0.122207,-0.0307414,0.0381604,-0.257808,-0.220479,0.066276,0.038699,0.104618,0.104719
14,-46.1406,0.0994089,0.19557,-0.0749267,0.082662,-0.224038,-0.0121164,-0.0633615,-0.0440224,-0.201747,-0.149412,-0.0782444,0.0969088,-0.019877,0.0607946,0.0559634,0.17252,-0.161331,0.0912359,-0.0479434,-0.102364,-0.12595,0.187355,-0.302611,-0.126605,0.0277727,0.159783,0.216244,0.126365,-0.0824598,0.292465,-0.265922,0.23325,0.0920284,0.0835924,-0.0376699,0.0244379,-0.0290429,-0.0533007,-0.134601,-0.017682,0.119085,-0.185096,-0.299121,0.0874819,0.136288,0.133993,0.183678
15,45.7192,-0.193207,-0.0168601,0.217035,0.331719,0.0948251,0.0404775,-0.00646696,-0.176541,-0.29541,0.173759,-0.051322,0.269223,0.115982,0.0883891,-0.135517,0.00670314,0.156028,0.208913,0.00429082,0.130789,-0.0708084,0.151554,0.0178607,-0.14079,0.0670242,0.193735,0.0459369,-0.1053,-0.104698,-0.195065,0.116911,0.0816363,0.274444,0.273176,0.0654237,0.0232111,0.212968,-0.000329569,0.158523,0.0583189,0.0128611,0.0367584,-0.000446583,0.0416836,-0.150755,-0.0503059,-0.127243
16,-42.9097,0.327095,-0.15028,-0.0643366,0.0485068,0.0360404,0.0517118,-0.152758,0.171632,-0.0915515,-0.0853472,0.117839,0.106519,0.135675,-0.0468767,-0.144868,-0.139353,0.0898611,-0.192008,0.177344,0.201457,-0.0633758,0.0098042,0.2334,-0.200206,0.0791731,0.212248,-0.118345,-0.0246805,0.0868132,0.0766795,0.0273089,-0.10373,-0.100421,-0.0418358,-0.307015,0.183995,0.187242,-0.0149053,0.0278489,0.234351,0.280712,-0.0551449,-0.0610324,0.0666145,0.132069,-0.0950994,0.226588
17,-41.6436,-0.00940229,-0.21108,0.0245764,-0.15343,0.0761914,0.105053,0.217507,-0.0696331,-0.11951,0.0636872,0.0860535,-0.0868361,0.0371002,-0.20028,0.0982441,0.132874,0.074303,0.124427,-0.0178469,-0.223647,-0.162052,-0.0327387,-0.246143,-0.0384168,0.218168,-0.124245,0.23347,-0.0438366,0.0761765,-0.0353048,-0.0249384,-0.20293,-0.00924016,-0.148823,0.121777,0.212815,0.1885,-0.123217,0.0306159,0.231215,-0.0592443,-0.132762,-0.0667816,-0.194257,-0.155439,-0.317293,0.235474
18,-38.9641,-0.146192,-0.0340865,0.156533,-0.030421,-0.258139,0.038119,-0.240431,-0.0198959,0.127998,-0.0939543,-0.0122742,0.0119796,0.142609,-0.080883,-0.0473703,-0.0211082,-0.0450884,0.153913,-0.0960955,0.165217,0.0502175,0.0118154,-0.199235,-0.228531,0.0497944,0.331867,0.0280684,-0.051277,0.0429699,0.0734524,0.229019,-0.00620023,-0.247189,-0.142198,0.166258,0.254975,-0.276702,-0.204805,-0.0578046,0.044796,-0.184894,0.0760686,0.293363,0.110569,0.00735244,-0.0227206,0.0375615
19,38.6583,0.0267817,0.135224,0.0987297,0.0749829,0.12688,-0.061157,-0.0287729,0.126214,-0.0659947,-0.035095,0.181232,0.0941908,0.184948,-0.0251421,-0.159896,0.178521,-0.11388,-0.165574,-0.123821,0.0108841,-0.0301982,0.174694,0.0508096,0.233843,0.088993,0.103781,0.298362,-0.0124531,0.183085,-0.228755,-0.0998722,-0.116761,0.0211743,-0.0958331,-0.240524,-0.26524,-0.204224,-0.215248,-0.215078,-0.0186896,-0.00518698,0.167221,0.0877258,-0.00981226,-0.312392,0.0539322,0.137261
20,38.0997,-0.147218,-0.130235,0.0342718,-0.0297124,0.0861293,-0.205154,-0.082179,0.0117883,0.0185109,-0.154369,-0.0771042,0.130484,-0.0710303,0.01151,-0.211699,0.255541,0.277161,-0.0165304,0.436244,0.191787,-0.118679,-0.0303374,-0.316826,-0.00736217,-0.140186,-0.187537,-0.037987,0.131343,0.129889,0.259241,0.0671258,0.0890135,0.0770765,-0.110628,-0.0440186,-0.173276,-0.0765898,0.0338224,0.0908945,0.0255251,0.0118666,0.244298,0.0215507,-0.111803,-0.0447428,-0.061648,0.0785788
21,-37.2138,0.0485944,0.133285,0.287851,0.36752,0.0179023,0.0712364,0.21624,0.0168146,0.128383,-0.10825,-0.164099,0.252202,-0.0577206,0.0631556,0.0345085,-0.0264524,0.0551317,-0.0306141,-0.224226,-0.232063,-0.2108,-0.141335,-0.0296535,-0.0282114,0.150021,-0.123792,-0.312932,0.0625651,0.126224,0.188504,-0.018859,-0.118176,0.0209065,-0.125919,-0.169769,0.0733449,0.062383,-0.0579086,-0.180764,0.169685,-0.15237,0.128874,0.0891583,-0.0631284,0.107477,0.123678,-0.0639771
22,33.0275,-0.120171,0.201949,0.0150968,-0.0430356,0.0670938,0.3374,-0.108473,-0.155273,0.273798,0.132216,0.0716438,-0.0206148,-0.108228,0.0889811,0.0449832,-0.0805554,0.408859,-0.05428,0.0587381,-0.0738177,0.126591,-0.136094,0.052704,-0.154661,-0.121598,-0.0916747,0.231991,0.114512,-0.0277568,-0.0504974,-0.0940166,0.27121,-0.0188313,0.0278503,-0.256448,0.116454,-0.0522397,-0.109586,-0.00749068,0.192473,-0.0118367,-0.12479,0.04222,0.0285939,-0.209805,0.180489,0.137964
23,-31.9831,-0.106898,0.00180242,-0.0861485,0.165936,0.0743038,0.0142833,-0.154116,0.0429616,-0.080371,0.203401,-0.240476,-0.156987,-0.101501,0.170146,-0.166091,0.239862,0.0623409,0.0477007,0.0436108,0.0721091,-0.292913,-0.0712751,0.119088,0.168891,-0.122715,0.0279891,-0.0424237,0.162541,-0.294157,-0.110102,-0.0731767,-0.273307,-0.097189,0.0589951,-0.0746861,0.191746,-0.245983,-0.0789355,-0.164559,-0.0381388,0.00170944,-0.258348,0.110181,-0.147108,0.153665,-0.138533,0.0642431
24,29.6739,0.0326741,0.254482,-0.153398,-0.0306805,0.162018,-0.0832535,-0.100545,-0.0567906,0.161867,0.125527,-0.200156,-0.0858411,-0.00180317,0.257022,-0.120288,-0.0809041,-0.113564,-0.157333,-0.190951,0.17438,-0.119073,0.0424372,-0.170815,-0.0373142,0.133434,0.0244074,0.234001,0.0266552,0.0599602,0.124518,0.397929,-0.144759,0.0114635,-0.190865,0.0171388,0.0893582,0.221066,0.317916,0.00515963,-0.0126815,0.0452234,-0.0606288,-0.0819021,-0.096613,-0.178607,0.120996,-0.0102656
25,-29.2547,0.0467103,-0.0616257,0.016865,0.0641812,0.107007,-0.00563286,-0.084291,0.149046,0.273367,0.0815922,-0.0860258,-0.132672,-0.16911,0.133863,0.290385,-0.00191018,0.0505924,0.222827,-0.118097,0.0460858,-0.245465,0.288316,0.201543,-0.073694,0.0649536,0.0248083,0.0480325,0.0222665,0.201248,0.113805,-0.137517,0.0567106,0.226322,-0.0995535,-0.00542804,-0.0855623,-0.0970738,0.0687565,0.179899,-0.0791367,0.0161548,0.0695214,0.126183,0.314805,-0.0204148,-0.333558,0.132653
26,-27.5559,0.0350277,0.0861661,-0.121473,0.19501,0.0992176,0.161576,-0.0197866,0.0397283,-0.0647191,0.143437,-0.323259,-0.147213,0.0158184,-0.483597,-0.165793,-0.150122,-0.0821993,-0.00279795,0.0455065,0.097464,0.00519299,-0.127133,-0.0664733,0.0744189,-0.0712853,0.0155672,-0.108641,0.137838,0.251646,0.0621506,-0.185943,0.136324,-0.0300004,0.0451511,0.165705,0.115714,-0.00608184,0.0465569,-0.205873,-0.00778562,0.109065,0.0715467,-0.0690986,0.173773,-0.317197,-0.111522,-0.105568
27,27.282,-0.226108,0.0268406,-0.0420853,-0.186475,-0.071901,0.035731,0.135718,-0.144506,-0.0591547,-0.209879,-0.116675,0.104229,0.150092,0.0292326,0.00492409,-0.0361149,0.0248559,-0.0972389,-0.148636,-0.0549046,-0.207187,0.135141,0.15036,-0.0777837,-0.127514,0.061539,-0.151039,-0.0182713,-0.268811,0.114038,-0.117952,0.137838,-0.232915,-0.211321,0.0415402,-0.244542,0.0997024,0.0899229,-0.0563053,0.0839135,0.309661,-0.118864,0.261571,-0.0618477,-0.28083,-0.17115,-0.0603069
28,-26.7644,0.158183,0.128267,0.245444,-0.26638,0.0732028,-0.0491531,-0.207084,0.0532402,0.123783,0.336907,-0.116408,0.000692252,-0.017781,0.056766,-0.158824,0.250439,-0.136568,0.203621,-0.0445096,-0.110169,0.109716,0.0160167,-0.195789,0.0257473,-0.0230272,0.00425875,-0.290041,-0.115354,-0.109356,-0.221473,-0.112936,0.131929,-0.167524,-0.0511009,-0.0392899,-0.105256,0.244324,0.0671647,-0.0358812,0.190565,0.0741552,0.151281,-0.0138874,0.124075,0.0678963,-0.014803,0.17718
29,24.5771,-0.16428,-0.135892,0.126469,0.0504575,-0.262023,0.0207735,-0.0862457,-0.0394346,0.15156,-0.16901,-0.0309384,-0.18281,0.227431,-0.0177449,-0.192339,-0.00141178,-0.0968467,0.102843,-0.0606654,-0.169209,0.242742,0.128343,0.0224839,-0.103526,-0.0980711,-0.257799,0.0875088,0.303912,0.0410657,-0.131815,0.117142,-0.150296,0.315541,0.0391745,-0.134885,0.0357895,0.0580446,0.186686,-0.216464,0.0946632,0.250661,0.00630074,0.0395015,0.0446289,0.116368,-0.133035,-0.0184731
30,-22.9677,-0.0344823,-0.153842,-0.171141,0.0613881,-0.205393,0.127162,0.00147921,-0.0398473,-0.0534256,0.022499,0.0546597,0.0329263,-0.0300433,0.220977,-0.346772,-0.122861,0.0737874,0.129417,-0.308807,0.118284,0.00498731,-0.115471,0.0769884,0.153865,0.10265,-0.163501,0.0423924,-0.172508,0.21544,0.116047,-0.125316,0.0603022,-0.134232,0.227249,0.20806,-0.186521,-0.15343,0.197218,0.0282719,0.246505,-0.029056,0.0457594,-0.00450427,-0.0835694,0.0658214,0.00839895,0.284586
31,22.0189,0.167243,-0.0803096,0.00521412,0.138725,-0.159123,-0.0460246,-0.130326,0.045366,0.0708285,-0.0954383,-0.103395,0.144079,-0.140388,0.0325851,0.0898762,-0.0199482,0.0424247,-0.0169327,0.286,-0.0449386,-0.0764448,0.236347,0.0716976,0.11898,0.122477,-0.193027,0.214952,-0.0836053,-0.010358,-0.1744,0.180265,0.179446,-0.320656,0.0416625,0.0566266,-0.0928493,0.0803339,0.0908716,-0.321919,0.214767,-0.219251,-0.152415,-0.0667841,0.121066,-0.0209228,-0.160471,-0.244892
32,-20.539,0.0360324,-0.0108203,0.137196,-0.104737,0.0106775,0.275631,0.0150063,0.165457,0.0569605,-0.194757,-0.180071,0.438891,-0.228558,-0.229494,0.106392,0.0702539,-0.1661,0.0942553,0.0394899,0.0717219,-0.00392116,-0.0878186,0.116625,0.0707892,-0.259549,0.0564322,0.165842,-0.0692491,-0.101896,-0.134607,0.0760165,-0.174348,0.137608,-0.0480078,0.115168,0.0552428,-0.10971,0.323633,0.061569,0.0430769,0.0367651,-0.0198593,-0.00771829,-0.0362677,-0.0467228,0.140203,0.236085
33,-19.497,-0.0644108,-0.0420411,0.0330261,-0.155929,-0.134351,0.202752,-0.115819,-0.0488033,-0.0988233,0.0723105,-0.180464,0.191742,0.415954,0.140863,0.209201,0.136863,-0.0117011,-0.239818,-0.0216883,0.120784,0.0585202,0.00612505,0.0176161,0.183209,0.145644,-0.254649,-0.287606,0.0368757,0.0443426,0.0164645,0.0954959,0.0511268,0.0859243,-0.0109151,-0.0682611,0.109376,-0.153359,-0.000243898,0.0968319,-0.121346,-0.172812,-0.145924,-0.232189,0.178388,-0.149639,-0.102874,0.135194
34,17.3358,0.271368,-0.0519655,0.127186,-0.112915,0.184867,0.104146,-0.0237289,-0.10234,0.0718161,-0.0486531,0.0385667,-0.0222413,0.197764,-0.00453927,0.044408,-0.152247,0.104573,0.14065,-0.115131,0.0258846,-0.199001,-0.0790043,0.107375,0.0841205,-0.229225,0.0151912,0.0429761,0.226336,-0.140288,0.124804,0.325135,0.100711,0.00498252,0.186214,0.194325,-0.18444,0.125776,-0.24081,-0.284789,-0.179675,-0.0551189,0.15435,-0.133379,-0.0600865,0.062432,-0.0685009,0.219776
35,16.8383,-0.359172,-0.154714,-0.00321401,-0.0882004,0.100219,0.311265,-0.155767,0.399244,-0.127877,-0.0223089,0.0311301,-0.0176324,-0.164153,0.0468896,-0.0799523,-0.128988,0.124006,-0.0593608,0.0145583,-0.22799,-0.0174123,-0.0839514,-0.201037,0.00597482,0.184529,0.162767,-0.071381,-0.056661,0.0543171,0.0281763,0.128429,-0.0496625,0.0305524,0.00434665,-0.0313316,-0.267184,0.156706,0.00837571,-0.188557,-0.246296,0.0139234,-0.18015,0.00481626,0.181228,0.0765547,0.0438442,0.0215387
36,-13.5463,-0.207987,-0.0102352,0.239481,0.13705,-0.24224,0.162077,0.235535,-0.0793205,0.0189481,0.0959304,-0.0142713,-0.258584,-0.202792,0.0122704,0.0114358,0.0606448,-0.238858,-0.0131796,0.129951,0.105948,0.017972,-0.141876,0.132196,0.240529,0.0410998,0.140759,0.0934302,-0.0516294,-0.129674,0.194839,0.24785,0.0469578,-0.10278,-0.0928025,-0.208317,-0.119546,0.0162746,-0.132077,0.137513,0.128787,0.147436,0.158981,-0.2781,0.105521,-0.0272352,-0.107565,0.0421087
37,12.9366,-0.0400146,-0.0656036,-0.0109068,0.105235,-0.0864614,0.154797,0.377173,0.248139,0.233319,0.0581095,-0.0804971,-0.086145,0.167698,0.056042,0.0347075,0.213275,0.230202,-0.0116469,0.00515992,0.30505,0.0713169,0.168515,-0.0304227,-0.195109,0.00723545,-0.0805067,0.0560213,-0.284477,-0.0884897,-0.0703264,-0.135378,-0.0124645,-0.109784,-0.0251165,0.0855866,0.100267,0.0907936,0.0190051,-0.258639,-0.267243,0.121276,0.15153,-0.141023,-0.0764137,0.0604402,0.111863,0.0295778
38,9.06903,0.267401,0.102481,0.0303961,0.10427,-0.0958575,0.251913,0.158184,-0.206548,-0.142983,-0.0562916,0.020622,-0.20269,-0.156224,0.036512,0.00211139,0.240593,0.20659,-0.218534,-0.0308403,-0.0614795,0.0144187,0.148251,-0.110579,-0.153046,-0.120889,0.188246,-0.199259,0.157596,0.25675,-0.288265,0.208666,-0.0538926,-0.0554639,-0.0703274,0.182095,-0.219,-0.159041,0.107455,0.107251,0.00527446,0.0461754,-0.0894285,-0.021644,0.0176214,0.0647895,-0.020082,0.0321411
39,-8.4085,-0.0464318,-0.0551246,-0.230561,0.100868,-0.0453669,-0.117523,0.0752045,0.112769,0.0914199,0.153121,0.154946,0.0567245,-0.0417544,-0.0572022,0.05178,0.202166,-0.0613094,0.144706,0.0479081,-0.242469,-0.00947905,0.235806,0.054875,-0.0349132,-0.164614,-0.097733,-0.220215,-0.0382624,0.0649903,0.21434,0.312229,-0.171173,-0.136357,0.310169,0.00424622,0.0707141,-0.0143141,-0.10157,0.011331,0.0548125,0.132986,-0.0884146,0.0524195,0.127951,-0.336875,0.266775,0.132726
40,-7.49063,0.050083,-0.111832,0.162212,0.15934,0.269719,0.0959052,0.10584,0.0586366,-0.231178,0.194869,0.124504,0.212136,-0.053475,0.201661,0.0489963,-0.0399078,-0.116468,0.0916459,-0.0712211,0.102272,0.403845,0.125139,-0.0740524,0.0853594,-0.173482,-0.162421,0.115624,0.21655,0.101028,0.196613,0.0118153,0.079217,-0.24525,-0.242863,0.0581523,0.0866972,-0.0128512,-0.0311626,-0.00750577,-0.0904439,0.163149,-0.159382,0.151425,0.00528955,0.103945,-0.0944161,-0.0460885
41,6.51393,-0.0172813,0.0227328,0.0832372,0.132575,0.139891,-0.0426949,-0.0781247,-0.0591017,0.0699862,-0.153673,0.0572816,-0.0108225,-0.0252578,-0.0495289,0.0493499,-0.306482,-0.102363,0.160065,-0.0995396,0.115023,-0.210851,-0.0338466,-0.316538,-0.11496,-0.084902,-0.302583,-0.104172,-0.257383,0.00314592,-0.277392,0.0838789,-0.00868683,-0.130615,0.00764796,-0.181676,-0.0721428,-0.271682,-0.127561,0.105704,-0.0819207,0.299975,-0.163034,-0.228778,-0.00784406,-0.0125979,-0.0414347,-0.000292809
42,-6.34965,-0.0513809,0.270573,0.00639798,0.189164,0.00963675,-0.175697,0.0349158,-0.101615,0.0122685,-0.0207875,0.117487,0.0183028,-0.0338007,-0.0900738,-0.0797509,-0.0718435,0.0925441,-0.204232,-0.0298822,0.044004,0.213471,-0.0413837,-0.0826494,-0.0814083,-0.274132,-0.0639795,0.00668024,-0.248475,-0.195204,0.148551,-0.0614506,-0.285816,0.0552591,-0.0164949,0.0485573,-0.119655,0.105763,0.0371855,-0.0892256,-0.00264497,-0.278537,-0.129248,-0.019921,0.333807,0.0186982,-0.317035,0.2496
43,-4.50376,-0.0481022,-0.0865159,-0.0503509,-0.110895,-0.0450271,-0.0493824,-0.147174,0.0099964,-0.155427,-0.125419,-0.255452,0.0179939,-0.123304,0.0118133,0.00285546,0.0458446,0.22202,0.00941273,-0.332755,-0.188245,0.116478,0.131204,0.0400005,0.080506,-0.365308,0.114534,0.0767174,-0.179678,0.204958,0.0329105,0.0303533,-0.0289768,-0.167223,0.0558905,-0.299876,0.191626,0.0955024,-0.0437128,0.0730408,-0.110884,-0.0838713,0.21142,-0.239325,-0.130537,-0.0170671,-0.17135,-0.141878
44,-2.71576,0.00395103,0.0248044,-0.33967,0.0683925,0.171561,0.224899,0.177844,-0.10618,0.191681,0.00159177,-0.140852,0.151328,0.161925,-0.00417947,-0.270775,-0.224806,-0.0388406,0.0703202,0.199738,-0.315416,0.0818052,0.321133,-0.0888695,0.112711,0.0883676,0.104571,-0.00451507,0.0260595,-0.203258,-0.0371293,0.0301758,-0.0177889,-0.0587639,-0.123181,-0.0471493,0.0149102,-0.168861,-0.0305849,0.198744,-0.0402412,-0.0946893,0.200415,-0.0685157,0.0311583,0.168651,-0.077573,0.0794044
