Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57,Eigenvector_58,Eigenvector_59,Eigenvector_60,Eigenvector_61,Eigenvector_62,Eigenvector_63,Eigenvector_64,Eigenvector_65,Eigenvector_66,Eigenvector_67,Eigenvector_68,Eigenvector_69,Eigenvector_70,Eigenvector_71,Eigenvector_72,Eigenvector_73,Eigenvector_74,Eigenvector_75,Eigenvector_76,Eigenvector_77,Eigenvector_78,Eigenvector_79,Eigenvector_80,Eigenvector_81,Eigenvector_82,Eigenvector_83,Eigenvector_84,Eigenvector_85,Eigenvector_86,Eigenvector_87,Eigenvector_88,Eigenvector_89,Eigenvector_90,Eigenvector_91,Eigenvector_92,Eigenvector_93
10,88.173,-0.0374883,-0.0346767,-0.0623042,-0.0632198,0.0517864,-0.123806,0.0253774,0.207223,0.0819021,-0.0632998,0.128038,0.123361,-0.0677758,-0.00569309,-0.0427522,0.119331,0.0906245,0.0402516,0.0381584,-0.0835571,-0.0816099,-0.10398,0.150077,-0.02353,-0.0523423,-0.00562887,-0.0179818,-0.153581,0.0973681,-0.25245,-0.168475,-0.148667,0.256931,0.0623934,-0.0604482,-0.0629868,0.0465231,-0.0741324,-0.0601173,0.077867,0.00254722,0.0470637,0.110677,0.00543158,0.0673239,0.16319,-0.0963418,0.0146807,-0.223109,-0.101603,0.0121647,-0.0596893,-0.0703518,0.196391,-0.0440372,0.0508958,0.014159,-0.0549559,-0.193761,0.211043,0.0961778,-0.14207,-0.176492,-0.0279131,0.0958208,0.0353136,0.0168721,0.0390228,0.0101533,0.0859663,0.130441,0.178703,-0.115247,0.132729,-0.0489875,0.0254063,-0.0930107,0.203551,0.106303,-0.0652937,0.0764351,0.0150375,0.0177407,-0.0216751,0.0832215,-8.84553e-05,-0.141064,-0.0959505,0.0328402,-0.00296665,0.10338,-0.140401,0.0404611,0.0535608
11,-87.0884,0.0217204,-0.0187452,0.0601928,0.0989627,-0.0979427,-0.18563,-0.0264051,0.114503,0.0291549,0.0921635,0.164203,0.101435,0.109196,-0.102316,0.131205,0.0225968,-0.116426,0.019874,0.0424575,-0.0738917,-0.0403868,0.0834066,0.145072,0.139885,-0.0559387,-0.0309779,0.241623,-0.0124133,-0.0285922,0.21626,0.134622,-0.0985899,-0.051333,-0.0112273,0.0580351,0.0879151,-0.0717563,-0.119771,-0.0719433,-0.031869,-0.0577495,0.0671968,0.0744718,0.0972763,0.0144657,0.0165707,0.0853775,-0.148269,0.0841535,0.0352338,0.0695884,0.196716,0.155861,0.022408,0.221221,-0.0256584,-0.0544422,0.114067,0.17817,-0.0163076,0.00932073,0.0157882,0.115757,-0.185473,0.000162994,0.110922,0.102483,0.109402,-0.128189,-0.00922161,-0.012692,0.213525,0.00550525,0.144772,-0.0601042,-0.00486949,0.00167404,0.125486,0.124679,0.0547737,0.0924744,-0.129841,-0.00566726,-0.0114728,0.190093,-0.152792,0.108075,0.00229025,0.171282,0.000605397,0.0950567,0.00392196,0.158565,-0.0441035
12,-85.2529,-0.0139316,0.127813,-0.0579628,0.0849206,0.0426191,0.104267,0.0958495,-0.162809,0.072486,0.114261,-0.0641231,0.0731311,-0.0285023,0.185369,-0.026151,-0.0364501,0.0324295,-0.0251122,-0.0724396,0.0108792,0.0633665,-0.132055,-0.0781769,-0.0307276,0.0933303,0.0693884,-0.0541551,0.0500083,0.0153159,0.108361,0.160443,-0.192454,0.155034,-0.0511472,-0.0481386,-0.205572,0.0909888,-0.0645104,-2.05316e-06,-0.0716374,-0.0678499,0.0736199,-0.0253839,-0.187325,-0.100753,0.111384,-0.00191871,-0.123224,-0.124532,0.0348445,-0.135291,0.092989,0.0198808,-0.0359443,-0.139313,0.0981485,-0.153706,0.209924,-0.147877,0.041054,0.080968,0.103555,0.0579009,-0.041945,0.17153,0.0616219,-0.0635894,0.103802,0.146905,-0.0321349,-0.144768,-0.0257659,0.112301,0.0060747,-0.0167469,-0.224652,0.0308391,0.131921,0.0240764,0.0572893,-0.0450715,0.00489978,0.167231,0.21977,0.0262438,0.0465326,0.158864,-0.063105,0.0872995,-0.0189832,0.213354,0.0941212,0.133834,-0.0372631
13,84.1088,-0.266155,-0.0251447,-0.164657,0.0357207,-0.0104628,0.127274,0.0634089,-0.0895145,-0.00474763,-0.0384126,0.1185,0.0851778,-0.110465,0.134842,-0.0554864,-0.0695617,-0.0994664,-0.0956657,0.014917,0.209871,-0.188602,-0.00946639,-0.09739,0.060096,0.0753886,0.058934,0.0939919,-0.107052,0.0237399,-0.0768494,0.0102424,-0.0527409,-0.0752586,-0.0194294,0.128849,-0.0775795,-0.134491,-0.137724,-0.180607,0.0044234,0.0897661,-0.0687263,-0.100033,-0.0693074,-0.139549,0.0299581,0.0753943,0.00171504,-0.103869,0.171365,0.152078,-0.095668,-0.0982033,0.0863699,0.113425,-0.13981,-0.16427,-0.0253188,-0.0299505,-0.13514,0.0418489,-0.0202204,0.0654499,-0.0266319,0.0597338,0.027211,-0.0641655,0.205318,-0.0598466,0.116661,0.104694,-0.141267,0.125296,-0.0366033,0.129367,0.070616,-0.239078,0.0936211,-0.00586399,0.00354784,0.0624588,-0.000593448,0.0257169,-0.178003,0.113885,-0.0947296,0.0671822,0.110873,-0.0986326,0.00898736,-0.120466,-0.0915769,-0.0711819,-0.125437
14,-82.2952,-0.150085,-0.087996,-0.00980923,0.0524613,-0.0299334,0.0132531,-0.0525384,0.0147999,0.247818,0.0570142,-0.224123,0.0116667,0.0616192,-0.0437453,-0.0297871,-0.100679,-0.0875556,0.0897307,-0.0818142,0.0840116,0.0840593,0.240275,-0.0689502,-0.0605152,-0.148402,-0.0474553,-0.0553398,0.0643953,0.132152,0.0609847,0.0177967,0.0471046,0.165785,0.0865376,-0.0717723,0.162942,0.0586997,-0.0383172,-0.0158236,-0.0457254,0.000809025,0.123718,-0.161409,-0.0832616,-0.047025,-0.0486814,-0.107675,0.116425,0.0133532,0.0420494,-0.0123847,-0.124743,-0.0518463,0.163759,0.101266,-0.0521248,0.0175672,0.238275,0.043669,0.00592975,0.0319353,-0.0494643,0.0286259,0.0335292,-0.00994728,-0.17491,0.20245,-0.109977,-0.129259,-0.143566,0.0480545,-0.0265338,0.0312446,0.140714,0.00846315,-0.159611,-0.0253394,0.131678,-0.094569,0.0340221,-0.121061,-0.10363,0.124149,-0.0419821,0.00382729,0.00411903,-0.188437,-0.0196168,0.0264041,-0.145807,0.0430812,-0.176532,-0.0706604,-0.244291
15,80.5076,0.0671804,0.187698,-0.11847,0.0216689,0.0430328,-0.0327611,0.0761514,0.094784,-0.0736659,-0.0771211,-0.0937032,0.0362035,0.0826477,-0.0639598,-0.0667666,0.0289014,-0.066822,0.00199165,-0.0288437,0.0172207,-0.196588,-0.0285852,0.101801,0.145689,-0.0386599,0.0914375,0.0143172,-0.0702573,0.0939758,-0.0440412,0.160459,0.0100565,-0.0425698,0.162014,0.325726,0.0595794,0.00633388,-0.0396378,0.0714832,-0.0534313,0.0355605,0.234375,0.0831866,0.149902,-0.107601,0.0437424,-0.169953,-0.00725435,0.0176311,-0.156947,-0.0511741,-0.1086,-0.0649406,0.0151802,0.120866,0.0925573,-0.0969101,-0.0905871,0.0557524,-0.13061,-0.0804053,-0.0462406,0.018022,0.125169,0.155086,-0.0499464,0.0269251,0.0531554,0.176711,-0.076633,0.0746712,-0.0623282,-0.259986,-0.105694,0.0355346,-0.135201,0.151612,-0.115545,-0.168528,-0.0135256,-0.0836137,-0.0290391,0.0884847,0.0863635,0.018952,-0.113576,0.155115,-0.0925776,-0.129933,0.0428512,0.050469,-0.146328,0.0419528,-0.0642265
16,-79.7898,-0.0642001,-0.0938174,-0.0154012,-0.0937988,0.102537,-0.164743,-0.108656,-0.163776,-0.145799,-0.0382172,0.148391,-0.153989,0.149562,0.049051,0.138077,-0.0106949,-0.0837435,0.0616392,0.186532,-0.101175,-0.102224,0.0337761,-0.0027073,-0.147711,0.0701607,0.156501,-0.0974856,-0.0776379,0.00584677,-0.0400652,0.118476,0.125558,-0.0915536,0.0701743,-0.0164328,-0.0796743,0.0820114,-0.00978027,0.0600387,-0.0198504,-0.00245476,0.0707456,0.0864086,-0.20081,0.0378263,-0.267326,0.102689,0.159565,-0.106051,0.0254988,0.0625502,0.0740247,-0.108975,0.0528613,0.0183097,-0.131858,-0.159012,0.018271,0.0169588,-0.0619676,-0.04288,-0.125621,0.0354903,-0.180012,0.148328,-0.0060396,-0.00264133,-0.0385241,-0.0753639,-0.0946563,0.0126301,0.00446744,0.0113412,-0.114523,-0.017609,0.0298546,0.180126,0.138384,-0.102757,0.0653342,0.162365,0.111332,0.194116,0.0465486,-0.132076,-0.072037,-0.193576,-0.102457,0.0332305,0.0485806,0.0874235,-0.0571571,0.0849636,0.0808298
17,77.5514,-0.0304667,-0.137051,-0.0896225,-0.162578,-0.00576402,-0.0444818,-0.0341754,-0.179206,-0.0344387,-0.175598,-0.118163,-0.103162,-0.129923,-0.0786401,0.0579084,0.049604,0.0152523,0.051196,0.0703715,-0.0100007,0.0737316,0.0666265,-0.0748951,0.010876,-0.0537466,0.0722888,0.11687,0.196316,-0.00976309,0.0098784,0.0755707,-0.103427,0.104547,0.0102613,0.112524,0.174397,0.0830054,-0.107591,-0.192369,-0.0830607,-0.0479311,-0.0593211,0.206569,-0.0224779,-0.0399422,0.104719,-0.0278,-0.0800806,0.0313636,0.0728826,-0.128351,0.0325056,-0.135221,0.110613,0.070231,0.152991,-0.210144,-0.158509,-0.0172682,-0.148152,0.0245136,0.236173,-0.240472,0.135635,0.0013697,0.0707384,0.00829458,-0.145321,-0.13043,0.0972024,-0.0286669,0.0435355,-0.0383243,0.073086,0.00404683,0.153042,0.00265929,-0.095286,0.0208996,0.0897024,0.0302335,0.168058,0.130056,0.0945791,0.0469395,0.017974,-0.0496502,0.0166482,0.101084,-0.175856,-0.104255,0.0813737,0.0936991,-0.0409172
18,-76.9811,-0.126594,-0.0293464,0.139887,-0.119679,-0.0160827,0.0339746,-0.085754,0.0735047,0.0297695,0.0334214,0.0925404,-0.075797,-0.0151684,0.173801,0.0290309,-0.0810319,-0.0969365,0.0667496,0.150262,-0.0841978,-0.0188612,-0.00465485,0.0979907,-0.0994766,-0.0550449,0.00680064,0.0656812,-0.0421104,-0.061021,-0.085575,-0.214292,-0.0207738,0.176637,0.0472018,0.080458,0.0187022,-0.108413,0.0506518,0.175005,0.0602062,-0.0388447,0.10018,0.13813,-0.124071,0.0853992,0.0943242,-0.312781,-0.198021,0.213266,0.0205207,0.0539513,0.0685299,-0.133969,-0.287753,0.106832,-0.101344,-0.0393109,0.0348095,-0.111337,0.0400002,-0.132876,0.00223214,-0.0157129,0.00468148,-0.0895328,0.0311437,0.100983,0.137938,-0.0375382,-0.0735648,-0.146857,-0.0509668,0.131945,-0.0820304,0.0235987,0.0995927,-0.0446463,0.0590469,-0.113036,-0.0553776,0.0143125,0.0142948,0.0362496,0.228386,-0.0151962,-0.0395082,0.131861,0.0345426,-0.0321488,-0.105084,-0.0714042,-0.025282,-0.122512,-0.141498
19,-75.1817,-0.0437491,0.158207,-0.097493,0.20775,0.0675719,0.0676019,-0.252385,0.0362426,-0.0267736,-0.0902126,0.0084797,-0.0174579,0.102345,-0.0915583,-0.0243303,0.0693147,-0.0334302,0.0316623,-0.0211089,0.0728731,0.0434746,0.0761407,0.23959,-0.0873216,-0.0173242,-0.0294772,-0.0300422,-0.0256248,-0.138059,0.0191792,-0.0760693,-0.266866,-0.108746,0.0424923,0.037152,0.0803657,0.138999,-0.00215999,-0.150736,-0.00271021,-0.116913,-0.0967026,-0.0687144,0.106786,-0.0245054,-0.0519537,-0.0155592,0.0674804,-0.140227,-0.141928,-0.184396,0.218484,-0.158579,-0.208976,-0.0439831,0.0442032,-0.170138,0.00585847,-0.125414,-0.0089821,-0.174586,0.129411,0.0175887,-0.172945,0.0726802,-0.0119374,-0.00126593,0.0121799,-0.0398854,-0.0694271,0.118612,-0.177236,0.0948408,0.00176452,0.107779,0.0807675,-0.0341107,0.0204337,0.00571906,-0.0733182,-0.0773558,-0.172086,-0.183861,-0.0494995,-0.0557336,0.0686757,-0.137706,-0.0842321,0.0226133,-0.075066,-0.012585,-0.0320011,-0.0238053,-0.0230199
20,74.9177,-0.029305,0.0761818,-0.28643,0.017284,-0.00358565,0.172559,-0.00331191,-0.0771608,0.114212,0.00885511,-0.0615431,0.0378257,0.0619543,0.0993532,0.0377981,-0.246734,0.00854252,-0.0216797,0.0769244,-0.046588,-0.0183456,-0.0108784,-0.102653,-0.0542877,0.0280742,-0.183588,-0.101466,-0.105006,-0.18328,-0.156392,-0.0170571,0.0766745,0.148364,-0.0448571,-0.00982669,0.141236,0.205881,0.154585,0.0446898,-0.0830072,-0.0855978,0.0830276,0.129523,-0.0498312,-0.198014,-0.0326059,-0.0772118,-0.0716199,0.107246,-0.127835,-0.00135179,0.0991944,0.0714301,-0.00364942,0.07809,-0.153928,0.0613612,-0.177969,-0.0313185,-0.187873,0.108267,-0.0398101,0.0772904,-0.0231924,0.128092,-0.152074,-0.102008,-0.107131,-0.00515413,-0.129122,-0.0147212,0.159347,-0.0259938,0.0981936,-0.00464316,0.0190529,-0.0625069,0.00179455,0.125611,-0.0280768,0.0891422,-0.0382295,-0.183681,-0.0669702,0.100624,-0.199648,-0.0101656,0.0196358,0.060073,0.0490783,-0.0302212,0.109737,0.098322,0.091785
