Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57,Eigenvector_58,Eigenvector_59,Eigenvector_60
15,57.4491,-0.309443,0.111953,0.114935,-0.11919,0.12068,-0.227182,0.140114,-0.0371365,-0.00214559,0.0064975,0.0467069,0.0994022,-0.00128434,-0.206988,0.206774,0.115345,0.142787,-0.0998494,0.0414761,0.100325,-0.0623033,0.0808261,0.0413526,0.0355809,-0.0448925,-0.147347,0.0224227,-0.108903,0.00207567,-0.124033,0.219057,-0.0615866,0.00138372,-0.0413531,-0.175869,0.04634,-0.0888389,-0.276073,0.0499478,-0.001004,-0.0672372,-0.0390834,0.0555729,-0.111194,-0.0160737,-0.0512201,0.103734,-0.112272,0.038748,0.0234762,0.00530433,0.0930236,0.0171986,0.156936,0.0312674,0.372026,0.00113562,0.205793,-0.280484,0.0163557,-0.204526
16,-57.1241,0.0354025,-0.029709,-0.0814977,0.155948,0.00446214,-0.0817492,0.0211986,-0.0499045,0.0316177,-0.0105364,-0.251719,-0.0514408,0.133467,0.000538605,-0.00183224,-0.0192051,-0.0712409,-0.192,-0.18738,-0.252846,0.12633,-0.142777,0.0642761,0.185224,-0.0336152,-0.00980145,-0.0556853,0.102541,0.0296079,-0.0759307,0.0165358,-0.105574,0.126292,0.176778,0.046971,0.031793,0.170317,0.190787,0.205115,0.240314,-0.103449,-0.229543,-0.0516541,0.0528476,-0.0367069,-0.12028,0.23939,-0.200577,-0.220627,-0.0435125,-0.025265,-0.100339,0.236921,-0.0429784,0.047366,-0.0526504,-0.0200576,0.13765,-0.125248,0.112118,-0.231417
17,-56.0358,0.0798231,0.122642,-0.0150878,-0.109249,0.0845917,0.142209,0.0570263,-0.0365934,0.0958873,-0.0361275,-0.223189,0.0648764,0.00419095,-0.221686,-0.375639,-0.155035,0.0757684,-0.129195,0.0622249,0.135311,0.0139084,-0.0165147,0.074945,-0.322686,-0.0295355,0.0120455,-0.175428,-0.118084,-0.120556,-0.164343,-0.0722424,-0.0364926,-0.130423,0.135322,-0.0331754,0.172896,-0.233656,0.0302671,0.122598,0.0468765,0.125356,0.0207454,-0.0262319,0.0495561,-0.122181,0.104952,0.0161914,-0.0492071,-0.0638276,-0.0602907,-0.0495193,0.141405,-0.0543919,-0.0651865,0.258326,0.0590565,0.0780997,0.12769,0.252989,0.116229,-0.111833
18,53.7178,-0.0278585,0.0712083,0.0532062,-0.0749462,-0.24379,-0.00686247,0.0759358,-0.0891494,-0.119479,-0.251431,-0.128048,-0.02042,0.0258772,0.226954,0.169192,-0.0352293,-0.200583,-0.0418697,-0.0213298,-0.0332218,0.278095,0.082775,-0.0891416,0.0514197,-0.139686,-0.150556,-0.212484,-0.137113,-0.000825067,0.0125769,-0.0970316,0.109784,0.00644521,-0.000634439,0.0650478,-0.0374349,-0.226396,-0.0828227,-0.114221,0.0565271,-0.0710351,-0.0543373,0.0724513,0.0212833,-0.0789853,0.14631,0.146933,0.131634,0.163718,-0.143988,0.318304,-0.0338676,0.0576286,0.0428688,0.148753,0.0816896,0.0416677,-0.247653,0.0860514,-0.0816807,-0.220639
19,-52.9028,-0.0407528,-0.068933,0.0430806,-0.160468,0.102198,0.189042,-0.0424156,0.0269536,-0.110157,0.166931,0.15901,-0.285849,-0.0779641,0.104497,0.0223249,-0.119638,0.053863,-0.0893846,-0.155957,0.293911,-0.0332506,-0.0362408,-0.0823784,0.147815,0.11644,0.0239859,0.0796197,0.287638,0.0333549,-0.24659,0.0650572,0.309113,-0.146824,0.039083,0.111862,0.0844401,0.126394,0.0331763,0.0181516,0.0179228,0.0110579,0.0715718,0.128304,0.184505,-0.146449,0.00687806,-0.0327476,0.0302166,-0.0908897,-0.00151633,0.182429,-0.0514145,0.0805604,0.151814,0.277315,0.0915485,-0.0705347,-0.00976579,-0.0563463,0.0974248,-0.0669178
20,-49.7412,-0.160309,0.0830188,-0.140489,-0.137684,0.0997177,0.00674451,0.0401747,-0.155926,-0.00754685,-0.00577149,-0.0881002,-0.0855558,-0.189274,0.0603124,-0.145749,-0.00462515,-0.0849753,-0.352547,-0.0613348,-0.0743882,-0.0899305,0.0584875,0.148142,-0.0219146,0.0548634,0.0547631,0.208228,-0.125048,0.0215339,0.0191291,0.135473,-0.088939,0.209818,-0.0496592,-0.0676885,-0.269328,-0.00380804,0.0117216,-0.311582,-0.277935,0.195082,0.140549,-0.0546941,0.109775,0.00560458,0.0647913,0.092105,-0.142659,0.099276,0.140606,0.0866582,-0.103729,0.138103,0.00258105,0.0514913,-0.211012,-0.0379924,-0.0372075,0.0307466,0.120997,-0.116141
21,49.192,-0.111999,0.0277606,-0.0074008,0.198517,-0.135273,-0.0275138,-0.237445,0.108769,-0.119779,-0.223238,0.0693367,0.151421,0.0581662,0.0630296,0.0540158,-0.26175,0.00994454,-0.180794,-0.226557,-0.144455,-0.175023,-0.121362,0.0515831,-0.0543833,0.234156,-0.032115,0.0702444,-0.0896489,0.0831247,-0.020867,-0.0288005,0.0715735,-0.225806,0.194064,-0.0407583,-0.0476886,-0.0666814,-0.182576,0.291309,-0.221178,0.0862584,-0.0713406,-0.0796928,-0.0159182,-0.0369774,0.00481984,-0.020698,0.207957,0.0966131,0.14337,0.014424,0.000848733,-0.0585256,-0.0115759,0.109326,-0.129137,0.158901,0.0450366,-0.180579,-0.0239051,0.00846007
22,-47.4661,0.0340689,0.0328611,0.0101693,0.0292316,0.222695,-0.0979192,-0.0439066,-0.0817776,0.213281,-0.0841126,0.23273,-0.00559461,0.0675894,0.149785,-0.03235,0.0159423,-0.124395,-0.17405,0.0682217,0.00991594,-0.0811416,-0.0759614,-0.000620764,0.0831711,-0.0708244,0.148624,-0.174871,-0.245803,0.18753,-0.20203,0.122325,-0.0392554,-0.158245,0.0936828,0.155527,0.122524,0.0198702,0.0653194,0.104626,0.035942,-0.000147189,0.0942813,-0.232808,-0.100936,-0.114295,0.187986,-0.0755569,-0.239066,0.0265762,-0.0693376,0.188275,-0.189252,-0.198718,-0.0194375,-0.229831,0.0858295,-0.119921,-0.185901,-0.0496093,0.0608452,0.0846313
23,46.9389,0.257009,-0.109861,0.129597,0.044043,-0.0360279,0.0245688,0.0201587,0.154584,0.033005,-0.222144,-0.111967,0.143571,0.00155471,0.0936818,-0.15867,0.192749,-0.0689752,-0.0255794,0.18399,-0.020253,0.0761796,0.18264,0.0790291,0.0225128,-0.172698,0.0067118,0.054758,0.0812802,-0.157142,0.0869515,0.0369972,0.10848,-0.156687,0.050602,0.0519789,0.0315977,0.0051215,-0.0142121,0.0732563,-0.23594,-0.00420061,0.245953,0.233289,-0.0884689,0.106018,-0.070048,0.00539251,-0.0411919,-0.123888,0.155842,-0.0713555,-0.336496,-0.0642273,0.0553665,0.114796,0.0550316,-0.0339224,-0.0126086,-0.258144,0.233415,-0.123688
24,-45.7175,0.0340039,-0.0357583,0.0471651,0.0894329,-0.144191,0.00771805,-0.143683,0.0231008,0.127016,-0.0717644,-0.0875491,-0.0875989,-0.221767,0.014904,0.32953,-0.115768,-0.0197981,0.0374739,-0.0446829,0.0439321,-0.236952,-0.0549653,0.170036,-0.226526,-0.0454158,-0.0531963,0.0906047,-0.0724788,0.103394,0.170837,0.0592023,-0.219546,0.129387,-0.0865904,-0.0346624,0.186188,0.0111404,0.0922623,0.142636,-0.0807097,-0.129115,0.0957964,0.0245568,0.103673,0.115981,-0.074967,0.000888717,-0.0380742,-0.294885,0.0025152,0.206468,0.0761457,-0.0203993,0.164916,0.073132,0.169767,-0.041836,-0.189892,0.20902,0.223626,0.0155046
25,42.9735,0.0763394,0.135547,0.0864417,0.241574,-0.0198687,0.0539967,-0.12671,-0.137587,-0.198983,-0.162596,0.0552842,-0.296242,-0.125228,0.0918102,-0.0107783,0.071356,0.0779802,-0.114989,-0.127998,0.132918,-0.0447116,0.0123279,-0.193884,-0.0876136,0.0362493,0.0817451,-0.182689,0.17244,-0.243938,-0.0922106,-0.00289675,-0.397683,-0.0598922,0.158077,-0.0560092,0.052242,-0.0297422,-0.0286684,-0.252139,-0.116145,-0.143269,-0.122497,0.0697076,-0.0626214,0.0535418,-0.0804706,-0.200458,-0.078047,0.0357165,0.0234147,-0.0809502,0.00130968,-0.0638863,-0.119379,-0.117293,0.0790433,0.0161205,-0.0029882,-0.0522505,-0.0169912,-0.155925
26,41.009,0.0429127,0.0801826,0.00187111,0.0326255,0.175258,0.157402,0.0392626,-0.012616,0.0769999,-0.250493,-0.020037,-0.0660221,-0.239305,0.181276,-0.0775701,-0.160413,-0.101102,0.0545957,0.247671,-0.142445,0.102761,-0.153856,0.0129112,-0.153932,-0.0527534,0.10426,0.00891467,-0.0432614,0.156249,0.0370963,0.18232,0.0124531,-0.0653795,-0.0742514,0.218554,-0.0726555,0.166296,-0.111572,-0.065033,0.0153222,0.0184052,-0.306411,0.181325,-0.200627,0.0139328,0.0262722,-0.0540496,0.028741,-0.0535542,0.100722,0.00372705,0.221809,0.173938,0.150411,0.100767,0.0677126,-0.142399,0.208198,-0.069889,-0.137414,0.117552
27,-40.7951,0.0427103,-0.223844,-0.061887,-0.374719,0.0164769,-0.0121597,-0.021266,0.202687,-0.160559,0.0203545,-0.0675675,-0.0237773,0.112149,0.207237,0.160327,0.0741004,0.137716,-0.16792,0.00939703,0.146135,0.0353973,0.0391525,-0.0241433,-0.211389,-0.0901105,0.250102,-0.161913,-0.12597,0.0345097,0.0941835,-0.0613971,-0.117576,0.139883,0.119584,0.119104,-0.0873808,-0.0901351,-0.212577,0.143119,0.00917536,-0.0258386,0.0274357,-0.158252,0.054546,-0.109894,-0.1587,-0.172525,-0.053945,-0.105229,0.0353892,-0.160172,-0.0277139,0.291502,-0.0118991,0.0183635,-0.0122572,-0.0157599,-0.0695571,-0.0890292,-0.104912,0.0971634
28,-39.5616,-0.168144,-0.224693,0.382635,0.073101,0.0245535,0.10807,-0.232118,-0.0720768,-0.0749948,-0.0366561,0.192745,0.0473574,0.10162,0.0104444,-0.170928,0.0221331,-0.0778838,-0.0385755,-0.0837208,0.00189442,0.0133247,0.0950776,0.197297,0.0404801,-0.000282238,0.198713,-0.254928,0.170385,0.1015,0.139646,0.116765,0.0323531,0.196512,-0.0709317,-0.018266,-0.0876086,-0.0588684,0.025635,-0.0459302,0.0680358,-0.0931917,-0.00596744,-0.160701,-0.234106,-0.0251253,-0.0171602,0.170389,0.047779,0.129024,0.0153138,-0.166082,0.0512287,-0.0211632,0.191595,0.140148,0.0532496,0.0436966,0.0290948,0.197027,0.192027,0.00240488
29,-38.4673,0.143045,-0.0378357,-0.103607,-0.0289136,-0.00662023,-0.0780859,0.0526835,-0.170347,-0.0831929,0.00490574,0.143932,0.247737,0.00724909,0.0330874,0.0170269,-0.144405,0.0258795,0.0551435,0.0906159,0.0967807,-0.0350424,0.0710602,0.0288351,0.119762,0.226919,-0.0200933,0.0415847,-0.243845,-0.0459501,-0.00411213,-0.0643127,-0.0600345,-0.267509,-0.000548045,0.091969,-0.202879,0.0113831,0.26406,-0.187589,0.0843126,-0.291622,0.0448829,0.0314441,-0.0748198,-0.195433,-0.20906,0.011125,-0.146099,-0.130455,0.219649,-0.0693879,0.119787,0.0958812,0.15723,0.0628157,0.0264537,0.276745,-0.10391,0.0581068,0.00705721,-0.0862175
30,37.4918,-0.165041,0.158087,-0.0671076,-0.0450924,-0.0457631,-0.0360909,-0.0629272,-0.0121039,-0.166264,0.271051,0.0026257,-0.0730752,-0.0963324,-0.00565952,-0.00856605,0.154,-0.212983,0.082172,0.0104558,-0.158245,-0.0848116,0.16867,-0.0920538,-0.36548,0.0226409,0.212529,-0.111807,-0.0632357,-0.0744631,-0.0594444,0.0703488,0.145412,-0.0796604,0.119655,-0.123744,-0.0700727,-0.0362806,0.159709,0.0854739,0.0123248,-0.00283379,-0.043929,0.162183,-0.197227,-0.201982,-0.196783,0.262438,0.13124,-0.191936,-0.0145897,0.105599,0.00866752,-0.122752,0.019029,-0.109252,-0.111133,-0.148826,-0.0933768,-0.118425,0.0133031,0.0295026
31,35.4583,-0.235374,-0.124774,-0.0777725,-0.0768017,0.205555,-0.115243,0.101096,-0.030217,-0.0823955,-0.0959216,-0.256566,-0.0240003,0.138854,0.0148871,0.0583617,-0.182798,-0.273485,0.0242299,-0.0207418,-0.0140885,-0.00555718,0.0299792,0.0767698,0.0156834,-0.00561253,-0.0850894,-0.00226121,0.0383738,-0.227788,0.083458,-0.0292681,-0.000637475,-0.106623,-0.0786897,-0.110485,0.0519852,0.292473,0.0157696,-0.115352,-0.255147,-0.204598,-0.0434799,-0.1895,-0.0430649,-0.264147,0.0504814,-0.183469,0.158168,-0.115868,-0.184826,-0.137598,-0.108763,-0.131834,-0.0474864,0.0795203,0.121883,-0.0952441,0.0476413,0.0686709,0.0215739,0.12368
32,32.4215,-0.00708831,-0.123768,0.277566,-0.0448438,0.126924,-0.0510679,-0.192363,-0.0747347,-0.0573981,0.0337344,-0.10092,-0.236746,-0.0812779,0.0668623,-0.091214,0.112955,0.0977581,-0.123419,0.00220612,0.0984401,0.202916,0.0234791,-0.125231,-0.0596065,-0.136742,-0.234652,0.20202,-0.322751,0.14854,0.150191,-0.0622209,-0.0669405,-0.159806,-0.0628997,-0.00144884,0.107872,0.166678,0.168871,0.147207,0.00341356,-0.0719822,-0.0280399,-0.00194476,0.171991,-0.0931356,-0.0896389,0.156552,0.0629203,0.218118,0.0825735,-0.179229,0.127406,-0.18351,0.0142804,-0.0110725,-0.138641,-0.0892368,-0.00762978,-0.0514196,-0.0629611,-0.0620024
33,-31.1485,0.0764627,-0.0789939,-0.0628485,0.1573,0.0802017,0.0338394,0.112405,-0.0542657,-0.0249462,-0.0374362,0.0227315,0.0950908,-0.0755518,0.169093,0.116162,0.0922829,0.00272981,-0.0817456,-0.053216,0.157142,-0.274431,-0.200277,-0.0719114,0.312697,-0.0472026,0.0473684,-0.196738,-0.319384,-0.0981432,0.0313055,-0.114866,0.0598947,0.143587,-0.0911037,-0.0885472,0.0354459,-0.110752,-0.0851508,-0.0368428,0.044093,0.118751,-0.00365649,0.228449,-0.0253161,-0.0720086,-0.222596,0.0423175,0.0657549,-0.0598738,-0.115782,-0.0608153,-0.00961913,-0.178919,0.000406384,0.18257,-0.19972,-0.225476,0.24668,0.0974325,0.0640168,0.0555158
