Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44
10,-52.3581,0.110371,-0.0971508,-0.204283,0.105651,-0.0211088,-0.025371,0.0177686,0.295037,-0.130202,-0.0517603,0.365782,-0.0511183,0.0180238,0.218515,-0.0789191,-0.0498114,0.297595,0.181754,0.203769,-0.186022,-0.137443,0.0538693,0.117863,-0.0193733,-0.118527,-0.0891554,-0.0324979,0.273028,-0.0175165,-0.0273815,-0.169125,-0.0155793,-0.0847751,0.13678,0.180229,-0.209163,0.0468887,0.00738213,-0.152087,-0.122383,0.165431,-0.297546,0.00358537,0.0199704,0.0642397
11,48.2198,-0.0378004,0.0345305,0.042115,0.271126,-0.160998,-0.0042839,0.168406,-0.0196948,-0.00908608,-0.045776,-0.0466509,-0.0554785,-0.0727117,-0.0379897,0.172144,0.510297,0.0137516,-0.217906,-0.298505,0.0129205,-0.0905492,-0.0913631,0.229573,0.0457345,0.211503,0.0715554,-0.00796567,0.105312,-0.108336,-0.179903,-0.072502,0.092553,0.176603,0.24222,-0.102877,0.0174218,0.0486683,0.0634671,0.100959,-0.0556172,0.23126,-0.22107,-0.0476698,0.10453,-0.00314416
12,-46.1761,0.00116372,-0.235926,0.256951,-0.0521342,-0.238394,-0.0962676,0.288847,0.0794936,0.0862953,0.302714,0.140952,-0.174454,0.0274984,-0.0611458,-0.27308,-0.00661897,0.0870549,0.175897,-0.0659558,-0.0202776,0.230762,-0.202056,-0.0176123,-0.0666085,-0.0409198,0.0459086,-0.0348855,0.0449093,0.312108,-0.198058,-0.0911231,-0.0198712,0.234031,0.045633,-0.0457594,-0.201502,-0.106053,-0.0383741,0.161923,0.113727,-0.157811,0.100784,-0.0702374,0.0733103,0.000504888
13,-43.7407,-0.149458,0.174304,-0.0447438,-0.0416803,0.182535,0.0861352,0.279752,-0.142858,-0.00562948,-0.0133975,-0.0475638,0.0888307,-0.181162,0.27064,-0.0488073,-0.039661,-0.0538346,0.0622613,0.238725,0.204347,0.0635516,-0.0464227,-0.0682853,-0.0931323,-0.116015,0.193298,-0.293634,-0.224771,-0.0969149,-0.289017,-0.169846,0.10925,-0.0606321,-0.0107162,0.0708401,-0.0265974,-0.196851,-0.0619369,0.0107356,0.177571,0.318093,-0.0345684,-0.017063,0.212556,0.0763085
14,43.6304,-0.193769,-0.0757758,0.0597861,0.190926,0.00701601,0.212142,-0.0755647,-0.101098,0.0687134,-0.119688,-0.165075,0.322319,-0.0426486,-0.186203,-0.18081,-0.157361,0.060621,-0.0724778,-0.120431,0.132719,-0.187395,0.0251979,0.277736,-0.171704,-0.265437,0.11336,0.112101,0.110635,0.0113636,0.0156075,-0.00251764,-0.0129131,0.137515,-0.167583,0.093935,-0.394541,0.181881,-0.155059,-0.0502196,0.0599446,-0.0118882,-0.0220061,-0.185344,0.0855934,-0.0496726
15,42.647,0.241068,0.115883,0.127731,0.242002,0.208097,-0.049544,0.159844,-0.215152,-0.286886,-0.00762046,0.084627,-0.108736,0.224465,-0.0403122,0.102847,-0.109697,-0.0229225,-0.00917805,0.0281295,0.0119814,-0.0250453,0.0499901,-0.261533,-0.0461036,-0.212793,0.0778234,0.156639,-0.0157006,-0.0856571,-0.0411766,-0.0255488,-0.0461223,0.200335,-0.135902,-0.219204,-0.117793,-0.0320747,-0.0711865,0.26284,-0.145541,0.0872992,-0.178584,-0.135904,-0.324317,0.12971
16,-40.8227,0.198419,-0.00158466,-0.295858,0.0202259,-0.045616,-0.122023,-0.224072,0.0536675,0.0535324,-0.0595293,-0.0861484,0.142379,-0.152078,-0.055274,0.0484131,-0.166202,0.247643,0.0331824,-0.0472713,-0.108718,-0.0283614,0.081449,-0.00563595,0.437557,-0.0646687,0.292258,-0.00901582,-0.133428,0.0544393,-0.109222,-0.196765,0.119935,0.0544806,0.0900858,-0.250105,-0.135181,0.0225256,0.0558593,0.333669,0.147178,-0.0270669,0.1059,0.112876,0.049483,-0.0762864
17,39.1003,-0.0551415,0.203859,-0.137882,-0.143583,-0.0130642,-0.183871,0.0876316,0.0213369,-0.121188,-0.105978,0.326697,0.199909,-0.138161,0.125907,0.0175242,-0.129614,-0.286135,-0.0494688,-0.350901,0.0506576,-0.175026,-0.121665,-0.0503549,0.00989836,-0.097495,0.131004,-0.109989,0.14175,0.239889,-0.234638,0.189074,-0.333988,0.0570112,0.00365233,0.0323417,0.0240831,0.119157,0.11034,-0.0214654,-0.070239,0.00353268,0.0736956,0.106376,-0.0955451,-0.0980292
18,-36.3804,0.147975,-0.108067,-0.188533,0.148032,-0.246576,0.00138122,0.172711,-0.166355,0.0892929,-0.045216,-0.0997939,-0.0635131,0.115139,0.0421729,-0.186682,-0.114375,-0.343953,0.0560581,0.091274,-0.206675,-0.0330277,0.0833524,0.290783,-0.049765,-0.0503945,0.144357,0.00197216,0.163085,0.066858,0.0875573,0.0123558,0.0728648,-0.0981939,-0.034523,0.00912881,0.257809,-0.160304,-0.161476,0.0836532,0.191459,0.172518,-0.0670642,0.092748,-0.243218,-0.306138
19,-33.8697,-0.258099,0.00881846,-0.0365505,0.164869,0.070648,-0.0617095,0.163136,0.127509,0.0721541,-0.321343,0.199328,-0.00748557,0.236019,-0.127174,-0.12242,-0.352771,-0.0802006,-0.114691,-0.103094,0.126462,0.235334,-0.061906,0.0605011,0.20661,-0.0320469,-0.301259,0.00495143,-0.0930789,-0.0461283,-0.0628336,0.0152558,0.376923,0.0591004,0.155096,-0.00215266,0.105876,0.0545605,-0.0630177,0.0632102,-0.167082,0.027694,0.0334936,0.0973509,0.0622304,-0.0082884
20,32.9834,0.160525,-0.124452,0.0843345,0.183659,0.3404,-0.245786,0.120155,0.158621,0.132161,-0.0383091,-0.134277,-0.012785,-0.015969,-0.00926755,0.095948,-0.0251986,-0.0502371,-0.268005,-0.0592188,-0.0227534,0.228037,0.0767704,-0.0239163,-0.0723354,-0.0676372,0.074893,-0.190556,0.190632,0.0909788,0.199337,-0.0713217,-0.0415788,-0.0437136,-0.176831,-0.071837,-0.203341,-0.213252,0.31124,-0.15924,-0.09171,0.0531844,0.0164764,0.111744,0.174134,-0.270666
21,-30.438,0.0313043,0.142626,0.0799203,-0.143399,-0.0324875,0.296497,0.102421,0.145327,0.100188,0.23788,0.0935305,-0.0290895,-0.0959766,0.180872,0.0376513,-0.135276,-0.10716,-0.155653,-0.139074,0.110073,-0.0939169,0.0656091,0.252828,0.254131,-0.110981,-0.170555,0.0472497,0.20826,-0.328648,0.0457658,-0.0947501,0.024555,0.0571581,-0.0632336,-0.115467,-0.104514,-0.328046,0.160034,0.00140191,0.136005,-0.124696,0.0917493,0.0150104,-0.198478,0.175964
22,30.3007,-0.0396362,0.00170082,-0.00511477,-0.226547,0.0196899,-0.112855,0.167291,0.130037,-0.0292147,-0.0174449,-0.116884,-0.0099362,0.0973983,-0.228508,-0.00905982,-0.0538673,0.136422,-0.317044,-0.10272,-0.295795,0.104847,-0.129451,0.0820198,0.154398,-0.123185,0.237849,0.146821,-0.129231,-0.175593,-0.095047,-0.0236317,-0.306799,-0.173842,-0.00294867,0.241953,0.0719089,-0.228257,-0.305078,-0.0577579,-0.106591,-0.00881004,-0.122171,-0.0390868,0.0467462,0.12991
23,28.9817,0.0691849,0.084852,-0.00871234,0.0643134,0.0811087,0.0345111,-0.0478935,0.305753,0.0422407,-0.192593,0.0691261,0.148966,-0.091932,0.130018,-0.115045,0.0635887,0.0927435,-0.179827,0.14875,-0.0489093,0.262182,-0.00423684,0.0286055,-0.13801,0.251946,0.0580815,0.209164,0.232295,0.0543939,-0.119352,-0.106789,-0.0487098,0.122479,-0.311559,-0.00308968,0.25469,0.113173,-0.0617767,0.149497,0.106333,0.151672,0.307027,-0.201788,-0.103351,0.162032
24,-27.7548,-0.0123662,0.213784,-0.052459,-0.00790761,-0.00346832,-0.0165351,-0.162416,-0.111552,-0.122285,-0.158194,0.22999,0.0199084,-0.0569659,-0.0536959,-0.110223,0.224168,0.0427397,0.010224,0.232936,0.139431,0.267784,0.159623,0.153132,0.0982938,0.068266,0.0685992,0.179089,-0.0785739,0.0166295,0.0297383,0.252087,-0.0756244,0.382978,-0.000678755,0.131554,-0.137034,-0.356253,-0.0353621,-0.0798254,0.0582196,-0.132991,-0.135487,0.187734,0.0263024,-0.183811
25,25.46,0.249338,-0.114516,0.23209,0.029289,-0.175794,0.28035,-0.198292,0.138633,-0.0424541,-0.153425,0.0262272,-0.156832,-0.127381,-0.0175303,-0.124179,-0.153042,-0.197135,-0.141054,0.0336699,-0.136803,-0.015743,0.135817,-0.164045,-0.0344335,0.064155,0.310255,-0.158999,-0.0170375,-0.125853,-0.308519,0.272427,0.237258,-0.00963851,0.0841524,0.0479848,-0.0586529,-0.0397004,0.0806409,-0.132761,-0.204157,-0.0643627,0.0121693,-0.128047,0.0424208,0.017068
26,-25.3758,-0.0904083,0.168327,0.132023,-0.0771479,-0.0333386,0.00577099,0.185494,0.111331,-0.0612422,-0.126448,-0.314953,0.0910602,-0.0323768,0.171006,0.111545,-0.194523,0.252506,0.214426,0.106375,0.0953852,-0.108553,-0.158657,0.0475553,-0.04714,0.178303,0.152658,-0.0746784,0.193789,-0.0566614,0.166902,0.0690509,0.000873933,0.130973,0.215173,0.0701145,0.0662877,-0.151949,-0.0246936,0.184254,-0.355483,-0.152427,0.0826017,-0.109624,-0.108278,-0.26102
27,23.2784,-0.0822047,-0.100781,-0.0152834,0.00902297,-0.011255,-0.214526,-0.0104187,-0.120566,0.0264472,0.0338771,-0.0464481,0.0413901,-0.314336,0.177569,-0.370032,-0.0699698,0.0717298,0.146858,-0.321649,-0.0887391,0.190634,0.161321,-0.240237,-0.122424,0.0149888,-0.0828334,0.230203,0.0717217,-0.451103,0.0977554,0.154186,-0.0756566,-0.0357051,0.126259,-0.0809461,-0.00455585,-0.00521063,0.0143393,0.0770137,0.0109312,0.151669,-0.0473071,-0.00514156,0.0665417,-0.0587382
28,-21.5468,0.108483,0.000777319,0.105243,-0.137531,-0.0697378,-0.00402786,-0.279864,0.10372,-0.230361,-0.00394788,-0.0384978,-0.0314693,0.252061,0.145146,-0.0447471,0.0172916,0.233191,-0.0829905,-0.36729,0.113805,-0.135085,-0.137326,-0.0761503,-0.19898,-0.0328405,-0.0203492,0.00849922,-0.0940999,0.066741,0.0262606,-0.0680715,0.246979,0.0610437,-0.061922,0.0923139,-0.0239819,-0.245108,-0.155577,-0.102747,0.105553,0.332107,0.177917,0.237865,-0.101964,-0.132076
29,21.1046,-0.216975,-0.192978,0.151124,0.0115693,-0.14443,0.0182592,-0.105574,-0.280134,-0.0313312,0.199637,0.0833421,0.208654,0.124206,0.179081,0.272718,-0.241389,0.0997189,-0.23238,0.0446423,-0.182947,0.214631,0.166411,0.0220197,0.0763728,0.253881,-0.0232962,-0.20096,0.0326432,0.0390793,0.0190679,0.107614,-0.0748506,0.0489848,0.0105095,0.261403,-0.14182,0.0605516,0.0811374,0.199628,0.0448073,0.198865,-0.0497242,0.0505901,-0.119036,0.0601389
30,-20.5002,0.0776208,-0.0395893,0.0374383,0.394496,0.114103,0.0486225,-0.00592369,-0.00150629,0.0272915,-0.212986,-0.123416,-0.113367,-0.059642,0.00649938,0.0665406,-0.0931119,-0.052924,0.0682779,-0.066848,-0.0392834,-0.157634,0.117748,-0.101607,-0.0125742,0.23966,-0.244088,-0.0949301,0.0243625,0.0475032,-0.147494,-0.0615367,-0.355388,-0.0138048,0.232534,0.0782573,-0.135333,-0.214479,-0.316745,-0.017667,0.197292,-0.127769,0.234665,0.167747,0.023701,0.146012
31,-18.9785,-0.154079,-0.36063,0.0852174,-0.0929611,0.284013,-0.0504514,-0.116811,-0.0998965,-0.146381,-0.00365497,-0.103753,0.229465,-0.142124,0.0480173,-0.101083,0.220557,-0.218565,0.0424976,0.0493044,-0.0077611,0.089963,-0.0712262,-0.0448174,0.181251,-0.0528884,0.118003,0.0338607,0.211581,0.0782103,-0.0536059,-0.255359,0.183757,0.0485318,0.200111,0.022707,0.0116695,-0.0373271,-0.124593,-0.157475,-0.160967,-0.0929313,0.0174409,0.158883,-0.34326,0.15446
32,17.5137,-0.0362474,-0.121787,-0.018368,0.301582,-0.0490376,-0.0192622,-0.178761,-0.10307,0.0603549,-0.0368251,0.0515644,0.25968,0.103888,0.181364,-0.091282,-0.0283641,0.184008,0.0529558,-0.111021,0.106452,0.0103019,-0.257457,0.0249497,0.0576886,0.0689001,0.0134053,-0.0346697,-0.036249,0.139519,-0.0976737,0.160521,-0.0278281,-0.276852,-0.147993,-0.219062,0.198237,-0.381973,0.111946,-0.0778872,-0.00780928,-0.190885,-0.267158,-0.207367,-0.010501,0.155968
33,-16.8775,0.0861803,-0.065339,-0.200554,-0.182911,0.0708804,-0.188132,0.12959,-0.0863155,-0.156195,0.044719,-0.181557,0.175981,0.291112,-0.0499517,0.143212,-0.0630498,-0.0513347,0.1677,0.0310847,-0.171154,-0.0523293,0.0735156,0.0600338,0.0477036,0.084518,-0.085406,0.0883664,0.20527,-0.0468516,-0.192875,0.259668,0.150793,0.23146,0.0635773,-0.134714,-0.0471967,-0.10357,0.0585133,-0.297123,0.138869,0.0919137,0.184324,-0.241493,0.236346,0.150377
34,-13.9301,0.155286,0.143509,0.106746,-0.144083,0.0432633,0.190844,0.0809807,-0.244627,0.0306036,0.0601291,-0.0307236,0.0913095,0.0348073,-0.220349,-0.258617,-0.0216278,0.213724,0.0221251,0.0431232,-0.00611114,-0.00510783,-0.0466472,-0.0549394,0.207448,0.270167,-0.180407,-0.16605,0.247607,-0.0623921,-0.259313,-0.0586209,-0.0812119,-0.0878427,-0.25303,-0.198294,-0.00801687,0.126273,-0.113577,-0.133532,-0.163263,0.102305,-0.0962656,0.261775,0.0147743,-0.206531
35,13.0184,0.142754,-0.0716928,-0.114198,0.00311386,0.255953,0.164167,-0.1232,-0.00762256,-0.251733,0.232746,-0.0300453,0.0830044,0.0527521,-0.0742003,-0.168664,-0.191768,-0.0704539,-0.273712,0.107004,0.0207936,-0.0712619,-0.250773,-0.00343544,-0.209124,0.0831795,-0.089968,0.119809,0.0402421,-0.059567,-0.0883378,-0.118696,-0.0716352,0.111866,0.298487,0.101597,0.198872,0.0204087,0.21991,0.186935,0.17941,-0.156575,-0.168075,0.0408972,0.197122,-0.170792
36,-11.9962,-0.201557,-0.0105624,-0.0388979,0.0844628,0.0660616,-0.29647,-0.133686,0.0823919,0.148542,0.113375,-0.0843435,-0.110364,0.229109,-0.105874,-0.295176,0.0315963,0.0927166,0.0252002,0.0212289,0.0720693,-0.249708,0.268012,0.0613095,-0.0173533,0.0185301,0.0827864,-0.310729,-0.0998255,-0.205019,-0.18535,-0.111504,-0.128989,0.279141,-0.0919742,0.133288,0.20559,-0.00620842,0.229926,-0.0371305,-0.0443569,-0.0466065,0.0219879,-0.0385684,-0.214652,0.0498181
37,11.4727,0.0307274,0.214326,-0.0194027,-0.0946114,0.103548,0.0691254,-0.14335,0.0037001,0.262756,-0.126974,-0.276485,-0.218434,0.253266,0.139748,0.0149663,-0.063064,0.0219279,0.140874,-0.103983,0.0441922,0.298837,-0.125381,0.0942774,-0.130654,-0.0641927,0.186171,0.0276063,0.204484,0.0249621,-0.117468,0.123853,-0.0470398,-0.0131776,0.140134,-5.58009e-05,-0.0968043,0.212149,0.115509,0.00455165,0.156834,-0.0405442,-0.237449,0.280266,-0.0894511,0.276413
38,10.4679,-0.120145,-0.140251,0.164933,-0.125173,0.0613558,-0.0998787,-0.219858,0.0850472,0.0163011,-0.175128,0.0524478,0.00619224,-0.0341915,0.0614369,0.0532746,0.0352651,-0.156634,0.0712683,0.193741,-0.344438,-0.102692,-0.324692,0.263172,-0.169586,-0.068753,-0.160373,-0.158615,-0.145297,-0.227511,-0.0350831,0.0948453,-0.10729,0.135085,-0.139228,-0.350857,-0.102129,-0.0434067,-0.0497343,0.212622,-0.0660875,0.063385,0.0041227,0.165049,0.0678136,-0.000640429
39,-8.87912,-0.0584318,-0.100821,0.246522,-0.0438941,0.105744,0.233999,-0.012308,-0.0925334,0.268885,-0.222961,-0.0500194,-0.0812743,0.0698616,0.180992,-0.0200894,0.0497789,0.028061,0.0846672,0.00855745,-0.19386,-0.180626,-0.05932,-0.207342,0.350089,-0.204416,-0.0876929,0.253106,-0.0236098,0.167403,-0.0187564,-0.0310246,-0.155531,0.218664,0.00293074,0.159046,0.173692,-0.0404086,0.234173,-0.0238138,0.0526574,0.223977,-0.0350277,-0.0959932,0.116342,-0.158932
40,6.66081,-0.346227,-0.0330052,0.0601552,0.132597,-0.128246,0.138091,0.0930064,0.046373,-0.442259,-0.0698074,-0.087366,-0.143318,-0.178756,-0.223226,0.0894715,-0.106735,0.130046,0.129509,-0.0330075,-0.127834,-0.01106,0.0991049,-0.0440551,-0.0255091,-0.120186,0.110643,0.00259593,0.19108,0.061622,0.0392801,0.0031286,0.0338849,0.0228652,-0.22656,-0.0549304,0.260724,-0.0688422,0.210519,0.00147652,0.119979,-0.0321383,-0.0159426,0.324347,0.15306,0.179246
41,-5.67519,-0.0968453,-0.164482,-0.105249,-0.206956,-0.0325047,0.0527549,0.172146,-0.104088,0.0302204,-0.184564,0.0768618,-0.0942411,0.152617,0.389762,-0.0562602,-0.0369007,0.0516073,-0.275144,-0.0597161,-0.0245691,-0.155826,0.214513,-0.102618,-0.0948715,0.17218,0.161756,0.00614366,-0.0331258,0.0387562,0.1464,-0.171071,0.0204453,0.197218,-0.092216,-0.269073,0.0285121,0.0930469,-0.197298,-0.0914024,0.0132224,-0.327306,-0.15766,0.0820303,0.19372,0.0308614
42,-3.75935,0.0298455,0.121483,0.323361,-0.0967377,-0.311574,-0.361585,-0.19499,-0.00783711,-0.100262,-0.0788389,-0.166584,-0.0181893,-0.0581223,0.0527623,-0.0390152,-0.0845867,-0.0252905,-0.265526,0.257472,0.252555,-0.017473,0.138828,-0.00103089,0.0827351,-0.252403,-0.178282,-0.0173435,0.222368,0.112601,-0.0415492,-0.0724875,-0.0982184,-0.0641677,0.184869,-0.173132,0.106465,0.0278406,-0.106801,-0.0245756,0.0883344,0.0760398,-0.113689,-0.0890789,0.11988,0.0440673
43,2.82416,0.19869,0.199908,0.352495,-0.0838501,0.265745,-0.153651,0.0197211,-0.262996,-0.076362,-0.0956141,0.128162,0.0218667,-0.048025,0.0771401,-0.0749329,0.0376948,0.0913636,0.103417,-0.190317,-0.231966,-0.0598672,0.240256,0.381865,-0.0724925,-0.0180527,-0.0357976,-0.00503568,-0.041427,0.110936,-0.0459758,-0.0841516,0.214814,-0.184966,0.00909383,0.181456,0.11935,0.0221085,0.0585426,0.157123,7.44416e-05,-0.215136,0.065232,-0.0431907,0.135779,0.0704372
44,-0.975428,0.135176,-0.0533199,0.179898,0.0262459,0.0603855,0.13507,0.19312,0.254182,-0.125623,-0.0873666,0.0320732,0.330931,0.160528,0.00553578,-0.0744881,0.23943,0.111668,0.0231861,-0.0376416,-0.0397962,0.0884769,0.0632864,-0.106758,0.124786,-0.201431,-0.000928571,-0.372383,-0.0357394,-0.143833,0.178734,0.252973,-0.045371,0.0193348,0.124443,-0.0346864,0.118321,0.185682,-0.0963774,0.0319674,0.376395,-0.112396,-0.0492083,0.00357355,-0.0869661,-0.0723249
