Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32
10,39.5837,0.276209,-0.323032,0.0560874,-0.104995,0.171562,-0.00454557,-0.253259,-0.0230848,0.101856,-0.15045,0.00655892,-0.321033,0.0205185,-0.104546,-0.220781,-0.0022402,-0.210746,0.432732,0.0590959,0.14193,0.089109,-0.0268402,0.213649,0.118242,-0.0595033,0.0786697,0.0833339,0.0257027,0.14304,-0.0177325,-0.296426,0.255228,0.0115087
11,36.4169,-0.142859,-0.0848857,0.385679,0.0884437,0.212705,-0.105837,0.187422,-0.18769,0.0680125,0.0406238,-0.292044,0.0383096,0.184236,-0.0202053,-0.241072,-0.197674,-0.373485,-0.120399,0.113444,0.0167472,-0.0458043,0.112895,0.145712,-0.0141355,0.257804,0.0658426,-0.0912066,-0.149126,-0.00498637,0.150689,-0.00574696,-0.28341,-0.237882
12,32.6782,-0.148752,0.00300866,0.197538,-0.00368437,-0.135875,-0.00639996,0.0315522,0.0400625,0.196893,-0.261741,0.193899,0.0994504,-0.0661996,-0.173113,0.11748,0.139874,0.154397,0.0961292,0.122831,0.0643646,0.266999,0.37302,0.219956,0.197113,0.0811995,0.407097,-0.0560152,0.0436248,0.0325413,0.186449,0.21598,-0.117798,0.267512
13,-32.4643,-0.00893386,0.250613,-0.0593855,0.00203137,0.0421291,0.110188,-0.00446045,-0.0808114,0.0918175,0.106389,0.0776694,0.186805,0.0612497,0.256385,0.162139,-0.093506,-0.155221,-0.121375,0.336274,-0.0580423,0.108192,0.00853953,0.192626,0.102566,-0.00153297,0.292824,-0.163638,-0.259154,-0.104841,-0.412704,-0.221732,0.350108,-0.0223691
14,-31.4329,0.0844718,-0.2365,-0.00997298,-0.115776,0.124681,-0.0406489,-0.269766,0.431189,0.0755139,0.295326,0.0285193,0.144683,0.0821311,0.0300844,0.19972,-0.131522,-0.0364126,0.00620482,0.137909,-0.0210011,0.144181,-0.0681318,-0.124546,-0.373933,0.301417,0.192669,0.235087,-0.142191,-0.00656776,0.188909,0.154648,0.0566389,0.0112582
15,28.2356,-0.121483,-0.097404,-0.0967467,-0.234973,0.402258,0.135351,0.101839,-0.0359491,0.206564,-0.0434684,-0.339209,0.17008,-0.0433661,-0.0964986,0.26837,-0.0983564,0.00526041,0.235684,0.0904874,-0.168534,-0.0983702,-0.0114281,-0.262853,0.358527,-0.119287,0.00934493,0.202897,0.0901081,-0.00882089,-0.195307,0.128909,-0.130322,0.053991
16,-27.3478,0.0937905,-0.142789,-0.275308,-0.0733007,0.0827694,-0.170517,-0.10103,-0.158279,-0.158525,-0.0581367,0.0642292,0.219237,-0.174283,-0.00206058,-0.259529,-0.0176852,0.110725,-0.18462,0.32568,0.00617745,-0.361155,0.26097,0.129975,-0.0398095,0.224857,-0.109216,0.164104,-0.0444447,0.268687,-0.145844,0.00427659,-0.0762091,0.282073
17,-24.2881,0.152228,0.279235,0.124821,0.127157,0.331229,-0.14392,-0.235579,0.0975004,-0.308474,-0.17389,0.0453697,-0.118922,0.053753,0.136445,0.242478,0.204839,0.224576,0.0463405,0.142533,-0.162166,-0.160836,-0.00900264,0.21461,0.0995879,0.0808353,0.0920703,0.140002,0.137732,-0.0645986,0.0699997,-0.0442637,-0.173233,-0.363423
18,-22.3267,0.062749,-0.13896,-0.0423001,-0.0194871,-0.206632,0.0604698,-0.0579647,0.214155,0.256871,-0.334885,0.0526941,0.151322,0.155149,0.187395,-0.0797876,-0.0859588,0.0885285,0.0562733,0.158662,0.210058,-0.295079,0.218819,-0.280585,0.0861305,0.153986,-0.111037,-0.162231,0.126519,-0.359249,0.0536499,-0.130386,0.0639203,-0.263564
19,21.631,-0.106197,0.0173609,0.0959691,-0.369325,0.200552,-0.239914,-0.0259546,-0.131517,0.340059,0.185679,0.392451,-0.0288924,0.0511884,-0.00218225,0.022237,-0.101058,0.294919,-0.110744,-0.176207,0.00152173,0.0288667,0.109238,0.100185,0.0650448,-0.128257,-0.235115,0.110005,-0.26539,-0.101222,0.0891831,-0.24492,-0.0973049,-0.097549
20,20.1195,-0.298417,-0.0296868,0.174713,-0.288789,-0.392654,-0.152011,0.0125405,0.0361921,-0.162543,-0.0211993,0.134061,0.090535,-0.111232,-0.226066,0.0599258,-0.085873,-0.0976608,0.0139358,0.136956,0.156948,-0.28259,-0.370813,0.0482323,0.152836,-0.0463776,0.179382,0.226697,-0.00247641,0.140311,-0.040737,0.0243256,0.0802232,-0.282209
21,-17.8234,-0.174506,0.0501687,-0.278538,0.0898275,0.202175,-0.106,-0.188771,0.134716,-0.282798,0.143278,0.219319,0.289201,-0.0962302,-0.228358,-0.138849,0.0163903,-0.372137,0.0568892,-0.116626,0.135877,0.185327,0.143523,0.0455155,0.291744,-0.0222769,-0.149332,-0.0456032,0.064294,-0.307494,0.0726102,0.0820249,0.0383586,-0.0966272
22,16.3713,0.140933,0.161718,0.0599506,0.0864517,0.0707286,0.0320023,0.0589371,0.103611,-0.0726192,-0.0650241,0.0596721,0.239283,0.219672,0.234428,-0.406036,-0.111493,0.0200428,0.00106516,0.00208043,0.00566173,-0.0923589,-0.13532,-0.116106,0.0967038,-0.454539,0.285025,0.296203,-0.125915,-0.0538974,0.275022,-0.00443497,-0.050498,0.221796
23,-15.828,-0.18941,0.111766,-0.139835,0.351468,0.0402374,-0.279777,-0.176272,-0.130356,0.319322,0.179503,0.00576535,0.228213,0.19537,0.0724086,0.00808891,-0.0221031,0.108654,0.145844,-0.0834916,0.0379116,-0.0538456,-0.184985,-0.0665489,0.125413,0.123671,0.0522136,-0.153343,0.276094,0.432335,0.149807,-0.0917686,0.12431,-0.0238396
24,14.2216,-0.178937,-0.0615257,-0.122517,0.103462,-0.0802978,-0.160989,0.279115,0.118565,0.0299966,-0.0158217,0.425849,-0.262228,0.0886973,0.209288,-0.0461238,-0.109674,-0.280858,0.246803,0.0597431,-0.476632,-0.0454823,0.187896,-0.0919006,-0.0808941,-0.00982718,0.0136041,0.134266,0.114439,0.088127,-0.140839,0.0834776,-0.0709145,-0.0562072
25,9.62643,-0.0411676,0.0064116,0.228678,0.131463,0.0480299,-0.0644039,-0.379855,0.111843,0.00265305,-0.200776,0.0637147,-0.159128,-0.230806,-0.0628996,0.0915714,-0.181816,-0.130798,-0.167745,0.0170681,-0.292603,-0.179291,-0.0455632,-0.262845,0.204112,-0.0807864,-0.104004,-0.31719,-0.346602,0.1175,0.143312,0.0768478,0.100819,0.180112
26,-9.26487,0.172799,0.085274,0.0339537,0.00114799,0.113119,-0.184688,-0.107699,-0.248271,-0.0552457,-0.19012,0.122068,0.150658,-0.0465268,-0.0844794,0.0249474,-0.0943167,-0.00981595,0.170902,-0.12137,0.245966,0.0878787,0.18089,-0.320444,-0.349355,-0.218745,0.186709,-0.116889,-0.148325,0.174901,-0.287497,0.232787,-0.0866919,-0.287961
27,8.24508,-0.309916,-0.132733,-0.255084,-0.0345037,0.08067,0.21942,-0.0956222,-0.186401,-0.128603,-0.297074,0.0224712,0.0330122,0.0134905,0.104735,-0.136423,-0.148099,0.202231,0.167268,-0.393922,-0.16587,-0.0523739,-0.201403,0.144761,-0.0778553,0.31342,0.23723,-0.0393685,-0.247695,-0.143611,0.0168811,0.0362864,0.0287295,-0.0331776
28,-5.69321,0.302372,0.216804,-0.169114,-0.457867,-0.139226,-0.311393,-0.0235695,-0.0826856,0.0809226,-0.0910156,-0.0971552,0.0246343,-0.144656,0.304644,-0.0561232,-0.118716,-0.16128,0.0938552,0.0322434,-0.0945554,0.175219,-0.23714,0.106367,0.0865053,0.114563,-0.0374187,-0.233616,0.115405,-0.0612786,0.159176,0.235447,-0.155234,0.0463671
29,4.95697,-0.041723,0.031928,-0.128789,-0.0390315,0.0817286,0.211276,-0.0694789,-0.148421,0.0396646,-0.138631,0.0692316,-0.226132,0.353791,0.023358,0.017873,-0.216802,0.0216284,-0.269422,0.138737,0.133582,0.0920095,0.0394676,0.131728,0.0941435,-0.0703252,-0.203999,0.147472,0.0673902,0.144371,0.114138,0.531554,0.304329,-0.151418
30,3.02508,-0.251746,-0.117227,0.434732,-0.093683,0.136264,-0.260662,-0.150446,0.0762589,-0.0733825,-0.194403,-0.0344027,0.137507,0.118067,0.222291,-0.081449,0.0447265,0.00279628,-0.105949,-0.140754,0.00273867,0.0963614,-0.0878361,0.0491914,-0.142996,-0.0177112,-0.14379,0.0372947,0.330232,-0.145778,-0.36019,0.0866427,0.185954,0.281899
31,-2.04967,0.11165,0.171976,-0.103475,0.0315142,0.1285,-0.0539126,0.0116828,0.074966,0.0913769,-0.0150531,0.0714692,-0.219542,-0.0344355,-0.395148,-0.0466565,-0.514915,0.0573938,-0.257127,-0.0545311,0.00425261,-0.09941,-0.0665672,0.016682,-0.0987884,0.0334719,0.303631,-0.0609958,0.394026,-0.194152,-0.110822,-0.127658,-0.0687426,0.120496
32,1.04285,-0.130452,0.363705,-0.136523,-0.207009,0.0874042,0.000106635,0.0424272,0.217298,-0.0237559,-0.287889,0.0310766,-0.152357,0.32671,-0.129761,-0.0528318,0.229244,-0.162964,-0.10457,-0.0121828,0.180534,0.147972,-0.0877182,-0.27754,0.0291931,0.283457,-0.0475158,0.0648173,-0.160729,0.227187,-0.0982591,-0.221541,-0.146028,0.154886
