Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35
10,-39.4887,0.0418642,0.142195,0.176672,-0.0616294,0.215502,0.158373,0.203042,0.0176581,0.124747,0.0138385,0.0282932,0.0348539,-0.124133,-0.309819,0.147097,0.116808,-0.107818,-0.072738,-0.126335,-0.189822,0.0370106,0.0767111,0.410927,0.1517,-0.347617,-0.159795,0.122409,-0.0832463,-0.0236042,-0.299918,-0.114943,0.140228,-0.0175819,-0.205346,-0.00846698,-0.251505
11,38.4425,0.0626987,-0.00623189,-0.013267,-0.0844733,-0.0440867,-0.178189,0.242576,-0.0340663,-0.18108,-0.0687618,-0.173443,-0.00268929,-0.325923,-0.167213,0.166843,-0.272191,-0.157477,0.172087,-0.165828,0.167627,-0.191475,0.15391,0.0628236,-0.0642651,0.205405,-0.0569099,-0.128948,-0.109929,0.259722,-0.127716,-0.0912161,-0.426713,-0.192474,-0.118018,0.0397804,0.10951
12,-36.089,-0.0124547,-0.365788,-0.241926,-0.243532,0.129798,-0.0718528,0.0637111,0.00158473,0.073241,0.348397,0.217521,-0.100584,0.00175885,-0.108394,-0.0104869,-0.0168303,-0.0340054,-0.278583,-0.0419291,0.194915,0.014674,-0.00374088,0.150101,-0.205049,-0.181166,-0.355495,-0.12491,0.00649583,0.0987521,0.0810053,0.0947904,0.0527309,0.141587,0.0174764,-0.0186179,0.344779
13,35.6845,0.000541547,0.127929,0.0608392,0.190419,-0.0207711,0.0333737,-0.36707,0.174065,0.228697,-0.158363,0.219982,-0.197745,-0.0651082,-0.00940366,-0.0741133,0.0233945,-0.14263,-0.0269687,-0.0574405,0.149456,-0.389365,0.27454,-0.155664,0.127172,-0.0958594,-0.0753098,-0.0602713,0.248651,0.205661,-0.190704,0.157889,0.0632018,-0.0218049,-0.172839,-0.23208,0.125053
14,33.7889,-0.103806,0.265173,-0.0802045,0.128821,-0.313835,-0.248502,0.0353487,-0.0426747,0.100574,0.11905,-0.267416,0.124998,-0.0202281,0.114897,-0.114564,-0.100088,0.0729189,0.186522,-0.123127,0.052332,-0.0349113,0.00400113,0.0854854,0.0951644,0.0188243,-0.473118,-0.149643,-0.0227216,-0.33532,-0.195268,0.0996376,0.269452,0.0246838,0.0160833,0.0988522,0.133928
15,32.6342,-0.0211697,0.0622615,-0.127724,-0.194997,0.0903635,-0.0488207,0.0292284,0.0519767,0.24456,0.145113,0.154478,-0.0153574,0.189606,-0.302568,0.00519417,-0.00342347,-0.0834399,0.439523,-0.120349,-0.183603,0.0585481,0.00461278,-0.233749,0.103678,0.0277807,0.0593325,-0.218903,0.277761,0.0863557,-0.0805197,-0.354727,0.0328537,0.0503773,0.285602,0.147302,0.0392307
16,-32.1151,-0.158544,0.111065,-0.19287,0.0949809,0.0550017,0.149617,0.232974,0.10105,-0.0991725,0.059984,-0.196854,-0.165587,-0.251382,0.24148,-0.0743568,0.0925022,0.0239398,-0.0910495,-0.251916,-0.230941,-0.083794,-0.235464,-0.208176,-0.127558,-0.286513,0.172082,-0.213231,0.224798,0.0681085,-0.0291422,0.0254547,-0.0494036,0.191641,-0.254293,0.208156,0.0498321
17,-31.316,0.101917,-0.0196198,0.106112,0.14645,0.119521,0.114378,-0.282944,0.247537,-0.395435,0.240016,-0.0445194,0.197315,0.208398,0.0366828,0.193717,-0.129905,-0.179316,0.0293716,0.131471,-0.182933,0.217633,0.194266,0.064664,-0.126173,0.0661561,0.0500379,-0.216525,0.0415091,0.0171432,-0.314332,0.149905,0.0201341,0.091709,-0.0927392,0.166054,0.150785
18,29.6639,0.298065,0.147082,-0.0964944,0.0138833,-0.0846621,-0.161122,-0.102892,0.0744969,-0.162799,0.0146339,0.201869,-0.130966,0.0402004,-0.0707496,0.302284,-0.0741997,-0.0946794,0.0413133,-0.0410031,-0.0959575,-0.201414,-0.116404,-0.355137,-0.151396,-0.0814945,-0.171036,0.113833,-0.405135,-0.0966436,0.150095,-0.182003,0.139819,0.259141,-0.1848,0.018534,-0.136869
19,-25.8988,0.218823,-0.13588,0.160888,-0.0241843,-0.0859598,-0.266968,0.0416885,0.0916938,0.149404,-0.351155,-0.0184065,0.157943,0.00154844,0.0206567,0.274514,-0.0820059,0.139598,0.000487228,0.0477437,-0.276653,0.0984854,0.117822,0.0104311,-0.0788704,-0.316862,-0.0262733,-0.0128829,0.296482,-0.167649,0.277282,-0.00409054,-0.0602351,-0.164572,-0.124105,0.0441394,0.307414
20,25.3833,0.162967,0.030956,0.000881044,0.429617,0.0622595,0.16305,0.115362,-0.128867,0.0390691,0.0213997,0.0926604,0.296405,0.0470184,-0.00424474,-0.14693,-0.233738,0.0783963,-0.110193,-0.305155,-0.0221818,0.15872,-0.012667,-0.159151,0.212179,-0.136125,-0.0117863,0.214625,-0.174299,0.144432,-0.0545368,-0.127953,-0.146018,0.150508,0.160413,-0.138161,0.344879
21,21.1043,0.0258041,-0.131496,0.00726732,-0.123725,-0.0376319,-0.00937431,0.165663,-0.324939,0.0464752,-0.26793,-0.0731011,-0.155316,0.127459,0.00236932,0.196551,-0.123286,-0.300828,0.031771,-0.0437586,-0.232758,0.0646454,-0.175958,-0.109741,0.00671764,0.106164,-0.0894095,0.113801,0.124203,0.0678327,-0.241922,0.479956,0.0323154,0.262806,0.156031,-0.165629,-0.0284454
22,-20.9798,0.198274,0.166776,-0.0381143,-0.105522,0.214428,-0.0628668,0.133896,-0.206525,-0.18081,0.00988843,-0.227688,0.137265,0.0888693,0.0161461,0.240408,0.258087,0.320523,-0.158395,-0.0693309,0.0810957,-0.0472059,0.201758,-0.182135,0.140618,0.0772144,-0.0192086,-0.258492,0.0444212,0.304766,0.0666963,0.0463095,0.34805,-0.0658359,0.048618,-0.190032,-0.0100151
23,-18.8936,0.20446,-0.223648,0.00952334,0.167794,-0.323568,0.0304841,0.182327,0.201438,-0.00253723,0.0355854,0.173417,-0.0237813,-0.0941456,-0.0530784,0.128713,0.291095,0.0279431,0.106815,-0.429043,0.188455,0.184226,0.0286348,0.0901152,-0.21388,0.2539,0.220961,0.0471595,0.129377,-0.135269,-0.105982,0.0130949,0.209595,0.0281978,-0.0478294,-0.160848,-0.018568
24,17.9688,-0.0797891,0.13315,-0.172176,-0.113669,0.124315,0.0952845,0.168199,-0.209607,-0.181624,0.123263,0.293254,-0.14074,-0.111556,0.214167,-0.0289227,-0.0640128,-0.011605,0.221862,0.0899725,-0.146983,0.134158,0.345937,0.0230355,0.161162,0.0733611,0.0302425,-0.0358595,0.048308,-0.346619,0.109577,-0.0260859,-0.0889411,0.0520141,-0.23199,-0.396789,0.107196
25,-16.4956,0.0760289,0.0820665,-0.136498,-0.171254,-0.0859804,0.0183649,-0.210987,-0.151868,0.0315258,-0.121066,0.0617861,-0.159377,-0.096062,0.202768,-0.0198173,0.1775,-0.12599,0.0886905,-0.185218,-0.22564,-0.043741,0.107531,0.244347,-0.0121736,-0.102245,0.274203,-0.0360633,-0.427875,0.0952651,-0.0308641,0.0608704,0.175451,-0.191818,0.230529,0.181944,0.342404
26,14.6714,-0.127761,0.249635,-0.291939,0.284294,-0.129748,0.11051,0.293121,0.140814,-0.179478,-0.123765,0.177023,-0.13766,0.187979,-0.347268,-0.0359471,-0.174461,-0.0293775,0.0253683,0.160896,-0.03716,0.0682851,-0.0496439,0.108713,-0.0549237,-0.0271419,-0.000742794,-0.00906048,0.0127572,0.177635,0.234443,0.234857,0.214095,-0.302306,-4.34585e-05,0.0492724,0.0445754
27,12.7407,0.0660778,0.0294417,0.465298,-0.123812,0.0194549,0.310721,0.253365,-0.0192619,0.0490208,-0.131721,0.228643,-0.00347464,0.16018,0.31003,-0.178769,-0.165841,0.0235176,0.121037,-0.106576,0.0208008,-0.107688,0.10684,0.0602469,-0.183557,0.168671,-0.225666,-0.12344,-0.0151266,0.171247,0.17435,-0.0423275,0.154829,0.0946345,-0.0720479,0.256643,-0.0222424
28,-10.9033,0.0161877,-0.0566142,0.0183123,0.059701,0.0621163,-0.128884,-0.156136,-0.288788,-0.0374827,-0.0892361,-0.195942,-0.138305,-0.216071,-0.292159,-0.270979,-0.249791,-0.0727947,-0.0683335,-0.0603445,0.0912645,0.216391,0.37944,-0.0452383,-0.134407,-0.0156795,0.177788,0.0878241,0.0991432,-0.024171,0.144247,-0.0538133,0.304007,0.259647,-0.086523,0.220352,-0.0849482
29,8.45694,-0.26489,0.0975791,0.0404303,-0.222033,0.107866,0.0116941,0.0737942,-0.0509807,-0.103899,-0.299066,0.0778794,0.273789,0.243228,-0.214739,0.00460335,0.131699,-0.139888,-0.0747491,-0.0684512,0.328475,-0.126164,-0.129928,-0.0837064,0.0855554,0.0349492,0.224204,-0.0259233,-0.0740214,-0.284497,-0.0788661,0.00194026,0.0472745,0.125428,-0.265705,0.129713,0.332575
30,-6.58653,0.303064,0.208205,0.020842,-0.0271852,0.112496,0.235423,-0.18482,-0.142293,-0.143091,-0.076842,-0.178642,0.0634681,-0.103001,-0.0519936,-0.118446,0.0683553,-0.146541,0.340028,0.0955974,0.240413,0.0297646,-0.334485,0.160064,-0.318072,-0.209091,-0.0860201,-0.0294819,0.175593,-0.00426006,0.10197,-0.081354,0.0218615,0.0123345,0.0699691,-0.287243,0.123828
31,6.24341,0.309802,0.0405484,-0.14438,0.0330801,-0.0616627,-0.0370855,0.00799059,-0.137315,0.0951152,0.169318,-0.117205,0.075256,0.329155,-0.192778,-0.250146,0.0864794,0.142703,-0.0236743,-0.0418853,-0.286234,-0.434191,0.0584202,0.289409,-0.0963181,0.185399,0.139875,0.0524541,0.0771783,-0.0369213,0.0748146,0.107272,-0.209834,0.175099,-0.195406,-0.00103881,0.0100693
32,5.72236,0.157477,0.154942,-0.109904,-0.129961,0.0251033,0.203547,0.180154,0.159531,0.140874,0.000918561,-0.0539471,-0.141319,-0.0139248,0.0656551,0.213942,-0.35314,0.313339,-0.05994,0.197581,0.243313,-0.195123,0.144121,0.0342955,-0.135177,-0.119621,0.259708,0.107423,0.0264977,-0.215399,-0.270688,0.0196819,0.0388182,0.139046,0.294505,0.0520585,0.0435998
33,-2.98564,0.141903,-0.0790245,-0.105892,0.0328547,-0.270834,0.429101,-0.054053,-0.238404,0.32508,0.153272,0.0234398,0.284508,-0.218542,-0.0890143,0.220544,-0.0664887,-0.191241,-0.0624408,0.139565,0.0595516,-0.0207043,-0.0105809,-0.10695,0.158665,0.0154439,0.0817259,-0.331047,-0.0565614,-0.0839998,0.191088,0.136834,0.00337936,-0.0464941,-0.112048,0.127926,-0.104571
34,1.85853,-0.20515,0.0400766,0.00655893,0.088551,0.472365,-0.0866229,-0.0738499,0.145239,0.30416,0.190474,-0.0756465,0.168302,-0.125024,0.0455402,0.222489,-0.128281,0.0449575,0.315319,-0.169045,0.0090116,-0.05992,-0.0778143,0.0470589,-0.0943809,0.153556,0.108254,0.21948,-0.100382,0.0418424,0.261366,0.321035,0.128908,0.00441174,-0.0966518,-0.0214566,0.0274742
35,-0.684852,-0.0251293,-0.369781,-0.17264,0.148106,0.0968574,0.226272,0.105361,-0.165459,-0.122642,0.0325447,-0.120351,0.0656928,0.00335356,0.0699111,0.0380265,0.17048,-0.0936421,0.167869,0.149105,-0.0441644,-0.298012,0.150221,-0.198676,-0.0663226,0.0054783,-0.16973,0.413404,0.116822,-0.0763662,-0.130863,-0.154145,0.188164,-0.280837,-0.0268877,0.199129,0.101915
