Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57,Eigenvector_58
10,64.6881,0.125425,-0.0133033,-0.0614057,-0.0684895,0.0390412,0.0917651,-0.0760896,-0.071645,0.00572079,0.0777765,0.0450429,-0.00849342,0.15433,0.0682901,-0.266938,0.136038,0.179242,-0.0942863,-0.0758784,-0.120755,-0.188319,0.0313934,-0.105278,0.23144,-0.0351142,-0.134952,-0.138186,-0.0834522,-0.138156,-0.0201955,-0.0505074,-0.00540228,0.0985312,0.146081,-0.155877,0.0300952,-0.0753284,0.117943,0.0247078,-0.0228699,0.177586,-0.180716,0.146061,0.131547,0.171774,-0.173116,0.157215,-0.158972,-0.000957357,0.11081,0.0682516,-0.00582054,0.139003,0.0379495,0.100206,0.0921182,0.432633,-0.0270188,-0.2547
11,61.454,0.145735,-0.100874,0.0487265,-0.0459515,-0.25333,0.279111,0.0213606,0.0705877,0.134832,0.0867859,-0.131293,0.0206829,-0.198116,0.0193597,-0.233752,0.248722,0.109166,0.0447294,-0.00546291,-0.0469261,-0.12018,0.0150333,-0.217143,-0.0657989,0.0865195,0.130841,0.0304006,0.0238737,-0.177757,-0.167717,-0.102972,0.0146834,0.0316653,-0.0341282,0.216311,0.0847242,0.144424,-0.100166,-0.0512385,0.222709,-0.180297,0.0933662,-0.0638856,0.0252696,0.0456275,0.0492344,0.063927,0.167177,0.120474,-0.263237,-0.0891762,-0.0438163,0.037191,0.25186,-0.0264002,-0.107783,-0.0869652,-0.053367,-0.187549
12,-59.4777,-0.0678016,-0.131944,0.0229043,0.0264083,-0.395726,0.0975424,0.0299726,-0.0678179,0.132112,-0.0402255,0.0317791,-0.310583,0.0879332,0.0438732,0.147337,-0.041947,-0.321867,0.0944049,0.0902388,0.163761,0.0387775,0.114945,0.0109639,-0.028411,-0.0312586,-0.0372369,-0.107123,0.000333183,-0.00215278,0.0879161,-0.144715,-0.0127611,-0.0901457,-0.0823081,-0.087611,-0.0191668,-0.146798,0.103856,-0.137898,-0.108085,-0.118884,0.207997,-0.0581228,-0.0437296,0.113319,-0.213677,0.0836274,-0.064212,0.181729,0.104675,0.0815788,-0.0782891,0.211374,0.000852542,0.140607,-0.177824,0.100777,-0.26148,-0.00725368
13,-55.5585,0.0912038,-0.0384685,-0.0158628,-0.10056,-0.116325,-0.130453,-0.182049,-0.0307806,-0.0165257,0.0409922,0.115496,0.0263175,-0.0331789,-0.155871,-0.0822228,-0.0678328,0.125224,0.136199,-0.00117644,0.0675797,-0.0767008,0.118316,-0.11761,0.0121325,0.120438,0.165346,-0.103003,0.118037,0.228602,0.0191277,-0.402148,0.106856,0.0743394,-0.0290083,0.075245,0.296059,-0.108645,-0.0480291,0.164432,-0.176548,0.0898489,-0.0876902,0.0447615,0.117105,-0.203176,0.0785364,-0.110704,0.106633,0.0664234,0.143802,0.268889,0.139778,-0.234926,-0.0322513,0.121837,-0.170047,-0.0256423,-0.0697352,-0.0254508
14,55.4007,-0.141066,0.0123932,-0.0928967,-0.005515,0.234299,0.23741,0.167905,0.0358641,-0.209702,-0.0916166,0.144602,0.0189379,0.0886467,-0.0710791,0.0914395,-0.105537,-0.0786592,0.0610085,-0.232473,0.0516132,-0.0360403,0.118982,-0.0498028,0.0657398,-0.180124,0.0635611,-0.1131,-0.107124,0.147354,-0.0475809,-0.243831,-0.0575769,0.198343,-0.162705,0.0563935,0.0975438,-0.131606,0.0609171,-0.204943,0.239426,-0.240202,0.00379739,0.111104,-0.00250669,0.196971,-0.00147193,0.179758,0.00840616,0.0593858,-0.150743,0.106734,0.0695949,-0.168666,0.113656,-0.0356727,0.0449856,0.0782998,0.170308,0.160422
15,54.2069,0.131023,-0.0801311,-0.196181,0.259276,-0.102212,0.0824804,0.00816155,-0.0969875,0.253768,0.0429401,-0.139897,0.267094,0.110543,-0.0675707,0.0420775,-0.219406,0.0313624,-0.139175,-0.282023,0.142184,-0.0866078,0.0308896,0.0835814,0.0405589,0.126428,0.0777441,-0.0855758,0.0211509,0.182413,-0.0331203,0.047725,-0.0137704,0.0833382,-0.104591,-0.0612186,-0.0339735,-0.0749269,-0.132077,0.0182377,-0.0444307,0.224385,-0.116887,-0.257995,-0.0322013,0.0705467,0.139361,0.145089,-0.0772277,0.0273731,-0.0644103,0.149592,-0.105762,0.293041,0.150502,0.00838478,0.0503181,-0.170548,0.0596914,0.0537376
16,-53.0434,0.0692829,-0.0422308,-0.168052,-0.135505,0.083042,0.316609,-0.00536713,-0.162574,0.100677,0.0512576,0.0712739,0.012195,-0.177717,0.0648908,0.325631,-0.0719874,0.0179491,-0.0395913,0.289405,-0.0224706,-0.26838,0.218314,0.0403755,0.0500816,0.113083,-0.0880129,-0.0224926,-0.124777,0.0703992,0.165735,-0.0361108,0.0978512,0.0481886,0.208926,0.0332737,-0.253195,0.169974,0.194266,0.0814027,0.150785,0.113761,-0.0456881,0.125419,-0.124072,-0.150077,0.0601674,-0.0113728,-0.00094076,0.0532269,-0.119297,0.155642,0.013657,-0.0685121,-0.00348971,-0.0377439,0.0542492,-0.0748804,-0.147351,0.0291441
17,-51.7104,0.0876826,-0.122946,0.0489969,0.139245,0.100301,0.0967756,0.142014,-0.192775,-0.133842,0.19961,-0.00872334,-0.149823,-0.0855597,-0.165156,-0.0384981,-0.000168946,-0.108374,0.235703,0.241439,0.22843,0.0606629,0.137994,-0.0742705,0.0665656,0.0942709,-0.055458,0.0790746,-0.195017,-0.116698,-0.0125195,-0.00426935,-0.116382,-0.0949363,0.083134,-0.176976,0.0386937,-0.0406265,-0.365786,-0.0758255,-0.0926278,0.102864,-0.0550271,0.144286,0.0770927,-0.0728755,0.111197,-0.0245283,-0.14846,-0.0584628,0.102262,-0.0752814,-0.053482,-0.0287879,0.312546,-0.00515459,-0.0330321,-0.0125687,0.255422,0.0402499
18,50.6229,-0.00975403,0.170647,-0.211518,0.0156406,-0.193046,-0.0707545,0.117626,-0.247672,0.0287262,-0.00746378,-0.11791,-0.192168,-0.0837855,0.0184301,-0.0222241,-0.0894649,0.0906858,-0.0905174,-0.200161,-0.0020064,-0.0146309,0.146401,0.06121,0.0214342,-0.077688,-0.0203398,0.296881,0.229861,-0.111494,0.182074,0.130705,0.129535,0.0896292,-0.0806658,-0.12991,0.0730762,-0.132704,-0.0733262,0.0483669,0.193599,0.0441858,0.0889702,0.195919,0.0116782,-0.122057,-0.110166,-0.135111,-0.0798511,0.0452773,-0.271643,-0.0424605,0.196254,-0.0506623,-0.0307406,0.281239,-0.05315,0.0263307,0.170482,-0.024615
19,49.6267,-0.0869486,-0.0508962,-0.0787988,-0.03634,0.211175,0.0935113,-0.0823162,0.0130824,-0.0555886,0.0849888,0.243359,-0.0558115,-0.0414421,-0.0285576,-0.0375316,-0.154711,0.242782,-0.0976714,0.0444646,0.207185,0.186668,-0.145569,-0.160752,0.0988759,-0.190363,-0.0816847,-0.0259311,0.258833,0.138477,-0.149363,0.0495521,-0.072279,-0.279565,-0.0387291,0.0589266,-0.0898859,-0.0739938,-0.0497965,-0.0401541,0.153087,0.0636378,0.063717,-0.177056,-0.193179,-0.119688,-0.0362872,-0.098758,-0.208649,0.0460658,-0.0487184,-0.00933087,0.0946533,-0.0053851,0.235077,0.0959334,-0.0335317,0.0211627,-0.261331,-0.197245
20,-48.7799,0.133318,0.0305925,0.269988,0.0727881,0.0267783,0.284973,-0.248531,-0.0706745,0.0527606,-0.0571765,-0.187788,0.034879,-0.0349858,-0.170128,-0.0537964,-0.0201866,-0.0927759,-0.0624797,-0.138869,-0.18752,0.0400366,0.0848256,0.0207976,-0.0677711,-0.174984,0.0187818,0.230369,0.0372263,0.0658385,-0.0786542,-0.0379431,-0.153244,-0.106158,0.100334,-0.0509638,0.0776443,0.0152934,0.279269,-0.0373981,-0.0392218,0.00166195,-0.0193632,0.0388695,-0.212703,0.0620455,0.0116349,-0.371705,-0.0480462,-0.189276,0.0428068,0.194486,-0.0936771,0.025405,0.142998,0.0292425,-0.160068,0.112117,0.0781757,0.153385
21,-45.6659,-0.0780913,-0.12947,-0.185122,-0.136846,-0.0745536,-0.00699334,0.0774533,-0.0904273,-0.0977628,0.180447,-0.0960297,0.0616296,0.00421462,-0.186656,-0.111895,-0.186368,-0.038438,-0.237494,-0.120739,-0.0365025,0.1221,0.0516498,-0.0706544,-0.245692,0.0904494,0.0845773,-0.0222129,-0.160962,-0.151109,0.204514,0.0183043,-0.223695,-0.162943,0.00710361,0.077011,-0.0919654,0.0597147,0.0437477,-0.029738,-0.127957,0.126059,0.109888,-0.139306,-0.0147067,0.0833458,-0.0988257,0.121037,-0.0129427,-0.0680802,-0.102948,0.089366,-0.163288,-0.44426,-0.102614,-0.0632554,-0.0904733,0.11087,0.00473153,-0.168785
22,45.1382,-0.169207,0.000154724,-0.211573,0.0118682,0.155419,-0.0707524,-0.0650182,-0.0452459,0.00909421,-0.306863,-0.0337964,0.077168,-0.205204,-0.0737076,-0.187192,-0.209981,0.0529848,-0.0100466,0.0139654,0.0513009,0.17749,0.170409,-0.144743,0.0111686,0.111468,0.124768,0.102718,0.0356495,-0.294983,-0.0510371,-0.0605693,0.0887257,0.00311291,0.119675,-0.0844496,-0.255474,0.081493,-0.0190195,-0.129834,-0.143298,-0.192638,-0.150017,-0.068786,0.0970744,-0.00998651,0.0357997,-0.0431206,0.242051,0.127837,0.0383475,0.0930752,0.0494432,0.193571,0.0558496,0.0569854,0.0242583,0.199695,-0.120798,0.200363
23,-41.785,0.300613,0.0298489,0.0239147,-0.07955,0.0535936,0.0439653,-0.2404,-0.0281069,-0.131156,-0.0803176,0.254738,-0.0151008,-0.185785,-0.0183196,0.0241084,-0.161892,-0.0417648,0.029911,-0.16505,-0.0647235,-0.0638996,0.00593933,0.0495958,-0.168117,0.0114807,0.0476062,-0.063522,-0.225098,-0.0834719,-0.00449751,0.016684,-0.248,-0.0702742,-0.0694755,-0.0689423,0.0623567,-0.0202309,0.165385,-0.253819,0.054018,0.139416,0.0534873,-0.0780312,0.318013,-0.188599,-0.148182,-0.0248652,0.0301979,0.100548,-0.00954211,-0.212638,0.117475,0.178348,-0.0625949,0.131547,0.0878276,-0.239795,0.0319436,-0.0518238
24,40.2813,0.0748102,0.0392304,-0.0155043,-0.165426,0.00995768,-0.0260301,-0.165382,0.0201954,-0.217797,-0.124581,-0.165933,-0.0541394,0.0509053,0.103593,-0.044675,-0.172674,-0.32248,-0.043098,0.0626896,0.0408227,0.121654,-0.214341,-0.113057,-0.131806,0.0131428,-0.0762557,0.0174388,-0.0438209,0.0358215,0.104323,-0.110603,0.257341,0.122573,0.300526,0.218538,0.0884653,-0.130275,-0.0927847,-0.17937,0.030948,0.172403,-0.169334,0.0113587,-0.247551,-0.010643,0.0688322,0.151539,0.0277015,-0.118191,-0.161171,-0.030711,0.0847888,0.175424,0.0348728,0.0427815,-0.094432,-0.0228158,0.083278,-0.175184
25,40.1052,0.227074,-0.217397,-0.130627,0.0956954,0.0769455,-0.151526,-0.0959178,-0.0250523,-0.142692,-0.013276,-0.253579,-0.0122374,-0.0429759,-0.0163843,0.178709,-0.0212964,0.136848,-0.0462262,-0.0727095,0.130076,-0.136897,0.0287827,-0.143915,0.105274,-0.0768585,-0.0140093,-0.242052,0.231789,-0.132063,-0.0235084,-0.0221351,-0.0144699,-0.218959,0.0417549,-0.117372,0.188429,0.164616,0.0481926,-0.145417,-0.0428551,-0.24218,-0.0650926,0.229258,-0.0738622,-0.0703429,-0.0378302,0.143969,-0.121055,-0.159544,-0.110987,-0.0537658,-0.109142,0.0506914,-0.232166,-0.115131,-0.160109,-0.100695,-0.0538775,0.100956
26,-39.7466,-0.00865936,0.243404,-0.322093,-0.0584603,-0.152678,0.143331,0.143144,-0.212773,0.0166135,0.113387,0.138191,0.312032,0.104867,0.0973808,0.0314531,0.263845,0.0701999,0.193286,-0.0317932,-0.140432,0.187011,-0.094434,-0.067178,-0.041725,0.177224,-0.177318,-0.0216205,-0.0275055,0.0241124,-0.0747456,-0.0811742,-0.0971921,-0.147493,0.0893936,0.108752,0.111757,-0.0420141,-0.00133448,-0.195998,-0.156301,-0.067143,0.0667062,-0.0428609,-0.111636,-0.173649,-0.0645691,-0.0195304,-0.0523471,-0.160932,-0.036556,0.00132811,0.124561,0.105417,-0.0807412,0.0242237,-0.0239094,0.0760639,0.0137538,0.238512
27,-38.8673,0.0622644,-0.00320033,-0.0693852,0.17963,0.0199562,-0.000630291,-0.111566,0.123344,0.0312204,0.172339,-0.152135,-0.0250619,-0.073814,-0.0228084,0.159536,-0.0870806,-0.0383032,-0.116536,0.0912988,-0.309559,0.158049,-0.22866,0.0293686,0.269075,-0.0746289,-0.135356,0.0231818,-0.230985,-0.0408987,-0.124302,-0.0565156,-0.189972,0.0675506,0.0228035,0.0318297,0.0388496,-0.168326,-0.231696,0.0868848,-0.07875,-0.0945514,-0.166327,0.0872978,-0.0160857,-0.0316822,-0.167056,-0.0175025,0.133829,0.274289,-0.183198,0.0657881,-0.0898868,-0.127925,-0.0489109,0.233397,0.00164911,-0.0708776,-0.167958,0.104578
28,38.4954,0.0973438,0.0810207,-0.249217,0.0534384,-0.160497,0.122906,0.163729,0.26827,0.039304,-0.0286932,0.150542,-0.0234245,-0.214297,-0.145817,0.0398511,-0.0286566,-0.128157,-0.184121,-0.046964,0.062205,0.0287885,0.092302,-0.0820593,-0.125234,-0.324041,-0.10423,0.148296,0.0422917,0.140989,-0.111433,-0.0244353,-0.00124138,0.19155,0.238962,0.12669,0.00386786,0.0251968,-0.0398415,0.175736,-0.154719,-0.115108,-0.0764068,0.00404851,0.283206,-0.0965789,0.0410157,0.0309385,-0.217667,-0.148293,0.102462,-0.168626,-0.126036,0.0424841,-0.0609112,-0.084521,-0.0499539,0.0504011,-0.0523577,-0.0258784
29,-37.3262,-0.0741629,-0.137097,0.0742979,-0.348553,-0.0551945,-0.14298,-0.188855,-0.0368146,0.212489,0.245895,0.0119156,0.0563082,-0.178667,-0.107094,0.0540042,-0.0419966,0.156813,0.092944,-0.056501,0.0429739,0.00410978,-0.094421,0.152147,-0.328979,0.0603054,-0.225037,0.142466,-0.0014114,0.117933,-0.0210064,-0.14298,0.0682685,-0.0663329,-0.0324279,-0.136981,-0.0681409,-0.165132,-0.0592034,-0.0733437,0.15626,-0.185622,-0.270881,0.0596466,0.0217008,0.164569,0.037648,0.0440962,-0.153307,0.116042,-0.0446266,-0.10139,-0.103635,0.0477458,-0.0510404,-0.0876017,0.0477217,0.121428,0.0606291,0.116648
30,-34.212,0.0722368,-0.141665,-0.0341353,0.0771606,0.00172773,0.042774,-0.0797984,-0.0885661,0.244661,-0.168706,0.0371753,-0.0473649,0.085112,0.00505945,-0.0575566,-0.0416387,0.140331,0.00027295,0.19475,0.131305,0.212731,-0.183262,0.15255,0.0207979,0.0521396,0.0116062,0.0713682,-0.0333188,0.0268302,-0.136384,-0.000418227,-0.0799856,0.248444,0.0120902,0.113295,-0.0569397,0.223859,-0.0732811,-0.218819,0.0692396,0.128556,0.0490296,0.146889,0.236065,0.282238,-0.118615,-0.0615301,-0.171087,-0.124103,-0.0605325,0.1308,0.255863,-0.107276,-0.172556,-0.0892115,-0.262221,-0.0698667,-0.0206673,0.032102
31,33.4591,-0.116138,0.155542,0.0347449,0.0255042,0.145224,0.240953,0.0444382,0.0150465,0.0839399,-0.0824308,-0.0519703,-0.298044,0.0656339,0.111933,0.00843856,-0.295446,0.258553,0.214316,-0.0257427,-0.117513,-0.111017,-0.0808042,-0.070058,-0.224945,0.0614548,0.0794896,0.0840128,-0.0259381,0.0582546,-0.112838,0.0452142,0.105031,0.000512656,0.0202993,-0.00756124,0.226909,0.209913,-0.110292,0.098052,-0.153389,0.0779776,-0.0264051,-0.0985068,-0.0968008,-0.129098,-0.331919,0.159018,-0.0701354,0.151955,0.02605,-0.0153379,-0.169447,0.0204255,-0.0592605,-0.134076,-0.045613,0.0633232,0.102763,0.0735218
32,31.0231,-0.0682804,0.20236,0.00302875,0.0406146,0.179079,-0.0581012,-0.171058,-0.102681,0.222558,-0.141671,0.0671374,-0.00748098,0.117457,-0.0286274,-0.183837,0.0931825,-0.179462,-0.284083,-0.0205003,0.158023,-0.308275,0.0192286,-0.170509,-0.222356,0.124331,-0.16678,-0.0311624,-0.124741,0.0765932,-0.127413,0.0145776,-0.157044,-0.119523,-0.0116722,0.0107811,-0.136484,-0.0718333,-0.206601,0.177593,0.0273767,-0.221678,0.0933221,0.209187,-0.0921722,-0.052727,-0.136746,0.10667,0.0545157,-0.0701871,0.0673609,0.057292,0.0968916,-0.0206061,-0.0124872,0.0974721,-0.108717,-0.14723,0.0475326,-0.00378733
33,-30.9855,0.0572634,-0.296578,-0.0693774,0.0287762,-0.0164856,-0.0534781,0.0396102,-0.0330178,-0.165598,0.0181522,0.187433,-0.0219239,-0.20921,0.323364,-0.246597,-0.126095,0.116223,-0.202097,0.123272,-0.182894,-0.0619739,0.00108982,0.0337724,0.0593702,0.0324771,-0.209679,0.0594384,-0.0365133,-0.0696976,0.0238288,0.00620656,0.137997,0.0555418,-0.119003,0.0664049,0.0327191,-0.279843,0.108367,0.0985186,-0.0356333,-0.059764,0.149693,-0.107823,-0.0419207,0.0422365,-0.0879696,0.0197965,-0.00950773,-0.0926435,0.11923,0.110445,-0.0668293,0.0524539,0.112435,-0.176143,-0.221473,-0.168292,0.17318,0.238019
34,-29.2613,0.0692824,-0.0324062,0.0567057,-0.129231,-0.154939,-0.0659211,-0.175211,-0.0805437,-0.0321713,-0.0141597,-0.0937101,-0.177743,-0.0628914,-0.00195449,0.0297958,0.191234,0.162889,-0.0740243,0.0219695,0.14075,-0.00249059,0.0157683,-0.126157,-0.0473945,-0.244295,0.182092,-0.235752,-0.182036,-0.0277015,-0.24489,-0.0205416,0.117999,0.206565,0.0135285,0.0173905,-0.259919,-0.0784891,-0.0992159,-0.0328567,-0.0798245,0.102897,0.177568,-0.18182,-0.138183,-0.111497,-0.0472032,-0.035964,-0.114191,-0.109534,-0.0903907,0.034444,-0.0457393,-0.0913998,-0.0840183,0.122412,0.263121,0.069157,0.15002,0.300851
