Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57,Eigenvector_58,Eigenvector_59,Eigenvector_60,Eigenvector_61,Eigenvector_62,Eigenvector_63,Eigenvector_64,Eigenvector_65,Eigenvector_66,Eigenvector_67,Eigenvector_68,Eigenvector_69,Eigenvector_70,Eigenvector_71,Eigenvector_72,Eigenvector_73,Eigenvector_74,Eigenvector_75
10,-74.8288,-0.0454451,0.0982616,0.104482,-0.0270205,0.0271758,-0.142676,-0.0236044,0.199577,0.120418,0.0408571,0.0579901,0.0941747,0.0606425,-0.116982,-0.101452,0.123659,0.224579,0.0739795,-0.125398,-0.253326,0.0903148,-0.135875,-0.117206,-0.0822093,0.242217,0.225693,-0.157229,-0.114878,-0.00875558,0.16464,0.0173318,-0.00759585,0.0227587,0.100715,0.0279575,0.0425918,-0.136199,0.0700667,0.0419213,0.119021,0.107489,-0.00828213,0.0650439,0.111597,0.252522,-0.170923,0.0403434,0.131066,-0.0099985,-0.116203,0.148622,0.00478748,-0.0561741,0.0364689,0.188842,0.0425661,0.0639194,0.0840847,0.239586,0.17694,0.0121978,0.115811,0.0324187,-0.128269,0.204969,-0.0852494,0.0394957,-0.0012436,-0.0169348,-0.0513092,-0.063669,0.105759,0.0688436,-0.0246385,0.0960549,0.0300734
11,74.4985,0.0171064,-0.146342,-0.12699,-0.106736,0.0946649,-0.056248,0.0851496,-0.0859284,0.0644126,0.0197127,-0.174535,-0.0462322,0.0869108,-0.043752,-0.0156351,-0.120275,-0.0359232,-0.0882511,-0.174195,-0.164638,-0.265051,0.166239,0.0808973,-0.0335855,0.131056,-0.142537,-0.101306,-0.117067,0.0193591,0.0459449,-0.0803848,0.153082,0.0164198,0.0471959,0.0493433,-0.119903,0.220088,-0.292614,-0.111661,0.163625,0.0957705,-0.100499,-0.220484,-0.0583105,0.123873,0.0990414,0.0208379,0.153668,0.0352325,0.0718833,0.0408969,-0.0394118,-0.257482,-0.220235,0.100053,0.113873,-0.170499,-0.0634521,-0.141634,0.0693839,0.104089,0.0209651,-0.0566509,-0.00611406,0.118361,-0.087541,0.024803,0.0549338,0.000948956,0.0728617,0.00209846,0.053797,-0.019027,0.163127,0.025158,-0.0514468
12,-73.7456,-0.00992306,0.21179,-0.0837293,0.0849764,-0.0365751,-0.152819,0.0996442,0.12892,0.0146376,-0.0413596,-0.0991869,-0.0256304,-0.176796,0.135306,-0.00215629,0.0112319,0.167545,0.140015,0.00908382,-0.0287698,-0.161494,-0.00722484,0.146369,-0.315596,0.161368,0.0269237,-0.0842428,0.0747146,-0.00486317,-0.0512249,-0.0240293,-0.0180278,0.0343611,-0.112547,0.147082,0.122726,0.0775077,0.100213,-0.163454,-0.038085,0.206939,0.0262968,-0.0940827,-0.0815357,-0.226277,-0.118985,0.0213578,0.0931105,-0.111439,-0.0444306,0.021574,-0.0782835,0.13525,0.0058833,-0.0534841,-0.0814543,-0.04889,0.103842,-0.207407,0.138645,0.174805,-0.130049,-0.0352817,0.0273443,-0.274041,0.00795278,0.0507592,0.0339627,-0.121049,-0.194132,0.000785082,0.0505199,0.00722754,-0.0716281,0.115527,-0.185646
13,73.163,0.0017827,-0.103168,-0.0288486,-0.0608114,-0.105594,-0.0986208,-0.0888378,-0.0691747,0.0298682,-0.024163,-0.057447,-0.147976,0.121478,0.121317,0.0809501,0.13445,0.046746,-0.160082,-0.0689424,-0.0436514,0.112854,0.037949,0.0367171,0.0894651,-0.2937,0.242561,-0.0766751,-0.310154,0.127999,0.0453551,-0.137602,-0.0686972,-0.0493126,-0.273253,-0.148522,0.0982126,-0.0671235,-0.0660624,-0.0107674,0.0361561,-0.115924,-0.162758,-0.11785,-0.0292639,-0.247832,-0.0667509,-0.0218045,-0.146935,-0.0902359,-0.104694,0.163702,-0.0429603,-0.0512684,-0.0852106,0.0474755,0.0696151,-0.0050276,0.254654,-0.0471616,-0.0212166,-0.0338166,0.179062,-0.0705806,-0.0889171,-0.0761206,-0.0394461,0.0795995,-0.0535214,-0.123461,-0.132268,-0.0305744,0.104039,0.0686575,0.066858,-0.0642908,-0.093664
14,-70.3589,0.0138683,0.0592316,0.155301,-0.020232,0.228245,0.0314004,0.0396624,-0.0489088,-0.104771,-0.111812,-0.00145908,-0.146303,-0.196014,-0.253312,0.00666066,0.131165,0.120117,-0.0695235,-0.102567,-0.0553594,0.0571457,-0.0350844,0.123553,0.0374564,-0.114348,-0.157105,0.116159,-0.187537,0.0763324,-0.00333977,0.231834,0.175284,-0.106637,0.0203322,0.0343686,0.131951,0.161566,0.0247075,0.00045181,0.082062,-0.0216597,-0.0935077,-0.0197404,0.0999931,0.159933,-0.0551811,-0.12128,-0.0863146,0.236065,0.199622,0.00718848,0.0643482,-0.0661881,0.261479,-0.0354912,-0.19082,-0.0804723,0.0275709,0.0854438,-0.0762629,0.0615538,-0.0508589,-0.0913329,-0.091865,-0.146594,0.0884648,0.0337294,-0.129144,-0.114108,-0.105206,-0.0689425,0.088642,0.00294041,0.061811,0.0498095,-0.203003
15,-70.1732,0.0135144,-0.00108492,0.182706,-0.0408362,-0.0381056,-0.115551,-0.0645013,0.0981949,0.255807,-0.128905,-0.208522,0.228748,0.00848138,0.0957621,0.172607,-0.0820125,0.0952054,-0.105012,-0.050515,0.163448,-0.131532,0.259325,0.0239434,0.0592552,-0.0628738,-0.108902,0.192978,-0.0164441,0.0952518,-0.0419269,-0.133392,0.00255543,0.0074213,0.074052,0.173969,0.0575913,-0.00355114,0.0713139,-0.0366704,-0.0625475,-0.00908387,-0.130603,0.190195,0.242357,0.188724,-0.132861,0.24363,-0.142691,-0.0196728,-0.15595,-0.0319179,-0.130099,-0.170498,-0.0305393,-0.0562454,-0.2047,0.00934562,0.100478,-0.0856692,0.0275678,-0.0867196,-0.0150461,0.105086,0.00351949,-0.0367409,-0.0714292,-0.0860753,-0.0790723,0.0743376,0.0442541,-0.0308518,0.0484101,0.00227221,-0.0827163,-0.0623253,-0.040616
16,69.554,-0.0900527,-0.0225009,0.0729065,-0.198741,-0.119655,-0.115454,0.116379,0.00428933,-0.0335672,0.0634854,-0.000987695,0.22503,0.171022,-0.21479,0.203113,0.131267,0.140193,0.00665143,0.00425418,-0.0517736,0.0689557,-0.0951324,-0.0132931,0.0516136,0.231894,-0.0890493,-0.0192164,-0.0395247,-0.00144404,-0.123676,0.178414,-0.0381963,-0.0891674,-0.142158,0.0104045,0.077289,-0.130343,-0.0321536,-0.215712,-0.0837337,-0.0876936,0.177266,0.174651,-0.0525532,-0.195867,0.162012,-0.158917,-0.145091,-0.0511061,-0.00350805,-0.0298943,0.054629,-0.263831,-0.104445,0.0534488,-0.0682948,-0.224916,0.0532216,0.00942124,-0.0681943,0.189608,-0.0365055,0.0627208,0.0300738,-0.0871948,-0.00375873,-0.158253,0.0548403,0.12131,-0.0106966,-0.0653127,-0.122656,0.0432224,0.0842225,0.00106255,0.0416281
17,67.055,-0.00626043,-0.240046,0.0603282,-0.0236099,-0.115461,-0.0412821,0.0232126,-0.0216539,0.0847046,-0.105909,0.10445,0.0345836,-0.0199175,0.116916,-0.0323856,0.197491,0.132487,0.0622361,0.128783,0.160498,-0.0645335,-0.235296,0.10496,0.0124428,-0.0456893,-0.0626944,-0.285074,0.0699661,0.0508567,0.063423,0.0985777,-0.0962263,-0.0361177,-0.0456911,-0.0729104,-0.0138254,0.064319,-0.0960103,-0.0542161,-0.116823,0.159736,-0.293441,0.113018,0.0275183,0.0829097,-0.0127729,-0.0850146,0.231485,0.118052,-0.0209552,-0.103418,-0.14914,0.0458193,-0.0956056,-0.192818,-0.049832,-0.0267002,0.0735936,0.0665662,-0.198597,0.100442,0.0888375,-0.149005,-0.147383,0.0839957,-0.0295092,-0.0609212,-0.019861,0.106895,0.215131,0.164366,-0.0590786,-0.0349327,-0.0985073,0.0192902,-0.178152
18,63.4919,-0.038808,-0.0258379,-0.0292429,0.0192694,0.0995686,-0.0336387,0.16585,0.017472,-0.0720488,-0.207385,0.0620123,-0.00208962,-0.0619521,0.0364062,0.182917,0.160793,-0.0260169,-0.0666859,-0.0583601,-0.0378526,0.00784795,-0.157519,-0.0580836,-0.0801269,0.021837,0.0336829,0.209623,0.0167381,0.0873454,0.245135,-0.121612,-0.0886039,-0.199554,-0.0313296,0.110204,-0.200261,0.149163,0.120518,0.141357,0.00307652,-0.0527403,0.0622619,0.123158,0.105039,-0.038408,0.0331327,-0.0329993,0.238123,-0.0755993,0.118966,-0.0113727,-0.0805921,-0.0866382,-0.1069,0.212185,0.0388651,-0.00840826,0.122241,-0.136843,0.027355,-0.335183,0.0531103,-0.0199533,0.0490963,-0.090494,0.17319,0.0480943,0.0541228,0.101405,-0.0222977,0.0822588,-0.275526,0.0698648,0.101264,0.127661,-0.0678735
19,-62.5655,-0.13569,-0.0321764,0.212347,-0.0716015,0.143128,-0.0677952,-0.0712739,-0.187997,0.231645,-0.0405277,0.0782251,-0.164034,0.21453,0.0487316,0.119079,-0.149474,-0.00414226,-0.121373,-0.217,-0.0246479,0.0611396,-0.250854,0.186063,-0.137584,-0.0691441,-0.0895086,-0.0445754,0.150367,0.0299311,0.0844377,-0.193502,-0.156598,-0.0107425,0.210269,0.0114091,-0.0501801,-0.104601,-0.0168579,-0.0411231,-0.018792,0.197452,-0.0022266,0.0778051,-0.0540435,-0.0242844,-0.0362973,-0.036338,-0.111181,0.0450535,-0.0211577,-0.0104365,0.131611,0.110974,0.204486,0.0386103,0.0459886,-0.0476108,-0.0351585,-0.0418463,0.141905,0.156407,0.10124,-0.0468674,0.0603911,-0.187759,0.0521041,0.0539025,0.0771763,-0.016634,0.120487,-0.128791,-0.114882,-0.0637273,0.0933831,-0.163191,0.0576776
20,-61.0864,0.123122,-0.0766842,0.100122,-0.280006,0.233723,-0.0393155,-0.186666,0.116616,-0.00524206,0.159669,0.080738,-0.182752,0.0625218,0.0906348,-0.0838211,0.226036,0.0818815,-0.118224,-0.00360212,-0.0676781,-0.0926123,-0.0651897,0.0911562,0.0468444,0.112886,0.13627,0.0476399,0.00750177,-0.00163318,-0.12338,-0.125683,0.141065,0.0916625,0.00285499,0.151629,0.0741123,0.143536,0.0380708,-0.0494356,-0.0934677,-0.0636927,0.116833,-0.0202268,0.185871,-0.0482501,0.0771073,0.0540185,0.120067,-0.250454,-0.00841912,-0.162692,0.0588006,-0.0465363,0.0709152,-0.172025,0.0957654,0.0472803,-0.0686232,-0.136916,-0.132883,0.0263284,-0.0673678,-0.0763495,-0.144031,0.137496,0.130256,-0.0342276,-0.0980979,-0.0965307,-0.0567678,-0.0446547,-0.153191,0.090229,-0.141385,-0.173357,0.109478
21,59.7243,-0.10677,-0.018679,0.154716,0.103665,-0.0526633,0.0398521,-0.151242,0.140076,-0.00677042,0.0728325,-0.0457712,-0.0409332,0.115008,-0.137181,0.0596477,0.113775,-0.092515,-0.0772007,-0.11876,0.159547,-0.0637416,0.103102,0.0321064,0.106051,0.0187633,0.0467042,-0.0327522,0.186319,-0.276882,0.0927111,0.0373137,0.0461163,0.165786,-0.0533248,-0.0473825,0.0176119,-0.0160765,-0.145214,0.14191,0.0188775,0.252408,0.102766,0.12707,0.127854,0.111417,0.325461,-0.0406879,0.0551749,-0.00450886,0.097079,0.145761,0.0725684,0.0827592,-0.148089,0.0266831,0.076717,0.0621238,0.150253,-0.0937658,-0.18803,-0.0753121,0.0231907,0.0394821,-0.082351,-0.260624,-0.10735,0.0687403,0.0486003,-0.060675,-0.141746,-0.167628,0.0767813,-0.0317344,-0.0751777,0.107478,-0.131856
22,58.7264,0.298754,0.0476927,0.00585881,0.146033,0.173598,0.0956281,-0.204929,0.000622808,0.217197,0.0346588,0.138391,-0.0807164,-0.00138605,-0.0424414,0.00437502,0.0345986,0.0546758,0.285471,-0.185271,0.105714,-0.0289106,-0.0309803,-0.0738314,0.215033,0.0388585,-0.0816743,-0.138766,-0.0864856,-0.0285214,-0.0890191,0.0371417,0.0419511,-0.199437,0.242101,-0.0706279,0.0843085,-0.0121955,-0.0506849,0.00513952,-0.0399453,-0.0921724,0.0850781,-0.0561701,-0.0186069,-0.0352903,-0.106917,0.065356,-0.171769,-0.104261,0.0360066,0.0285311,-0.0994092,-0.0359285,-0.0472028,0.0323374,0.148744,-0.0718076,0.248115,-0.149229,-0.0408975,0.00645067,-0.0378351,-0.0370401,0.0929993,-0.0499359,0.105165,-0.0167597,0.252818,0.0511885,0.11657,0.0953349,-0.0157375,0.0475127,-0.0800487,0.22838,-0.0465979
23,-56.2273,-0.0770951,0.0816549,0.220529,-0.0997312,0.0114096,0.108498,0.0456815,0.114058,-0.0431106,0.0729575,0.172136,0.0184028,-0.0123049,0.049565,-0.214915,-0.0233834,0.112083,0.0425943,-0.00204277,0.126126,-0.245713,0.0663301,-0.0139561,0.0147505,0.00357885,0.0284372,0.154713,0.0363019,-0.137142,0.0158301,0.0564758,0.0160568,-0.151457,-0.067566,-0.133301,0.00291133,0.0814303,0.0677231,0.0589685,0.0516469,0.0956903,-0.0381254,-0.117917,-0.0682486,-0.0812995,-0.168087,0.000688669,-0.120842,-0.0544876,0.106963,0.0800351,-0.19673,0.118469,-0.12645,0.26847,-0.112159,0.0018944,0.0908739,-0.0839021,-0.128423,0.179137,0.107044,-0.0210333,0.0166614,0.068131,-0.051843,0.117518,-0.298014,0.136417,0.129182,-0.186528,-0.164394,-0.0601627,0.183956,-0.072623,0.17296
24,-55.2898,-0.187956,-0.0240408,0.0513728,0.149482,-0.066518,-0.250993,-0.115945,-0.144824,-0.0381793,0.153229,-0.011798,-0.18114,-0.160572,0.135146,-0.110251,0.106547,0.0197006,-0.0790994,0.139135,0.158544,0.0834126,0.0388535,-0.167523,-0.0486185,-0.0405746,0.0401946,0.203668,-0.210459,-0.139644,-0.0129942,-0.0937329,0.0160182,-0.101018,0.185114,0.129646,-0.0437522,0.0178911,-0.113446,0.0125504,-0.0162855,0.163265,0.047933,0.114795,0.0777417,-0.170709,0.0376886,0.0260399,0.0561894,-0.0562198,0.0523152,0.0308107,-0.0229383,-0.0645999,-0.0128411,-0.137297,0.0245451,-0.132857,0.0607776,0.187859,0.0691953,0.115202,-0.167889,0.131448,-0.0802863,0.0642949,0.0113382,-0.0950387,0.0368787,-0.0944464,0.212465,-0.0461536,0.0472179,-0.0465415,0.247734,0.218176,0.0517811
25,54.2344,-0.0369451,-0.125687,0.0414576,-0.000543753,0.0492266,-0.28699,0.226834,-0.0427865,0.0449446,0.0610484,0.178968,0.141392,0.155691,0.120206,-0.181312,0.124575,0.0778704,0.0339764,0.0214359,-0.0595238,0.166793,-0.0235827,0.016878,-0.085509,-0.0392267,-0.0881561,0.183277,0.22448,0.0734469,-0.101145,0.0486748,0.254378,-0.0119305,0.0697535,-0.147298,-0.0831038,-0.0617074,-0.0613879,-0.0468356,0.121051,-0.163813,-0.140838,-0.135851,0.0923862,0.0294174,0.0433603,0.172499,0.0329365,-0.0634421,0.00147414,0.0200958,0.0494457,0.0959984,0.00881846,-0.0184196,0.0217091,0.00459303,-0.0049765,-0.0480036,-0.147144,-0.0226962,-0.0554081,0.087298,0.0339541,-0.259163,-0.073898,0.19819,0.0724553,0.0658518,0.0437992,0.074913,0.214219,0.262006,0.0334762,0.0674894,0.0845794
26,-54.0216,-0.15181,-0.0935305,-0.384502,-0.0674899,0.0148685,-0.0775149,-0.108418,-0.0710501,0.114376,0.122293,0.0554099,0.00275765,-0.149595,0.103647,-0.0630124,-0.189985,-0.0945746,0.0335694,0.0131555,0.07869,0.0128271,-0.124499,0.158699,0.0863325,0.10538,-0.0192478,-0.031101,-0.118648,-0.147232,-0.0253494,0.0148845,0.212155,-0.0743067,-0.159309,-0.168521,-0.0137037,-0.0966899,0.240883,0.10151,0.0494293,0.130638,-0.0375302,0.102003,0.0432233,0.189061,0.0279489,0.184599,0.0079971,0.0804256,-0.121698,0.141967,0.0318292,-0.0205298,0.0208385,0.0058532,-0.125527,-0.241801,0.0973189,-0.00263966,-0.0659002,-0.0356872,-0.071175,-0.0850404,-0.0412088,-0.0320772,0.186076,-0.0373817,0.0820062,0.0585016,-0.158846,-0.0928722,-0.16689,0.117129,0.0530366,-0.117957,0.0513525
