Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57,Eigenvector_58,Eigenvector_59,Eigenvector_60,Eigenvector_61,Eigenvector_62,Eigenvector_63,Eigenvector_64,Eigenvector_65,Eigenvector_66,Eigenvector_67,Eigenvector_68,Eigenvector_69,Eigenvector_70,Eigenvector_71,Eigenvector_72,Eigenvector_73
10,75.8069,0.0758448,-0.0474875,-0.0402459,0.0467945,0.000154077,0.0547878,-0.250446,-0.121749,-0.166243,-0.0307642,0.106676,-0.139723,0.168255,-0.0809101,-0.0893275,0.033764,0.120224,-0.133411,0.0852009,0.289046,0.167349,0.0452691,-0.0883504,0.163156,0.102088,-0.26801,0.104002,0.23803,0.189419,-0.168438,-0.106574,-0.0859899,-0.0553745,0.0781743,0.0507057,-0.0743197,0.128017,-0.166011,-0.058764,0.0551989,-0.00270342,0.0189411,0.0247971,-0.0822618,0.0741233,0.103617,-0.0739565,-0.126391,0.107282,0.0191934,0.101223,0.0311308,-0.0648227,-0.169977,0.0332711,0.0727003,0.0449046,0.215896,0.165555,0.0988793,-0.0270656,-0.124018,0.125548,0.121761,0.0884634,-0.0481137,-0.00449689,-0.0209976,-0.0182048,-0.0827647,0.164073,0.110051,0.131651,0.0390071
11,73.6851,-0.0780298,-0.0680749,-0.11499,-0.0917114,0.232831,-0.0515544,-0.0408913,0.00218148,0.0293278,0.15423,0.0101701,0.113216,0.100319,0.0340482,0.33803,0.17218,-0.0714676,0.118172,0.142525,-0.187824,0.131533,0.0128703,-0.126774,-0.0249351,0.108556,0.0543015,0.207193,-0.129349,0.17843,-0.0636828,0.0660147,-0.0895399,0.223073,0.0242953,0.147223,-0.213347,0.0988003,0.130309,-0.15231,0.0102511,-0.135732,-0.0755738,0.0384627,0.0157728,-0.0574854,-0.0972757,-0.16581,-0.065014,0.0205995,0.0726474,0.00434963,-0.108307,0.0689066,0.0286586,-0.113445,-0.0415765,0.00979126,0.0760794,0.103114,-0.113068,0.231178,-0.111754,-0.0427311,0.0240327,-0.0494722,-0.0953909,0.080469,-0.039055,0.0433395,0.218896,0.166374,-0.101611,0.0243655,0.0614667
12,-72.0134,0.0237078,-0.0122582,-0.0116906,-0.00121068,-0.124103,-0.0565058,0.0865194,-0.0605622,0.0149656,0.178336,-0.0669278,0.0298259,-0.159622,-0.135957,-0.217876,0.128894,0.10121,0.00640057,0.0890578,0.182554,0.00494335,0.0868708,-0.0304525,0.0632426,0.108245,-0.00819328,-0.0616117,-0.0724009,0.124857,0.179578,0.158224,0.0944073,-0.0564507,-0.139195,-0.0182631,0.133496,0.171984,-0.0104082,-0.116369,0.0914396,0.0980785,-0.156679,-0.0956204,0.178506,0.0382047,-0.192246,-0.149302,0.063482,-0.0882379,-0.123787,0.223372,-0.0195763,0.0781996,-0.030904,-0.000814969,0.0218395,-0.359868,0.0721435,0.168579,0.00354839,0.0928693,0.086457,0.112775,-0.067646,-0.0517615,-0.0337413,-0.239009,-0.0350968,0.0836288,0.0948082,0.0638027,-0.0911936,-0.22454,0.0815946
13,70.94,-0.18375,-0.0526707,-0.0027215,0.000288047,0.0104549,0.0557436,0.115379,0.133617,-0.139599,0.0801883,-0.0382885,-0.0654829,-0.04923,-0.0485821,0.213348,0.131645,0.15685,-0.0795399,-0.0894182,0.076282,-0.050488,0.00277775,-0.151579,-0.0811777,0.0227724,0.0444337,0.0320593,0.099365,-0.0429084,0.0518524,0.074816,0.14293,0.0538192,-0.166863,0.0282271,-0.0916086,-0.120734,-0.120707,0.0542484,-0.159358,-0.148471,-0.0713457,-0.0535341,-0.0802112,-0.0364584,0.0793563,0.115215,-0.0725305,-0.186671,0.0385653,-0.12627,-0.0631566,-0.1117,-0.255501,0.217916,0.122713,-0.270388,-0.045471,0.0326421,-0.120178,-0.0678145,-0.0144599,0.108014,0.178882,0.143017,-0.10927,0.0823981,-0.00812699,0.0544712,0.0931765,-0.00066116,0.0910246,-0.091845,-0.381568
14,-68.5289,-0.171851,0.107996,-0.02033,0.0125073,-0.0986231,-0.069525,0.0119556,0.0264498,0.00171289,0.115315,-0.0436805,0.0162623,-0.0850709,0.0912846,-0.00486064,-0.229836,0.108345,-0.0952103,0.00941253,0.00838325,0.066458,-0.17644,0.00499509,-0.0300077,-0.16422,-0.276723,-0.118558,-0.0203727,0.129189,0.278985,-0.200442,-0.166667,0.104603,-0.0953305,0.163243,0.037238,0.0410761,-0.0955414,0.0313203,0.0966316,-0.119522,0.113796,-0.0561466,-0.145766,0.0690658,-0.0507912,0.123407,0.013498,0.0133895,0.0842236,0.0708678,0.0334784,0.0629542,-0.0168262,-0.0449326,-0.0876989,-0.155398,-0.213384,-0.220229,0.0894768,0.217537,-0.0784733,0.0562939,-0.0558127,0.0649208,-0.0258965,0.10629,-0.214895,-0.067897,0.210509,0.107642,0.142555,0.0654628,0.128886
15,67.8699,0.211792,0.0631805,0.0622152,0.00309213,0.0933803,0.165489,0.0734307,-0.0659677,-0.277182,0.140767,0.147623,-0.0795377,0.0542144,-0.220922,0.0222962,-0.00514321,0.0642801,0.059523,0.0450002,0.0331814,-0.268029,0.0824801,0.131393,-0.0476897,-0.105973,-0.157579,0.0246937,0.0466204,0.0343079,-0.11567,-0.0834032,-0.100937,0.124241,0.0257317,0.0721199,0.0829586,-0.151771,0.0801658,-0.0832381,0.0688215,0.106489,-0.0720204,0.0391944,0.14197,0.107223,0.110669,-0.00636479,0.162737,-0.0674453,0.18028,-0.092815,0.0380227,0.163749,-0.12079,0.0751484,-0.134246,-0.181541,0.0497392,-0.118888,-0.0571687,0.0604692,0.034562,-0.280462,-0.197499,0.0695178,0.102298,0.168807,0.139654,0.0891893,0.0322586,0.124994,-0.0999198,-0.032628,-0.0238723
16,-66.1458,-0.0339852,0.180017,-0.0490972,-0.0289809,0.0178976,-0.0637246,-0.191024,-0.253268,-0.0826393,0.0886314,-0.0802072,-0.128544,0.02903,0.0927238,0.0387936,0.0255193,-0.251978,-0.0892814,0.184537,-0.0457898,0.209206,-0.105689,0.0523957,-0.148824,-0.0349683,0.0884515,0.0911036,-0.0464382,0.18585,0.0702825,0.104838,-0.0429462,0.0843913,-0.0694241,-0.0477687,0.0273508,0.0138128,-0.0267972,0.19013,-0.134383,0.223776,-0.0336859,-0.0356416,0.209477,0.0706379,0.111226,-0.0970998,0.171958,-0.0627042,-0.0591257,-0.103804,-0.155046,0.0766715,0.0396771,0.171271,-0.059906,-0.042129,-0.0224645,-0.0472214,0.0280538,-0.0993212,0.0655962,0.176771,0.0029694,0.196621,0.278629,-0.0263062,-0.118338,0.0645325,-0.000854916,-0.0797493,0.0567884,0.193625,-0.106265
17,64.8617,-0.0910227,0.120963,-0.00273886,-0.122931,-0.0272359,-0.0401561,0.000942862,0.0896838,-0.0808761,-0.143086,0.274689,-0.0884972,0.0106456,0.150479,0.0828635,-0.166932,0.047194,0.24223,0.0350303,0.140315,0.127597,0.187091,-0.0178659,0.0183497,-0.0626559,-0.0605425,-0.045224,0.00173503,0.10723,-0.0682641,-0.0455102,0.0970335,0.0152086,-0.0355062,0.0206691,0.0349691,0.196027,-0.00190667,0.00738939,-0.0994759,-0.117396,-0.141466,-0.0402229,0.0650425,0.00450761,-0.237276,0.143459,0.280822,0.0987157,-0.0196806,0.008126,0.0889297,-0.0918842,0.177233,-0.0081823,0.0918957,0.0671054,-0.0130764,0.0122983,-0.0297103,-0.215513,0.11167,-0.206677,-0.0819863,0.192733,-0.137704,-0.175367,0.0129394,0.0781513,0.203964,0.0693589,-0.0365357,0.129227,-0.166396
18,62.8845,0.17744,0.0439228,-0.0813891,-0.100417,0.0666716,-0.00068245,-0.0637992,-0.230171,0.0732121,0.104408,0.15313,-0.0274375,0.0221648,-0.0778567,0.0170422,0.0040472,0.104072,0.0314642,-0.0194285,-0.0579391,-0.234702,0.0679569,-0.205246,-0.0727,-0.0885027,0.0179684,-0.010782,-0.198086,-0.11817,-0.0155933,0.0782774,-0.0772327,0.0453348,0.0823257,0.188276,0.0933418,0.0380048,-0.119616,0.0255093,-0.188679,-0.0319168,0.00751687,0.115642,0.236758,0.128083,0.116078,0.100747,0.0283386,0.100944,-0.0141564,-0.0304418,-0.0274377,-0.163952,0.0527539,-0.0732856,0.208496,-0.150285,-0.0879222,-0.0254357,-0.129038,0.0933714,0.0207586,0.0320759,0.0646849,-0.0975831,-0.257167,-0.145998,-0.216689,-0.159506,-0.192397,-0.0802153,0.178054,0.151468,0.090755
19,61.0495,0.116126,0.150595,-0.0281835,-0.0515889,-0.0775124,-0.00336097,0.221549,0.06145,-0.00166855,0.070396,-0.151782,-0.0772101,0.272507,0.0862181,0.0677574,0.0054825,0.00636974,-0.0188114,-0.122869,-0.0882957,0.0550518,0.0290898,-0.0577918,0.0827969,0.0707657,-0.0182478,-0.178863,-0.0983121,0.0563929,-0.0937688,-0.0478175,0.0262857,-0.0614398,-0.0890095,-0.0574446,-0.249374,0.121799,-0.00815473,-0.0396809,0.250271,0.0965273,-0.196763,-0.121361,0.288189,-0.0874197,0.0744858,0.0528219,-0.156068,-0.11069,0.0821773,-0.0606663,0.0494535,-0.0237643,-0.13615,-0.0983761,0.121989,-0.0405774,-0.0856565,0.0298791,0.312223,0.000841701,0.109179,-0.228809,0.133043,0.0565754,0.0793179,0.0042038,-0.0733562,-0.182863,0.0356759,-0.122824,0.0528359,0.113408,0.0316755
20,-60.8653,0.0848539,0.0769899,0.00478465,0.103669,-0.18905,0.0307236,0.0736975,-0.00234674,0.213966,0.0334353,0.0568279,0.0375875,0.215095,-0.116033,0.131011,0.142273,-0.115022,-0.0357332,-0.0681868,0.0808065,-0.136221,0.108957,-0.0986964,-0.20401,-0.0678973,-0.0431424,0.105044,0.0714437,-0.142383,0.2622,0.0318879,0.00590269,-0.126935,-0.066306,0.0528379,0.051444,0.209307,-0.0642658,0.0886794,0.118227,0.0298761,0.0929476,0.0380217,0.0196481,-0.284263,-0.0671987,0.0980926,0.187538,0.234471,0.000777571,-0.0526588,-0.20915,0.106162,0.0251026,0.21617,0.186925,0.0669355,0.108937,0.0550332,0.127779,0.000799237,-0.182162,-0.0155637,-0.0372613,-0.0189103,0.0426752,0.171914,0.0610739,0.0605385,0.0694845,0.120581,0.00390785,0.031448,0.0534529
21,-58.492,-0.1238,-0.02667,-0.06214,0.166718,-0.126482,-0.122398,-0.111916,0.0451885,-0.201424,-0.0831542,0.0388526,-0.128359,-0.102402,-0.0435842,0.110953,-0.110912,0.0109806,-0.249642,0.0183824,-0.120936,-0.106193,0.00797473,-0.184926,-0.237938,0.101765,-0.0286255,-0.0958248,-0.0192298,0.110305,0.0925881,0.221618,-0.0555394,-0.1801,0.083361,-0.0404628,0.0977932,0.041271,0.178177,0.0872114,0.0332404,-0.0972212,-0.0905607,0.183448,0.0138039,0.0204756,0.0594239,-0.110346,0.134465,-0.0958111,-0.102985,0.032059,-0.000386323,-0.26283,-0.185642,-0.0809885,-0.126884,0.0696066,0.143285,-0.0379305,0.142089,0.00964114,0.160214,-0.0964468,-0.022003,-0.144281,-0.134871,0.118428,0.106709,-0.0867937,0.124866,-0.0244782,-0.112607,0.119411,0.0892551
22,-57.4335,0.130103,-0.00789614,-0.129585,0.00364134,-0.00108173,-0.123482,-0.16743,0.28259,-0.0931908,-0.0517722,-0.187781,0.0502774,0.0517982,-0.0992677,-0.113347,0.0155193,-0.0540367,0.0947729,0.00947556,0.0500411,-0.0283816,-0.181506,-0.0921672,-0.0719641,0.0538745,0.00741895,-0.0268253,0.075461,0.0101775,-0.0874675,-0.0752433,0.191647,0.0805826,0.0669804,-0.115106,-0.102667,0.0447568,-0.0307554,0.0278716,-0.158522,-0.13428,0.179647,0.0199957,0.115295,-0.093684,0.117322,0.0470914,0.122694,0.236249,-0.0800178,-0.0734762,-0.0563915,0.24598,-0.161235,0.109355,-0.212694,-0.0264955,0.108512,-0.103167,0.0330787,0.151951,0.118935,-0.175041,0.0112121,-0.1033,-0.0658701,-0.29873,-0.0914057,-0.0431535,0.124146,-0.0205672,0.185362,-0.0858135,-0.0261208
23,-56.1729,-0.0366053,0.0463134,0.0696546,0.0717431,-0.039172,0.171356,-0.0669244,-0.0370373,-0.0802695,0.112221,-0.0150481,0.311931,0.122899,0.182946,0.182551,-0.218309,0.0480521,-0.0894792,-0.0326157,0.0158734,-0.215086,-0.142606,0.201201,-0.0393686,0.278525,0.0834965,0.0438899,0.138984,0.0263082,-0.187571,0.128506,-0.00388322,0.0515567,-0.151501,0.0489259,-0.12224,0.0207134,-0.134153,0.0524624,0.240279,0.127729,0.1013,0.0186262,-0.0644747,0.104852,-0.0523792,0.0624541,0.115653,0.0542261,-0.277493,-0.00332985,0.00455814,0.0339157,-0.0228425,-0.141298,0.112652,-0.111957,0.045114,-0.0441374,-0.0745104,-0.121978,0.0277804,0.00620163,-0.069775,-0.183921,-0.0648297,-0.0688389,-0.0926169,0.153027,0.019306,-0.00558634,0.0330423,0.0828844,-0.0343325
24,55.288,0.0607148,-0.173535,0.0956319,0.0174435,0.0571388,0.0332307,-0.0534046,0.171947,0.041536,0.0822112,-0.0390968,0.0268203,-0.0728047,0.0249097,-0.0895782,0.0886291,-0.00175323,-0.0034542,0.0628395,0.222073,0.102347,0.146096,0.00237045,-0.289742,0.0573741,0.0441335,0.139943,-0.0829037,0.106363,0.0623718,-0.0633948,-0.22605,-0.105799,-0.254259,0.0858717,0.182009,-0.0224294,0.107701,0.00765062,0.0757087,-0.0903928,-0.0658168,-0.0149378,-0.0496486,0.0611577,0.055021,-0.030222,-0.131494,-0.0332699,0.06276,-0.327108,0.151616,0.0718103,0.0648442,-0.136343,0.137352,0.0986758,0.196589,-0.139546,0.0909051,-0.0484378,-0.0343733,-0.0984652,-0.104853,-0.125542,0.0560254,-0.114916,-0.263433,-0.106494,-0.0493439,-0.0504318,0.0174031,-0.0150242,-0.203525
25,-53.3694,-0.0197829,-0.0686079,0.17257,-0.138065,-0.129419,-0.0599613,0.0036683,0.101828,0.0223605,0.158093,-0.102136,-0.219552,0.0042686,0.091826,-0.110273,-0.173243,-0.0864454,0.0656273,0.0959382,-0.0362517,0.047062,0.15307,0.0880916,0.0465706,0.123302,0.196329,0.107013,0.123628,0.222129,-0.0168544,0.080879,-0.0554091,0.058145,0.25014,0.254036,-0.0263943,0.00730896,-0.0647155,0.083778,-0.113597,0.100085,0.137035,0.0613054,-0.0266616,-0.18822,-0.183697,0.00389669,-0.0152801,-0.162176,0.0920006,-0.0263583,-0.0228573,-0.046387,-0.205867,0.181919,0.140471,0.00106831,-0.1739,0.000618566,0.0747598,0.0278685,0.00213659,-0.119742,-0.219626,-0.165526,-0.113324,0.0198959,0.0486266,-0.0219341,-0.158234,0.0433801,0.12281,-0.0708419,0.0438577
26,53.1232,0.0791176,0.0442679,0.196804,0.00724938,0.174506,0.0101282,0.0675133,-0.0715151,0.0541841,-0.0221388,-0.139798,0.00389991,0.0874332,-0.0943911,0.18807,-0.199723,0.0322082,-0.125515,-0.0904155,-0.0422774,0.0063486,0.0715973,0.142525,-0.0749409,0.0224512,-0.287689,0.218936,0.0334,-0.000701112,0.126512,-0.0630755,0.0337984,-0.106777,0.0231483,-0.0585087,-0.117819,0.166151,0.0839852,-0.20027,-0.351345,0.0611361,-0.217263,-0.122977,-0.0901835,-0.0925468,0.135707,0.0981423,0.024923,-0.0673852,0.0771967,0.0613538,-0.0203,-0.116355,-0.0109033,-0.0038686,-0.0563036,0.00476993,-0.00358651,-0.0173711,-0.0666878,-0.110883,6.86281e-05,0.115144,-0.135607,-0.264077,0.116173,-0.228112,0.0103366,-0.0203679,0.109222,-0.0671846,0.0792187,-0.0490246,0.0814529
