Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57,Eigenvector_58,Eigenvector_59,Eigenvector_60,Eigenvector_61,Eigenvector_62,Eigenvector_63,Eigenvector_64,Eigenvector_65,Eigenvector_66,Eigenvector_67,Eigenvector_68,Eigenvector_69,Eigenvector_70
10,-73.4143,-0.00653865,0.228467,-0.0169725,-0.00606883,-0.045785,-0.024911,-0.24724,-0.137775,0.0448213,-0.0326932,-0.0192942,0.0826927,0.0485089,-0.0116671,0.0650671,-0.124439,0.118275,0.233572,0.094383,-0.101652,0.0776762,-0.17144,-0.0883638,-0.0247936,-0.0475671,-0.168459,-0.119734,0.0977539,0.18573,0.298254,0.0707423,-0.0346498,-0.24449,0.00912936,-0.138872,0.0560711,0.0494336,0.0488541,-0.0208959,-0.0469004,0.116729,-0.127822,-0.132604,-0.121575,-0.209101,-0.0796386,0.170917,0.0076215,0.0834143,0.073045,0.239699,-0.0424978,-0.0463804,-0.0918607,-0.158523,0.207796,0.0929861,-0.00154863,-0.0732512,-0.091365,-0.0287362,-0.0852384,0.123853,0.0208504,0.155456,-0.143889,-0.0177036,-0.114257,-0.102439,0.128931,0.0532187
11,72.1587,0.183196,0.0981718,-0.159643,-0.128844,0.0977118,-0.231861,-0.0304604,0.11375,-0.179689,0.215753,0.022051,0.145035,-0.26025,0.0583821,-0.02134,-0.0958844,-0.0177784,0.168789,-0.190623,0.0784479,0.0908557,0.119675,0.0422255,-0.23799,0.0664896,-0.0352713,0.213782,-0.0120874,0.026571,0.0419719,0.124789,-0.0110799,0.142753,0.0337388,-0.0988084,-0.0105236,0.035712,0.139534,-0.0363055,-0.0217111,0.15666,-0.057822,0.141029,-0.0352376,0.00538539,-0.0570902,-0.136758,0.00637653,-0.0770027,0.0947554,0.0363102,0.289241,-0.20279,-0.0451723,-0.0803475,-0.0220461,0.0607885,-0.177762,-0.0331658,-0.0586841,0.118186,-0.188492,-0.034194,-0.0701419,-0.00563555,0.06742,-0.108328,-0.00703152,0.0577413,-0.0746935,-0.196867
12,-70.9715,-0.0964497,0.232312,0.124224,0.0263781,0.0944681,-0.154886,-0.099312,0.0289446,-0.191978,-0.197278,0.1364,-0.187476,0.0452835,-0.140446,-0.10397,-0.029724,-0.111937,0.0110589,0.0305603,0.0242318,-0.0539179,-0.103455,-0.0610493,-0.0184719,-0.0129,-0.00237005,0.188605,0.153238,0.0383829,-0.00547783,0.0712969,0.223169,-0.0399253,0.0337412,0.0756077,-0.0797362,-0.103354,-0.11489,-0.00916605,-0.159477,0.103695,0.0884027,-0.0223173,-0.0141835,-0.0267143,-0.108435,0.132333,-0.0923185,0.07205,0.168849,0.0324628,-0.0545796,0.2099,0.194,0.0561958,0.0694964,0.0869258,0.250768,0.0442048,0.11206,0.178858,-0.223384,0.0205206,0.0157603,-0.127195,0.211953,0.0125051,0.0932955,0.119129,-0.215497,-0.137925
13,68.946,0.144814,0.0532615,0.2443,-0.157735,-0.01973,0.114738,-0.0336769,0.153251,0.129095,0.181822,-0.113657,-0.167686,0.010573,-0.126442,-0.131757,-0.0726245,0.0417156,0.215531,0.157338,0.0510604,-0.0469218,-0.134706,-0.0308873,-0.0320751,-0.163081,0.0832907,0.00274463,-0.109971,-0.180775,0.0290831,-0.0155037,0.0416932,0.135383,-0.113043,0.0594938,0.0730116,0.0103238,-0.251553,0.0820786,-0.163557,-0.0499932,-0.0968381,-0.0498653,0.0649282,-0.196011,-0.134655,-0.0224627,-0.12735,-0.0810031,0.146438,-0.015031,0.196321,0.151734,-0.0589501,-0.114565,-0.159999,-0.086725,-0.0687593,-0.0179082,-0.121912,-0.0599858,0.127006,-0.0254121,-0.134143,-0.12364,-0.00263861,0.112753,-0.249332,0.139194,0.0759118,-0.0558752
14,-66.2199,0.0325758,-0.098687,0.0373707,-0.00134664,-0.059347,0.264921,0.0143886,0.166762,-0.0830515,-0.0992665,0.145718,0.0568021,0.0141253,-0.075529,0.0385551,0.0105111,0.0817625,0.101531,-0.136847,0.290691,-0.163637,-0.0611883,-0.00360785,0.331019,0.0252098,-0.013407,0.00388281,-0.111016,-0.139779,0.0616765,0.234134,0.0390606,0.0945168,-0.0184135,-0.118436,0.0392535,-0.180365,0.1221,-0.205131,-0.0829978,0.106427,0.0779438,-0.134646,-0.0848577,0.0164486,0.0529808,-0.0114416,-0.0938847,0.148645,0.216315,0.10328,-0.0365184,-0.152505,0.0167714,-0.016766,-0.113535,-0.0078445,-0.0466933,0.147266,0.0098659,0.107285,0.075957,0.0965404,-0.0650701,-0.0546411,-0.175027,0.0321122,0.129913,-0.266222,0.00246528,-0.115439
15,66.0484,-0.0601687,0.0337134,0.0253848,-0.256059,0.102275,-0.0662913,0.128364,0.137375,0.0501673,0.0228919,0.0320622,0.121617,-0.136815,0.0621733,-0.0559848,0.0318333,0.228133,0.210716,-0.00490422,0.0575534,0.131982,0.0410889,0.0204202,0.0739393,-0.206066,0.19332,-0.116179,-0.194439,0.0120298,0.00373774,0.00777153,0.0133275,-0.304836,-0.144087,-0.12539,-0.138293,-0.00717975,0.0527937,0.109347,0.0185381,-0.00565025,0.156279,-0.0835529,-0.0230973,0.0687682,-0.0616775,-0.0824063,0.27871,0.114809,-0.0375501,-0.134694,-0.068822,0.121406,0.0516413,-0.0906693,0.110865,-0.0366542,0.205568,-0.0307442,0.089231,0.274364,0.131131,-0.175309,-0.099992,0.0803424,-0.054734,-0.0481561,0.0376927,0.088462,-0.0785166,-0.000822341
16,-64.9693,0.231811,0.0565478,0.0451049,0.0434584,0.100717,-0.0292057,-0.0106227,-0.165722,0.17623,-0.0549261,0.00735319,-0.132143,-0.160076,-0.0794723,-0.131142,0.0674226,0.000658132,0.0883182,-0.182846,-0.0743238,-0.131231,-0.0792486,-0.230648,0.0789546,0.0612287,-0.0607024,-0.0362871,-0.0991725,0.0215859,-0.138415,0.130555,-0.134166,0.0345544,-0.0954199,0.0648607,-0.0153365,-0.07169,-0.166025,0.174949,-0.00639767,0.0470002,-0.0344525,-0.057422,-0.109545,0.104296,0.188245,-0.184522,-0.0696226,-0.188645,-0.0896017,0.213655,-0.0934165,0.0325944,0.125071,-0.0699246,-0.0181708,-0.2825,0.0278101,-0.157405,-0.0247476,0.0388889,-0.120953,0.0568604,-0.113487,0.324584,0.0651588,-0.0956736,0.151918,-0.0726494,-0.0672384,0.0241416
17,64.4275,-0.0103868,-0.0532956,-0.172685,0.119665,-0.130328,0.229763,-0.0308881,-0.280793,-0.0415468,0.0363537,0.0999546,0.115585,-0.0789081,-0.00421128,0.0268253,-0.00942161,-0.0775145,0.0411842,0.0249426,-0.0958946,-0.166665,0.0418507,0.0229285,0.0771086,0.10033,0.307971,-0.0296982,0.102015,0.0675686,0.0343819,0.229402,0.199524,0.0853013,-0.151327,-0.0757282,-0.13373,0.029236,-0.155405,0.0559488,0.025297,-0.0793489,0.0184308,-0.124953,0.0322856,-0.309955,-0.112786,-0.0163378,0.202791,-0.189095,-0.109171,-0.0926955,0.00158177,-0.0428249,-0.0498997,-0.0315161,-0.0793807,0.124811,0.0415781,0.0262392,-0.284518,0.141418,-0.0294541,-0.130609,0.0544349,0.00781936,0.156579,0.000497134,0.0301893,-0.0540742,-0.0673715,-0.0725124
18,-59.7195,-0.117046,-0.0256675,0.0613376,-0.108382,-0.0733817,-0.068856,0.150828,0.151736,0.190935,0.0376559,0.133402,0.00254658,0.0294462,-0.171179,0.0115003,-0.0535733,-0.291957,-0.0830845,0.0599548,-0.00199662,-0.0566923,-0.0392552,-0.152306,-0.0488542,-0.125366,0.0281125,-0.0389769,-0.0431127,0.0196407,-0.0560066,0.0617102,0.0392017,-0.217978,-0.322917,0.102922,0.0115236,0.0707549,0.125748,-0.0480461,-0.113483,-0.0150523,0.180286,0.0797575,-0.0407374,-0.00603727,0.0345651,-0.0272399,0.0502438,0.146656,-0.103806,0.155296,-0.0156099,-0.0712598,-0.321563,-0.045681,-0.188312,0.0775051,-0.180936,-0.19183,-0.0294768,-0.0909984,-0.278153,-0.0249819,0.169339,-0.023028,-0.00067251,0.0956581,0.0906749,-0.0315729,-0.10831,-0.0460161
19,59.5611,-0.2227,-0.134717,-0.0410988,0.141628,0.0406408,0.00175063,-0.0549318,-0.0213951,0.100643,-0.0292649,-0.196203,-0.0611386,-0.221008,0.109501,0.0877208,0.0881016,0.0785331,0.18114,0.145439,0.120007,-0.107496,0.0323736,-0.0500599,0.128008,0.0751037,-0.0141863,0.13585,-0.204091,-0.0736801,0.094731,-0.237877,-0.117939,-0.0501641,-0.201416,0.039677,-0.19832,0.0687115,-0.0065073,-0.0540757,-0.00929913,0.248631,0.0665482,0.0980804,-0.113597,0.00427978,-0.117956,0.262958,-0.0587025,-0.307285,-0.0619894,0.0670262,0.0957081,-0.110307,0.0629099,0.00906638,0.0350141,-0.0572853,-0.00573471,0.0409123,0.161788,0.0329529,-0.0926082,-0.029601,0.15818,-0.0790422,0.109079,0.17088,-0.0421644,-0.0799375,-0.0113264,-0.0146547
20,58.2142,0.00933782,0.0505253,0.224118,0.1344,-0.0623112,0.00957541,-0.177442,0.158783,0.176184,0.101001,-0.0114421,0.0970408,-0.0740425,-0.077538,-0.0966767,-0.185499,-0.0936746,-0.133741,-0.0196297,-0.235976,0.0613843,0.116871,0.0431521,0.0921433,-0.104417,0.130295,0.148372,0.13729,-0.113832,-0.138243,0.161975,0.00479178,-0.116693,-0.117814,-0.0145538,-0.0726511,-0.0756668,0.244519,-0.150247,0.134301,-0.219219,-0.0650668,-0.014184,-0.0371832,0.0409191,-0.144798,0.191587,-0.0826002,-0.0969767,-0.0366737,-0.0503174,0.130578,0.013931,0.201203,-0.119261,0.104462,-0.110413,-0.0759809,0.0637746,0.107709,-0.00661253,0.155549,0.10606,0.0940495,0.17233,0.0429658,-0.153248,-0.0584482,-0.124112,-0.0437064,-0.12549
21,-56.6871,-0.201022,-0.0132429,-0.0221055,0.182233,0.141472,0.103925,-0.0762928,-0.139904,0.0894444,0.148222,0.102168,-0.239282,-0.0878101,-0.00651509,-0.07727,-0.0694661,0.180802,0.0502446,-0.123616,-0.0802677,0.0599624,0.170114,-0.0624301,0.142334,-0.10574,0.0361373,-0.107974,-0.0124781,0.139589,-0.131848,0.0699268,-0.143756,-0.0716481,0.0981808,-0.0453499,-0.0630657,-0.187143,-0.0950098,0.00534699,0.146954,0.164369,-0.0158933,0.0633147,0.152011,-0.0310596,-0.0976246,0.0496591,-0.24325,0.21759,-0.0562868,-0.103486,0.0603603,-0.00334136,-0.0972718,-0.115543,-0.0671006,0.164589,-0.142806,0.135188,0.00839835,-0.190638,-0.12995,-0.173128,-0.121452,0.000272917,-0.134464,0.0200766,0.118169,0.186921,-0.100105,-0.0809958
22,-54.9534,0.0557007,-0.0320743,0.101885,0.0714552,-0.134609,0.00235615,0.0286489,0.0701712,0.117031,-0.179529,0.0670725,0.0555421,-0.128572,0.130388,0.0443744,0.0146375,-0.155754,-0.00316932,0.022212,-0.074189,0.0675412,0.0440649,0.0292244,0.270468,0.203292,-0.0744989,0.121294,0.12534,-0.0277985,0.0931998,-0.0132071,0.0127568,-0.0173537,0.0615745,0.0700064,0.0910852,0.0150806,-0.0751974,0.0674089,0.0113939,0.203108,-0.13866,0.125871,-0.204492,0.11551,0.0370594,-0.0205163,0.256384,0.0136138,0.175684,-0.109151,0.0456217,0.212362,-0.260842,-0.314624,-0.0311647,-0.00227597,0.0536837,0.0435298,-0.00565275,-0.1079,0.130224,-0.0298177,0.0289435,0.0688133,0.0452356,0.0446562,0.169448,0.245254,0.134145,-0.183418
23,54.1795,0.089816,-0.0894058,-0.039313,-0.162855,-0.0983106,-0.0339814,0.0698021,-0.0744848,-0.0113772,-0.023674,0.0575696,0.07146,-0.068678,-0.239243,0.026799,0.0980374,0.0819218,-0.0473121,-0.122913,-0.0818305,-0.106306,0.206083,0.0221267,0.12643,0.0424753,0.0785365,0.16553,0.0332182,-0.116852,0.00528859,-0.00619114,-0.0683747,-0.0300266,-0.0283463,-0.0951848,0.0290005,0.0328538,-0.195023,0.086064,0.0836608,0.0657772,-0.025526,0.0600517,0.343047,0.114006,-0.021663,0.322261,-0.0560956,-0.0128337,0.206407,0.144725,0.0389964,0.116845,-0.206647,0.182104,0.0411762,0.0443976,0.0923761,-0.236398,0.0326771,0.10742,-0.04842,0.00167433,0.151918,0.0384859,-0.219585,-0.230643,-0.130776,0.00804798,0.0588417,0.0334101
24,-51.2606,-0.0273802,-0.128251,-0.0204365,0.0576745,0.0239296,0.146601,0.0111224,0.0209278,-0.116204,0.0800988,-0.166466,-0.0531575,0.257605,0.126314,-0.255707,-0.0245329,0.101325,-0.175778,0.191314,0.136027,-0.224912,-0.16813,0.0810759,-0.0290492,0.100314,-0.0556248,0.105959,-0.0253473,-0.027283,-0.0385728,0.163123,-0.0819848,-0.122939,0.098968,-0.155758,-0.0162537,-0.0115528,-0.113896,0.0205464,0.0886352,0.0159992,-0.0892654,-0.00193533,0.0405423,0.183915,-0.0541333,-0.0484841,0.226124,0.124547,-0.0832063,0.0337249,0.068652,-0.0736381,-0.0686507,-0.283884,-0.0226997,-0.119007,0.0409598,-0.0254893,0.102936,0.0451481,-0.241605,0.0186306,0.102062,0.0570671,0.0236048,-0.113964,-0.271499,0.0205793,-0.170075,-0.077247
25,50.9517,0.0615232,-0.0104646,0.106986,0.0790409,0.17196,0.0531939,0.179416,-0.0239545,-0.217708,0.201865,-0.142277,0.13586,0.0440382,0.0219595,-0.0678129,0.124649,-0.0579307,-0.0281721,-0.110744,-0.316363,-0.115946,0.0192635,-0.0842773,-0.0188164,0.0649722,0.0341018,-0.10982,-0.115853,0.161927,0.0374357,0.117357,0.0862233,-0.0161985,-0.0177466,-0.15384,0.0590143,-0.0506763,0.210956,-0.12385,-0.122146,0.186654,-0.0800514,-0.00200315,-0.0492451,0.00245672,0.0588171,0.150169,-0.205966,0.0585003,-0.122114,0.111208,0.103003,0.0651859,-0.148487,-0.0673622,-0.101823,-0.146223,0.274096,-0.0806194,0.0261488,0.0289397,0.224448,-0.0378018,0.0643321,-0.165059,0.142352,0.101552,0.0287224,0.10487,0.00888587,0.128432
26,49.4243,0.0224932,-0.0731729,-0.151112,0.0847365,0.0175491,0.0442842,-0.12822,-0.0177672,0.297033,0.0142773,0.0446369,0.194095,0.259473,0.192111,-0.0173759,0.16062,-0.0806077,-0.0565179,-0.206097,0.113409,-0.0390449,-0.0279695,-0.0227353,-0.0925142,-0.13488,0.0762412,-0.125086,0.0912431,0.140054,0.0185181,0.0503363,-0.093541,-0.190236,0.155657,0.077619,-0.0244875,3.06541e-05,-0.000871284,0.243238,-0.18229,0.0198145,0.19312,0.153764,-0.0138327,0.00986644,-0.12218,0.0373602,-0.148669,-0.0116175,0.198579,-0.0112677,0.166525,-0.0269232,0.031705,0.136961,-0.141048,-0.158509,0.0541463,0.0863329,-0.028579,0.168859,0.0341341,0.0559761,0.0854658,0.0838912,0.053135,0.0570974,-0.0738634,0.064294,0.137656,-0.213638
27,-49.2387,-0.0673446,0.0594685,-0.0910577,-0.211599,-0.0449056,0.0217217,-0.133783,-0.205441,0.207342,0.151614,-0.228543,0.135114,-0.171056,0.152021,0.0758896,-0.00524319,-0.0546362,-0.0490422,-0.0409379,-0.0311415,-0.148877,0.0182516,0.00586554,0.0226183,0.107763,-0.164277,-0.0693679,-0.0972469,-0.0103615,-0.209574,-0.0121422,0.107309,0.0193271,-0.0595302,0.164612,0.124835,-0.16769,-0.0106038,-0.27678,-0.0791733,-0.0343742,-0.0521853,0.0912798,0.16398,-0.129891,0.0730516,-0.0427041,0.0713095,0.185372,0.204891,-0.00476213,-0.225975,-0.0690492,0.176943,-0.0444171,0.111616,-0.02782,0.0897372,-0.144011,0.0272006,-0.0091698,0.0368634,-0.05526,0.0769325,-0.0503543,-0.0326726,0.0931446,-0.0991488,0.110756,-0.112103,-0.224627
28,46.8226,-0.138452,-0.0579042,-0.0865916,0.109654,0.0623861,0.076981,-0.0311229,-0.0956125,-0.0251498,-0.0864149,-0.123361,-0.0188944,0.098648,-0.00782579,-0.258338,-0.104193,0.00710772,-0.0128455,-0.0547364,0.0446579,-0.0380048,0.42043,-0.17712,0.0308636,0.0718384,-0.107949,-0.0129122,-0.10542,-0.185404,0.0321424,0.0953628,0.174745,-0.0180691,-0.0284544,-0.0117857,0.107195,0.247919,0.106421,-0.0154322,-0.12627,-0.0626656,0.193751,-0.0684379,0.0563185,-0.116275,-0.0762071,-0.110946,0.117021,-0.0267208,-0.0380983,0.179501,0.0495909,0.120134,-0.081369,0.078162,0.227716,-0.0382213,-0.119433,0.0334294,0.120794,-0.00296777,0.0101813,0.213688,-0.222611,0.00190797,0.00463919,-0.00122322,0.0298292,0.22601,0.12491,-0.0384895
