Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57,Eigenvector_58,Eigenvector_59
10,61.96,0.0943015,-0.180951,-0.01334,-0.196607,0.181926,-0.120188,-0.212176,0.139966,0.155123,-0.026605,-0.153444,0.186292,0.148679,-0.0400508,-0.0510208,0.111299,-0.163847,-0.00452624,-0.090328,0.20715,-0.00570396,-0.036956,-0.135217,0.0484414,0.077311,-0.179917,-0.0623348,-0.138346,-0.183839,-0.125696,0.0518074,0.239656,0.025926,0.247643,-0.0515429,0.039944,-0.0175424,-0.0140632,0.091596,-0.0347244,-0.0285405,0.048638,-0.128069,-0.241681,0.0637472,-0.202183,0.0987254,0.0413135,-0.14249,0.244804,0.167342,-0.0582439,-0.192316,0.116995,-0.121244,-0.0282043,0.0732692,0.0192142,0.140542,0.0240927
11,-61.3828,0.0981312,0.105167,-0.00748154,-0.188757,-0.189156,0.148265,-0.144726,-0.0499525,-0.141594,0.282593,0.16211,-0.00650953,-0.0322219,0.327686,-0.118386,-0.0281547,-0.0283078,-0.105984,0.100785,0.054749,0.067797,0.205465,-0.0973199,0.119808,0.235218,-0.0169387,-0.0803572,0.0970528,-0.128485,0.179825,-0.0317963,-0.0825367,0.193272,0.130705,-0.186766,-0.0662555,-0.060023,0.239984,-0.0137276,-0.00463271,-0.0890033,0.148809,-0.0369545,0.0863164,0.0825125,-0.147091,0.128143,-0.00935488,-0.237129,-0.0824136,-0.11743,0.00606048,-0.0920583,-0.140248,0.0441089,-0.149991,-0.073269,0.0845331,-0.0680556,-0.0587544
12,57.8814,-0.172602,0.0863587,-0.296398,-0.239132,0.148699,0.0317016,0.183014,-0.028509,0.0271868,0.111355,0.0075141,-0.188934,-0.12191,-0.00813424,-0.0840147,-0.0634914,-0.0192426,0.0714846,0.0055698,0.244244,0.147579,0.0926917,0.0672577,-0.0971718,0.0326816,-0.198252,0.0160614,-0.115474,0.179118,0.0485186,0.0412688,0.0541317,0.194419,0.00794092,-0.00107083,-0.0762752,0.18074,0.0454609,0.0296045,0.0404855,0.176787,0.0915148,-0.134994,0.0231325,-0.265233,0.322612,0.177388,0.0318733,0.0889624,0.00680078,-0.00228918,-0.254131,-0.136807,-0.0403809,0.00866347,0.103074,-0.0426076,-0.00492145,0.16849,0.0528581
13,-56.6985,0.13089,-0.156414,-0.0398803,-0.14865,-0.176546,0.0595553,-0.328332,0.0496244,-0.0163919,-0.103369,0.0832186,0.138691,0.066882,-0.0383308,-0.11177,-0.184312,0.125212,0.431611,0.203693,0.0629443,-0.0210335,0.220074,0.0301008,-0.0162321,-0.02094,-0.15051,0.011311,0.0248543,0.0479842,-0.198061,-0.044318,-0.0968391,-0.194703,-0.0399559,-0.0153376,-0.10752,0.00395211,0.0799283,0.0682253,0.0499971,0.202595,-0.0650036,0.0674105,0.114347,0.00535014,0.0887367,-0.0730625,-0.146343,0.0794539,0.134385,-0.163578,-0.0749771,0.0817197,-0.0738878,-0.10162,-0.128085,0.179867,-0.149747,-0.00627509,0.114879
14,-54.3535,0.0115631,-0.138167,-0.0899679,-0.153243,-0.213012,-0.0191483,-0.00181426,-0.0579869,-0.0361601,-0.0251194,-0.0257196,0.0572629,-0.099811,0.0103944,0.243711,0.0520275,0.00221062,0.0275801,-0.150465,-0.0807001,0.240907,-0.251938,-0.331511,-0.0848802,0.0667041,-0.0625658,0.154391,-0.182573,0.0349094,0.235023,-0.229476,0.00425843,-0.10782,-0.139147,-0.0526404,-0.0241625,0.244347,0.0157964,-0.284778,-0.0490704,0.0774775,-0.100789,-0.0534048,-0.0575519,0.0412011,-0.0374255,-0.168535,-0.170477,-0.0017773,0.191941,-0.0281654,-0.0811183,-0.117552,-0.130232,0.0884636,-0.081616,-0.00177795,0.0209241,-0.0698099,-0.152817
15,53.5702,0.0393237,-0.142065,0.0622285,0.0711815,0.00611368,-0.257455,0.0775646,0.100985,0.0341489,-0.118505,0.139278,-0.153688,-0.0572623,-0.0959909,0.208983,0.0858447,-0.0370116,0.195637,0.0650872,0.0418432,-0.247988,0.323947,0.0292103,0.185331,0.0953885,0.0466761,-0.145314,-0.0142728,0.170939,0.0703445,0.075488,-0.0244026,0.0297076,-0.117989,-0.00594058,-0.145018,0.189786,0.172126,-0.0876156,-0.233928,-0.131414,-0.157812,0.0951763,-0.0129657,0.157778,0.0937597,0.133713,0.023205,-0.19457,0.0615237,0.0850621,-0.0631178,-0.164859,0.0559515,-0.0365489,0.156896,-0.0217366,0.0476896,-0.0883955,-0.240001
16,-53.4375,-0.286052,-0.0449799,-0.000384749,-0.111727,0.208942,0.132179,-0.0567893,-0.153319,0.084769,0.0710877,0.195607,0.229128,-0.109789,0.0255952,-0.0111977,0.275554,0.0884398,-0.0426546,-0.017858,-0.220259,-0.107985,-0.0269936,0.219455,-0.0634819,-0.0865452,-0.106724,0.0228243,-0.104736,-0.131697,0.105532,0.205981,-0.0819539,-0.12999,0.103836,-0.130408,0.110556,-0.0661132,0.184407,-0.0206224,-0.14969,0.108736,-0.158293,-0.105439,0.16991,0.0588045,-0.0289083,0.0930075,-0.0865588,0.00879745,0.166717,-0.0672349,-0.104217,0.232272,0.0331293,0.0545091,0.109198,0.0796064,0.0556483,0.0752669,-0.221982
17,-52.6139,0.111497,0.0608593,-0.321044,-0.0255495,-0.0302828,-0.0409921,-0.0108315,-0.106444,0.0397336,-0.0365908,0.0046806,-0.0648026,-0.12534,-0.0442975,0.0592326,-0.21924,-0.0184255,0.0955685,-0.285259,-0.0377499,0.0560123,-0.109324,-0.0247761,0.00931916,-0.119164,-0.0116107,0.154115,0.106699,-0.113921,-0.140033,0.214202,0.0512435,0.104944,0.0676834,-0.264216,-0.225664,-0.110589,0.192533,0.100677,-0.134125,-0.150551,0.112123,0.13624,-0.00184084,0.0297346,0.122157,-0.17886,-0.0882205,-0.0566845,0.0123836,0.195595,0.116407,0.186865,0.0860157,-0.103687,-0.0515149,-0.154129,-0.199826,0.0384016,-0.227799
18,51.1097,0.16478,0.0931244,0.0257653,0.142257,0.0363274,-0.117013,0.106924,-0.0240022,-0.00172032,-0.0663306,0.0120922,-0.00903905,-0.0562576,0.177697,-0.151962,-0.0430873,0.294311,-0.236468,0.0775301,-0.212247,-0.0366957,-0.0294445,0.0308307,0.0245408,-0.0563364,-0.00984336,-0.16563,-0.0845232,0.123711,-0.0422251,0.0917062,0.0538931,-0.32076,0.0992636,-0.00986644,-0.11045,-0.0530979,0.196963,-0.0534495,-0.038677,0.115321,0.147015,-0.106887,-0.349254,-0.0829541,0.114027,0.0178495,-0.23063,0.0430972,0.101305,-0.148099,-0.0633609,-0.23818,0.106436,-0.138172,-0.128085,-0.179058,-0.0129128,-0.0418641,-0.00226922
19,50.2828,-0.177408,0.0704301,0.112975,0.162813,0.105244,-0.21005,0.00553554,-0.0897338,-0.0931852,0.0173724,0.0493796,0.172172,0.0340304,-0.156996,-0.0539963,-0.203521,0.0785258,-0.0415007,-0.303857,0.0732361,0.0305053,0.132662,-0.107961,0.211927,0.112189,-0.233595,-0.0746653,-0.139165,0.032484,0.216631,-0.150974,-0.127669,0.0740048,0.237614,-0.0114593,0.0321996,-0.0714876,-0.0231925,-0.0303183,-0.0945371,0.164751,-0.0267514,0.0129103,0.0654678,0.192233,0.115419,-0.169879,0.220265,0.165267,-0.148021,-0.0711463,-0.0674993,0.0349933,0.0936199,-0.202495,-0.184012,0.02017,-0.037281,-0.0766342,-0.00423299
20,-49.1787,0.0983282,0.353261,-0.0801459,0.0567123,0.0517133,0.16028,-0.062728,-0.0215065,-0.0153464,0.102866,-0.00368958,0.0377721,0.0729134,-0.262112,0.00672301,0.210531,0.0602633,0.0108529,0.123429,-0.00167693,0.0684071,-0.125762,-0.169402,-0.076633,-0.0142146,-0.101771,-0.244565,-0.0570913,0.155587,-0.00105949,0.0807243,0.121754,-0.034607,-0.159282,0.0270118,-0.0405896,-0.038925,0.142352,0.00359941,-0.05369,-0.128624,0.147996,0.15116,-0.015301,0.00823475,-0.101283,-0.18681,0.277505,-0.0982057,-0.0351971,-0.224194,-0.150366,-0.0602735,0.0148579,0.00607881,0.0972159,0.287835,-0.242371,0.0287938,-0.149523
21,-47.5163,-0.0457847,-0.0515356,-0.0349745,0.0941639,0.030392,0.172575,0.229359,0.0384897,0.296275,0.0656977,-0.169526,0.146491,-0.0446965,-0.11929,-0.171508,-0.106369,-0.0255259,0.148547,-0.00357884,0.0762791,0.0804515,0.0499502,-0.0441359,0.276558,0.0100717,0.0571489,-0.185696,-0.118628,-0.143745,0.102757,0.0750244,-0.150392,0.0225644,-0.0195432,-0.0137557,0.125326,-0.189407,-0.0408696,0.00169263,0.068027,0.0884194,-0.0157459,0.335992,-0.077753,0.042936,0.0088848,-0.0346839,-0.300053,-0.0105364,0.00768306,-0.0249744,0.028765,-0.204308,-0.15866,0.30611,0.0792012,-0.0705362,-0.072888,0.082821,-0.0948295
22,46.231,-0.00516733,0.0749862,-0.117257,-0.191226,0.132983,0.0162674,-0.0488086,0.141732,-0.118334,-0.197608,-0.0492996,-0.038198,-0.133009,-0.137868,-0.125313,-0.0830712,-0.00915282,0.046954,-0.304658,0.0303257,-0.0296534,0.039175,0.0619385,-0.0825533,-0.11995,0.19026,-0.136709,0.0364962,-0.150554,-0.196281,-0.214326,-0.067185,0.118268,0.0913846,0.0650856,-0.0799342,-0.121387,0.0635913,-0.219087,0.0067202,-0.113277,-0.128957,-0.0993435,-0.189907,0.00186221,-0.0357384,0.0416708,-0.00485695,-0.069242,-0.00541193,-0.39073,-0.144678,0.0847772,-0.00157533,0.158061,0.130791,0.00952852,0.142958,-0.263716,0.00528542
23,44.2877,0.0616881,-0.291773,-0.0837294,-0.0861708,-0.1696,-0.0817715,-0.0513159,0.116748,0.0101511,0.207717,-0.190464,-0.0930083,-0.250721,-0.145459,0.11193,-0.115249,0.0615015,0.0201209,0.0626676,-0.287458,-0.00186462,-0.0196444,0.209195,-0.00725433,0.164826,-0.0322444,-0.162566,0.0276386,-0.108853,0.1208,0.0423093,0.0919188,-0.0220026,0.0896101,0.0410822,0.284792,-0.124414,0.148146,-0.0670085,-0.0393788,-0.046072,0.128925,0.00997008,-0.0534106,-0.119947,0.109785,0.00436605,0.326788,0.130699,0.117059,0.104662,-0.0076331,0.0261692,-0.0700037,0.0813398,0.00367953,0.0402586,-0.125377,-0.208475,0.123852
24,-43.671,0.134811,0.154034,-0.0353361,-0.11606,0.0184225,0.0320177,-0.0467566,0.167534,-0.145985,-0.00129184,-0.00562085,0.161455,0.0811805,0.0256695,0.154164,-0.0400362,-0.0371874,-0.127654,-0.0315531,-0.00609562,-0.160354,-0.0254343,0.188511,0.0857185,0.0934852,0.0992663,0.0872252,-0.0769919,0.0647631,-0.140506,0.236707,-0.225418,0.103868,0.129836,0.0339913,0.00160551,0.12375,-0.181005,-0.206828,0.0541575,0.204456,-0.0654253,0.163118,0.1518,-0.247682,-0.0276046,-0.173398,0.227938,-0.0697858,0.273048,-0.12134,0.103495,-0.177003,0.0415194,0.0545614,-0.102203,-0.204795,-0.0509809,0.0707784,-0.132381
25,-41.0348,0.0617074,-0.0534245,-0.0250434,0.0255638,-0.0955345,-0.0460347,0.196764,0.118114,-0.00915444,-0.208268,0.127615,0.00550133,0.00973672,-0.0669531,-0.165653,-0.105379,-0.274196,-0.131741,0.0401352,0.0333866,-0.101978,-0.146937,0.0060125,0.0900066,0.0499403,0.123366,0.00883834,0.015008,0.00759689,0.181118,0.198489,0.178,0.117766,-0.0491398,-0.0235169,-0.117571,-0.0174564,0.0017405,-0.30921,-0.151069,0.230972,0.219982,-0.0210166,0.147651,0.117496,-0.193819,0.171263,-0.113151,0.0830088,0.0891333,-0.093658,-0.0979461,0.199816,-0.0382924,-0.084975,0.0211031,0.142805,-0.232906,0.0082934,0.209857
26,40.7079,-0.057247,0.051651,-0.085851,0.0833727,-0.0163736,-0.0456421,0.0820539,0.164345,0.0927938,0.107099,-0.0157376,-0.133538,0.190643,0.317091,-0.141613,-0.087411,0.0362014,0.0872769,-0.0823797,-0.0279725,-0.263712,-0.134315,-0.280807,-0.00306995,0.222418,-0.151387,-0.0351041,-0.129814,-0.0646474,-0.0522146,-0.0353332,0.0394671,-0.0802516,-0.215012,-0.128693,-0.0154509,-0.184436,0.00209098,0.0275996,-0.266319,0.00336542,-0.168728,-0.00450661,0.0990904,-0.151197,0.125765,-0.10681,0.125686,-0.0613281,0.151587,-0.103404,0.0909832,0.134505,0.0935462,0.129016,0.159053,-0.0247022,0.142897,0.0122032,0.206664
27,39.4033,0.0655351,-0.181381,0.0543629,0.201348,0.0961817,0.0739619,0.17099,-0.0839122,-0.198163,-0.0553874,-0.0682887,-0.0199337,-0.107271,-0.0536772,0.132311,-0.0113011,-0.160618,-0.139277,0.0027436,0.0342336,-0.0683187,0.0585443,-0.0698051,0.0924255,-0.0883234,0.143543,-0.0190409,-0.0310228,-0.339026,0.0223858,-0.163422,-0.0151402,-0.112021,0.0289803,-0.24285,-0.13334,0.167149,0.159584,0.23656,0.114791,-0.042863,0.114163,0.134886,0.159127,-0.22791,0.106964,-0.0344742,0.0592303,0.0547774,0.188914,-0.18176,-0.0734236,-0.0697596,0.0334188,-0.0590817,-0.0430182,0.271928,0.164893,0.13263,0.0507621
28,-38.4221,-0.114518,0.218104,-0.255667,-0.0785598,0.0675809,-0.0891812,-0.122407,0.124649,-0.107528,0.0406811,0.0707343,-0.300416,-0.15208,-0.0833537,0.090012,0.0210971,-0.0396234,-0.0393703,0.0789304,0.0808102,0.110306,-0.0524101,0.0815703,0.292759,0.188225,0.15023,-0.145726,-0.0534699,-0.0534336,-0.00772859,0.00932744,-0.140574,-0.322069,-0.131606,-0.241524,0.0867254,-0.144489,-0.240027,-0.00212062,0.102429,-0.0168078,-0.17131,-0.080084,-0.00901403,-0.00121424,-0.156142,0.00664724,-0.120949,0.0357495,-0.0132192,0.135926,-0.115442,0.0408718,0.0986598,-0.152237,-0.136409,0.09963,-0.0175428,0.0374003,0.022088
29,-36.4256,0.0936149,0.0960124,0.204513,0.00533894,0.16218,-0.0549996,0.0791719,0.141132,-0.171664,0.0969834,-0.0771747,0.144764,-0.191294,-0.128705,-0.163919,-0.0640889,0.00814358,0.157548,0.0227407,-0.259617,-0.16662,-0.0607967,-0.198966,0.11345,-0.0531914,-0.0519252,-0.0624324,0.00142893,0.169826,-0.134493,-0.225432,-0.0850593,0.127132,-0.163548,-0.162745,0.0252945,0.0951988,0.0979856,0.00162994,0.16811,0.00685033,0.0350301,-0.151479,-0.0109936,-0.047122,-0.12544,0.189087,0.0501991,-0.0038096,0.0815989,0.208945,-0.0802299,0.223717,-0.0722137,0.113356,-0.131717,-0.18305,-0.0802307,0.239088,-0.0819951
30,35.4143,-0.235964,-0.187362,0.0133201,-0.0419398,0.0437421,-0.285123,0.0689253,-0.0927336,-0.00717756,0.0525547,0.0642251,-0.0457789,-0.147581,-0.0888362,-0.231645,0.123045,0.245522,-0.0888954,-0.114766,-0.0753504,0.0557668,0.109265,0.00787014,-0.217174,0.11436,0.0155624,0.0908867,0.0705452,0.0899616,0.0433121,-0.061506,-0.0647046,0.0435248,-0.0532551,-0.0932605,-0.22965,-0.144815,-0.151889,0.0205608,0.199839,-0.103164,-0.0169888,0.158224,0.0620718,-0.0199374,-0.172393,-0.00603472,0.0280663,-0.22674,0.232222,-0.0885167,0.19482,-0.156225,-0.0649705,-0.078815,0.0807255,0.0483992,-0.250891,0.0790843,0.155106
31,33.4279,-0.126231,0.168162,0.0865897,-0.0308204,0.0952473,0.188086,0.164836,-0.159468,0.0461262,0.00140831,-0.122237,-0.115636,0.0390934,0.0826644,0.189061,-0.216888,-0.0756846,0.017377,-0.0143209,0.0157606,-0.135214,0.00306904,-0.017285,-0.0522199,0.10246,-0.186441,-0.111336,0.305957,-0.19885,-0.0268571,-0.144088,0.0103841,-0.0848039,-0.00429977,0.338803,-0.0668949,-0.0841859,0.141591,-0.0711694,0.0339748,-0.0441452,-0.190761,-0.0637093,0.118294,-0.022821,-0.196914,0.042628,-0.0584917,0.10297,0.229416,0.0710383,-0.0594521,-0.134704,-0.0779941,-0.242152,0.0225596,-0.0935874,-0.23868,-0.00304737,-0.0826152
32,-33.0323,0.0899185,-0.0579835,-0.0396292,0.085479,0.117032,-0.163495,-0.132183,-0.00478146,0.220217,0.0959473,-0.0150808,-0.129665,0.0339034,0.0292984,0.0838137,-0.22135,0.180058,-0.140772,0.0119864,-0.078358,0.0515353,0.0224939,0.131465,0.104152,-0.250186,-0.0415448,0.0979852,-0.100771,-0.0504092,-0.168442,-0.0821892,-0.0448305,0.179597,-0.26307,-0.0433584,0.109187,-0.00663781,-0.0860149,0.102019,-0.15578,0.0409992,0.220989,-0.154443,0.27914,0.141546,-0.250466,-0.110409,-0.0102821,-0.000360229,0.0689739,-0.103568,-0.24764,-0.18558,-0.172344,-0.0341457,0.11121,-0.0553824,0.0954384,-0.048989,-0.040257
33,32.0747,0.324215,-0.126947,-0.206104,0.203601,0.0886819,-0.0219394,-0.115311,-0.135049,-0.0331703,-0.00457758,0.0403432,-0.181918,-0.123762,-0.0707724,0.0620386,0.246911,0.0310647,0.116583,-0.0974783,0.0212557,-0.163589,-0.177837,-0.0625067,0.114707,0.0335377,-0.185266,-0.0486991,0.112808,0.0913327,0.0964934,0.123448,0.0956955,0.0661724,0.178505,0.091459,-0.0219916,-0.0935299,-0.133885,0.0533651,0.0872404,-0.0929786,-0.166416,-0.0894526,0.128208,0.0932108,0.00778299,0.108503,-0.0405219,0.183701,-0.00537058,-0.296888,0.0626843,-0.0396455,-0.250869,0.0815437,-0.133512,-0.143086,0.0757626,0.177852,0.0598101
34,-30.4071,-0.0761391,0.0264749,-0.139577,0.09846,-0.0574789,-0.131142,0.173854,0.12538,0.00364179,-0.171578,-0.0448204,-0.0336289,0.055324,0.233344,0.0212337,-0.168915,0.0556894,0.198252,-0.023172,0.0595346,0.121188,0.041552,0.185141,-0.116854,0.114396,0.158488,0.00921586,-0.186219,0.0347799,0.0265169,-0.0796701,0.154031,-0.185143,0.144904,0.0216882,0.0687645,0.0855876,0.155977,0.134393,0.110743,-0.0241636,0.0327627,-0.177365,0.0935374,0.18792,-0.243409,0.0319518,0.19507,0.0674078,-0.0467317,-0.164331,0.166482,0.00626053,0.0488365,0.246196,-0.0503956,0.0375818,-0.132029,0.243737,-0.244495
