Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47
10,53.9627,0.0782379,-0.240916,0.0337337,0.0326108,0.0599924,-0.0494672,-0.067095,-0.122428,0.094614,-0.273563,0.0101511,-0.062866,0.2255,-0.0287322,0.0910757,0.0513695,-0.16873,-0.0401245,-0.110738,-0.0866775,0.110878,0.046374,-0.0757407,-0.018535,-0.0744052,-0.226082,0.189372,-0.303669,-0.0389718,-0.0735715,0.146067,0.0153451,-0.0669667,0.239135,-0.0731428,0.104272,-0.0612272,0.377443,-0.0517916,0.0467471,-0.122063,-0.238672,0.0422165,-0.0172497,0.138739,0.2334,-0.311187,-0.0237066
11,-52.2846,-0.0885223,-0.0547108,0.262398,-0.156282,0.211364,-0.0754814,0.258165,0.0675748,-0.27546,-0.204974,0.0115905,-0.00363655,-0.0213114,-0.256321,-0.105892,0.30824,0.138934,-0.143459,-0.194184,0.0242674,0.247094,0.0126508,-0.108001,-0.034771,0.0553358,-0.2244,0.00679699,0.116749,0.116161,0.244373,-0.124301,-0.0251452,-0.146895,0.04133,-0.21391,-0.209963,0.0579705,-0.106301,-0.00990265,0.173731,-0.0098055,0.0676527,-0.0360991,0.0156765,0.0819297,-0.0135699,0.063559,-0.00117521
12,50.6356,-0.0224838,0.0463023,0.115046,0.1033,-0.0574705,0.176594,-0.0940436,-0.151534,0.142263,-0.00218725,0.121616,0.0454631,0.122013,0.0776841,0.195106,0.117507,0.149745,0.186958,0.0013654,-0.0787405,-0.0555472,0.178414,0.21851,0.0512228,0.0472225,-0.337985,0.0323026,0.0245957,0.0144629,0.0789441,0.0735109,-0.105958,-0.0905866,-0.347299,0.166768,-0.163448,0.267952,0.185102,-0.0162004,0.103599,0.134812,0.165322,0.0429975,0.245266,0.220629,-0.20442,-0.0725742,0.0596238
13,50.3038,0.133938,-0.0699969,-0.197293,0.082252,0.111539,0.124293,0.0728214,-0.136341,-0.122336,-0.0675291,0.215896,0.156604,0.0595479,0.0126316,0.165964,-0.110411,-0.0832827,0.110766,-0.269751,-0.180342,0.073757,0.0173036,-0.137033,0.15154,0.0620087,-0.151772,-0.00916703,-0.131869,-0.0164579,-0.129255,-0.128963,0.0856404,0.198239,-0.216395,0.089944,-0.0592037,-0.056619,-0.399938,0.0800923,-0.0158485,-0.128845,-0.0184651,-0.254733,-0.0563868,0.0560442,0.209667,0.0635868,0.29089
14,-48.3855,0.0658625,0.0894837,0.0638405,0.10173,0.00298209,0.175961,-0.199796,0.0170684,0.0117145,-0.0867508,-0.107662,0.0117973,-0.0626053,0.0498326,0.0304857,0.167829,-0.0754329,0.0909073,-0.000652054,-0.0465732,-0.362864,0.0906801,0.141223,-0.117196,-0.123953,-0.149065,-0.0830637,-0.142505,0.140825,0.134088,0.215203,-0.00451889,0.0259877,0.349944,-0.027597,-0.0387991,0.0437866,-0.384674,0.0313713,0.200431,-0.228895,0.0843367,0.135964,-0.304721,0.102867,-0.0699937,0.0733133,-0.0193057
15,44.0561,-0.0451209,-0.327443,0.0386117,0.116034,-0.284142,0.0866148,0.19295,0.0982331,-0.00392829,0.358953,0.0564919,-0.281451,0.0516938,-0.0271877,-0.0812492,0.0123144,0.110605,0.145149,0.137748,0.101182,0.0138316,0.164327,-0.117149,0.0699368,-0.0531353,-0.197533,0.063383,-0.106247,-0.233707,0.200483,0.113065,0.0892875,0.0889728,0.124418,0.00554916,-0.136679,-0.180142,-0.188377,-0.162545,0.0922284,0.215528,-0.0121658,0.0197962,0.053302,-0.125836,0.123053,-0.0634674,0.0915896
16,-43.0036,0.0163321,0.119737,0.245346,0.0466208,-0.0082915,-0.0484102,0.140455,-0.160666,-0.148462,0.042154,-0.012185,0.208978,-0.196585,-0.25833,0.041355,0.0431086,0.0411923,0.143588,0.153725,-0.227242,-0.0572814,-0.0326002,0.0609566,0.0255721,0.239882,0.114703,0.135615,0.0302791,0.0458559,-0.058532,0.343856,0.0733231,0.318004,-0.0745473,-0.0952096,0.0500703,0.206374,0.0739968,-0.326562,0.00802571,0.0342861,-0.140038,0.0987848,-0.0692349,-0.0823007,0.236968,0.0383495,0.0165941
17,-41.1511,-0.0669984,-0.228872,0.133168,-0.00125536,0.124435,-0.265485,-0.133781,-0.0824893,0.0593988,0.337694,-0.0435126,0.0724931,-0.016838,-0.0848834,0.0463608,0.0231463,0.0134723,0.0613785,-0.239088,-0.0107031,0.150582,-0.0958183,0.260384,-0.066372,-0.325454,-0.0761426,-0.0857746,0.164926,-0.188645,0.208363,0.0950617,-0.0027294,0.246287,-0.0589938,0.0854899,-0.0389878,0.0144038,0.141498,0.0727148,-0.159371,-0.245276,-0.0157668,-0.174421,-0.235923,0.00342045,-0.0719418,0.0608401,-0.0310963
18,-41.0551,0.225062,0.0741495,0.0595146,-0.0329592,0.0277371,-0.00686862,0.079318,-0.0459374,-0.0391805,-0.0367487,0.121864,-0.191317,0.140665,-0.0695817,-0.305035,0.0867621,-0.0744681,0.0200556,0.353461,0.172606,0.0229411,-0.133753,0.11118,-0.252603,-0.229044,-0.224462,-0.0317193,-0.0304336,0.277692,-0.0182494,-0.11445,0.141265,0.0997467,-0.241023,0.185903,0.0975287,0.0669556,-0.100975,-0.0739402,-0.116844,-0.212786,-0.255146,0.029152,0.11988,-0.0604517,-0.00203476,-0.018479,0.0664319
19,40.617,-0.0592105,-0.0872076,-0.167249,-0.084229,-0.361117,-0.0259306,0.0732106,0.117054,0.0491961,-0.0265324,0.0118878,-0.052448,0.0117373,-0.35119,0.0966577,0.109355,0.0738532,0.0642189,-0.154867,-0.125434,-0.0829461,-0.00426949,-0.0229758,-0.101504,-0.227053,0.101366,-0.0765361,-0.0249698,-0.0339642,-0.331083,-0.272657,0.00466385,-0.0837205,-0.0982749,0.104758,-0.132227,0.0817053,0.144596,-0.175609,0.214467,-0.0658744,-0.0904397,0.246845,-0.244373,0.0427032,-0.0544483,0.17715,0.116369
20,-38.7787,-0.0227291,0.324376,-0.146226,0.0614204,0.00791928,-0.0665814,0.14947,-0.165857,-0.132446,-0.105657,0.0628304,-0.0896276,-0.124302,-0.0959844,0.0689863,0.327343,-0.118594,0.0553569,0.0354145,0.235851,0.0354204,-0.0629251,0.135243,0.0663476,-0.0021383,-0.00139155,-0.324851,0.00270017,-0.403183,-0.111968,0.158183,-0.0166653,0.040452,-0.0732461,-0.0327073,-0.0859652,-0.312514,-0.00696133,0.0808128,-0.0781698,-0.00336039,0.0109309,0.164068,0.0149032,0.1694,0.0153131,-0.217091,0.0224521
21,38.7159,0.121506,0.175968,0.204613,-0.112075,-0.0513153,0.121437,-0.172122,-0.0859592,0.268219,0.0502324,0.121511,0.0787067,-0.0339579,-0.0369021,0.0586881,0.0948634,-0.052954,-0.142552,0.0639825,-0.0801075,0.182518,0.0841487,-0.116335,-0.11846,0.0853377,-0.0861307,-0.0380548,-0.0629299,-0.170964,-0.0481646,-0.0478859,-0.0265086,-0.040911,0.145947,-0.185588,0.0558927,-0.222907,0.0351213,-0.343405,-0.144701,-0.160573,0.0912186,-0.110651,0.0703054,-0.166394,-0.300151,0.185651,0.353488
22,34.9955,0.156464,-0.0762025,0.0584848,0.133481,-0.166232,-0.0972005,-0.287326,0.189522,-0.000257127,-0.134882,-0.0363285,0.155602,0.198498,-0.137031,-0.133132,0.206443,0.10347,-0.129528,0.119848,-0.0351352,-0.0230088,-0.398557,-0.0706346,0.329355,0.0605913,-0.000471026,-0.125816,-0.140781,-0.20399,0.169271,-0.0149772,-0.30537,0.0252018,-0.0832046,0.0574686,0.133424,0.165448,-0.0892484,0.0662539,0.0395534,0.0737163,-0.0229162,-0.00915096,-0.0368043,-0.129132,0.0288465,-0.045031,0.121663
23,-31.2972,0.297044,0.190049,-0.137181,-0.0355821,0.168739,-0.274692,-0.00835691,0.015388,-0.0984271,-0.010778,0.0199563,-0.194975,0.122047,-0.0421092,0.0450467,-0.129412,-0.182307,0.0981362,0.0210605,-0.135204,-0.123107,0.294538,0.0160912,-0.0248553,-0.122071,-0.157081,0.00341244,0.250846,-0.236989,0.0876853,-0.0942475,-0.145173,-0.0276158,0.103947,-0.180591,0.0779193,0.258683,0.0538326,0.10671,0.00931908,0.1442,0.0448386,0.161636,0.0323582,-0.221685,0.1555,0.142542,0.178343
24,30.8797,0.00694537,0.0313628,0.408221,-0.195326,0.146183,0.259439,-0.0242998,0.126049,-0.0732046,-0.0114567,-0.0096222,-0.188757,0.0560199,-0.0581632,-0.0201919,0.004608,-0.0448825,0.0437522,-0.0591186,-0.0458345,-0.138899,-0.259091,0.086075,0.127453,-0.182655,-0.0509126,0.181774,-0.0184456,-0.105949,-0.405232,0.0573673,0.00656673,0.153793,0.090389,0.0966134,-0.0888946,-0.136531,0.0872924,0.252055,0.0247569,0.101609,0.210499,-0.0122662,0.161332,-0.0976339,0.0945716,0.185435,0.00243079
25,-30.1712,0.152142,-0.143915,-0.0544851,-0.244832,-0.0173665,-0.0938083,0.12673,0.065669,-0.27031,0.19638,0.0385116,0.249305,0.0267885,0.122022,-0.013919,0.00894667,-0.13813,-0.283561,-0.215757,0.0837275,-0.192448,0.0467173,-0.0105459,-0.049343,-0.0110941,-0.0109951,-0.110351,-0.0285063,-0.0956132,-0.116882,0.0889873,-0.0799805,0.167,0.14651,0.205309,0.110376,0.145719,-0.0511967,-0.226898,0.167327,-0.0750049,0.0247212,0.0771148,0.382761,0.0668072,-0.191951,-0.13867,-0.03446
26,27.7176,0.0209751,-0.0805385,-0.192879,-0.117552,-0.0128255,0.0480843,-0.00708918,0.0690342,0.053479,0.132601,0.148168,-0.0561935,0.156389,0.089631,-0.0191104,0.145939,-0.0401765,-0.128185,-0.119053,-0.349093,-0.154674,-0.304882,0.124852,-0.128172,-0.0304255,-0.0986055,-0.0454805,-0.0193708,0.0447321,0.0692505,0.026649,0.220304,0.00686926,-0.192027,-0.453275,0.13831,-0.081082,-0.0644207,-0.123932,-0.184442,0.226425,0.15248,0.131985,0.00306511,0.133075,0.0369674,0.0110671,-0.173729
27,-27.1858,0.0452676,0.0428289,-0.0972646,-0.0342055,0.12201,-0.170174,0.0712915,-0.00999835,0.278967,-0.0370509,-0.339227,0.107559,0.0536051,-0.0476994,-0.0907573,-0.0482876,-0.0701975,-0.264096,-0.0849298,-0.0581572,0.0620598,-0.0317218,0.234441,-0.103496,-0.0145751,-0.0336193,0.0979175,-0.0297919,0.0259038,-0.0759184,0.260711,0.119587,-0.221532,-0.181528,0.183028,-0.256095,-0.104125,-0.176698,-0.0774774,0.156189,0.15054,0.121474,0.0182431,-0.0377857,-0.310327,0.100634,-0.16145,0.182555
28,-26.9283,-0.0412619,0.109718,0.0177262,0.159799,-0.0885676,-0.267801,-0.0966606,-0.0149707,-0.230944,-0.0781558,0.172756,-0.208798,0.226993,-0.0368236,0.382987,0.0273872,0.204763,-0.0380385,-0.0294342,-0.134787,0.147243,-0.0469527,0.0797054,-0.198174,-0.108278,0.142406,0.0782136,0.043705,0.272103,-0.062217,0.114467,-0.234577,0.0744073,0.170854,0.157718,0.0380107,-0.19114,-0.185637,-0.096007,-0.0758039,0.201343,0.0254467,-0.0848412,0.0637313,-0.0641357,-0.103827,-0.07471,-0.0129283
29,26.0541,0.24706,-0.0416286,-0.184507,-0.140796,-0.0418954,-0.0659982,-0.0820011,-0.113258,-0.10247,-0.11365,-0.0688924,0.0010923,-0.220188,-0.0546063,-0.00876304,-0.114087,0.236496,0.108236,0.0399082,-0.261153,-0.0226329,-0.131468,-0.136287,0.0962333,-0.121526,0.0612602,0.175491,-0.090103,-0.0178721,0.19254,0.0920485,0.153448,0.0397256,0.0526402,-0.0460703,-0.362991,-0.0879264,0.0217748,0.194102,-0.120233,-0.134906,-0.133703,0.21359,0.255527,-0.0572107,-0.318602,-0.0641174,0.024657
30,-22.2043,-0.129978,-0.0855761,-0.0963497,0.306649,0.275122,0.131862,-0.103686,-0.129923,-0.099381,0.0497927,-0.187738,0.0056732,0.0875277,-0.109084,-0.152472,0.225109,0.138473,-0.142818,0.0599759,-0.107035,-0.0343479,0.227832,-0.218647,-0.0330501,-0.274599,0.262713,0.198444,0.063526,-0.105074,0.0105403,0.0618508,0.0368154,-0.0141903,-0.179083,0.046729,0.282562,-0.109398,-0.0225227,-0.020006,0.0501101,-0.0991161,0.138381,0.126432,0.17491,0.137109,0.020731,0.111791,0.113564
31,21.934,0.0671438,-0.293092,0.195537,0.0649451,0.04892,-0.116057,0.0416199,-0.247221,0.0452417,-0.178195,0.132578,0.161081,-0.0473767,-0.0127577,-0.212361,-0.0284258,-0.175531,0.0742165,0.0493699,-0.104922,0.181968,0.142288,0.22257,0.153665,0.00421683,0.0518773,0.0203827,-0.0314242,-0.0722214,-0.10644,-0.200167,0.067575,-0.0382295,0.128892,0.159828,0.112174,-0.0479093,-0.22068,-0.00564563,-0.145954,0.313366,0.0384422,0.305272,-0.11826,0.0582755,-0.236646,0.080956,-0.141017
32,21.5127,-0.119894,0.0222935,0.0860119,0.104699,-0.0877174,-0.22127,-0.17868,0.141145,-0.0379902,-0.190409,0.227437,0.0756028,-0.167021,0.026331,-0.15502,-0.143484,-0.253111,-0.0530954,-0.0248218,0.0654501,-0.284611,0.0551693,-0.204293,0.144095,-0.168558,-0.145154,0.203144,0.185382,0.0710215,0.0439377,0.0163387,-0.168558,0.0195267,-0.219687,0.0114451,-0.228399,-0.2524,0.0301937,-0.291246,-0.110373,-0.0723774,0.14411,0.023441,-0.0453172,0.0465629,0.0704096,-0.0484504,-0.100843
33,-20.5856,0.0979726,0.106197,-0.0502293,0.0865465,0.177773,-0.0988546,-0.34008,0.0502195,-0.0714968,0.0423911,0.101667,0.172089,0.0355843,0.173881,-0.332639,0.18502,0.252975,0.189585,-0.179318,0.0887656,-0.104519,0.0804965,0.0653799,-0.163312,0.0969305,0.0255656,-0.0111098,-0.0233031,-0.00991376,-0.107723,-0.162383,0.150509,0.143362,0.0804737,-0.0402517,-0.160501,-0.176793,0.159486,-0.0656148,0.219376,0.288974,-0.245793,-0.118641,-0.017521,-0.0345423,0.0314171,0.0033941,0.0502994
34,16.7016,-0.174116,0.00491387,0.027252,-0.045445,-0.353901,0.0112862,0.0846395,-0.112278,-0.19421,-0.22688,-0.11848,-0.0709462,0.0651885,0.2681,-0.0364086,0.107584,-0.045893,-0.10079,-0.146906,-0.0439176,-0.0910062,0.0406556,0.259291,-0.0929894,0.242585,-0.0063319,0.249846,0.0306856,-0.0763464,0.253624,-0.189569,0.0569662,0.218661,-0.0881646,0.0820497,0.153297,-0.169743,0.127676,0.125426,0.0332194,-0.165766,0.0488009,0.109217,-0.0381627,-0.220709,0.0125953,0.0703872,0.162496
35,-15.9362,-0.260963,-0.052021,-0.00258947,-0.23774,0.20525,-0.0522733,-0.190592,-0.170996,-0.133261,0.0232991,-0.10206,0.0270103,0.210173,-0.303348,0.203434,-0.209251,-0.102711,-0.102035,0.323458,0.028814,-0.276896,-0.052341,-0.111499,-0.172825,0.201237,-0.10483,-0.0162761,-0.0939277,-0.164735,0.131694,-0.163077,0.114599,0.0680253,-0.04562,0.116227,-0.0700148,-0.110061,-0.0145214,0.0161532,0.0718374,0.159644,-0.055846,-0.0602603,-0.115274,0.12083,-0.12455,-0.00288712,-0.00312414
36,14.8284,-0.173949,-0.0337263,0.0361686,0.24188,-0.0290907,0.0457458,-0.247164,0.268982,-0.2794,-0.100025,0.00689593,-0.133416,0.0139558,0.0381279,-0.0624444,-0.222412,-0.212727,0.112949,-0.146427,0.049674,0.261343,-0.157423,-0.0731976,-0.183784,0.149608,-0.0637248,-0.0404793,0.0943617,-0.16216,-0.0906652,0.275232,0.300569,-0.128823,-0.0672339,-0.00515113,0.0327846,0.203712,-0.0381736,-0.0315451,0.0215966,-0.0178187,-0.053807,0.139849,0.0140309,0.010789,-0.219724,0.0513239,0.138259
37,-13.4601,0.450035,-0.0599714,0.231715,0.176683,-0.0927185,0.00685469,0.0191116,0.0378489,0.0438836,0.0442697,0.119318,-0.150092,0.136653,-0.208557,-0.0889033,-0.206826,-0.00829964,-0.104332,-0.0455177,0.00975112,-0.0461082,0.105369,0.11667,-0.210096,0.236045,0.321274,0.0653708,0.00579577,-0.13511,0.00520886,-0.038805,-0.0428915,0.0269603,-0.172436,-0.161296,-0.11893,-0.0819555,-0.0362638,0.12599,0.183467,-0.186247,0.142133,-0.0818292,-0.0443396,0.188898,-0.047945,-0.16048,-0.143444
38,-12.0452,0.0507764,-0.181086,-0.140311,0.120644,-0.0868976,0.0149563,0.126747,-0.17021,-0.189963,0.0702173,0.183256,0.152324,-0.147172,0.0349268,-0.0198708,0.202401,-0.364394,0.0381314,0.221339,-0.0389854,-0.00476921,-0.102809,-0.0777451,-0.172637,-0.118721,0.0457245,0.0759969,-0.0765676,0.100541,-0.027853,0.142906,-0.109717,-0.111222,-0.043754,-0.111521,-0.0444146,0.00551943,0.209006,0.239489,0.248781,0.150148,0.113335,-0.29643,-0.101945,-0.195644,-0.201495,0.0823294,0.0470716
39,11.6014,-0.138383,0.0284101,0.0689663,0.117905,-0.154316,-0.0704197,0.316496,-0.0519592,0.146355,-0.32206,0.0212587,0.197908,0.363777,0.116785,-0.161059,-0.130603,0.198106,-0.063774,0.113257,-0.096445,-0.146211,0.0300721,-0.155631,-0.0685903,-0.168511,-0.0107448,-0.221138,0.216381,-0.130782,-0.103967,0.158615,0.184805,0.178217,0.150892,-0.0849617,-0.106314,0.0940029,0.0325797,0.0870229,-0.0593337,-0.00111483,0.0449921,-0.190203,-0.0257026,0.042997,-0.108694,0.0139653,0.033749
40,-10.4037,-0.0321413,0.158353,0.0668639,0.00719359,-0.0967063,-0.0091878,0.0134965,-0.342588,-0.120993,-0.018535,-0.1812,-0.0899777,0.0600006,0.135291,-0.192918,-0.242474,-0.111121,0.182946,-0.0665978,-0.138015,0.0849614,-0.250129,0.0650685,-0.0245927,-0.17188,0.140158,-0.164829,-0.178835,-0.0918863,0.193564,-0.0887567,-0.134311,-0.184365,0.0605105,0.0240623,-0.0955706,-0.00911435,0.00823165,-0.301633,0.187877,0.00522807,0.0543455,-0.13637,0.18715,0.179548,0.183028,0.213933,-0.050665
41,9.64795,0.00742446,-0.304111,0.0592566,0.170698,-0.0800165,-0.0632885,-0.0489818,0.0810148,-0.0382991,-0.218324,-0.273171,-0.043668,-0.36341,-0.170283,0.0881651,-0.0521278,0.0217424,-0.005621,-0.00277677,0.0636939,-0.236195,0.0586433,0.262614,-0.0958357,-0.0505727,-0.0332953,-0.184813,-0.033377,0.0728441,-0.0747123,-0.126788,0.0308493,-0.010157,0.0222831,-0.195478,0.0892698,0.0075068,-0.00291693,-0.012859,-0.200027,0.132961,-0.00534519,-0.273568,0.289045,0.0958969,0.0530446,-0.0466665,0.268563
42,8.30169,-0.196896,0.0644541,-0.0287745,0.348838,0.0762235,-0.106803,0.136353,-0.041952,0.057201,0.271012,0.14574,0.105482,-0.142834,0.00895264,-0.138926,-0.123196,0.117604,-0.169264,0.0615944,-0.11835,-0.0397357,-0.251894,0.0343087,-0.242966,0.156615,-0.214646,0.120121,-0.0786288,-0.0310245,-0.121616,-0.187007,-0.217587,-0.0496415,0.238401,0.0272596,-0.11629,0.0594029,0.0254064,0.171237,-0.087768,-0.118391,0.0620773,0.243267,0.0558534,0.123042,0.118495,-0.0392489,0.180249
43,-7.0077,0.182092,-0.183763,0.11569,-0.0158943,-0.0581705,-0.151996,-0.0519176,-0.0871623,-0.0229079,-0.00788979,-0.19588,0.121287,0.0558354,0.379637,0.30026,0.0477459,0.0690005,-0.114995,0.167748,0.337738,0.102517,-0.0729234,-0.0873363,-0.105134,-0.0442867,-0.0042835,0.121804,0.0176163,-0.0454661,-0.151803,0.0324644,-0.0681411,0.0420197,-0.152749,-0.22591,-0.193232,0.0149391,-0.104926,0.00859601,0.00486812,0.0357128,-0.101345,0.216184,-0.0421999,0.183629,0.129828,0.331155,0.0397003
