Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57,Eigenvector_58,Eigenvector_59,Eigenvector_60,Eigenvector_61,Eigenvector_62,Eigenvector_63,Eigenvector_64,Eigenvector_65,Eigenvector_66,Eigenvector_67,Eigenvector_68
10,68.1003,0.0462092,-0.134509,-0.12918,0.00531697,-0.146272,0.0736645,-0.226504,-0.0346934,0.0419023,0.0110097,-0.014886,0.183516,-0.122943,-0.107875,0.103899,0.0212218,-0.179049,-0.0773967,-0.0926863,-0.0636274,0.115943,0.0540141,0.288524,0.0980579,-0.0143468,0.0471755,0.268049,0.0298766,0.110405,-0.0967227,0.114356,-0.0230707,0.0371525,-0.000668597,-0.0795007,-0.0539073,0.0757463,-0.134132,-0.0395656,-0.175103,0.0251511,-0.0387193,-0.27872,-0.232249,-0.0146632,0.0737453,0.177986,0.00274258,0.260875,-0.0693219,-0.13227,0.0132303,0.0148657,-0.146867,0.153155,0.0655723,0.106577,0.0562391,0.0806696,0.0220926,-0.118297,-0.141198,-0.112227,-0.0540726,-0.0349849,-0.127592,-0.18858,0.194162,0.01563
11,-68.0077,-0.0828507,0.000160244,0.00954301,0.222813,-0.0378309,0.0397165,0.143199,-0.173895,-0.116866,-0.12402,-0.0561142,0.164313,0.0948652,-0.0234502,-0.200708,0.122137,0.0588935,-0.0590278,-0.265377,-0.149911,-0.118198,0.0184149,0.070227,-0.0108428,0.0793291,0.0245779,0.0267396,0.129253,-0.0481649,-0.00470884,-0.0866209,0.0521842,-0.210632,0.0427473,-0.000212776,-0.222392,-0.21547,0.0358035,0.0723832,-0.0847037,0.114344,0.0949556,-0.130287,0.00782367,0.164323,0.268818,-0.0925543,-0.0928371,-0.00417624,-0.0206739,-0.0234298,0.0405139,-0.0774661,0.094805,0.350711,0.0231978,-0.061017,-0.0406491,-0.0279814,-0.032188,-0.0326357,0.234671,-0.0302114,-0.18848,-0.0725269,0.0532246,0.0335813,-0.202905,-0.0833077
12,65.8809,-0.0233877,-0.0890779,-0.0193356,0.0171024,0.0317523,0.132573,0.169975,0.162424,-0.117924,0.277105,-0.134304,0.123585,0.0200529,0.113079,-0.126188,0.141109,-0.0278764,0.164243,0.0745902,-0.0834713,0.262037,-0.0231436,-0.209813,-0.00231451,0.0537286,0.0948296,0.212582,-0.100868,-0.0408881,-0.184211,-0.137645,-0.086347,-0.00792985,0.113085,0.042157,0.0939524,0.108454,0.189504,0.0989262,0.0714526,-0.152447,-0.145804,-0.119508,-0.0269311,0.174733,0.0468827,-0.105775,0.084069,-0.0444564,0.0269643,-0.0473194,0.102498,0.185589,-0.0179846,0.0161938,0.297246,0.0386346,0.0582337,0.10039,-0.202728,-0.0712452,0.0576717,0.15197,0.0190475,0.0682694,-0.132704,0.00397138,0.0174818,-0.123877
13,-65.2915,0.0672285,-0.0352101,0.103799,0.037495,-0.0853074,0.0472116,0.099438,-0.121912,0.029051,0.191349,0.0595073,0.0877741,0.132677,0.292049,-0.0222988,-0.00712211,0.0757754,0.0190461,-0.0495293,0.0788513,0.150387,-0.0302386,0.18606,0.0544151,0.159842,-0.127919,-0.123906,-0.0372235,0.0577452,0.132873,-0.169497,-0.00019418,0.0615742,0.00493458,-0.243083,-0.162429,0.121004,-0.0252932,0.0893898,0.175071,-0.050041,0.00442183,-0.174544,-0.0307855,-0.0949871,0.0418684,0.115002,0.0632828,0.0917961,0.21472,0.186444,-0.0509316,-0.125018,-0.0300842,-0.0259599,-0.0830103,-0.207562,-0.103431,-0.0303545,-0.0566153,0.166577,-0.111882,0.276882,-0.00443393,-0.274539,-0.0765954,-0.151512,0.00144338,0.105873
14,64.6986,0.0900344,-0.217379,0.0426275,0.138678,-0.0757324,0.00625026,0.0339035,-0.0382234,-0.0691982,0.268649,0.0595485,-0.154855,0.0802418,0.020761,-0.132744,-0.0912659,0.0401615,-0.137459,-0.0258519,-0.143627,0.000707602,-0.0695607,-0.0530848,-0.175482,0.0337483,0.0276026,0.00671584,0.127693,0.0825299,0.0651204,-0.077077,0.00109088,-0.00257066,0.25105,0.093815,0.121585,-0.0441927,-0.216829,0.0811123,0.0573547,-0.00289055,-0.104368,-0.106334,-0.146525,-0.157606,0.0360485,0.0165171,0.196993,-0.120371,-0.205239,0.154431,-0.188778,0.0393558,-0.0283503,0.197983,-0.0641186,0.0928704,0.12502,-0.166479,0.0840806,0.156127,-0.188262,-0.166647,0.18542,0.11143,0.165663,0.0903703,0.0051319,-0.13125
15,-63.7746,0.00500095,0.189607,0.0652863,-0.000118269,0.0403432,-0.0256659,0.0302961,-0.0244504,0.0794786,-0.203248,-0.144872,0.0174019,-0.0971438,0.0520513,-0.0732832,0.0373583,-0.0332521,0.026807,0.114132,-0.114309,0.330209,0.056387,-0.148584,-0.00843156,-0.0192097,-0.00902606,0.213988,0.227769,0.163676,-0.0420317,-0.188416,-0.133078,0.0385925,0.00774154,0.01345,-0.190744,-0.083983,-0.0643241,-0.0485037,0.0808152,-0.163362,0.305771,-0.0153838,-0.0192376,-0.00299119,-0.228595,-0.0843499,0.246064,0.021727,-0.0677865,-0.0619829,0.0176765,0.0548142,0.136672,0.000318623,-0.0844177,-0.0860947,-0.079436,-0.0655774,0.209768,-0.0857355,-0.0941737,-0.190089,0.0693506,-0.251816,-0.0198905,0.0583638,-0.0423405,0.0288021
16,59.9393,0.00727482,-0.139575,0.0493225,-0.0918991,0.0949766,0.0819057,-0.127763,0.0612573,0.0718418,0.107735,0.0018761,0.02768,0.0314319,-0.00573057,-0.172917,0.110433,0.118434,0.0973207,0.0611111,-0.103116,-0.154601,-0.00721031,0.116277,-0.225147,-0.260924,0.0754891,0.0524468,-0.0169093,-0.0524045,0.0805938,-0.115023,-0.234331,-0.113524,-0.142674,-0.089899,-0.0819021,-0.0578839,0.188411,-0.0809549,-0.166316,0.0960086,0.07226,0.0631785,-0.130582,-0.0299984,-0.228171,-0.111081,0.168977,0.00117813,-0.0045653,-0.10765,0.0827761,0.0624579,-0.0755389,0.0839937,-0.257141,-0.0666489,0.166214,0.105316,0.0518466,0.199657,-0.14008,0.204668,-0.198009,0.13977,-0.00529832,-0.160332,-0.0975445,-0.00185647
17,59.2704,0.0353077,-0.0343022,0.0442809,0.14664,-0.053913,0.106355,-0.151963,0.111058,-0.170618,-0.0569954,-0.01002,-0.0184291,0.0231392,0.0161046,-0.0931023,-0.0340437,-0.0420423,-0.1462,0.0322555,-0.159763,-0.00344329,-0.00626289,-0.151382,0.191698,0.0412216,-0.0970228,-0.133346,-0.0316914,-0.179935,-0.0103988,-0.118184,-0.0497362,-0.00913954,-0.0781489,0.0435173,-0.0507999,0.129079,-0.0339181,-0.183658,-0.0682111,0.0249851,0.169983,-0.0697766,0.176066,-0.116178,-0.110197,0.163332,-0.0161511,0.225033,0.153294,-0.150475,0.056402,-0.0403481,0.22432,-0.0584546,0.139718,0.0930658,0.157081,-0.129968,-0.12526,0.0560277,-0.0373571,0.0179535,0.169932,0.0548691,0.265398,-0.307609,-0.122102,-0.224714
18,-58.3512,-0.127888,0.0704671,-0.0100284,-0.141544,-0.093157,-0.114906,0.0936198,0.00346748,-0.159534,0.157502,0.00690648,0.0376861,-0.00464832,-0.0758352,-0.0259594,0.142629,0.0596158,0.0372116,0.023136,0.107696,-0.119041,-0.176329,0.0254181,-0.0522809,0.288399,-0.123114,-0.14649,0.242629,-0.0925063,0.0799844,0.0488683,-0.0917858,0.0625197,0.204456,0.00146983,0.154832,0.0799571,-0.145041,-0.248633,0.0206771,-0.0367902,0.133921,-0.189335,0.131994,0.139766,-0.080439,0.109161,-0.072659,0.007129,-0.0320377,-0.0858342,0.000657416,0.267332,0.15584,0.00646396,-0.0586897,-0.0274696,0.0967603,0.112532,0.0757988,-0.0523163,-0.141272,-0.0771186,-0.230653,0.0871262,-0.186535,-0.0374085,-0.110621,0.173299
19,-56.5114,0.0460782,0.218197,0.0740177,-0.0882875,-0.205515,0.103009,0.0569608,-0.162679,-0.158055,-0.0308977,0.316167,-0.0131469,-0.0776986,-0.0303456,0.0284506,0.125122,0.191758,-0.137171,0.0452096,-0.110852,0.0730184,0.00849496,-0.0722093,0.119156,-0.0693069,0.338036,0.0504583,-0.0781394,0.016121,0.0630084,0.194833,-0.0868295,-0.0374709,0.014841,-0.192646,0.0249268,0.066498,0.146983,0.0473896,0.196309,0.130803,-0.061444,0.109764,0.0986723,0.106809,0.0831768,0.163564,0.219196,0.108218,-0.0843244,0.113955,0.121788,0.193609,-0.00287285,0.0268787,-0.0444733,0.0134753,-0.153078,0.116362,0.00892437,0.0802683,-0.00664665,-0.152491,0.00733537,0.0463218,0.137152,-0.112751,-0.0549617,0.0155399
20,56.2682,-0.153802,0.232232,0.0939922,0.00954547,0.187915,-0.152348,-0.0327147,0.176135,-0.0655977,-0.096012,-0.0252112,-0.153989,-0.000647752,0.0933736,0.125562,0.0809526,0.123078,0.0134837,0.0936883,-0.0129636,0.0107469,0.0428273,-0.0789737,-0.2715,0.210071,0.0595283,0.0571074,0.075251,0.120541,0.0995348,-0.00152638,-0.1461,0.00571384,-0.00638477,-0.129019,0.0976054,-0.0414875,0.0145817,-0.172703,0.0712347,-0.00849008,-0.0397442,-0.112419,-0.266429,-0.0602934,0.365322,-0.0231571,0.0494107,0.183141,0.128972,-0.148225,0.0416701,-0.183721,-0.0124492,-0.0152816,-0.140991,0.0015658,0.0982698,-0.0368659,-0.214263,0.0201155,0.113633,-0.0486123,0.014639,0.0869477,0.11037,-0.0246802,0.188259,-0.0215124
21,-55.2479,-0.0538821,0.114657,-0.119108,0.0759991,-0.251749,0.128977,0.0502341,0.110029,-0.026071,-0.239306,0.20208,0.10303,-0.0770831,-0.00441357,-0.29709,0.0470746,-0.107861,0.0565783,0.089009,0.0706378,0.0459764,0.00198203,0.0193542,-0.215118,-0.0998627,-0.0593217,-0.155702,0.0633688,0.155419,0.0908347,0.0292869,0.0638911,-0.132078,-0.0210913,0.114673,0.0357049,0.0120538,0.117072,-0.120414,-0.151219,0.0733557,-0.124838,-0.116824,-0.0181059,0.0828217,-0.0233554,0.134016,0.0532901,-0.00425795,-0.0267786,0.185561,0.0227874,-0.0582901,0.12262,-0.140823,-0.156728,0.196834,0.0680362,-0.0148251,-0.177207,0.0275704,-0.0531945,0.0751115,0.149716,-0.156425,-0.2831,0.155568,0.0492252,-0.157551
22,53.1742,0.224235,0.083393,-0.106376,-0.0299383,-0.0252794,0.0342098,0.120056,0.162378,-0.219826,0.0376047,-0.0592553,-0.117042,0.284851,0.0896797,-0.165205,-0.166881,0.262502,0.0407014,-0.0344109,-0.028386,0.177663,-0.0804603,0.169871,0.18342,-0.00902,-0.0585398,0.0513651,-0.0452409,-0.13797,-0.209355,0.134659,-0.00627608,0.132111,-0.111142,0.115284,0.150414,-0.0598985,0.0509543,-0.126213,-0.278506,-0.079229,-0.0203533,0.0233716,-0.0939886,0.00196697,0.00400993,-0.0232862,0.0243702,0.131681,-0.00812491,0.143626,0.10732,0.0190507,0.0228127,0.0794721,-0.281524,0.00394483,-0.0243269,-0.0850083,0.0425231,-0.154834,0.0912323,-0.0249587,-0.0110549,-0.0553464,0.095823,0.0650999,0.0492756,0.184769
23,-52.9091,-0.100792,0.134152,0.0116653,-0.151942,0.00338672,-0.0972467,-0.092144,0.0501834,-0.0690778,0.248097,-0.0310177,0.187677,-0.0279985,-0.296601,-0.182077,-0.212021,0.132916,0.0484284,-0.113808,0.0356024,0.0436511,0.0641894,0.111737,-0.0958834,-0.129668,0.0655646,0.131895,-0.083792,-0.11558,-0.0901296,-0.0179906,0.264994,-0.00482858,0.130278,0.106073,-0.171725,0.165384,0.0218112,-0.139964,0.210076,0.20147,0.127783,-0.129831,-0.118662,-0.0210064,0.0617386,-0.0480313,0.145123,-0.0125264,-0.0549341,0.0234598,-0.10787,-0.152161,0.140921,-0.317751,0.0373927,-0.0503977,0.035301,0.00816167,0.0257844,0.0262698,0.127315,-0.0144349,-0.0109981,-0.0108777,0.095232,0.00677568,-0.0202018,0.0489442
24,50.3873,0.143322,0.100575,-0.172052,0.048209,0.217609,-0.0480803,0.190887,-0.17499,-0.0682995,0.0198435,0.0281568,0.0230855,0.00691428,-0.0571266,0.10316,0.0707586,-0.186048,-0.0940042,0.10682,-0.0561557,0.0549067,-0.0863383,0.0843939,0.00036562,-0.0869923,-0.157745,-0.0883524,-0.058365,0.012784,0.0318027,-0.180023,-0.128715,0.0840188,-0.0189506,0.0663405,-0.0291042,0.0573306,-0.017695,0.145884,-0.010369,0.150343,0.179783,-0.0733334,0.0985749,-0.00383922,-0.0543486,0.0622028,0.106375,0.183483,-0.179215,0.155669,-0.0492975,-0.0547664,-0.230513,-0.11138,-0.0478265,-0.073797,0.274191,0.229747,-0.313164,-0.113005,0.0696666,-0.0882573,-0.113192,0.0603915,0.146806,0.201177,-0.036796,0.00953446
25,-50.3363,0.140171,0.212769,0.149199,0.013926,0.18199,-0.00656091,0.0252205,0.0226038,-0.152234,0.118326,0.18101,-0.0971508,-0.162166,-0.0194642,-0.264738,-0.11873,-0.105472,0.0619795,-0.0207701,0.0908708,-0.140559,0.247877,0.021363,0.206967,0.102426,0.0438393,-0.0171294,0.244192,0.0658625,-0.0228737,-0.100396,0.0714567,0.0935051,-0.124432,0.0356736,-0.18062,0.0223036,0.00822689,0.0820532,-0.160695,-0.166162,-0.160893,-0.0164972,-0.0715917,0.0303872,-0.0796627,0.123961,0.0263271,0.0658965,0.132185,-0.1634,-0.147443,0.0518451,-0.0287308,0.0541862,0.0819384,0.0555249,-0.0655837,0.225144,0.0268912,0.258652,0.0383661,-0.0134972,-0.0395953,0.116335,0.0313329,0.205469,0.0580328,0.0405513
26,49.0935,0.0480342,0.0319335,0.177147,0.0790715,-0.118519,0.265937,0.0223405,0.155752,0.05163,0.019276,0.0118053,0.106817,0.0734654,-0.0392319,0.188351,-0.170837,-0.0512931,0.0344546,-0.0874506,-0.294588,-0.128735,0.0115385,0.0482012,-0.113138,0.068541,-0.0416426,0.131199,0.23217,0.0155607,0.0616141,0.00658002,0.0204758,0.21954,0.147332,-0.0520465,0.0604607,0.13326,-0.0246073,0.0660577,-0.0942811,-0.147273,0.130325,0.240836,0.0674866,0.0392293,0.0370997,0.1042,0.157042,0.0553262,0.0197713,0.058468,0.0831293,-0.17206,-0.122041,-0.195542,-0.0383168,0.0923822,-0.126295,-0.132405,-0.0270733,-0.0233534,0.119531,0.0509961,-0.220095,0.16832,-0.165954,0.0642862,-0.16616,-0.0971048
27,-48.5604,0.00434271,0.216798,0.024217,-0.0733933,-0.0736579,-0.177495,-0.0337058,0.0457652,0.118503,0.261389,0.194643,0.0975884,-0.151013,0.253817,-0.0741561,0.029766,-0.0381539,0.097677,-0.0819816,-0.0244023,-0.0310403,0.181372,-0.0577762,0.0742087,0.0519455,-0.248375,0.13384,-0.0700957,-0.185046,-0.00069948,0.134539,-0.096185,0.0272261,-0.0810906,0.123253,0.00329017,-0.182327,-0.0257413,-0.0009736,-0.061436,0.0475633,0.191968,-0.00974681,0.135931,-0.189261,0.23755,0.0717875,0.00706532,-0.1704,-0.159258,-0.0300948,0.190729,-0.00717873,-0.212826,0.0215204,-0.0691728,-0.0586702,0.0789265,0.0335065,0.0729223,0.0194674,0.0258173,-0.0289184,0.184583,-0.00958023,-0.140604,-0.0685051,-0.0650562,-0.187517
28,-47.6254,0.202799,0.0584767,0.0924226,0.0590483,0.111262,-0.0342359,-0.0150201,0.0231099,0.0512184,0.199485,-0.102676,0.0021868,0.0550011,0.113737,-0.000228597,0.22084,-0.108379,-0.0224601,-0.174859,-0.0343238,0.0933925,-0.161439,0.114874,-0.0492992,-0.103678,0.0600408,-0.206187,0.107388,-0.12042,0.102871,0.153466,-0.0647745,0.0644298,0.153908,0.0503863,-0.163759,-0.126608,0.0338692,-0.100138,0.0884136,0.116548,0.0201108,0.157994,-0.141204,0.314023,-0.10785,0.101619,-0.0421919,0.0168957,0.0955679,-0.0567104,0.0590416,-0.24479,0.0727867,-0.00686991,0.015334,0.043062,-0.145178,0.17462,0.0865854,-0.196192,-0.102428,-0.00505564,0.282174,0.143512,-0.000860415,0.0364285,0.129038,-0.112121
29,45.4536,-0.264884,0.232331,-0.0923608,-0.0502692,-0.00729309,0.0641167,0.0597574,-0.176989,0.0597847,0.128389,0.0801372,0.22747,-0.0259947,0.0458358,0.0378376,0.0893347,0.0935672,0.0438131,0.0417489,-0.0865195,0.177096,-0.0353577,-0.106697,-0.0111111,0.179968,0.184268,0.00986282,0.0163391,0.0658772,-0.0785022,0.0396518,0.116665,0.140149,-0.0938345,0.0303227,-0.0262809,-0.190151,-0.0831127,0.0781295,-0.203723,0.0816263,-0.0613262,0.0820941,-0.0957271,-0.190931,-0.209794,0.0541892,-0.206927,-0.00879951,0.0411737,0.161735,0.0337265,-0.14421,0.147142,-0.0185021,0.0739982,-0.0229874,0.10848,-0.106977,0.0346056,-0.0510332,-0.226984,0.133966,-0.208077,0.188278,0.170079,0.0606765,0.0832321,-0.114048
