Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31
14,-30.5234,-0.0361194,-0.117291,0.53079,0.0626021,-0.101393,-0.0797045,-0.25909,0.0786247,0.0657446,-0.300629,-0.277967,-0.290059,0.0137006,0.310846,-0.0705169,-0.0214957,-0.00299701,-0.144336,-0.0675845,-0.173234,0.0242347,0.088477,0.0253366,-0.0738555,-0.0909437,-0.00761478,0.0448508,-0.0778104,-0.244031,-0.0430817,-0.0595953,-0.315762
15,-28.2371,0.00764234,0.0255407,-0.0186093,0.202843,0.0849244,-0.414799,-0.03314,-0.163095,0.230406,0.105806,0.00631237,-0.202288,0.0303255,-0.191402,0.24925,0.109405,-0.109016,-0.162521,-0.2397,0.0310413,0.232807,0.092976,-0.0230711,-0.331459,-0.228882,-0.0866959,0.0754982,0.160892,-0.173723,-0.00733134,-0.102954,0.362846
16,-25.3007,0.298362,0.245126,0.0766857,0.0798442,0.0950806,0.00219913,0.279291,0.0106436,0.107203,0.0469913,-0.0139266,-0.0144992,0.101568,0.0887364,-0.36485,-0.109731,-0.0134746,-0.156185,0.372871,-0.0264599,-0.0690201,-0.112382,-0.0317497,-0.131561,-0.423824,0.0578918,0.285573,-0.0648866,-0.0416959,0.145215,0.275418,0.0811454
17,24.7708,0.225731,0.273268,-0.101116,0.0494292,-0.00586728,-0.146745,-0.0573053,0.486659,0.0596656,-0.0604979,-0.183497,-0.0288821,0.0719364,-0.145055,0.0948358,0.161412,0.274179,0.0119311,0.0586443,-0.0299984,-0.152245,0.142043,-0.0300355,0.166333,0.312713,-0.0684004,-0.038548,0.095724,-0.380141,0.244405,0.128854,0.107156
18,22.1101,0.211516,0.0938918,-0.0578137,0.141557,0.173222,-0.145907,-0.160767,0.171457,0.223698,-0.129547,0.204695,-0.194979,-0.115252,-0.167309,-0.228988,-0.196517,-0.163784,0.479181,-0.252973,0.172905,-0.0268303,-0.170354,-0.111559,-0.0258859,0.0712773,-0.141473,0.164921,-0.152172,0.0799252,-0.113986,0.00164158,-0.222342
19,-21.1966,0.0801811,-0.157659,0.0738621,-0.303925,0.236977,0.0725372,0.101327,0.108139,0.1597,-0.0435184,-0.0452766,0.164775,-0.209792,-0.0585395,-0.136121,0.229039,0.103732,0.0168696,-0.0662478,-0.124296,0.154999,-0.244666,0.388049,0.0104718,0.000782355,-0.0886307,0.321859,0.219891,-0.0273571,0.187936,-0.388358,-0.0181228
20,-18.829,-0.301748,0.0821776,0.0342417,0.407566,-0.170602,0.187165,0.00831376,0.392275,-0.0652982,0.0632046,-0.189638,0.0101618,-0.12307,0.158595,0.0307807,0.0603813,0.190922,0.0904558,-0.0255658,0.25419,0.26057,-0.193396,-0.14982,-0.00542555,-0.15199,0.0631483,0.14175,-0.120666,0.198275,0.098012,-0.193678,0.204364
21,16.3806,-0.312111,-0.251372,-0.203418,0.0546056,0.0623972,-0.0843019,0.0164471,0.220161,-0.0415558,-0.136575,-0.0192647,-0.20718,-0.189221,-0.408188,-0.0401688,0.0600536,-0.106708,-0.34553,0.2815,0.132491,-0.0082662,-0.0743119,0.0434552,0.111778,-0.0133486,0.131005,0.196366,0.0787247,-0.065077,-0.28821,0.17724,-0.188736
22,-15.6237,0.070362,-0.0201393,-0.159785,-0.100406,-0.129885,0.0841365,-0.426584,0.0403116,-0.131486,-0.0284321,0.0440891,0.0506697,0.335049,0.0900991,-0.128775,-0.108334,0.128811,-0.162343,-0.381539,0.150455,-0.180367,-0.196281,0.160985,-0.0405444,-0.0622535,0.304452,0.259978,0.227089,-0.013443,-0.103146,0.133054,0.161732
23,13.6235,-0.14158,-0.00645144,0.175174,-0.0545584,-0.230473,0.0411408,-0.0729414,-0.151373,0.0587231,-0.0387588,0.192013,0.23415,-0.38863,-0.144271,-0.243536,0.120878,-0.0847263,-0.0545852,-0.108898,0.342518,-0.165285,-0.0442211,-0.00685944,-0.116767,-0.00561818,0.121036,-0.147538,-0.216816,-0.407341,0.273201,0.0685119,0.0989044
24,-11.4206,0.12639,-0.169344,0.24469,-0.25345,-0.135147,-0.286165,0.0570809,0.0858882,-0.137609,0.0220057,-0.0971666,0.229267,0.103497,-0.0382624,-0.0648551,-0.0726871,-0.112205,0.0279011,0.117511,0.142298,0.125466,0.229447,-0.135479,-0.0168595,0.305114,0.0401424,0.390518,-0.292901,0.0674861,-0.225843,-0.081367,0.296182
25,9.7559,-0.0012665,0.0600633,0.155588,-0.283421,-0.131759,0.108581,-0.0458709,0.25815,0.00870763,0.117182,0.355446,-0.155363,-0.149858,0.0480633,0.0773326,-0.215121,0.216097,-0.104208,0.154471,0.254125,-0.129772,0.259028,-0.0849895,-0.310461,-0.072831,-0.266752,-0.00266706,0.327296,0.122106,-0.0517356,-0.12047,-0.0584261
26,7.016,-0.118206,-0.00804069,-0.0993048,-0.0431696,-0.0277429,0.266232,0.113695,0.202133,0.212459,-0.184732,-0.00602619,-0.0202959,0.0892203,0.317731,0.207069,0.183337,-0.553866,0.173952,0.062941,0.101507,-0.0847628,0.0828538,0.243025,-0.236318,0.124451,-0.0348692,0.0851559,0.0681166,-0.0469673,-0.0130093,0.226518,0.145458
27,5.00243,0.00580605,0.113847,0.126093,-0.223266,-0.1929,-0.136775,-0.0897817,0.0409019,0.403993,0.116406,-0.17841,0.0620239,0.0460052,0.0370432,-0.119717,0.299811,-0.104324,0.0148997,0.109425,0.0651881,-0.161101,-0.306398,-0.232926,0.222089,-0.120238,-0.0404835,-0.269833,0.188244,0.123677,-0.358131,-0.0729008,0.107289
28,-3.6748,-0.173383,0.141045,0.17477,-0.120557,0.314562,-0.0249712,-0.0533248,0.0954271,0.272287,-0.132343,0.00977844,0.0429364,0.206297,-0.179926,0.0089599,0.13766,0.100709,-0.267599,-0.0990965,0.0376138,-0.0512891,0.0414077,-0.0281717,-0.24939,0.166198,0.20975,-0.130958,-0.247947,0.477564,0.228508,0.0948918,-0.0776816
29,-3.18771,0.0231087,0.0892356,-0.0383435,-0.0409754,0.127787,0.122861,-0.120838,0.131563,-0.0209439,0.363156,-0.105229,0.0864029,0.185474,-0.141351,-0.029612,0.228437,0.0228185,0.155125,-0.00974486,0.177705,0.00141685,0.374318,0.319727,-0.0174479,-0.360181,0.0595327,-0.0670383,-0.287187,-0.142662,-0.245995,-0.124356,-0.22636
30,2.62792,0.0605723,0.178401,0.242224,0.250992,-0.00247426,0.238577,0.291231,-0.0577952,0.357497,-0.0124256,-0.0356579,0.233269,-0.106734,-0.127433,0.197904,-0.327071,0.0382508,-0.090221,-0.17932,0.0153051,-0.0930168,0.152516,0.0565338,0.164419,0.106552,0.300587,0.114055,0.175355,-0.0769504,-0.273811,-0.0804344,-0.0580812
31,0.833558,0.363287,-0.330855,-0.209826,-0.0653943,-0.14879,0.186932,0.178675,-0.0808842,0.0892645,-0.157028,-0.15981,-0.298577,-0.0873935,-0.0571239,0.210407,0.164229,0.146164,0.00806695,-0.0606526,0.064554,-0.382742,0.0295858,-0.186665,-0.097121,-0.127413,0.161984,0.0691192,-0.239792,0.0835439,0.0428869,-0.220475,0.0463916
