Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49
10,-54.8365,-0.0460601,-0.06353,-0.00965948,0.0625856,-0.133598,0.0252936,-0.263921,-0.135921,-0.0653463,0.0972669,0.0670599,0.0653201,0.108829,-0.380002,-0.197977,0.116003,-0.230545,0.208984,0.128182,0.0701672,-0.173848,-0.096941,-0.0764853,0.00681421,0.0308583,-0.0349324,0.158415,-0.179199,-0.210184,0.131579,-0.252756,-0.0602736,0.00580679,-0.053226,0.224977,-0.0871862,0.0260711,0.0365383,-0.22204,0.160094,0.075767,0.102224,0.104753,0.0891213,0.0578683,-0.120096,-0.0566949,-0.0531113,-0.0330436,-0.31891
11,54.7595,-0.0897428,0.0551613,0.0527794,-0.148964,0.166049,-0.136072,-0.0410565,0.100577,-0.0515124,0.198381,-0.0846533,0.240788,-0.00931681,-0.246566,-0.234175,-0.00309399,0.110469,0.0412698,-0.0300813,-0.0239991,-0.029243,0.168081,0.159426,-0.00652112,-0.275318,0.015482,-0.215375,0.158847,0.250524,-0.0656466,-0.0932225,-0.000154206,-0.168264,0.189833,-0.102307,-0.162434,0.195025,0.192425,0.115082,0.0669645,-0.122354,-0.0418735,0.111028,0.165459,-0.129121,-0.0788859,0.257863,0.0645158,0.139008,-0.162757
12,53.0169,-0.358324,-0.2641,0.0144051,-0.106403,0.0642871,0.0151735,0.00929656,-0.188239,0.0320302,-0.040803,0.185442,0.0888923,-0.351124,0.132479,-0.0342426,0.287185,0.0238843,0.0380496,0.197279,0.0362385,0.155007,0.0884362,-0.0680702,-0.0635454,0.127914,0.0621452,0.101251,-0.00756397,0.107511,0.0450149,0.168281,-0.16031,-0.163277,-0.00182964,-0.050869,-0.217132,-0.031446,0.177166,-0.019173,-0.136727,0.00200337,0.0164445,-0.074657,0.108095,0.132322,-0.276172,-0.10252,-0.195197,0.070746,0.0854613
13,-51.7712,0.137012,0.043613,0.218032,-0.215565,-0.160845,-0.182466,-0.0376886,-0.0414571,-0.231074,-0.0791835,0.00185012,-0.208917,-0.135565,-0.107786,-0.0639736,0.0699031,0.11633,-0.278637,-0.0795257,0.186907,-0.019513,-0.00845732,-0.0557102,0.0574492,-0.00108123,-0.136216,-0.211016,-0.0591389,-0.0928587,0.0406361,0.128931,0.202033,0.0278243,-0.157349,-0.118631,-0.168457,0.135146,0.0152956,-0.306239,0.0370396,0.149208,0.00391147,0.308677,-0.142708,0.00750756,-0.145976,-0.0049963,-0.0318861,0.181791,0.17924
14,48.7893,-0.221914,0.102071,0.0764731,-0.128704,0.168321,0.0251906,-0.155666,-0.163946,-0.0934023,0.000619603,-0.10817,0.0203346,0.132551,0.270944,-0.135158,0.0181016,-0.190303,0.0861674,-0.109241,0.0308647,-0.121489,0.126775,0.0414887,-0.137988,-0.0161636,-0.17516,0.14218,0.00270437,0.204558,-0.140228,0.083319,-0.169111,0.0720812,0.0772074,-0.0662536,0.247977,-0.0903148,-0.234697,-0.00807086,0.0296061,-0.00705013,0.158679,0.453841,-0.0904032,-0.0408075,-0.154265,-0.143211,0.142175,-0.0430342,0.0496733
15,47.5491,-0.0842218,0.302016,0.262075,-0.125311,0.065156,-0.0404723,0.217866,0.0764022,0.0730325,0.124148,0.0589414,-0.0672728,0.102231,-0.0313449,-0.17909,0.0933333,-0.151286,0.108389,-0.191048,-0.0741958,0.0850719,-0.0379188,-0.164596,0.163996,0.0683101,-0.161604,-0.0587701,0.125072,-0.0376884,0.157507,0.115917,-0.274305,0.203872,0.225423,0.147129,-0.0616875,0.273616,-0.0913099,-0.0821595,-0.0671435,0.107894,-0.136697,-0.294667,0.0190941,0.0461585,-0.0313519,-0.185234,0.0236428,0.0602641,0.0404715
16,-46.9373,0.0478391,-0.114913,-0.139028,0.134553,-0.0859265,-0.00399822,-0.173271,-0.0348282,-0.07159,-0.0826199,-0.0384368,0.134103,0.169275,0.0455901,-0.140904,0.141785,0.317317,0.0406375,0.202243,0.0026698,-0.109844,0.0484639,-0.216676,0.289659,-0.0626816,0.151822,-0.0627151,0.263784,-0.0446849,0.10919,0.137215,0.112048,0.0965803,0.215795,0.0660361,0.0775045,-0.095744,-0.14698,0.122681,-0.191696,0.370368,0.0478237,0.0092122,0.00750937,-0.179596,-0.158023,-0.048196,0.12349,0.0925048,0.0153838
17,45.7698,-0.0653835,0.204778,0.0890937,0.226334,0.240033,0.0892302,0.240824,0.0670568,0.0900385,-0.00437109,0.138673,0.203868,0.279085,0.00917556,0.0410418,0.200744,0.209547,0.00534311,0.112127,0.0517078,0.0485988,0.241772,-0.0943304,0.0802068,0.0367416,-0.0322044,0.0221059,-0.425614,0.181239,-0.0635998,0.086429,0.187913,-0.000250993,-0.0530944,-0.0434195,-0.133117,-0.0756881,0.0640517,-0.156539,0.13241,0.175296,-0.0791565,0.0978321,-0.0753142,0.139616,0.118742,-0.00713778,0.0828784,-0.049116,-0.0959126
18,-43.6522,-0.109895,-0.186629,-0.0132677,0.119625,-0.0865598,0.160587,-0.055863,0.0366173,-0.135445,-0.0921519,-0.0343924,0.0214349,-0.0348385,0.0452138,0.0288793,-0.170172,-0.0288876,0.22534,-0.243556,0.198717,0.00763998,0.199398,-0.0648779,0.0364671,0.277781,-0.105218,-0.0557524,0.0665174,0.00399741,-0.0553283,-0.0208724,-0.20268,-0.169349,0.101386,0.0378687,0.0307992,-0.0368413,0.188457,-0.146945,0.0283773,0.18039,-0.3158,0.00213904,-0.352578,-0.226365,0.137165,0.225669,-0.0719167,0.116454,-0.0792858
19,41.3419,-0.0927714,0.109479,0.0327549,0.00320682,-0.253512,0.0467648,0.0583647,0.0605241,0.225789,-0.293942,-0.0357017,0.19815,-0.220568,0.150541,0.0874701,0.0797628,-0.191812,0.0119686,-0.101247,0.275715,-0.22242,-0.0403045,-0.0117154,0.23362,-0.0461635,0.113806,0.172918,-0.0316225,0.133609,0.219688,0.0518027,0.100846,0.11978,-0.00428429,-0.164432,0.0882043,0.228571,0.084525,0.0643586,0.251848,-0.00304983,0.0375345,0.0574851,0.227818,-0.177362,0.117232,0.00976261,0.0176817,0.0862635,-0.0420833
20,-40.987,-0.0413876,0.160748,-0.0745524,-0.00691272,-0.28158,0.0442239,0.119993,-0.188404,0.00182628,0.0748291,-0.0733783,0.126437,0.158086,0.126909,-0.0738195,0.0262494,0.0609492,-0.253106,0.17149,-0.158382,0.0661119,-0.0690871,0.208448,-0.138082,0.293247,0.0119465,-0.159336,-0.138219,-0.0759109,-0.0994354,-0.0180389,-0.0868817,0.270256,0.0958437,-0.0559226,0.0866401,0.0439442,0.266011,-0.0493838,-0.182514,-0.0679864,-0.0617501,0.10587,0.0914614,-0.309446,-0.000495203,-0.103497,-0.158914,0.102058,-0.204847
21,38.6687,-0.127525,0.0663163,-0.115133,-0.0117392,0.220923,0.0743351,0.389763,0.144784,-0.253865,0.14927,-0.157015,-0.0681668,-0.164907,-0.134874,0.13453,-0.135003,0.0341171,0.0945219,0.0675834,-0.144437,-0.127988,0.116426,-0.0897141,0.175536,0.219603,-0.0818755,0.220938,0.210453,-0.050007,0.0454486,-0.180517,0.178642,0.0460822,-0.0960998,-0.077416,0.143072,-0.0186032,0.182738,-0.172533,-0.0530915,0.0356437,0.260319,0.0568371,0.102389,-0.102693,-0.11712,-0.0684045,-0.00622683,0.0436835,0.0422653
22,37.9752,-0.0844585,-0.130339,0.270683,0.221551,0.077408,-0.00533361,0.187387,-0.111524,0.0242961,-0.0926954,0.0640429,-0.194135,-0.110451,-0.0535495,-0.0595748,0.0248067,0.0566213,0.126001,0.192301,0.00844978,-0.206097,-0.112308,0.0638736,0.0688245,-0.135546,0.0933279,-0.016655,-0.00525426,-0.377125,-0.125236,0.0391328,-0.155925,0.0362052,0.268957,-0.343652,0.0211031,0.0775457,0.100182,0.033577,-0.0966613,-0.145555,0.043994,0.139787,-0.167118,0.126998,0.183894,0.0033392,0.226506,0.0153305,-0.0881603
23,-36.7974,0.00126191,-0.0063832,-0.00952367,-0.146733,0.241961,0.0309043,-0.123737,0.280128,-0.0847696,-0.288346,0.0783443,0.0968837,-0.0770518,0.00689506,-0.202903,-0.148785,-0.0995658,-0.230172,0.222175,0.129827,0.0348602,-0.0161347,-0.289382,-0.0613765,0.0647993,-0.244035,0.014654,-0.0722752,-0.0941274,0.031198,0.0523556,0.0449863,0.0102568,-0.0995291,0.167047,0.110485,-0.0449657,0.125021,0.159897,-0.188175,-0.211312,-0.105498,-0.00900311,0.0382998,0.00611721,0.11458,-0.0870144,0.241886,0.209512,-0.196984
24,-35.5836,0.0716411,0.182493,-0.0474258,-0.0266336,0.149276,0.377253,-0.083039,-0.14419,-0.192764,0.16719,-0.0860669,-0.0748449,-0.0223905,0.168551,0.0116048,-0.0806646,0.046906,-0.0697644,-0.0619441,0.196509,-0.351164,-0.00256747,-0.0215111,-0.185584,-0.0391165,0.146122,0.0414648,-0.0568678,-0.16348,-0.127344,0.252145,0.156304,-0.118351,0.076125,0.062317,0.0633699,0.25593,0.0725305,-0.00781293,-0.0508504,0.0855577,-0.178741,-0.171934,0.202406,0.176009,-0.151016,0.0838609,-0.0659398,-0.067219,-0.0743038
25,-33.6835,-0.23087,-0.0161711,0.316584,-0.00233451,-0.00132275,0.0150116,-0.109352,0.0841189,-0.0599408,0.119975,-0.256158,-0.145669,-0.150995,0.0485468,-0.0448084,0.0309165,0.0611774,0.00287344,0.031856,0.153267,-0.000217106,0.166284,0.062068,0.0977719,-0.0379855,0.295006,-0.266533,0.0330821,0.0302801,0.0715937,-0.00538379,0.0828433,0.22877,-0.0668945,0.155281,0.103853,-0.414526,-0.00930264,-0.172493,0.121723,-0.209575,-0.145908,-0.131904,0.0854751,-0.00487574,0.0362956,-0.139938,0.0235262,-0.12747,-0.123711
26,33.5691,0.181639,-0.123614,-0.0854341,-0.163725,0.138292,-0.00936412,0.154504,-0.329742,-0.0177604,0.0686044,0.140602,-0.271286,-0.0522612,0.222891,-0.0941271,-0.00996348,-0.0788024,0.114695,0.121984,0.106543,0.1321,-0.0165158,0.0695874,0.0138769,0.201618,0.0984213,-0.0937243,0.0238392,0.180368,0.110157,-0.102521,0.242933,0.106663,0.221897,0.325446,-0.0656537,0.0912488,0.082185,0.0983492,0.220238,0.0183725,0.143833,0.0622249,-0.0580757,0.0233454,0.150162,0.111633,0.203645,0.100504,-0.0657013
27,31.1487,0.235278,-0.0829928,0.324797,0.0147689,0.0680653,0.158922,-0.0198664,0.0394998,-0.121371,0.268654,0.0196722,0.141416,0.0331821,0.0664962,0.0684633,0.345663,0.219842,0.18483,-0.112705,0.195086,0.177625,-0.1597,0.128212,-0.046005,0.140342,-0.143841,0.173302,0.0956798,-0.158229,0.0917872,-0.0516497,0.0297494,0.0279831,-0.246013,-0.0750636,0.0594667,0.00593628,-0.0107383,0.323959,0.0547357,-0.103345,-0.0754436,0.0515603,0.00439164,-0.151834,-0.0580615,-0.0464977,0.048288,0.0881448,-0.0381659
28,-30.1971,0.315906,0.165593,0.0317588,0.196308,-0.00781615,0.02045,-0.109138,0.0271576,-0.100952,0.208962,0.190779,-0.0106288,-0.212203,0.0757701,-0.137798,-0.105451,-0.0756228,-0.202497,0.193703,0.0903284,-0.074887,0.111922,-0.0294584,-0.0113414,0.178068,-0.00226719,-0.0119321,0.0343955,0.157654,-0.033744,-0.108695,-0.349182,0.0043782,-0.00215693,-0.331809,-0.0478296,-0.199136,-0.145825,-0.0493356,0.195008,0.154401,0.118196,-0.198621,0.139238,0.00955407,0.0144671,0.0524183,0.102177,0.143359,-0.00866795
29,29.1085,0.0280878,-0.207397,0.049462,-0.149422,0.23353,0.340788,-0.183866,-0.0150923,0.113982,0.0810263,0.104324,0.123738,-0.0298099,-0.120982,-0.00818712,0.237457,-0.0953034,-0.252138,-0.0109793,-0.171543,-0.189158,0.0947079,0.0942109,0.133182,-0.086543,-0.0779467,0.00949448,-0.0104542,-0.0169786,-0.0585189,0.050493,0.058939,0.245038,0.0609478,0.032086,0.0897511,0.0204516,-0.0248443,-0.124851,0.0409792,-0.0838469,0.207644,-0.179146,-0.26513,-0.128634,0.195091,0.144008,-0.233737,0.129553,0.146549
30,-26.3271,0.145701,0.0330703,0.0530931,-0.127084,-0.0737665,-0.236522,-0.166502,0.148024,-0.112592,0.0451552,-0.0465802,0.158415,-0.193375,-0.0499593,-0.127062,0.00122531,0.0543184,0.0498935,0.0339248,-0.00645967,-0.0677916,0.206412,0.349891,0.146639,0.283731,0.0967387,0.21022,-0.0864527,0.00210998,-0.101201,0.179896,0.0211007,-0.131686,0.0512903,0.125819,-0.0407848,0.176414,-0.0103166,0.0126404,-0.194047,0.0677433,0.106274,-0.0260728,-0.0830231,0.0335704,0.296802,-0.211202,0.0675062,-0.314397,0.0118203
31,-25.7541,-0.0886177,-0.145309,0.0197211,-0.0449754,-0.0994812,0.255846,-0.0112863,0.384141,0.186745,0.0222788,-0.0911748,-0.0411903,-0.0646224,0.186533,-0.335926,-0.0083806,-0.0118908,0.0399694,0.077524,-0.217694,0.0330939,-0.133718,0.220279,-0.199987,0.0898496,-0.0371338,0.0887601,0.0268291,-0.0107727,0.196339,-0.0946298,0.169058,0.115351,-0.000969517,-0.125372,-0.108531,0.0174185,-0.0860992,-0.176254,-0.0668344,0.217922,-0.147818,0.0934033,0.022722,0.148571,-0.0635388,0.248099,0.181076,-0.0772249,0.0487469
32,25.0471,-0.20667,-0.0868439,0.151966,0.201961,0.0409211,0.180461,-0.0588542,0.0243793,-0.0299634,0.0565428,-0.150043,-0.179635,0.173872,-0.115378,0.234306,-0.0694801,-0.18165,-0.27914,0.0779574,0.106158,0.203189,0.151738,0.234085,0.00419704,-0.0608559,0.145061,0.0970466,0.0245017,0.00637822,0.103576,-0.064986,-0.0845571,-0.134417,-0.0297361,0.136853,-0.130111,0.174752,-0.131056,0.0820386,-0.169393,0.207528,0.0541094,0.120819,0.16685,-0.0142215,0.172977,-0.112119,0.0741176,0.321387,0.0588921
33,-22.2075,0.0342394,-0.222901,0.212519,0.190293,0.00081234,-0.0341814,0.140137,-0.301146,0.0639283,-0.00441458,-0.118059,0.221298,-8.40431e-05,0.0476619,-0.181362,-0.299695,-0.0869099,-0.0825458,-0.184244,-0.122347,-0.244594,0.0420646,0.00474516,0.198885,0.115124,-0.19404,0.0348269,-0.00390936,-0.03561,-0.129936,0.0169135,0.116625,0.119731,-0.128481,0.121244,-0.372336,-0.156452,-0.0562478,0.18131,-0.0467801,-0.0493815,-0.103944,0.0208244,0.182882,0.0548231,-0.0431318,0.0254148,-0.00242287,0.0239166,0.124715
34,20.3897,0.246379,-0.0479131,0.153357,-0.134423,0.198298,-0.0492134,0.100235,-0.0647353,0.242883,-0.166349,-0.0472491,0.0760547,0.0169671,0.0387417,0.259008,0.0749692,-0.0439203,0.0303429,0.213759,0.0824521,-0.211926,0.067034,-0.0517052,-0.263562,-0.0201813,0.0765739,-0.0150963,0.242656,0.0369374,-0.0645062,-0.133459,-0.123899,0.0188075,-0.140657,0.0965582,-0.22649,0.0857689,-0.0883012,-0.287491,-0.155208,0.0480197,-0.107654,0.00154678,0.00315069,-0.326966,-0.0505188,-0.019132,0.139058,-0.194787,-0.0750914
35,-19.0073,0.168617,-0.00259374,0.0482069,0.083832,0.0617258,0.0695608,0.0278768,0.131611,-0.13357,0.227781,0.197647,0.0702537,-0.0997091,0.147592,0.0227194,-0.298716,-0.0937281,0.0785871,0.121062,-0.00514006,0.0140971,-0.0407217,-0.115899,0.0589563,-0.229126,0.140757,0.0530914,-0.0530366,0.128919,0.316702,0.0491219,0.015132,0.111694,0.0939676,-0.0158548,-0.153029,0.0346794,-0.0796266,0.0202221,-0.182374,-0.113696,-0.119819,0.316138,-0.175349,-0.0738705,0.0264374,-0.127202,-0.415807,-0.0781564,-0.0940762
36,18.3408,-0.18368,0.214888,0.0354665,-0.0239693,-0.106878,0.136814,0.193258,0.0539094,-0.185029,0.0229779,0.0161706,0.189849,0.0967244,0.0347073,-0.0839718,0.0418476,-0.16272,-0.00810163,0.237907,0.28761,0.0799217,-0.318088,0.018952,0.152557,0.0347061,0.0191609,-0.123464,0.119107,-0.0529424,-0.130827,0.100256,-0.0480976,-0.167984,-0.0626641,0.153852,-0.120338,-0.114107,-0.152224,-0.0446147,-0.0848118,-0.108977,0.224903,0.0254461,-0.0360158,-0.0698427,0.0854203,0.372678,-0.0388639,-0.185617,0.173136
37,14.4133,-0.0868617,0.0266597,0.0188961,0.0738501,0.00422357,-0.102227,-0.103411,-0.0208564,0.248908,0.239771,-0.117448,-0.162378,0.0106124,0.0717472,-0.0810412,0.0667716,0.0256756,-0.170699,-0.0140125,0.0432353,0.0656169,0.124944,-0.315916,-0.19265,0.0260123,-0.252254,0.0803792,0.145723,-0.230114,0.139917,0.127133,0.125819,-0.183029,0.189124,-0.0628387,-0.113569,-0.0923367,0.109602,0.0419241,0.129037,0.0313229,0.128145,0.101369,0.150615,-0.208493,0.305831,0.0264544,-0.137442,-0.266352,0.0161502
38,-13.6746,0.232992,0.0665187,-0.151605,-0.0185404,0.150831,0.0359726,-0.0279821,0.0897202,0.0878542,-0.0979804,-0.208397,-0.271335,0.0259319,-0.0158227,-0.0761891,0.263648,-0.241261,0.121314,-4.54851e-06,-0.0200421,0.0143167,0.287357,-0.0665343,0.240791,0.144986,0.115918,-0.179591,-0.199257,-0.121184,0.0312904,-0.0194465,-0.1824,0.0729344,-0.136369,-0.0760306,-0.0362658,0.00686054,0.046774,0.243048,-0.18135,-0.0496891,-0.043356,0.193352,0.128785,0.00907253,-0.110759,0.259059,-0.140911,-0.107653,0.0762008
39,-12.7438,0.149156,-0.15073,0.11324,-0.0515505,-0.0855966,0.118611,-0.051315,-0.173285,-0.0651931,0.00361585,0.000736109,0.0290396,-0.0174639,0.20316,-0.010339,-0.0540039,0.0867906,0.190162,-0.124573,-0.0108079,0.204574,0.0537953,-0.0715268,0.156147,-0.244676,-0.215877,-0.097417,-0.233229,0.062075,0.0500685,-0.118146,-0.00477733,-0.111783,-0.00808904,-0.0780853,0.162055,0.045421,0.00372308,-0.333854,-0.364353,-0.0327601,0.20868,-0.110351,0.34103,-0.0440301,0.16427,0.0766251,0.0937462,-0.0351693,-0.0488859
40,12.4406,-0.0681596,0.0460336,-0.00729759,0.186683,0.0930214,-0.0148662,-0.162553,-0.0578874,0.0569064,0.0250405,-0.0815356,-0.216552,-0.00463898,-0.334069,-0.0384884,-0.010928,0.0480268,0.10978,-0.0934802,0.139619,-0.0663117,-0.276047,-0.088079,-0.13325,0.244583,0.0479348,0.100143,-0.211755,0.38083,0.0595605,0.124214,0.162865,0.0934827,0.111607,-0.15615,-0.103364,-0.0125941,-0.0736754,-0.0172671,-0.288164,-0.192019,0.0286856,-0.132542,-0.0265931,-0.251049,-0.0369107,0.0500446,0.0974477,0.033048,0.119132
41,-10.5613,-0.0697557,0.127933,-0.33101,-0.0825772,-0.0451706,0.0460905,-0.0838527,-0.00383413,0.0298743,0.10057,-0.0220319,-0.00429285,-0.093535,0.100212,-0.0189418,0.0834633,-0.0435976,-0.000185202,-0.125417,0.268083,0.221748,0.0949194,-0.0432744,0.129008,-0.14927,0.00251107,0.210803,0.077208,-0.15647,-0.374087,-0.276747,0.156518,0.250966,0.0934035,-0.152242,-0.350568,-0.0220168,-0.103993,-0.0587189,-0.131307,-0.0768015,-0.0934883,-0.0484655,-0.100438,0.0176675,0.0234805,-0.1247,0.0743813,0.0561905,-0.0848403
