Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57,Eigenvector_58,Eigenvector_59,Eigenvector_60,Eigenvector_61,Eigenvector_62,Eigenvector_63,Eigenvector_64,Eigenvector_65
10,68.5602,0.229732,-0.118847,0.101009,-0.175322,-0.221584,0.0418937,-0.130668,-0.163241,-0.0832705,0.0881257,0.0275291,-0.0558488,-0.185521,0.12912,0.249503,0.105637,-0.00890177,0.140879,-0.0237789,0.211317,-0.139198,0.089155,0.0110715,0.00155509,-0.0383597,0.063706,-0.0466494,-0.00444445,-0.122787,-0.0381925,0.208667,-0.0017102,-0.0346681,-0.0659528,0.191367,0.0534808,-0.195787,0.0660181,-0.130205,0.0423199,0.176499,0.0371964,0.031835,-0.230364,-0.0219603,-0.0510127,0.0824843,0.0234175,-0.0795209,0.16542,0.138725,-0.0457492,0.140294,0.0655706,-0.0553953,-0.154289,0.0704694,-0.0107198,0.225644,0.0501439,0.0991614,0.265784,-0.0143591,0.0199093,0.212054,-0.0120441
11,-65.7084,-0.00706691,-0.0428596,-0.0929863,-0.196186,-0.147477,0.0096504,0.0643751,0.0695342,-0.308042,0.0185041,-0.0031354,0.290459,0.0912917,-0.207351,0.0321043,0.032517,-0.112798,-0.169553,0.166705,0.292682,-0.0896277,-0.0269105,0.0328896,-0.036492,0.10246,0.00431391,-0.0776307,-0.096296,-0.149924,-0.080056,0.0537696,-0.0585685,-0.177076,0.0581169,-0.155814,-0.186487,0.101562,-0.0079267,-0.115932,-0.0877378,-0.0448643,-0.248561,0.0494855,-0.0297127,0.117187,0.0566744,0.045066,0.0472266,-0.0782288,-0.147834,-0.186035,0.155314,0.0471688,-0.0523614,0.0315354,-0.0318881,0.0698657,-0.300653,-0.0746805,-0.0356744,-0.155526,0.0303903,-0.126267,-0.0404625,0.085689,-0.0230528
12,65.4179,0.00484496,0.182869,0.0180521,-0.25836,0.0530218,-0.0300021,0.0181329,0.264538,-0.0468469,0.146565,-0.192364,-0.0347043,-0.0743571,0.266616,0.122288,-0.12629,0.135071,-0.0794218,-0.0531967,-0.0940437,0.0873188,0.0380606,-0.00133064,0.135289,-0.195377,-0.0781136,-0.0459369,-0.213421,-0.0105389,-0.00711555,-0.171242,-0.0708134,-0.013066,-0.0146941,-0.104851,0.0273461,-0.191322,0.0566705,0.0204399,-0.0528939,0.00894189,-0.0138284,0.155186,0.0410076,-0.244822,-0.0199156,-0.250287,0.00346525,-0.0271976,0.0587109,-0.128552,0.112583,0.00951401,0.109425,-0.0193935,0.0437591,-0.0460055,-0.192325,-0.13855,0.102805,0.0411573,0.257007,-0.0838279,-0.0143281,-0.0705589,0.255434
13,-65.0175,-0.129774,-0.291785,-0.163986,-0.160924,0.0601165,0.0524506,-0.295543,-0.0389062,0.0914281,0.0714873,-0.16916,0.0243258,0.026868,-0.155419,-0.0179295,-0.10237,0.0887692,-0.143993,0.0138365,0.0318188,0.12089,0.10727,0.0179517,0.143478,-0.0795306,-0.027339,0.310811,0.0811235,-0.178451,-0.1556,-0.0470646,0.078646,-0.0174858,0.105664,-0.0130056,0.0819487,0.0045103,0.0513183,0.163964,-0.100712,0.0411694,-0.112288,-0.0556076,-0.120143,0.00671299,-0.0508215,-0.225691,-0.113425,0.165805,-0.000461212,0.217472,0.0300329,-0.178888,-0.0656407,0.0595543,0.0624987,0.247906,0.00529616,0.0818357,0.152078,-0.0187483,-0.0570777,-0.0532783,0.166817,0.130289,-0.0422701
14,63.7582,-0.00471765,0.0824723,-0.321868,0.108884,-0.0790078,0.0363982,0.00649658,0.109686,-0.146177,-0.053738,0.136829,-0.126253,-0.0503122,0.0722313,0.00135621,-0.0136602,-0.0431961,0.150427,0.0258095,-0.00583127,0.105223,0.0500615,-0.203248,-0.0999763,-0.200006,-0.0358171,-0.072993,-0.0174568,-0.223515,-0.100207,-0.141007,0.116491,0.162376,-0.0106765,0.200533,-0.0295957,0.174751,-0.107678,-0.0867108,-0.00151592,0.00951589,0.0140827,-0.080059,0.10163,-0.269613,0.0541164,0.168948,0.0784824,0.0655195,-0.109163,-0.0332975,0.264015,0.0402211,0.00215281,0.12827,0.211753,0.206424,0.0277301,-0.0101637,-0.0308758,0.0493255,0.186615,0.0643479,0.156812,0.075229,-0.224017
15,-63.1947,-0.11918,0.183339,0.0374311,0.00909468,0.0431367,0.2664,-0.00332687,-0.161783,0.00610367,-0.0279619,0.126204,0.0302787,-0.211093,0.012493,0.227948,0.0835217,-0.132794,-0.00414665,0.0629576,0.0250756,-0.0029669,-0.002772,0.00129897,0.124098,-0.0436551,-0.307199,0.0922625,-0.0877042,-0.0719943,0.018795,-0.138745,-0.22813,0.154392,0.118883,-0.107784,-0.115119,-0.0458784,-0.241916,0.135076,0.155184,-0.0831955,-0.0568079,0.0721222,-0.060202,0.0695065,0.0764786,0.0268225,-0.107744,-0.148687,-0.0843306,0.209075,-0.0360589,-0.0504173,-0.0941563,0.238789,-0.235322,-0.0613975,0.0672109,-0.0918589,0.0261772,-0.157197,0.0937085,0.173439,0.12305,-0.0379099,0.00429277
16,-60.5847,-0.148931,-0.0551802,-0.0860125,-0.093731,0.170543,0.0610624,0.111832,0.078185,-0.0221131,0.169799,0.0490178,-0.10701,-0.0606758,0.0583797,-0.112557,-0.0872195,0.00362222,0.193782,0.00511836,0.213591,0.203023,0.0997367,-0.194973,-0.102643,0.0738515,-0.0592383,-0.0527001,0.123756,-0.0255944,0.0267493,0.0938287,-0.154965,-0.295461,0.142845,-0.154984,-0.119258,-0.139611,0.121124,-0.164782,0.200096,-0.229111,-0.0353022,-0.0797079,-0.101542,-0.0993386,0.117788,0.0206186,-0.115111,0.232675,0.129272,0.103648,-0.127717,0.0862176,0.0151607,-0.132138,0.0117011,0.0519047,0.0950027,-0.223627,-0.0295283,0.0249658,-0.000952311,0.159307,-0.129521,0.0667462,-0.0657926
17,59.9641,0.274782,-0.158695,-0.0661106,-0.00130356,-0.0140148,0.219028,0.104542,0.0903476,-0.0831784,0.0160211,-0.121464,-0.144979,-0.132973,-0.0361597,-0.0661376,-0.10063,-0.134741,-0.0584597,-0.0648594,0.0321324,0.068623,-0.136334,0.106853,0.0715724,-0.0227933,0.0748734,0.0846929,0.247238,-0.0845573,-0.00574855,-0.0586636,0.150865,0.0871347,0.0111169,-0.066586,-0.229626,-0.117255,-0.0849586,0.153145,-0.18214,0.0929516,-0.0420993,0.154546,-0.0988203,0.00760369,0.067771,-0.0137707,-0.0565124,-0.111709,0.0688968,-0.218755,-0.00787421,0.162781,-0.0420772,0.209356,0.0417439,0.008203,0.0817887,-0.0520281,-0.0449586,0.249606,-0.140916,0.301026,-0.237368,0.00943685,0.0503593
18,-57.3575,0.00704804,-0.112015,-0.0866584,0.135412,0.164399,0.019158,0.140084,-0.058211,-0.126873,0.105816,0.115574,-0.104224,0.060403,0.0843849,-0.0856891,0.0315171,0.0167987,0.206743,-0.241332,-0.114487,0.0498009,0.0826107,-0.0173065,0.074034,0.290708,0.0115194,-0.00814755,-0.106524,-0.0913471,-0.0952615,0.252501,-0.149213,0.0700579,0.170084,0.0913887,0.022663,0.0965991,-0.154524,0.0384327,-0.098747,0.342608,0.0208051,-0.114963,-0.205217,0.10849,-0.0788798,-0.141748,-0.0386221,0.0796507,-0.0423514,0.050741,0.191586,0.0456213,-0.0343708,0.042062,0.0531351,-0.124507,-0.265129,-0.125834,0.0120936,-0.0719763,0.0229357,0.0333819,0.0202598,-0.0927041,0.197085
19,55.7497,-0.134408,0.0820289,0.0664157,0.0277454,0.0573992,0.161735,-0.0620051,0.125605,-0.211663,-0.0399639,-0.12431,0.0257985,0.172339,-0.0770111,-0.151119,0.131966,-0.114888,0.102298,0.0162688,0.119325,0.150526,-0.239408,-0.152679,0.138177,0.0722258,0.0569208,-0.125103,-0.158755,0.00278705,-0.092723,0.104247,-0.00870855,0.148604,0.114887,-0.171519,0.207578,-0.237829,-0.154455,0.137776,-0.149694,0.0889299,-0.0390781,0.00618371,0.133465,-0.0594646,0.079582,0.0329604,0.00487236,-0.202943,0.212742,0.129142,0.00388656,0.105434,-0.0248829,-0.189409,0.112495,-0.0759546,0.207184,0.0990632,0.0758402,0.0139124,-0.0237441,-0.138822,0.0592388,0.139868,-0.120484
20,-55.3894,-0.13182,-0.0187717,0.0722977,-0.0376672,-0.010576,-0.00649134,0.187572,-0.124592,-0.0441962,-0.0607498,-0.068104,-0.0194602,0.194675,-0.00427928,-0.157255,0.0108469,0.198894,0.10077,-0.25091,-0.186431,-0.187292,-0.00465661,-0.080305,0.216119,0.132485,-0.0631743,-0.0777188,-0.0049262,-0.138825,-0.153395,-0.290145,-0.0204292,-0.105825,-0.151374,0.0365854,-0.00108424,-0.215193,0.158751,-0.00337144,0.198973,0.0700557,-0.0632759,-0.114551,0.00678932,0.0894702,0.0115541,0.0658832,-0.0346856,-0.190435,0.1093,-0.210759,-0.0336819,-0.031016,0.0809466,0.190755,-0.105912,0.226154,-0.0280637,-0.053866,-0.0263875,-0.0471106,-0.0444834,0.0695369,0.0913856,0.200991,-0.126976
21,52.0078,0.163251,-0.211002,-0.0184723,0.0591632,-0.142515,-0.162984,0.0922728,0.177248,0.0334811,-0.0641804,0.159934,-0.178267,0.0559538,-0.0269824,0.0556922,-0.0181709,-0.0788388,0.269944,-0.0572431,0.104803,0.154303,0.0607286,0.0943147,0.0206758,-0.0100325,0.010785,-0.108532,-0.0489091,-0.0333106,0.161841,-0.174251,0.0824634,0.153323,-0.122271,-0.107078,0.0588113,-0.12487,0.179608,0.0212758,0.0266637,-0.00830508,-0.194633,0.243737,0.0165473,0.252469,0.0589765,-0.156734,0.0119266,0.0597392,0.033593,0.133046,0.00827377,-0.0345422,-0.268602,0.0480394,-0.0227353,0.0509239,0.102375,-0.128488,-0.197542,-0.163835,0.0598477,-0.223729,0.123881,-0.0623457,0.0191355
22,-51.6019,-0.102619,0.0477814,0.0120729,0.0524319,-0.142979,0.094147,0.0730941,0.0241009,0.0572306,0.133438,-0.0803492,-0.0693802,-0.0893204,0.274108,-0.225162,0.189954,-0.140407,-0.16429,0.0478805,-0.119727,-0.0631985,-0.142333,0.252355,-0.137954,0.100762,-0.030577,-0.0139015,0.0120159,0.0132834,-0.0468855,-0.023946,0.297026,-0.110632,0.103354,-0.2345,0.0271871,-0.153738,0.158917,-0.0905233,0.04911,0.147833,0.0365652,-0.0389181,-0.00702911,-0.0431347,-0.152963,-0.0195169,-0.0587852,0.0993899,-0.256632,0.142438,-0.0766687,0.204615,-0.125515,0.0902406,0.105578,-0.0195774,-0.0651337,0.0563042,0.021774,-0.169786,0.138754,0.0649682,0.136557,0.0011021,-0.15455
23,-50.0648,0.0664755,-0.0651246,-0.228469,0.101557,-0.163688,-0.0163319,-0.0695442,-0.0639904,0.0835849,-0.0717751,-0.20283,0.211765,-0.250432,-0.211721,-0.00498897,0.0359706,0.0270866,0.0932456,0.00547757,-0.0845404,0.0353607,-0.0718635,0.0660468,-0.0509119,0.204144,-0.283849,-0.103982,-0.151934,0.0507958,-0.048597,0.00925385,-0.149445,-0.0111512,-0.141649,0.0820121,0.0231578,-0.00028306,0.093946,-0.233338,0.037259,0.154938,-0.115665,-0.0114845,0.143995,-0.247495,-0.0407689,-0.309666,-0.0951496,-0.0824353,0.0886157,0.0199654,0.0299673,-0.0940783,-0.15848,-0.0677625,0.0587032,-0.0872014,0.0781304,0.0235975,-0.097327,0.0159542,-0.0249321,0.178541,-0.179809,-0.00484014,-0.0857643
24,48.855,-0.0296225,0.0780051,0.00525284,-0.174947,0.115692,-0.0495007,0.217252,-0.0818368,-0.0511427,-0.0159866,-0.140879,-0.0595736,0.0682139,-0.0311774,0.077194,-0.0568357,-0.188072,0.0166257,-0.0400944,-0.106712,0.0453103,-0.179078,0.10776,0.133757,-0.0305933,0.0658507,0.211669,-0.0162959,0.199777,0.0298049,-0.0334864,-0.171071,0.109318,0.190925,0.241893,-0.162125,0.0801855,0.0279455,-0.221804,0.0162318,0.0633442,0.00689976,-0.0297086,-0.186555,-0.0828515,0.174737,-0.0477183,-0.111462,0.0326651,0.00414976,-0.123343,-0.217904,0.0538498,-0.212592,-0.017273,0.0646762,0.114686,0.024319,0.109181,-0.0580182,0.0550123,0.125637,-0.306743,0.0381487,-0.117435,-0.250094
25,47.7858,-0.180339,-0.0589057,0.104584,-0.0100145,-0.0613494,-0.107257,-0.0229771,0.0992287,-0.03513,0.158269,-0.0111532,-0.0805481,-0.0684942,-0.0538033,0.201974,0.0767642,0.118481,-0.0675336,-0.145339,0.255183,0.0511798,0.0314088,-0.0537371,-0.114421,0.230935,-0.0995152,0.111449,-0.0147341,0.0972545,0.0878371,-0.0345537,0.385551,-0.0174418,0.0576173,0.145027,0.138726,0.0599575,0.0175669,0.113751,0.135095,0.014791,0.117367,-0.0622195,-0.102938,-0.234823,0.147776,0.125361,-0.154714,-0.227633,0.0694641,-0.155588,0.114297,-0.0527889,-0.249697,0.0996042,-0.0318442,-0.120375,-0.00689318,-0.133787,0.125922,-0.0662161,-0.10433,-0.0906406,-0.044599,-0.0706093,-0.0043703
26,46.9464,-0.137583,-0.00876571,-0.0421461,0.154451,0.200042,0.00632162,-0.0624556,-0.0173272,-0.0601334,0.0618539,-0.211908,-0.0782816,-0.0369207,-0.0110249,0.0943043,-0.0323439,0.034959,-0.0976974,-0.0812706,0.0304705,-0.0069257,0.118458,-0.105986,-0.0151987,-0.1199,-0.11584,-0.346301,0.0484712,0.306826,0.159275,-0.0124856,0.264961,0.059615,-0.0263329,0.134982,-0.283972,0.0424041,-0.171321,0.0491925,-0.000541074,0.105508,-0.0707503,0.0690656,-0.0371259,0.209234,0.0407005,-0.173226,0.0312674,-0.0276843,-0.017704,0.0267201,-0.12912,0.00538177,0.0276654,-0.191452,0.0235009,0.0792867,-0.159554,0.0381666,-0.0332251,-0.160694,0.0785856,0.0893347,7.3376e-05,0.288923,-0.0883899
27,-46.6556,0.171678,0.156988,-0.154404,0.0985095,0.0182799,0.0903899,0.041141,0.0283149,0.0641609,0.118043,-0.109106,-0.0194181,0.0314031,-0.163124,0.114397,0.194354,0.226834,0.0443621,0.0662512,-0.0108934,0.0949624,-0.170629,-0.147588,0.150275,0.0573895,0.129581,0.17137,-0.250985,-0.0384506,-0.035711,-0.078658,0.0735159,-0.0459879,-0.162127,0.0627594,-0.243057,0.0492415,0.185902,-0.060414,-0.186718,-0.0675326,0.167004,-0.081343,-0.122544,0.0579365,-0.0670604,0.142839,0.146095,0.0545412,-0.0651191,0.107434,-0.172954,0.0640614,-0.0965334,0.0144931,0.0614497,-0.0533321,0.15437,-0.142454,0.102508,-0.234764,0.0450071,0.00977782,-0.0573056,0.160731,0.211721
28,45.0038,-0.0294656,0.0898788,-0.198,-0.135876,0.0976336,0.0643719,-0.298024,0.0788205,0.0717913,-0.0856467,0.0714222,0.161881,0.216971,0.0571357,-0.0403393,0.2222,0.153633,0.153651,-0.130959,0.16315,-0.0326565,0.199126,0.0981341,0.118777,0.0141448,-0.0793829,-0.0414237,0.0020883,-0.122801,0.0586317,-0.0601708,0.095206,0.10733,0.195299,0.145819,-0.0793809,-0.116795,-0.0188832,0.0536688,0.00889132,0.0206828,-0.120245,0.0736711,0.0168142,-0.0499926,-0.263126,0.0744408,-0.0830178,0.093174,-0.166354,-0.237545,-0.237638,0.146992,0.000272895,-0.0707836,-0.0501456,-0.110712,0.0938164,0.0707532,-0.140596,-0.0104551,0.00515918,0.00627279,-0.13221,-0.204294,-0.04612
29,-43.9634,-0.00281078,-0.00239146,0.0406416,-0.145249,0.0648184,0.238614,0.179557,-0.0181642,-0.0430216,-0.118615,-0.0313769,0.0846249,-0.117504,-0.00316013,0.0830798,-0.15662,-0.225026,0.110277,0.0774769,0.0210756,-0.198042,0.146049,-0.0649494,0.0486967,0.154371,0.0564875,-0.0223351,-0.116517,-0.0295724,-0.138402,-0.0857671,0.356678,-0.033293,0.213524,0.172073,0.135783,0.0792063,0.130491,-0.0309287,0.0731207,0.0570956,-0.130329,-0.0655609,0.160378,0.142933,0.122171,-0.118819,0.243381,0.0432796,-0.0297334,0.0594795,-0.150619,-0.141317,0.150005,-0.0202646,0.110807,-0.0356076,0.177354,-0.0825104,0.142371,0.0319383,0.0774899,0.0458197,-0.0835603,-0.152248,0.124794
30,41.0803,-0.0908951,0.249344,-0.245808,0.196937,0.00920237,-0.079172,0.0143366,-0.0858121,0.0705337,0.241931,-0.0702728,-0.154141,-0.0165708,-0.00716266,0.196928,-0.0130132,0.144478,-0.00343095,0.192913,-0.0864995,-0.0442427,0.0203826,0.076385,0.045648,0.0694218,0.0757864,-0.143071,0.160507,0.0431913,-0.257424,0.0455791,0.0350253,-0.0193153,0.307416,-0.0861349,0.0106768,0.0223409,0.19448,0.0672758,-0.0461595,-0.019282,-0.177373,0.0535445,-0.0824166,0.0200563,-0.0584534,-0.00108902,0.169827,-0.138356,0.0584325,0.0244432,0.145062,-0.0470659,0.000449045,0.036236,-0.230464,-0.0476084,0.102331,-0.0159247,-0.24478,0.232865,-0.0375135,-0.164847,-0.00580649,0.0252119,-0.0456575
